initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
2,52,0,2,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
1,53,0,1,0,0
0,54,0,0,0,0
3,51,0,3,0,0
0,54,0,0,0,0
0,54,0,0,0,0
4,51,1,2,0,0.0185185
1,53,0,1,0,0
4,50,0,4,0,0
1,53,0,1,0,0
2,52,0,2,0,0
6,48,0,6,0,0
2,52,0,2,0,0
7,47,0,7,0,0
3,51,0,3,0,0
7,47,0,7,0,0
3,51,0,3,0,0
5,50,1,3,0,0.0185185
5,50,1,3,0,0.0185185
4,50,0,4,0,0
7,47,0,7,0,0
5,49,0,5,0,0
3,51,0,3,0,0
4,50,0,4,0,0
6,48,0,6,0,0
6,48,0,6,0,0
7,48,1,5,0,0.0185185
4,51,1,2,0,0.0185185
7,47,0,7,0,0
9,47,2,5,0,0.037037
6,49,1,4,0,0.0185185
11,44,1,9,0,0.0185185
10,46,1,7,0,0.0185185
9,45,0,9,0,0
10,46,1,7,0,0.0185185
5,49,0,5,0,0
10,44,0,10,0,0
10,45,1,8,0,0.0185185
6,48,0,6,0,0
8,46,0,8,0,0
11,43,0,11,0,0
3,51,0,3,0,0
5,49,0,5,0,0
12,44,2,8,0,0.037037
6,48,0,6,0,0
14,41,1,12,0,0.0185185
11,43,0,11,0,0
13,41,0,13,0,0
15,42,3,9,0,0.0555556
10,45,1,8,0,0.0185185
18,39,3,12,0,0.0555556
14,41,1,12,0,0.0185185
18,38,2,14,0,0.037037
13,43,2,9,0,0.037037
20,35,1,18,0,0.0185185
15,40,1,13,0,0.0185185
12,44,1,9,0,0.0185185
17,39,2,13,0,0.037037
18,39,3,12,0,0.0555556
20,34,0,20,0,0
23,33,2,19,0,0.037037
19,37,1,16,0,0.0185185
23,37,4,13,0,0.0740741
19,36,1,17,0,0.0185185
27,33,3,18,0,0.0555556
19,37,1,16,0,0.0185185
24,36,6,12,0,0.111111
25,33,4,17,0,0.0740741
27,34,7,13,0,0.12963
20,39,4,11,0,0.0740741
31,32,9,13,0,0.166667
33,31,7,16,0,0.12963
39,27,9,18,0,0.166667
37,27,9,18,0,0.166667
42,24,10,20,0,0.185185
35,25,6,23,0,0.111111
44,22,9,23,0,0.166667
35,29,9,16,0,0.166667
39,25,9,20,0,0.166667
38,29,11,14,0,0.203704
35,28,8,18,0,0.148148
43,26,11,17,0,0.203704
38,25,8,21,0,0.148148
51,21,10,21,2,0.185185
45,22,9,21,2,0.166667
53,20,14,17,3,0.259259
48,20,12,18,4,0.222222
53,19,12,19,4,0.222222
52,21,13,18,2,0.240741
48,26,15,13,0,0.277778
55,24,17,13,0,0.314815
53,21,14,17,2,0.259259
57,22,14,18,0,0.259259
53,21,16,15,2,0.296296
56,19,15,16,4,0.277778
55,17,11,21,5,0.203704
51,21,14,18,1,0.259259
37,29,9,16,0,0.166667
54,19,15,16,4,0.277778
53,21,13,18,2,0.240741
48,26,15,13,0,0.277778
45,26,14,14,0,0.259259
47,22,11,20,1,0.203704
54,20,14,18,2,0.259259
57,18,16,14,6,0.296296
38,30,10,14,0,0.185185
62,17,17,17,3,0.314815
56,19,17,13,5,0.314815
56,16,13,21,4,0.240741
39,28,9,17,0,0.166667
48,19,9,21,5,0.166667
55,22,12,18,2,0.222222
53,19,12,20,3,0.222222
49,18,11,20,5,0.203704
48,22,12,18,2,0.222222
55,18,15,19,2,0.277778
59,16,14,19,5,0.259259
55,20,17,15,2,0.314815
55,21,12,19,2,0.222222
58,19,17,14,4,0.314815
56,19,16,17,2,0.296296
52,18,15,18,3,0.277778
47,24,13,17,0,0.240741
41,27,11,16,0,0.203704
48,19,11,21,3,0.203704
60,19,16,17,2,0.296296
60,12,12,23,7,0.222222
58,22,16,14,2,0.296296
52,20,14,18,2,0.259259
49,22,14,17,1,0.259259
39,27,10,17,0,0.185185
58,18,16,16,4,0.296296
55,23,16,15,0,0.296296
56,17,14,17,6,0.259259
50,20,12,18,4,0.222222
56,16,14,19,5,0.259259
53,17,12,20,5,0.222222
49,19,10,21,4,0.185185
64,17,18,17,2,0.333333
54,20,16,17,1,0.296296
49,19,10,21,4,0.185185
44,27,12,15,0,0.222222
64,16,21,14,3,0.388889
50,22,13,18,1,0.240741
68,15,19,15,5,0.351852
49,21,11,21,1,0.203704
56,17,16,15,6,0.296296
53,23,15,16,0,0.277778
59,14,14,18,8,0.259259
40,25,9,20,0,0.166667
50,19,14,17,4,0.259259
51,22,15,16,1,0.277778
39,26,10,18,0,0.185185
64,19,17,17,1,0.314815
67,14,18,17,5,0.333333
43,28,12,14,0,0.222222
57,22,16,15,1,0.296296
56,16,15,17,6,0.277778
52,19,16,18,1,0.296296
50,21,12,20,1,0.222222
41,28,12,14,0,0.222222
61,18,14,17,5,0.259259
45,22,10,21,1,0.185185
48,19,11,20,4,0.203704
58,18,17,18,1,0.314815
62,18,20,13,3,0.37037
49,21,15,17,1,0.277778
57,20,17,14,3,0.314815
51,22,19,12,1,0.351852
51,20,16,16,2,0.296296
57,19,20,14,1,0.37037
52,21,15,15,3,0.277778
68,14,20,15,5,0.37037
56,20,16,15,3,0.296296
51,17,13,19,5,0.240741
46,21,9,21,3,0.166667
55,20,15,17,2,0.277778
44,26,12,16,0,0.222222
42,23,9,21,1,0.166667
55,15,15,20,4,0.277778
55,18,13,18,5,0.240741
56,21,15,16,2,0.277778
64,16,14,18,6,0.259259
51,17,10,23,4,0.185185
60,19,17,15,3,0.314815
51,20,12,20,2,0.222222
60,17,17,16,4,0.314815
53,18,15,18,3,0.277778
57,13,11,23,7,0.203704
61,14,19,16,5,0.351852
65,14,21,12,7,0.388889
45,21,9,22,2,0.166667
45,23,10,20,1,0.185185
65,10,14,22,8,0.259259
56,18,15,18,3,0.277778
34,30,9,15,0,0.166667
62,15,17,17,5,0.314815
53,17,13,20,4,0.240741
50,22,13,19,0,0.240741
51,19,13,18,4,0.240741
51,22,16,16,0,0.296296
51,18,10,22,4,0.185185
50,21,12,19,2,0.222222
38,27,8,19,0,0.148148
45,21,9,24,0,0.166667
48,23,10,21,0,0.185185
62,19,15,17,3,0.277778
39,24,8,22,0,0.148148
50,23,16,14,1,0.296296
50,21,16,15,2,0.296296
47,22,8,23,1,0.148148
55,23,15,15,1,0.277778
60,16,16,16,6,0.296296
47,20,8,24,2,0.148148
49,22,15,17,0,0.277778
51,21,12,20,1,0.222222
54,22,16,16,0,0.296296
48,23,12,19,0,0.222222
65,12,19,16,7,0.351852
47,22,13,18,1,0.240741
56,16,15,18,5,0.277778
48,19,10,21,4,0.185185
62,11,13,22,8,0.240741
46,21,9,21,3,0.166667
57,17,16,16,5,0.296296
56,14,12,20,8,0.222222
50,24,15,15,0,0.277778
54,20,15,17,2,0.277778
47,23,14,16,1,0.259259
54,17,13,19,5,0.240741
45,23,10,21,0,0.185185
56,14,13,21,6,0.240741
43,26,11,17,0,0.203704
60,20,16,17,1,0.296296
47,25,13,16,0,0.240741
56,20,14,18,2,0.259259
59,17,14,18,5,0.259259
47,25,14,15,0,0.259259
57,21,16,16,1,0.296296
46,20,8,23,3,0.148148
47,25,12,17,0,0.222222
58,19,16,15,4,0.296296
64,12,18,19,5,0.333333
51,19,10,21,4,0.185185
56,18,16,17,3,0.296296
42,24,9,21,0,0.166667
71,15,20,16,3,0.37037
40,30,12,12,0,0.222222
56,17,15,18,4,0.277778
57,20,14,17,3,0.259259
56,19,17,15,3,0.314815
66,16,18,16,4,0.333333
57,20,16,17,1,0.296296
58,21,17,15,1,0.314815
55,19,11,20,4,0.203704
52,19,13,21,1,0.240741
59,17,18,15,4,0.333333
49,24,13,17,0,0.240741
61,16,20,14,4,0.37037
55,23,17,13,1,0.314815
56,21,15,17,1,0.277778
53,20,12,20,2,0.222222
75,14,21,15,4,0.388889
56,17,13,20,4,0.240741
45,22,10,21,1,0.185185
55,19,16,18,1,0.296296
57,23,15,15,1,0.277778
53,21,14,17,2,0.259259
56,16,12,19,7,0.222222
44,26,9,19,0,0.166667
65,14,18,15,7,0.333333
55,23,17,14,0,0.314815
47,26,13,15,0,0.240741
57,18,14,18,4,0.259259
51,20,13,19,2,0.240741
60,17,18,15,4,0.333333
44,23,8,22,1,0.148148
60,19,18,14,3,0.333333
51,23,17,14,0,0.314815
61,19,17,14,4,0.314815
54,19,15,17,3,0.277778
65,13,18,17,6,0.333333
71,15,22,14,3,0.407407
41,26,8,20,0,0.148148
47,22,12,18,2,0.222222
58,17,17,16,4,0.314815
53,24,17,13,0,0.314815
43,25,13,16,0,0.240741
60,19,17,16,2,0.314815
49,21,12,20,1,0.222222
52,23,14,17,0,0.259259
54,19,14,18,3,0.259259
48,22,12,19,1,0.222222
72,12,21,13,8,0.388889
49,20,11,22,1,0.203704
47,21,10,21,2,0.185185
50,20,11,21,2,0.203704
41,24,11,19,0,0.203704
63,16,18,16,4,0.333333
51,22,13,18,1,0.240741
53,18,13,19,4,0.240741
56,18,17,17,2,0.314815
49,25,14,15,0,0.259259
55,18,16,16,4,0.296296
44,21,9,21,3,0.166667
52,18,13,18,5,0.240741
58,19,15,17,3,0.277778
50,22,13,17,2,0.240741
56,21,18,14,1,0.333333
51,24,15,15,0,0.277778
54,21,17,14,2,0.314815
50,17,11,20,6,0.203704
55,19,15,18,2,0.277778
54,18,14,19,3,0.259259
58,20,16,15,3,0.296296
45,24,13,17,0,0.240741
62,16,14,19,5,0.259259
56,18,14,19,3,0.259259
51,20,13,19,2,0.240741
66,14,20,18,2,0.37037
53,17,12,23,2,0.222222
53,21,12,20,1,0.222222
53,19,11,22,2,0.203704
53,20,15,19,0,0.277778
50,21,14,17,2,0.259259
48,23,14,16,1,0.259259
52,21,13,19,1,0.240741
44,26,13,15,0,0.240741
52,22,13,19,0,0.240741
61,15,13,19,7,0.240741
36,27,6,21,0,0.111111
42,22,9,21,2,0.166667
59,24,19,11,0,0.351852
53,21,16,16,1,0.296296
55,21,15,16,2,0.277778
66,14,17,16,7,0.314815
54,18,13,18,5,0.240741
46,21,12,19,2,0.222222
49,21,12,19,2,0.222222
41,24,9,21,0,0.166667
56,18,15,16,5,0.277778
45,22,10,20,2,0.185185
64,15,19,15,5,0.351852
48,24,15,15,0,0.277778
61,17,13,19,5,0.240741
53,21,17,14,2,0.314815
58,15,13,21,5,0.240741
58,19,15,20,0,0.277778
41,25,10,19,0,0.185185
47,26,14,14,0,0.259259
43,23,11,19,1,0.203704
49,26,12,16,0,0.222222
52,22,15,16,1,0.277778
44,23,9,21,1,0.166667
49,24,12,18,0,0.222222
56,17,15,18,4,0.277778
57,20,16,18,0,0.296296
51,19,13,18,4,0.240741
58,19,18,16,1,0.333333
49,23,11,19,1,0.203704
59,20,18,15,1,0.333333
58,16,18,17,3,0.333333
57,18,15,18,3,0.277778
