success
1
1
1
1
1
1
1
1
1
1
1
2
2
2
4
4
4
4
4
5
6
6
9
9
9
11
12
14
15
17
23
25
30
31
36
39
42
45
47
50
55
58
62
68
74
81
85
88
93
97
102
110
115
122
127
132
140
144
150
159
162
167
173
179
185
194
205
218
226
238
248
256
265
278
287
295
308
317
329
342
355
370
380
387
402
415
430
445
457
468
484
503
519
534
545
559
573
583
600
616
628
641
658
678
694
714
739
756
767
779
795
809
831
846
859
878
896
908
925
940
962
973
997
1020
1040
1055
1067
1088
1109
1127
1148
1165
1191
1207
1229
1250
1269
1286
1301
1320
1339
1361
1381
1398
1418
1436
1452
1474
1493
1512
1534
1550
1566
1588
1608
1629
1641
1664
1682
1701
1721
1737
1759
1778
1795
1811
1832
1848
1865
1881
1898
1917
1935
1956
1971
1991
2009
2025
2038
2053
2070
2086
2101
2119
2136
2155
2170
2188
2205
2220
2236
2254
2269
2284
2298
2316
2336
2354
2372
2387
2398
2412
2426
2444
2467
2485
2499
2514
2526
2547
2561
2574
2590
2605
2621
2642
2661
2681
2699
2717
2734
2751
2767
2783
2797
2813
2830
2848
2869
2884
2904
2920
2933
2952
2972
2991
3008
3025
3039
3058
3073
3090
3108
3125
3144
3163
3175
3189
3209
3226
3244
3261
3282
3298
3319
3332
3349
3363
3384
3402
3417
3431
3445
3458
3474
3489
3499
3513
3531
3544
3559
3581
3600
3614
3631
3649
3666
3686
3704
3721
3737
3753
3767
3785
3798
3815
3836
3858
3879
3894
3912
3929
3943
3961
3980
4000
4015
4030
4048
4062
4080
4098
4115
4132
4149
4164
4179
4197
4214
4230
4248
4267
4282
4299
4320
4332
4353
4369
4387
4405
4415
4433
4453
4469
4488
4499
4516
4533
4547
4561
4579
4599
4617
4633
4651
4667
4681
4701
4717
4735
4747
4766
4781
4798
4817
4831
4849
4869
4888
4905
4922
4938
4957
4972
4989
5004
5019
5033
5050
5072
5084
5101
5113
5133
5148
5167
5187
5205
5220
5235
5253
5271
5288
5307
5323
5338
5357
5376
5389
5405
5422
5437
5455
5473
5491
5509
5528
5544
5558
5575
5586
5601
5619
5633
5648
5668
5681
5695
5711
5728
5743
5761
5778
5795
5807
5825
5839
5855
5869
5888
5904
5918
5931
5946
5963
5982
6001
6016
6038
6049
6067
6084
6106
6123
6141
6156
6175
6190
6207
6223
6242
6258
6277
6295
6311
6331
6349
6370
6392
6411
6424
6441
6459
6477
6497
6509
6523
6537
6556
6574
6590
6604
6626
6642
6659
6671
6689
6708
6727
6745
6765
6784
6797
6814
6833
6853
6872
6890
6910
6924
6941
6957
6974
6991
7005
7020
7035
7055
7073
7088
7105
7120
7136
7151
7169
7185
7198
7210
7226
7244
7260
7276
7294
7313
7331
7347
7363
7380
7398
7411
7428
7445
7461
7477
7493
7510
7528
7547
7560
7576
7592
7607
7626
7642
7661
7679
7692
7708
7723
7739
7753
7773
7791
7808
7827
7839
7855
7874
7894
7917
7936
7950
7965
7980
7999
8020
8037
8052
8073
8088
8105
8123
8137
8152
8170
8184
8199
8215
8227
8242
8257
8274
