initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility,PACB
11,43,0,11,0,0,0.125
6,48,0,6,0,0,0.125
5,49,0,5,0,0,0.125
7,47,0,7,0,0,0.125
7,47,0,7,0,0,0.125
12,42,0,12,0,0,0.125
19,35,0,19,0,0,0.125
18,36,0,18,0,0,0.125
9,45,0,9,0,0,0.125
5,49,0,5,0,0,0.125
4,50,0,4,0,0,0.125
4,50,0,4,0,0,0.125
5,49,0,5,0,0,0.125
14,40,0,14,0,0,0.125
23,31,0,23,0,0,0.125
19,35,0,19,0,0,0.125
12,42,0,12,0,0,0.125
8,46,0,8,0,0,0.125
3,51,0,3,0,0,0.125
4,50,0,4,0,0,0.125
8,46,0,8,0,0,0.125
14,40,0,14,0,0,0.125
21,33,0,21,0,0,0.125
23,31,0,23,0,0,0.125
16,38,0,16,0,0,0.125
9,45,0,9,0,0,0.125
6,48,0,6,0,0,0.125
6,48,0,6,0,0,0.125
11,43,0,11,0,0,0.125
18,36,0,18,0,0,0.125
22,32,0,22,0,0,0.125
24,30,0,24,0,0,0.125
22,32,0,22,0,0,0.125
16,38,0,16,0,0,0.125
10,44,0,10,0,0,0.125
12,42,0,12,0,0,0.125
16,38,0,16,0,0,0.125
20,34,0,20,0,0,0.125
25,29,0,25,0,0,0.125
25,29,0,25,0,0,0.125
22,32,0,22,0,0,0.125
15,39,0,15,0,0,0.125
15,39,0,15,0,0,0.125
13,41,0,13,0,0,0.125
15,39,0,15,0,0,0.125
16,38,0,16,0,0,0.125
24,30,0,24,0,0,0.125
22,32,0,22,0,0,0.125
21,33,0,21,0,0,0.125
16,38,0,16,0,0,0.125
15,39,0,15,0,0,0.125
16,39,0,15,0,0,0.125
20,35,0,19,0,0,0.125
23,32,0,22,0,0,0.125
26,29,0,25,0,0,0.125
25,31,0,23,0,0,0.125
24,32,0,22,0,0,0.125
23,33,0,21,0,0,0.125
18,38,0,16,0,0,0.125
16,40,0,14,0,0,0.125
19,37,0,17,0,0,0.125
24,32,0,22,0,0,0.125
27,30,0,24,0,0,0.125
27,29,0,25,0,0,0.125
25,31,0,23,0,0,0.125
30,25,0,29,0,0,0.125
24,31,0,23,0,0,0.125
24,31,0,23,0,0,0.125
24,31,0,23,0,0,0.125
24,31,0,23,0,0,0.125
26,29,0,25,0,0,0.125
24,30,0,24,0,0,0.125
23,31,0,23,0,0,0.125
16,38,0,16,0,0,0.125
16,38,0,16,0,0,0.125
20,35,0,19,0,0,0.125
26,29,0,25,0,0,0.125
25,30,0,24,0,0,0.125
27,29,0,25,0,0,0.125
25,29,0,25,0,0,0.125
28,26,0,28,0,0,0.125
31,23,0,30,1,0,0.125
28,26,0,28,0,0,0.125
31,25,0,29,0,0,0.125
30,26,0,28,0,0,0.125
29,28,0,26,0,0,0.125
28,29,0,25,0,0,0.125
27,29,0,25,0,0,0.125
29,27,0,27,0,0,0.125
30,25,0,29,0,0,0.125
31,24,0,30,0,0,0.125
40,20,0,30,4,0,0.125
34,26,0,28,0,0,0.125
34,26,0,28,0,0,0.125
33,29,0,25,0,0,0.125
38,29,0,25,0,0,0.125
38,26,0,28,0,0,0.125
36,27,0,27,0,0,0.125
37,26,0,28,0,0,0.125
26,31,0,23,0,0,0.125
28,29,0,25,0,0,0.125
29,29,0,25,0,0,0.125
29,29,0,25,0,0,0.125
28,30,0,24,0,0,0.125
29,28,0,26,0,0,0.125
35,22,0,30,2,0,0.125
35,21,0,30,3,0,0.125
41,17,0,30,7,0,0.125
39,19,0,30,5,0,0.125
35,24,0,30,0,0,0.125
32,29,0,25,0,0,0.125
36,29,0,25,0,0,0.125
38,26,0,28,0,0,0.125
39,24,0,30,0,0,0.125
41,22,0,30,2,0,0.125
34,27,0,27,0,0,0.125
38,24,0,30,0,0,0.125
35,27,0,27,0,0,0.125
33,29,0,25,0,0,0.125
36,29,0,25,0,0,0.125
35,28,0,26,0,0,0.125
39,23,0,30,1,0,0.125
37,24,0,30,0,0,0.125
43,20,0,30,4,0,0.125
45,19,0,30,5,0,0.125
44,22,0,30,2,0,0.125
39,29,0,25,0,0,0.125
36,29,0,25,0,0,0.125
37,26,0,28,0,0,0.125
39,23,0,30,1,0,0.125
37,23,0,30,1,0,0.125
40,21,0,30,3,0,0.125
37,24,0,30,0,0,0.125
36,26,0,28,0,0,0.125
35,29,0,25,0,0,0.125
43,29,0,25,0,0,0.125
41,26,0,28,0,0,0.125
42,24,0,30,0,0,0.125
43,22,0,30,2,0,0.125
42,22,0,30,2,0,0.125
42,23,0,30,1,0,0.125
39,26,0,28,0,0,0.125
37,29,0,25,0,0,0.125
36,29,0,25,0,0,0.125
43,22,0,30,2,0,0.125
45,17,0,30,7,0,0.125
45,17,0,30,7,0,0.125
50,14,0,30,10,0,0.125
45,21,0,30,3,0,0.125
43,25,0,29,0,0,0.125
41,29,0,25,0,0,0.125
46,29,0,25,0,0,0.125
52,22,0,30,2,0,0.125
53,18,0,30,6,0,0.125
53,16,0,30,8,0,0.125
46,19,0,30,5,0,0.125
44,22,0,30,2,0,0.125
41,26,0,28,0,0,0.125
40,28,0,26,0,0,0.125
54,29,0,25,0,0,0.125
54,25,0,29,0,0,0.125
54,21,0,30,3,0,0.125
55,17,0,30,7,0,0.125
45,22,0,30,2,0,0.125
45,24,0,30,0,0,0.125
43,27,0,27,0,0,0.125
43,29,0,25,0,0,0.125
41,28,0,26,0,0,0.125
44,24,0,30,0,0,0.125
47,19,0,30,5,0,0.125
50,16,0,30,8,0,0.125
59,16,0,30,8,0,0.125
52,23,0,30,1,0,0.125
52,26,0,28,0,0,0.125
51,29,0,25,0,0,0.125
43,28,0,26,0,0,0.125
42,27,0,27,0,0,0.125
43,25,0,29,0,0,0.125
47,22,0,30,2,0,0.125
58,19,0,30,5,0,0.125
57,21,0,30,3,0,0.125
56,27,0,27,0,0,0.125
57,29,0,25,0,0,0.125
48,29,0,25,0,0,0.125
50,26,0,28,0,0,0.125
51,22,0,30,2,0,0.125
51,20,0,30,4,0,0.125
57,15,0,30,9,0,0.125
54,19,0,30,5,0,0.125
53,22,0,30,2,0,0.125
49,28,0,26,0,0,0.125
53,29,0,25,0,0,0.125
53,25,0,29,0,0,0.125
53,23,0,30,1,0,0.125
54,19,0,30,5,0,0.125
48,22,0,30,2,0,0.125
45,26,0,28,0,0,0.125
47,27,0,27,0,0,0.125
49,29,0,25,0,0,0.125
53,29,0,25,0,0,0.125
53,25,0,29,0,0,0.125
52,23,0,30,1,0,0.125
56,18,0,30,6,0,0.125
46,23,0,30,1,0,0.125
47,23,0,30,1,0,0.125
47,26,0,28,0,0,0.125
50,28,0,26,0,0,0.125
54,29,0,25,0,0,0.125
54,25,0,29,0,0,0.125
57,21,0,30,3,0,0.125
57,19,0,30,5,0,0.125
55,21,0,30,3,0,0.125
56,25,0,29,0,0,0.125
55,27,0,27,0,0,0.125
56,29,0,25,0,0,0.125
52,27,0,27,0,0,0.125
48,25,0,29,0,0,0.125
51,20,0,30,4,0,0.125
56,16,0,30,8,0,0.125
69,17,0,30,7,0,0.125
69,18,0,30,6,0,0.125
68,21,0,30,3,0,0.125
61,28,0,26,0,0,0.125
58,29,0,25,0,0,0.125
61,24,0,30,0,0,0.125
61,21,0,30,3,0,0.125
54,22,0,30,2,0,0.125
57,20,0,30,4,0,0.125
53,25,0,29,0,0,0.125
54,25,0,29,0,0,0.125
56,27,0,27,0,0,0.125
61,28,0,26,0,0,0.125
63,24,0,30,0,0,0.125
61,21,0,30,3,0,0.125
61,18,0,30,6,0,0.125
54,23,0,30,1,0,0.125
59,23,0,30,1,0,0.125
60,25,0,29,0,0,0.125
59,29,0,25,0,0,0.125
59,27,0,27,0,0,0.125
61,23,0,30,1,0,0.125
55,22,0,30,2,0,0.125
58,18,0,30,6,0,0.125
54,22,0,30,2,0,0.125
53,25,0,29,0,0,0.125
57,25,0,29,0,0,0.125
57,28,0,26,0,0,0.125
62,27,0,27,0,0,0.125
61,26,0,28,0,0,0.125
62,23,0,30,1,0,0.125
62,19,0,30,5,0,0.125
60,20,0,30,4,0,0.125
55,25,0,29,0,0,0.125
54,28,0,26,0,0,0.125
58,29,0,25,0,0,0.125
54,28,0,26,0,0,0.125
56,23,0,30,1,0,0.125
57,21,0,30,3,0,0.125
53,20,0,30,4,0,0.125
58,17,0,30,7,0,0.125
59,20,0,30,4,0,0.125
58,24,0,30,0,0,0.125
59,29,0,25,0,0,0.125
60,27,0,27,0,0,0.125
59,24,0,30,0,0,0.125
55,21,0,30,3,0,0.125
54,18,0,30,6,0,0.125
63,20,0,30,4,0,0.125
62,22,0,30,2,0,0.125
66,24,0,30,0,0,0.125
66,29,0,25,0,0,0.125
70,26,0,28,0,0,0.125
70,23,0,30,1,0,0.125
73,17,0,30,7,0,0.125
74,14,0,30,10,0,0.125
72,17,0,30,7,0,0.125
69,21,0,30,3,0,0.125
67,21,0,30,3,0,0.125
68,23,0,30,1,0,0.125
61,29,0,25,0,0,0.125
64,26,0,28,0,0,0.125
63,23,0,30,1,0,0.125
64,18,0,30,6,0,0.125
62,20,0,30,4,0,0.125
61,21,0,30,3,0,0.125
62,24,0,30,0,0,0.125
64,26,0,28,0,0,0.125
69,26,0,28,0,0,0.125
69,22,0,30,2,0,0.125
68,21,0,30,3,0,0.125
72,15,0,30,9,0,0.125
62,24,0,30,0,0,0.125
64,26,0,28,0,0,0.125
66,26,0,28,0,0,0.125
66,28,0,26,0,0,0.125
68,29,0,25,0,0,0.125
64,27,0,27,0,0,0.125
63,27,0,27,0,0,0.125
63,25,0,29,0,0,0.125
57,20,0,30,4,0,0.125
60,20,0,30,4,0,0.125
61,23,0,30,1,0,0.125
64,28,0,26,0,0,0.125
69,29,0,25,0,0,0.125
66,28,0,26,0,0,0.125
62,27,0,27,0,0,0.125
63,24,0,30,0,0,0.125
59,21,0,30,3,0,0.125
57,23,0,30,1,0,0.125
60,24,0,30,0,0,0.125
65,27,0,27,0,0,0.125
64,28,0,26,0,0,0.125
64,25,0,29,0,0,0.125
64,24,0,30,0,0,0.125
61,22,0,30,2,0,0.125
58,21,0,30,3,0,0.125
57,24,0,30,0,0,0.125
61,26,0,28,0,0,0.125
63,27,0,27,0,0,0.125
63,29,0,25,0,0,0.125
63,28,0,26,0,0,0.125
60,24,0,30,0,0,0.125
59,23,0,30,1,0,0.125
59,25,0,29,0,0,0.125
60,25,0,29,0,0,0.125
64,28,0,26,0,0,0.125
66,28,0,26,0,0,0.125
65,28,0,26,0,0,0.125
67,25,0,29,0,0,0.125
67,23,0,30,1,0,0.125
66,23,0,30,1,0,0.125
70,15,0,30,9,0,0.125
70,16,0,30,8,0,0.125
71,18,0,30,6,0,0.125
69,24,0,30,0,0,0.125
60,27,0,27,0,0,0.125
60,25,0,29,0,0,0.125
59,24,0,30,0,0,0.125
58,21,0,30,3,0,0.125
59,19,0,30,5,0,0.125
60,21,0,30,3,0,0.125
56,26,0,28,0,0,0.125
58,29,0,25,0,0,0.125
66,28,0,26,0,0,0.125
69,23,0,30,1,0,0.125
69,21,0,30,3,0,0.125
64,19,0,30,5,0,0.125
57,21,0,30,3,0,0.125
60,22,0,30,2,0,0.125
62,22,0,30,2,0,0.125
60,27,0,27,0,0,0.125
64,29,0,25,0,0,0.125
62,28,0,26,0,0,0.125
60,25,0,29,0,0,0.125
64,20,0,30,4,0,0.125
57,22,0,30,2,0,0.125
58,24,0,30,0,0,0.125
59,27,0,27,0,0,0.125
61,27,0,27,0,0,0.125
65,27,0,27,0,0,0.125
65,24,0,30,0,0,0.125
63,23,0,30,1,0,0.125
63,21,0,30,3,0,0.125
66,21,0,30,3,0,0.125
64,24,0,30,0,0,0.125
65,26,0,28,0,0,0.125
69,27,0,27,0,0,0.125
63,28,0,26,0,0,0.125
62,24,0,30,0,0,0.125
62,22,0,30,2,0,0.125
64,18,0,30,6,0,0.125
62,21,0,30,3,0,0.125
59,25,0,29,0,0,0.125
60,27,0,27,0,0,0.125
64,27,0,27,0,0,0.125
64,29,0,25,0,0,0.125
61,28,0,26,0,0,0.125
58,27,0,27,0,0,0.125
57,25,0,29,0,0,0.125
62,23,0,30,1,0,0.125
63,25,0,29,0,0,0.125
66,26,0,28,0,0,0.125
68,29,0,25,0,0,0.125
52,29,0,25,0,0,0.125
50,27,0,27,0,0,0.125
48,27,0,27,0,0,0.125
51,22,0,30,2,0,0.125
67,19,0,30,5,0,0.125
69,21,0,30,3,0,0.125
67,24,0,30,0,0,0.125
67,28,0,26,0,0,0.125
53,29,0,25,0,0,0.125
57,24,0,30,0,0,0.125
60,20,0,30,4,0,0.125
54,20,0,30,4,0,0.125
58,20,0,30,4,0,0.125
62,21,0,30,3,0,0.125
61,23,0,30,1,0,0.125
57,29,0,25,0,0,0.125
62,28,0,26,0,0,0.125
60,27,0,27,0,0,0.125
60,24,0,30,0,0,0.125
62,21,0,30,3,0,0.125
63,20,0,30,4,0,0.125
63,22,0,30,2,0,0.125
63,27,0,27,0,0,0.125
63,29,0,25,0,0,0.125
62,27,0,27,0,0,0.125
66,22,0,30,2,0,0.125
67,18,0,30,6,0,0.125
66,14,0,30,10,0,0.125
57,20,0,30,4,0,0.125
58,23,0,30,1,0,0.125
57,25,0,29,0,0,0.125
55,28,0,26,0,0,0.125
61,29,0,25,0,0,0.125
60,26,0,28,0,0,0.125
62,22,0,30,2,0,0.125
58,20,0,30,4,0,0.125
51,23,0,30,1,0,0.125
50,25,0,29,0,0,0.125
51,26,0,28,0,0,0.125
53,28,0,26,0,0,0.125
63,25,0,29,0,0,0.125
62,22,0,30,2,0,0.125
61,19,0,30,5,0,0.125
66,15,0,30,9,0,0.125
58,20,0,30,4,0,0.125
55,25,0,29,0,0,0.125
56,26,0,28,0,0,0.125
59,28,0,26,0,0,0.125
61,29,0,25,0,0,0.125
59,27,0,27,0,0,0.125
60,20,0,30,4,0,0.125
61,17,0,30,7,0,0.125
53,22,0,30,2,0,0.125
56,22,0,30,2,0,0.125
56,24,0,30,0,0,0.125
53,28,0,26,0,0,0.125
59,29,0,25,0,0,0.125
61,22,0,30,2,0,0.125
61,19,0,30,5,0,0.125
60,18,0,30,6,0,0.125
50,23,0,30,1,0,0.125
49,25,0,29,0,0,0.125
50,26,0,28,0,0,0.125
51,29,0,25,0,0,0.125
62,28,0,26,0,0,0.125
62,25,0,29,0,0,0.125
63,21,0,30,3,0,0.125
63,19,0,30,5,0,0.125
54,22,0,30,2,0,0.125
53,25,0,29,0,0,0.125
56,26,0,28,0,0,0.125
56,28,0,26,0,0,0.125
53,29,0,25,0,0,0.125
56,24,0,30,0,0,0.125
59,19,0,30,5,0,0.125
61,14,0,30,10,0,0.125
54,18,0,30,6,0,0.125
51,23,0,30,1,0,0.125
52,25,0,29,0,0,0.125
49,28,0,26,0,0,0.125
42,29,0,25,0,0,0.125
45,24,0,30,0,0,0.125
47,22,0,30,2,0,0.125
49,20,0,30,4,0,0.125
53,21,0,30,3,0,0.125
53,23,0,30,1,0,0.125
52,24,0,30,0,0,0.125
50,29,0,25,0,0,0.125
44,27,0,27,0,0,0.125
44,26,0,28,0,0,0.125
44,26,0,28,0,0,0.125
43,24,0,30,0,0,0.125
63,18,0,30,6,0,0.125
63,20,0,30,4,0,0.125
63,25,0,29,0,0,0.125
64,28,0,26,0,0,0.125
55,28,0,26,0,0,0.125
56,22,0,30,2,0,0.125
56,19,0,30,5,0,0.125
55,20,0,30,4,0,0.125
41,25,0,29,0,0,0.125
43,26,0,28,0,0,0.125
43,28,0,26,0,0,0.125
44,29,0,25,0,0,0.125
59,29,0,25,0,0,0.125
57,23,0,30,1,0,0.125
56,22,0,30,2,0,0.125
56,19,0,30,5,0,0.125
45,23,0,30,1,0,0.125
44,24,0,30,0,0,0.125
44,27,0,27,0,0,0.125
46,29,0,25,0,0,0.125
46,29,0,25,0,0,0.125
49,22,0,30,2,0,0.125
49,19,0,30,5,0,0.125
52,16,0,30,8,0,0.125
40,21,0,30,3,0,0.125
36,26,0,28,0,0,0.125
36,27,0,27,0,0,0.125
36,29,0,25,0,0,0.125
45,29,0,25,0,0,0.125
46,27,0,27,0,0,0.125
45,25,0,29,0,0,0.125
51,19,0,30,5,0,0.125
47,22,0,30,2,0,0.125
47,25,0,29,0,0,0.125
45,28,0,26,0,0,0.125
45,29,0,25,0,0,0.125
40,29,0,25,0,0,0.125
41,24,0,30,0,0,0.125
44,21,0,30,3,0,0.125
42,23,0,30,1,0,0.125
50,18,0,30,6,0,0.125
49,20,0,30,4,0,0.125
48,24,0,30,0,0,0.125
45,29,0,25,0,0,0.125
37,29,0,25,0,0,0.125
38,27,0,27,0,0,0.125
42,22,0,30,2,0,0.125
44,20,0,30,4,0,0.125
49,22,0,30,2,0,0.125
49,23,0,30,1,0,0.125
51,23,0,30,1,0,0.125
47,29,0,25,0,0,0.125
36,29,0,25,0,0,0.125
37,26,0,28,0,0,0.125
37,25,0,29,0,0,0.125
40,21,0,30,3,0,0.125
40,22,0,30,2,0,0.125
41,21,0,30,3,0,0.125
38,26,0,28,0,0,0.125
37,29,0,25,0,0,0.125
36,29,0,25,0,0,0.125
40,25,0,29,0,0,0.125
39,24,0,30,0,0,0.125
40,23,0,30,1,0,0.125
50,19,0,30,5,0,0.125
49,22,0,30,2,0,0.125
46,27,0,27,0,0,0.125
47,29,0,25,0,0,0.125
34,29,0,25,0,0,0.125
35,27,0,27,0,0,0.125
34,27,0,27,0,0,0.125
36,24,0,30,0,0,0.125
46,17,0,30,7,0,0.125
41,22,0,30,2,0,0.125
37,27,0,27,0,0,0.125
38,29,0,25,0,0,0.125
33,29,0,25,0,0,0.125
34,28,0,26,0,0,0.125
34,26,0,28,0,0,0.125
32,28,0,26,0,0,0.125
34,27,0,27,0,0,0.125
32,29,0,25,0,0,0.125
39,25,0,29,0,0,0.125
37,29,0,25,0,0,0.125
31,29,0,25,0,0,0.125
32,28,0,26,0,0,0.125
29,30,0,24,0,0,0.125
33,25,0,29,0,0,0.125
40,19,0,30,5,0,0.125
34,26,0,28,0,0,0.125
32,28,0,26,0,0,0.125
33,29,0,25,0,0,0.125
36,29,0,25,0,0,0.125
33,27,0,27,0,0,0.125
34,26,0,28,0,0,0.125
40,20,0,30,4,0,0.125
37,22,0,30,2,0,0.125
35,24,0,30,0,0,0.125
35,26,0,28,0,0,0.125
34,29,0,25,0,0,0.125
27,29,0,25,0,0,0.125
28,28,0,26,0,0,0.125
30,26,0,28,0,0,0.125
29,27,0,27,0,0,0.125
36,22,0,30,2,0,0.125
35,23,0,30,1,0,0.125
35,25,0,29,0,0,0.125
31,29,0,25,0,0,0.125
30,29,0,25,0,0,0.125
30,28,0,26,0,0,0.125
32,25,0,29,0,0,0.125
30,27,0,27,0,0,0.125
35,24,0,30,0,0,0.125
33,26,0,28,0,0,0.125
30,30,0,24,0,0,0.125
32,29,0,25,0,0,0.125
27,29,0,25,0,0,0.125
27,29,0,25,0,0,0.125
24,32,0,22,0,0,0.125
29,27,0,27,0,0,0.125
32,26,0,28,0,0,0.125
33,25,0,29,0,0,0.125
32,26,0,28,0,0,0.125
30,29,0,25,0,0,0.125
25,29,0,25,0,0,0.125
25,29,0,25,0,0,0.125
21,33,0,21,0,0,0.125
20,34,0,20,0,0,0.125
30,27,0,27,0,0,0.125
29,28,0,26,0,0,0.125
29,29,0,25,0,0,0.125
29,29,0,25,0,0,0.125
27,29,0,25,0,0,0.125
26,30,0,24,0,0,0.125
27,29,0,25,0,0,0.125
25,31,0,23,0,0,0.125
28,27,0,27,0,0,0.125
27,28,0,26,0,0,0.125
26,29,0,25,0,0,0.125
26,30,0,24,0,0,0.125
24,30,0,24,0,0,0.125
23,31,0,23,0,0,0.125
26,28,0,26,0,0,0.125
24,30,0,24,0,0,0.125
19,35,0,19,0,0,0.125
21,33,0,21,0,0,0.125
23,31,0,23,0,0,0.125
25,29,0,25,0,0,0.125
24,31,0,23,0,0,0.125
25,30,0,24,0,0,0.125
24,31,0,23,0,0,0.125
23,32,0,22,0,0,0.125
20,34,0,20,0,0,0.125
24,30,0,24,0,0,0.125
25,29,0,25,0,0,0.125
25,29,0,25,0,0,0.125
27,29,0,25,0,0,0.125
24,32,0,22,0,0,0.125
21,34,0,20,0,0,0.125
17,38,0,16,0,0,0.125
15,39,0,15,0,0,0.125
18,36,0,18,0,0,0.125
23,31,0,23,0,0,0.125
24,30,0,24,0,0,0.125
25,31,0,23,0,0,0.125
20,36,0,18,0,0,0.125
16,39,0,15,0,0,0.125
15,40,0,14,0,0,0.125
13,41,0,13,0,0,0.125
18,36,0,18,0,0,0.125
19,35,0,19,0,0,0.125
24,30,0,24,0,0,0.125
24,30,0,24,0,0,0.125
15,39,0,15,0,0,0.125
11,43,0,11,0,0,0.125
9,45,0,9,0,0,0.125
9,45,0,9,0,0,0.125
16,38,0,16,0,0,0.125
18,36,0,18,0,0,0.125
21,33,0,21,0,0,0.125
24,30,0,24,0,0,0.125
19,35,0,19,0,0,0.125
14,40,0,14,0,0,0.125
9,45,0,9,0,0,0.125
10,44,0,10,0,0,0.125
14,40,0,14,0,0,0.125
18,36,0,18,0,0,0.125
23,31,0,23,0,0,0.125
25,29,0,25,0,0,0.125
19,35,0,19,0,0,0.125
14,40,0,14,0,0,0.125
14,40,0,14,0,0,0.125
15,39,0,15,0,0,0.125
18,36,0,18,0,0,0.125
23,31,0,23,0,0,0.125
25,29,0,25,0,0,0.125
24,30,0,24,0,0,0.125
19,35,0,19,0,0,0.125
11,43,0,11,0,0,0.125
8,46,0,8,0,0,0.125
8,46,0,8,0,0,0.125
8,46,0,8,0,0,0.125
12,42,0,12,0,0,0.125
20,34,0,20,0,0,0.125
21,33,0,21,0,0,0.125
13,41,0,13,0,0,0.125
12,42,0,12,0,0,0.125
7,47,0,7,0,0,0.125
7,47,0,7,0,0,0.125
9,45,0,9,0,0,0.125
18,36,0,18,0,0,0.125
22,32,0,22,0,0,0.125
23,31,0,23,0,0,0.125
21,33,0,21,0,0,0.125
15,39,0,15,0,0,0.125
11,43,0,11,0,0,0.125
8,46,0,8,0,0,0.125
7,47,0,7,0,0,0.125
13,41,0,13,0,0,0.125
19,35,0,19,0,0,0.125
22,32,0,22,0,0,0.125
19,35,0,19,0,0,0.125
9,45,0,9,0,0,0.125
4,50,0,4,0,0,0.125
7,47,0,7,0,0,0.125
13,41,0,13,0,0,0.125
17,37,0,17,0,0,0.125
23,31,0,23,0,0,0.125
21,33,0,21,0,0,0.125
11,43,0,11,0,0,0.125
5,49,0,5,0,0,0.125
2,52,0,2,0,0,0.125
2,52,0,2,0,0,0.125
8,46,0,8,0,0,0.125
14,40,0,14,0,0,0.125
22,32,0,22,0,0,0.125
17,37,0,17,0,0,0.125
11,43,0,11,0,0,0.125
5,49,0,5,0,0,0.125
2,52,0,2,0,0,0.125
4,50,0,4,0,0,0.125
8,46,0,8,0,0,0.125
16,38,0,16,0,0,0.125
21,33,0,21,0,0,0.125
17,37,0,17,0,0,0.125
9,45,0,9,0,0,0.125
4,50,0,4,0,0,0.125
1,53,0,1,0,0,0.125
1,53,0,1,0,0,0.125
3,51,0,3,0,0,0.125
9,45,0,9,0,0,0.125
17,37,0,17,0,0,0.125
21,33,0,21,0,0,0.125
16,38,0,16,0,0,0.125
8,46,0,8,0,0,0.125
4,50,0,4,0,0,0.125
3,51,0,3,0,0,0.125
1,53,0,1,0,0,0.125
5,49,0,5,0,0,0.125
15,39,0,15,0,0,0.125
15,39,0,15,0,0,0.125
5,49,0,5,0,0,0.125
2,52,0,2,0,0,0.125
2,52,0,2,0,0,0.125
1,53,0,1,0,0,0.125
5,49,0,5,0,0,0.125
13,41,0,13,0,0,0.125
20,34,0,20,0,0,0.125
12,42,0,12,0,0,0.125
5,49,0,5,0,0,0.125
2,52,0,2,0,0,0.125
1,53,0,1,0,0,0.125
1,53,0,1,0,0,0.125
4,50,0,4,0,0,0.125
8,46,0,8,0,0,0.125
18,36,0,18,0,0,0.125
12,42,0,12,0,0,0.125
6,48,0,6,0,0,0.125
3,51,0,3,0,0,0.125
1,53,0,1,0,0,0.125
2,52,0,2,0,0,0.125
3,51,0,3,0,0,0.125
6,48,0,6,0,0,0.125
14,40,0,14,0,0,0.125
15,39,0,15,0,0,0.125
7,47,0,7,0,0,0.125
2,52,0,2,0,0,0.125
0,54,0,0,0,0,0.125
0,54,0,0,0,0,0.125
2,52,0,2,0,0,0.125
7,47,0,7,0,0,0.125
15,39,0,15,0,0,0.125
18,36,0,18,0,0,0.125
3,51,0,3,0,0,0.125
1,53,0,1,0,0,0.125
0,54,0,0,0,0,0.125
0,54,0,0,0,0,0.125
0,54,0,0,0,0,0.125
4,50,0,4,0,0,0.125
10,44,0,10,0,0,0.125
11,43,0,11,0,0,0.125
6,48,0,6,0,0,0.125
2,52,0,2,0,0,0.125
1,53,0,1,0,0,0.125
1,53,0,1,0,0,0.125
1,53,0,1,0,0,0.125
