initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
3,51,0,3,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
10,44,0,10,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
25,29,0,25,0,0
5,49,0,5,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
32,22,0,30,2,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
36,18,0,30,6,0
13,41,0,13,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
41,13,0,30,11,0
13,41,0,13,0,0
6,48,0,6,0,0
2,52,0,2,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
42,12,0,30,12,0
30,24,0,30,0,0
7,47,0,7,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
48,6,0,30,18,0
33,21,0,30,3,0
14,40,0,14,0,0
6,48,0,6,0,0
6,48,0,6,0,0
4,50,0,4,0,0
0,54,0,0,0,0
0,54,0,0,0,0
48,6,0,30,18,0
43,11,0,30,13,0
26,28,0,26,0,0
14,40,0,14,0,0
7,47,0,7,0,0
6,48,0,6,0,0
4,50,0,4,0,0
0,54,0,0,0,0
48,6,0,30,18,0
47,7,0,30,17,0
36,18,0,30,6,0
26,28,0,26,0,0
8,46,0,8,0,0
3,51,0,3,0,0
2,52,0,2,0,0
0,54,0,0,0,0
48,6,0,30,18,0
47,7,0,30,17,0
38,16,0,30,8,0
27,27,0,27,0,0
18,36,0,18,0,0
9,45,0,9,0,0
4,50,0,4,0,0
3,51,0,3,0,0
48,6,0,30,18,0
48,6,0,30,18,0
48,6,0,30,18,0
36,18,0,30,6,0
21,33,0,21,0,0
12,42,0,12,0,0
8,46,0,8,0,0
4,50,0,4,0,0
48,6,0,30,18,0
48,6,0,30,18,0
46,8,0,30,16,0
43,11,0,30,13,0
