initate MTCD,emtpyPre,collidePre,successPre,grant fail
54,17,14,18,5
63,16,17,16,5
54,18,14,17,5
85,10,29,11,4
75,17,19,13,5
49,22,11,20,1
84,11,24,14,5
64,15,21,14,4
44,22,10,20,2
21,39,4,11,0
66,15,17,14,8
38,27,9,18,0
70,13,18,19,4
60,15,19,15,5
56,21,17,14,2
76,12,23,13,6
52,20,17,13,4
37,29,9,16,0
55,22,13,16,3
51,18,10,21,5
67,18,17,14,5
99,9,27,10,8
72,16,21,15,2
32,29,6,19,0
55,18,15,18,3
45,24,14,15,1
61,18,15,18,3
41,23,8,22,1
73,16,21,14,3
24,34,3,17,0
71,10,19,17,8
75,10,22,16,6
62,13,14,17,10
55,21,18,15,0
25,35,5,14,0
25,30,1,23,0
53,18,15,18,3
58,15,12,20,7
65,14,18,18,4
47,23,12,19,0
65,16,20,14,4
59,20,16,14,4
82,11,29,11,3
39,27,9,18,0
36,25,6,23,0
66,14,19,14,7
67,13,20,20,1
79,13,25,11,5
93,8,25,13,8
66,19,19,12,4
50,18,11,20,5
35,26,6,22,0
54,20,13,19,2
77,14,26,9,5
75,13,19,15,7
51,21,13,20,0
57,17,13,21,3
36,29,8,17,0
66,14,18,16,6
70,15,21,15,3
24,34,4,16,0
75,5,20,19,10
19,39,4,11,0
64,17,16,16,5
78,10,22,19,3
67,16,17,17,4
68,16,21,15,2
59,15,16,20,3
32,31,7,16,0
54,19,12,19,4
92,8,28,12,6
90,10,29,6,9
24,36,6,12,0
46,22,12,18,2
71,17,21,11,5
66,10,17,18,9
62,15,17,17,5
44,24,12,17,1
25,34,4,16,0
17,37,0,17,0
65,15,18,15,6
38,22,6,23,3
75,10,18,17,9
41,27,12,15,0
66,14,20,16,4
67,14,20,14,6
91,8,26,11,9
70,14,22,11,7
70,13,19,15,7
22,34,2,18,0
48,20,10,20,4
46,24,12,18,0
29,27,2,25,0
46,23,11,18,2
23,38,5,11,0
72,15,20,17,2
50,23,12,17,2
61,14,17,18,5
46,22,10,21,1
96,7,28,11,8
80,11,23,15,5
35,27,6,21,0
84,9,24,14,7
67,19,20,15,0
57,18,16,16,4
17,40,3,11,0
57,21,15,15,3
30,34,8,12,0
76,11,25,15,3
69,17,18,14,5
67,16,18,17,3
95,8,31,10,5
47,25,15,14,0
27,32,3,19,0
53,21,14,16,3
48,25,13,16,0
62,20,18,12,4
102,7,30,16,1
69,11,18,16,9
18,38,2,14,0
48,25,15,14,0
48,19,8,22,5
57,18,13,18,5
29,32,6,16,0
78,18,25,10,1
18,39,3,12,0
77,16,23,14,1
69,16,17,17,4
57,18,14,18,4
50,18,10,21,5
21,34,1,19,0
11,45,2,7,0
48,27,16,11,0
59,19,16,16,3
61,15,19,13,7
40,27,12,15,0
62,19,20,13,2
55,20,17,14,3
92,10,29,9,6
29,34,6,14,0
19,38,3,13,0
60,16,16,16,6
50,19,13,18,4
78,8,22,14,10
97,9,28,9,8
67,15,19,14,6
37,27,8,19,0
21,39,3,12,0
46,26,14,14,0
76,13,20,16,5
64,15,18,15,6
39,27,10,17,0
43,27,12,15,0
28,34,7,13,0
78,11,22,17,4
70,15,23,9,7
19,38,3,13,0
79,10,23,13,8
15,40,1,13,0
75,13,19,16,6
73,16,22,11,5
62,16,17,16,5
70,15,17,15,7
41,26,8,20,0
24,34,4,16,0
57,19,16,16,3
101,8,29,10,7
89,13,27,8,6
21,38,4,12,0
30,27,3,24,0
65,14,18,17,5
61,17,15,17,5
64,18,20,12,4
40,24,8,21,1
15,41,2,11,0
8,47,1,6,0
63,19,18,14,3
23,38,5,11,0
80,12,23,12,7
28,35,8,11,0
55,17,14,18,5
65,18,20,12,4
83,16,22,12,4
68,13,17,16,8
65,14,17,18,5
17,39,2,13,0
47,23,10,19,2
45,26,12,16,0
10,44,0,10,0
44,20,7,22,5
23,37,6,11,0
71,15,22,12,5
40,24,9,20,1
49,21,11,21,1
35,32,9,13,0
99,8,31,8,7
75,8,21,14,11
29,29,4,21,0
82,14,29,8,3
61,18,19,14,3
53,21,13,17,3
17,37,0,17,0
61,15,16,16,7
21,37,2,15,0
76,13,24,13,4
68,8,16,19,11
60,15,16,19,4
94,3,30,13,8
38,26,8,20,0
19,37,2,15,0
46,25,12,17,0
36,28,8,18,0
60,17,18,16,3
98,15,25,11,3
78,12,20,17,5
8,46,0,8,0
44,24,11,18,1
33,29,7,18,0
59,18,15,17,4
20,37,2,15,0
80,12,19,17,6
11,45,2,7,0
65,19,22,11,2
68,13,20,15,6
55,18,14,18,4
41,24,9,21,0
10,45,1,8,0
6,48,0,6,0
57,18,16,15,5
51,18,12,20,4
69,14,21,13,6
34,27,7,20,0
65,13,16,18,7
50,20,11,19,4
100,5,31,10,8
16,40,2,12,0
11,43,0,11,0
52,21,10,21,2
46,24,13,17,0
74,10,19,14,11
98,6,32,9,7
48,19,10,22,3
28,33,7,14,0
13,43,2,9,0
43,24,10,20,0
66,14,20,14,6
67,15,20,15,4
40,27,11,16,0
36,27,8,19,0
14,41,1,12,0
64,14,18,16,6
72,15,22,14,3
11,44,1,9,0
73,15,22,11,6
4,50,0,4,0
66,14,20,14,6
74,13,22,17,2
54,19,12,22,1
62,17,20,13,4
32,27,5,22,0
15,40,1,13,0
45,26,12,16,0
96,5,31,12,6
88,15,26,10,3
12,42,0,12,0
13,42,1,11,0
64,14,19,14,7
60,22,20,12,0
66,17,20,14,3
30,32,6,16,0
10,44,0,10,0
2,52,0,2,0
61,12,12,22,8
18,39,3,12,0
66,18,20,12,4
23,35,3,16,0
43,24,11,18,1
63,16,19,17,2
89,5,26,11,12
56,19,18,12,5
60,19,17,15,3
7,47,0,7,0
39,27,9,18,0
35,29,7,18,0
4,50,0,4,0
29,33,7,14,0
19,38,3,13,0
64,16,17,15,6
26,33,5,16,0
30,32,8,14,0
22,37,3,14,0
89,12,27,10,5
64,15,19,15,5
9,46,1,7,0
76,14,23,13,4
52,20,14,17,3
40,26,10,18,0
1,53,0,1,0
54,20,15,14,5
8,46,0,8,0
79,17,26,9,2
59,18,17,14,5
53,19,12,19,4
95,14,27,9,4
32,30,8,16,0
12,43,1,10,0
42,26,11,17,0
30,26,2,26,0
48,26,12,16,0
105,10,34,6,4
69,14,18,17,5
2,52,0,2,0
25,32,3,19,0
25,36,5,13,0
44,20,8,22,4
7,47,0,7,0
68,17,21,12,4
3,51,0,3,0
51,20,11,21,2
58,22,15,15,2
40,27,8,19,0
22,35,3,16,0
3,51,0,3,0
1,53,0,1,0
45,25,11,18,0
39,28,10,16,0
63,17,17,14,6
17,41,3,10,0
55,25,14,15,0
35,27,7,20,0
95,11,30,10,3
6,49,1,4,0
1,53,0,1,0
36,29,10,15,0
33,27,6,21,0
66,19,16,14,5
90,11,31,10,2
45,22,13,19,0
17,39,2,13,0
6,48,0,6,0
30,30,6,18,0
65,15,18,16,5
56,14,12,19,9
25,34,4,16,0
21,37,4,13,0
8,46,0,8,0
59,17,16,18,3
62,15,14,21,4
3,51,0,3,0
73,8,20,15,11
0,54,0,0,0
59,15,16,17,6
58,18,17,16,3
44,24,13,16,1
54,23,17,12,2
18,39,3,12,0
4,51,1,2,0
42,25,12,17,0
85,12,25,15,2
103,9,34,5,6
5,49,0,5,0
7,48,1,5,0
56,21,14,17,2
53,17,14,18,5
56,23,15,15,1
18,38,2,14,0
2,52,0,2,0
1,53,0,1,0
44,26,9,19,0
10,45,1,8,0
62,17,14,19,4
9,46,1,7,0
29,32,7,15,0
49,20,9,20,5
80,13,26,11,4
54,18,11,20,5
53,20,15,15,4
2,52,0,2,0
27,32,4,18,0
19,36,1,17,0
0,54,0,0,0
19,36,1,17,0
9,45,0,9,0
59,17,14,17,6
9,45,0,9,0
15,42,3,9,0
9,45,0,9,0
78,12,21,15,6
47,21,11,21,1
3,51,0,3,0
64,20,23,10,1
35,27,8,19,0
25,33,4,17,0
0,54,0,0,0
42,20,7,24,3
2,52,0,2,0
70,20,23,9,2
46,22,13,19,0
37,26,6,22,0
86,12,23,13,6
19,38,3,13,0
3,51,0,3,0
27,31,4,19,0
10,45,1,8,0
43,27,9,18,0
102,8,31,10,5
56,19,17,15,3
1,53,0,1,0
14,40,0,14,0
13,41,0,13,0
24,34,3,17,0
0,54,0,0,0
62,19,19,11,5
1,53,0,1,0
46,23,12,17,2
50,18,11,19,6
25,31,2,21,0
8,47,1,6,0
1,53,0,1,0
1,53,0,1,0
30,30,4,20,0
25,34,4,16,0
48,20,11,21,2
8,46,0,8,0
41,27,10,17,0
16,41,3,10,0
85,11,27,12,4
2,52,0,2,0
0,54,0,0,0
21,38,5,11,0
12,45,2,7,0
49,23,13,17,1
78,12,24,14,4
26,32,4,18,0
8,46,0,8,0
2,52,0,2,0
11,43,0,11,0
49,24,15,15,0
39,25,9,20,0
9,46,1,7,0
9,46,1,7,0
1,53,0,1,0
41,24,9,21,0
44,22,7,22,3
0,54,0,0,0
55,19,14,20,1
0,54,0,0,0
42,25,7,22,0
50,23,15,14,2
31,30,6,18,0
46,20,10,22,2
5,49,0,5,0
2,52,0,2,0
27,35,7,12,0
74,12,24,12,6
100,7,30,11,6
1,53,0,1,0
3,51,0,3,0
41,21,7,23,3
39,29,10,15,0
41,23,10,19,2
6,48,0,6,0
0,54,0,0,0
0,54,0,0,0
24,37,4,13,0
2,52,0,2,0
43,25,12,17,0
3,51,0,3,0
14,41,1,12,0
28,36,10,8,0
69,19,19,13,3
35,26,5,23,0
35,32,8,14,0
0,54,0,0,0
11,44,1,9,0
3,51,0,3,0
0,54,0,0,0
3,51,0,3,0
0,54,0,0,0
41,26,11,17,0
0,54,0,0,0
7,49,1,4,0
0,54,0,0,0
64,17,19,14,4
26,33,5,16,0
0,54,0,0,0
51,20,13,19,2
14,41,1,12,0
8,46,0,8,0
0,54,0,0,0
18,38,2,14,0
0,54,0,0,0
65,16,19,15,4
27,29,1,24,0
15,40,1,13,0
76,15,24,11,4
6,49,1,4,0
0,54,0,0,0
7,47,0,7,0
2,52,0,2,0
23,37,5,12,0
84,10,26,14,4
41,23,8,22,1
0,54,0,0,0
1,53,0,1,0
2,52,0,2,0
6,48,0,6,0
0,54,0,0,0
53,18,11,19,6
0,54,0,0,0
26,36,6,12,0
32,28,5,21,0
4,50,0,4,0
2,52,0,2,0
0,54,0,0,0
0,54,0,0,0
10,44,0,10,0
10,44,0,10,0
29,29,2,23,0
0,54,0,0,0
20,38,4,12,0
6,48,0,6,0
66,14,16,18,6
0,54,0,0,0
0,54,0,0,0
10,44,0,10,0
5,49,0,5,0
28,32,5,17,0
70,17,23,13,1
11,44,1,9,0
0,54,0,0,0
0,54,0,0,0
2,52,0,2,0
36,28,10,16,0
22,37,3,14,0
4,50,0,4,0
2,52,0,2,0
0,54,0,0,0
17,40,3,11,0
21,37,3,14,0
0,54,0,0,0
33,29,6,19,0
0,54,0,0,0
18,39,3,12,0
35,26,7,21,0
11,44,1,9,0
22,38,4,12,0
0,54,0,0,0
0,54,0,0,0
15,42,3,9,0
59,16,16,18,4
79,14,25,10,5
0,54,0,0,0
0,54,0,0,0
17,38,1,15,0
27,34,5,15,0
29,29,4,21,0
0,54,0,0,0
1,53,0,1,0
0,54,0,0,0
9,46,1,7,0
0,54,0,0,0
23,37,5,12,0
0,54,0,0,0
2,52,0,2,0
20,38,4,12,0
53,20,16,13,5
10,45,1,8,0
19,37,2,15,0
0,54,0,0,0
2,52,0,2,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
26,32,4,18,0
0,54,0,0,0
3,51,0,3,0
0,54,0,0,0
39,32,11,11,0
10,44,0,10,0
0,54,0,0,0
27,32,5,17,0
2,52,0,2,0
0,54,0,0,0
0,54,0,0,0
3,51,0,3,0
0,54,0,0,0
45,25,13,16,0
3,51,0,3,0
2,52,0,2,0
57,16,14,19,5
3,51,0,3,0
0,54,0,0,0
1,53,0,1,0
0,54,0,0,0
16,39,1,14,0
73,15,21,13,5
22,34,2,18,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
2,52,0,2,0
0,54,0,0,0
32,31,8,15,0
0,54,0,0,0
13,43,2,9,0
11,43,0,11,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
6,48,0,6,0
0,54,0,0,0
8,46,0,8,0
0,54,0,0,0
40,20,5,25,4
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
9,47,2,5,0
55,19,15,17,3
1,53,0,1,0
0,54,0,0,0
0,54,0,0,0
1,53,0,1,0
22,35,3,16,0
6,49,1,4,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
6,48,0,6,0
6,48,0,6,0
0,54,0,0,0
12,43,1,10,0
0,54,0,0,0
5,49,0,5,0
11,44,1,9,0
2,52,0,2,0
10,45,1,8,0
0,54,0,0,0
0,54,0,0,0
6,48,0,6,0
34,31,10,13,0
60,15,18,15,6
0,54,0,0,0
0,54,0,0,0
2,52,0,2,0
12,45,3,6,0
7,47,0,7,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
2,52,0,2,0
0,54,0,0,0
11,43,0,11,0
0,54,0,0,0
0,54,0,0,0
6,48,0,6,0
34,25,4,25,0
2,52,0,2,0
3,51,0,3,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
4,50,0,4,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
18,38,2,14,0
0,54,0,0,0
0,54,0,0,0
9,45,0,9,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
23,34,2,18,0
0,54,0,0,0
0,54,0,0,0
27,34,5,15,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
2,52,0,2,0
51,19,15,17,3
1,53,0,1,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
15,40,1,13,0
0,54,0,0,0
5,49,0,5,0
1,53,0,1,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
9,48,2,4,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
4,50,0,4,0
28,35,5,14,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
5,49,0,5,0
2,52,0,2,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
2,52,0,2,0
0,54,0,0,0
0,54,0,0,0
2,52,0,2,0
0,54,0,0,0
2,52,0,2,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
17,41,3,10,0
35,27,7,20,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
5,49,0,5,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
6,48,0,6,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
2,52,0,2,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
5,49,0,5,0
0,54,0,0,0
0,54,0,0,0
8,47,1,6,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
20,35,1,18,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
1,53,0,1,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
1,53,0,1,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
7,47,0,7,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
4,50,0,4,0
9,45,0,9,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
1,53,0,1,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
0,54,0,0,0
1,53,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
