1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,total_request
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,2,9
1,1,0,1,1,0,2,3,2,2,1,1,2,1,1,1,20
0,0,3,0,1,2,2,2,4,2,2,1,1,1,0,0,21
3,3,3,3,2,0,2,3,3,5,1,4,0,1,0,1,34
1,3,2,1,6,0,4,1,0,1,3,3,3,2,0,4,34
3,4,3,0,7,2,2,2,1,7,3,4,2,3,1,4,48
4,8,5,4,0,3,4,3,6,4,7,3,1,2,1,3,58
6,5,8,7,1,3,5,10,3,5,8,6,3,7,3,7,87
3,8,4,8,6,4,4,6,7,4,5,7,8,9,9,13,105
9,12,9,9,9,6,5,1,6,11,6,8,5,11,4,7,118
14,10,9,7,13,11,5,3,8,9,4,12,9,7,2,13,136
6,11,8,11,9,9,9,12,8,10,11,11,10,8,7,13,153
10,14,10,12,13,9,15,9,9,12,16,7,17,19,13,11,196
13,15,11,14,10,15,9,20,22,14,13,7,15,13,8,8,207
15,20,10,15,13,17,11,16,13,14,11,15,12,13,12,9,216
18,15,12,15,12,17,13,16,24,13,17,13,17,15,17,11,245
16,16,14,22,18,10,19,18,24,15,9,13,24,23,11,10,262
20,21,15,22,24,20,21,18,24,20,17,23,22,24,20,18,329
21,22,22,21,20,10,23,16,18,15,24,15,16,13,13,24,293
23,24,12,18,24,21,20,24,20,21,24,19,24,22,20,24,340
20,24,20,13,24,24,24,24,24,15,18,19,21,15,20,24,329
24,24,24,21,24,24,24,24,16,22,24,21,24,20,24,24,364
24,24,23,19,24,24,24,24,21,24,24,24,24,22,24,24,373
24,24,24,24,24,24,24,24,24,24,24,24,21,24,24,24,381
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,384
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,384
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,384
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,384
