SuccessMTCD
0
0
0
0
0
0
0
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
4
4
4
4
4
4
4
4
14
14
14
14
14
14
14
14
39
44
44
44
44
44
44
44
73
76
76
76
76
76
76
76
106
114
114
114
114
114
114
114
144
165
171
171
171
171
171
171
201
228
234
234
234
234
234
234
264
294
311
315
317
317
317
317
347
377
407
427
435
437
437
437
467
497
527
551
561
564
564
564
594
624
654
684
702
711
711
711
741
771
801
831
861
874
876
876
906
936
966
996
1026
1055
1069
1072
1102
1132
1162
1192
1222
1252
1273
1284
1314
1344
1374
1404
1434
1464
1494
1513
1543
1573
1603
1633
1663
1693
1723
1745
1775
1805
1835
1865
1895
1925
1955
1985
2015
2045
2075
2105
2135
2165
2195
2225
2255
2285
2315
2345
2375
2405
2435
2465
2495
2525
2555
2585
2615
2645
2675
2705
2735
2765
2795
2825
2855
2885
2915
2945
2975
3005
3035
3065
3095
3125
3155
3185
3215
3245
3275
3305
3335
3365
3395
3425
3455
3485
3515
3545
3575
3605
3635
3664
3694
3724
3754
3784
3814
3844
3874
3903
3933
3963
3993
4023
4053
4083
4113
4143
4173
4203
4233
4263
4293
4323
4353
4382
4412
4442
4472
4502
4532
4562
4591
4621
4651
4681
4711
4740
4770
4800
4830
4859
4889
4919
4948
4978
5008
5038
5068
5097
5127
5157
5187
5216
5246
5276
5306
5335
5365
5395
5425
5454
5484
5514
5544
5572
5602
5632
5662
5690
5720
5750
5780
5809
5839
5869
5898
5926
5956
5986
6015
6042
6072
6102
6130
6157
6187
6217
6246
6276
6306
6336
6366
6395
6425
6455
6483
6509
6539
6569
6597
6623
6653
6683
6713
6743
6773
6803
6832
6861
6891
6921
6949
6976
7006
7036
7064
7092
7122
7152
7180
7207
7237
7267
7295
7323
7353
7383
7411
7440
7470
7500
7529
7555
7585
7615
7642
7669
7699
7729
7756
7783
7813
7841
7869
7897
7927
7956
7984
8010
8040
8069
8096
8124
8154
8184
8212
8239
8269
8298
8325
8350
8380
8409
8437
8465
8495
8524
8550
8577
8607
8635
8662
8688
8718
8747
8774
8802
8832
8861
8888
8915
8945
8975
9003
9029
9059
9088
9117
9143
9173
9201
9229
9255
9285
9314
9344
9371
9401
9429
9456
9483
9513
9541
9567
9594
9624
9652
9681
9708
9738
9765
9790
9818
9848
9877
9905
9932
9962
9992
10019
10045
10075
10104
10131
10158
10188
10217
10244
10270
10300
10327
10353
10382
10412
10441
10466
10492
10522
10551
10576
10601
10631
10660
10687
10714
10744
10771
10799
10825
10855
10883
10908
10933
10963
10990
11015
11044
11074
11103
11131
11158
11188
11215
11241
11268
11298
11325
11352
11379
11409
11437
11465
11492
11522
11550
11576
11603
11633
11662
11690
11717
11747
11774
11799
11826
11856
11884
11909
11935
11965
11992
12019
12046
12076
12103
12129
12154
12184
12211
12239
12266
12296
12322
12348
12375
12405
12431
12458
12486
12516
12542
12569
12595
12625
12651
12677
12703
12733
12760
12787
12813
12843
12872
12898
12925
12955
12981
13009
13037
13067
13094
13119
13145
13175
13201
13230
13257
13287
13314
13341
13368
13398
13425
13451
13476
13506
13532
13558
13584
13614
13641
13667
13694
13724
13752
13776
13804
13834
13860
13886
13911
13941
13967
13993
14019
14049
14076
14101
14128
14158
14183
14209
14239
14269
14297
14325
14351
14381
14408
14435
14462
14492
14517
14545
14573
14603
14631
14657
14684
14714
14742
14768
14795
14825
14853
14879
14907
14937
14965
14992
15020
15050
15078
15105
15131
15161
15187
15215
15242
15272
15300
15327
15355
15385
15413
15440
15466
15496
15522
15547
15572
15602
15628
15655
15683
15713
15740
15766
15795
15825
15853
15878
15906
15936
15963
15991
16018
16048
16076
16102
16129
16159
16187
16214
16243
16273
16301
16327
16353
16383
16411
16437
16462
16492
16519
16546
16572
16602
16630
16656
16682
16712
16739
16764
16790
16820
16848
16873
16900
16930
16955
16981
17007
17037
17064
17089
17116
17146
17171
17199
17224
17254
17279
17306
17333
17363
17390
17417
17444
17474
17499
17525
17554
17584
17612
17639
17664
17694
17719
17746
17774
17804
17831
17856
17883
17913
17942
17968
17994
18024
18051
18078
18104
18134
18161
18187
18213
18243
18269
18295
18322
18352
18380
18407
18432
18462
18489
18516
18542
18572
18599
18625
18651
18681
18706
18734
18760
18790
18816
18841
18868
18898
18925
18950
18976
19006
19032
19061
19087
19117
19144
19169
19197
19227
19253
