initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility,PACB,initate ACB
53,22,14,18,0,0.259259,0.351365,170
65,17,20,12,5,0.37037,0.351365,174
53,21,16,15,2,0.296296,0.351365,161
46,24,12,18,0,0.222222,0.351365,158
65,18,20,14,2,0.37037,0.330127,202
46,26,12,16,0,0.222222,0.330127,181
77,9,19,17,9,0.351852,0.330127,216
55,20,13,20,1,0.240741,0.330127,189
64,19,15,18,2,0.277778,0.330127,187
71,19,24,7,4,0.444444,0.330127,205
47,21,9,22,2,0.166667,0.330127,155
74,14,18,16,6,0.333333,0.330127,213
54,22,16,14,2,0.296296,0.281935,182
64,12,19,18,5,0.351852,0.281935,211
57,16,11,20,7,0.203704,0.281935,206
65,15,20,12,7,0.37037,0.281935,205
56,19,16,17,2,0.296296,0.281935,187
49,20,12,21,1,0.222222,0.281935,189
49,25,14,15,0,0.259259,0.281935,191
48,28,13,13,0,0.240741,0.281935,213
64,15,20,14,5,0.37037,0.273613,213
54,23,15,16,0,0.277778,0.273613,215
51,19,11,20,4,0.203704,0.273613,180
69,13,18,17,6,0.333333,0.273613,236
67,16,17,15,6,0.314815,0.273613,216
66,17,19,15,3,0.351852,0.273613,217
77,16,22,13,3,0.407407,0.273613,227
60,18,17,17,2,0.314815,0.273613,207
58,19,15,18,2,0.277778,0.253888,230
57,17,16,17,4,0.296296,0.253888,223
55,22,18,13,1,0.333333,0.253888,211
61,13,14,20,7,0.259259,0.253888,281
54,20,14,16,4,0.259259,0.253888,220
46,23,12,18,1,0.222222,0.253888,216
56,20,16,16,2,0.296296,0.253888,219
57,17,14,17,6,0.259259,0.253888,213
55,17,15,19,3,0.277778,0.240073,216
53,23,18,13,0,0.333333,0.240073,229
48,21,10,20,3,0.185185,0.240073,215
55,16,13,19,6,0.240741,0.240073,225
46,21,11,20,2,0.203704,0.240073,220
60,20,19,14,1,0.351852,0.240073,245
58,19,17,15,3,0.314815,0.240073,240
57,15,16,17,6,0.296296,0.240073,237
49,21,14,17,2,0.259259,0.23696,254
50,25,13,16,0,0.240741,0.23696,231
62,19,15,18,2,0.277778,0.23696,241
57,19,15,16,4,0.277778,0.23696,250
63,16,14,19,5,0.259259,0.23696,270
54,22,17,15,0,0.314815,0.23696,239
63,12,15,18,9,0.277778,0.23696,232
54,19,14,18,3,0.259259,0.23696,244
62,16,17,15,6,0.314815,0.220805,266
67,18,21,13,2,0.388889,0.220805,269
58,13,15,17,9,0.277778,0.220805,235
52,25,19,10,0,0.351852,0.220805,284
45,21,11,20,2,0.203704,0.220805,262
59,15,15,17,7,0.277778,0.220805,259
67,16,20,14,4,0.37037,0.220805,296
53,21,12,19,2,0.222222,0.220805,296
55,18,15,19,2,0.277778,0.200393,244
41,25,11,18,0,0.203704,0.200393,264
50,24,15,15,0,0.277778,0.200393,290
55,18,14,19,3,0.259259,0.200393,271
51,17,13,20,4,0.240741,0.200393,274
56,18,13,20,3,0.240741,0.200393,282
71,15,20,16,3,0.37037,0.200393,299
48,23,12,19,0,0.222222,0.200393,296
64,16,18,15,5,0.333333,0.195366,303
57,18,15,19,2,0.277778,0.195366,261
69,14,21,14,5,0.388889,0.195366,293
57,17,14,19,4,0.259259,0.195366,308
49,25,14,15,0,0.259259,0.195366,277
50,21,13,17,3,0.240741,0.195366,322
55,21,19,14,0,0.351852,0.195366,295
51,18,11,22,3,0.203704,0.195366,301
63,16,19,16,3,0.351852,0.18373,323
63,16,15,18,5,0.277778,0.18373,344
56,19,17,15,3,0.314815,0.18373,254
62,14,15,19,6,0.277778,0.18373,312
65,13,17,18,6,0.314815,0.18373,290
63,16,17,19,2,0.314815,0.18373,354
51,21,13,18,2,0.240741,0.18373,266
65,14,17,18,5,0.314815,0.18373,345
49,20,10,22,2,0.185185,0.176014,288
64,15,16,18,5,0.296296,0.176014,328
55,18,16,20,0,0.296296,0.176014,345
48,24,12,18,0,0.222222,0.176014,295
64,14,17,18,5,0.314815,0.176014,315
71,11,22,17,4,0.407407,0.176014,355
57,19,18,16,1,0.333333,0.176014,324
60,15,16,19,4,0.296296,0.176014,326
63,21,18,14,1,0.333333,0.168445,352
56,20,18,16,0,0.333333,0.168445,357
49,22,12,19,1,0.222222,0.168445,300
67,15,19,15,5,0.351852,0.168445,337
56,19,14,20,1,0.259259,0.168445,336
66,13,17,19,5,0.314815,0.168445,357
54,19,14,17,4,0.259259,0.168445,333
46,22,12,20,0,0.222222,0.168445,316
58,19,18,15,2,0.333333,0.161241,378
65,17,18,14,5,0.333333,0.161241,355
61,19,19,13,3,0.351852,0.161241,410
77,15,19,16,4,0.351852,0.161241,370
68,16,21,13,4,0.388889,0.161241,356
54,20,15,16,3,0.277778,0.161241,374
49,22,11,19,2,0.203704,0.161241,339
56,20,13,18,3,0.240741,0.161241,379
46,24,11,19,0,0.203704,0.146308,371
51,21,16,15,2,0.296296,0.146308,394
63,15,17,15,7,0.314815,0.146308,371
48,22,12,18,2,0.222222,0.146308,388
61,14,18,17,5,0.333333,0.146308,380
61,23,15,16,0,0.277778,0.146308,367
62,20,17,15,2,0.314815,0.146308,368
57,19,16,19,0,0.296296,0.146308,394
55,19,14,19,2,0.259259,0.142547,396
57,17,18,12,7,0.333333,0.142547,386
50,18,10,23,3,0.185185,0.142547,345
56,19,15,19,1,0.277778,0.142547,403
55,19,15,17,3,0.277778,0.142547,398
49,21,11,20,2,0.203704,0.142547,426
69,16,21,13,4,0.388889,0.142547,411
44,26,9,19,0,0.166667,0.142547,368
58,17,14,17,6,0.259259,0.138418,405
50,20,12,19,3,0.222222,0.138418,413
46,23,11,19,1,0.203704,0.138418,369
70,13,19,16,6,0.351852,0.138418,465
50,19,13,20,2,0.240741,0.138418,374
46,19,10,21,4,0.185185,0.138418,401
56,17,11,21,5,0.203704,0.138418,401
44,23,9,22,0,0.166667,0.138418,407
55,22,17,13,2,0.314815,0.134118,409
63,15,16,17,6,0.296296,0.134118,436
55,19,16,16,3,0.296296,0.134118,402
60,17,17,18,2,0.314815,0.134118,421
47,23,11,20,0,0.203704,0.134118,382
62,21,19,14,0,0.351852,0.134118,439
64,14,19,19,2,0.351852,0.134118,463
59,15,15,20,4,0.277778,0.134118,428
53,17,14,18,5,0.259259,0.128205,428
60,18,18,13,5,0.333333,0.128205,412
57,16,16,15,7,0.296296,0.128205,426
68,11,16,19,8,0.296296,0.128205,449
60,18,17,16,3,0.314815,0.128205,485
44,25,12,17,0,0.222222,0.128205,426
43,24,12,18,0,0.222222,0.128205,397
51,24,14,16,0,0.259259,0.128205,436
61,17,17,14,6,0.314815,0.12528,460
58,22,16,14,2,0.296296,0.12528,455
49,19,12,18,5,0.222222,0.12528,404
58,19,17,16,2,0.314815,0.12528,476
43,26,13,15,0,0.240741,0.12528,457
56,19,17,15,3,0.314815,0.12528,437
61,25,20,9,0,0.37037,0.12528,506
69,18,22,12,2,0.407407,0.12528,494
46,21,11,20,2,0.203704,0.117618,448
61,19,18,14,3,0.333333,0.117618,438
43,25,11,18,0,0.203704,0.117618,467
46,22,11,20,1,0.203704,0.117618,446
51,23,15,15,1,0.277778,0.117618,472
54,18,14,16,6,0.259259,0.117618,450
59,14,17,17,6,0.314815,0.117618,481
53,20,12,21,1,0.222222,0.117618,452
55,17,14,18,5,0.259259,0.118334,494
42,25,9,20,0,0.166667,0.118334,459
56,19,14,19,2,0.259259,0.118334,474
45,23,12,18,1,0.222222,0.118334,456
47,23,13,17,1,0.240741,0.118334,463
68,17,19,15,3,0.351852,0.118334,515
54,22,19,13,0,0.351852,0.118334,487
48,23,14,16,1,0.259259,0.118334,492
57,17,15,18,4,0.277778,0.112678,500
66,16,21,10,7,0.388889,0.112678,506
54,20,15,18,1,0.277778,0.112678,440
49,19,11,19,5,0.203704,0.112678,479
73,15,22,16,1,0.407407,0.112678,481
48,24,13,17,0,0.240741,0.112678,540
51,18,10,22,4,0.185185,0.112678,480
67,14,17,16,7,0.314815,0.112678,528
62,19,19,14,2,0.351852,0.109653,465
57,22,18,13,1,0.333333,0.109653,539
54,22,14,17,1,0.259259,0.109653,530
45,25,11,18,0,0.203704,0.109653,467
53,19,12,19,4,0.222222,0.109653,499
52,20,13,20,1,0.240741,0.109653,540
52,20,12,18,4,0.222222,0.109653,511
62,19,19,14,2,0.351852,0.109653,532
53,19,12,19,4,0.222222,0.106154,525
61,14,15,17,8,0.277778,0.106154,548
63,15,19,15,5,0.351852,0.106154,498
51,21,11,19,3,0.203704,0.106154,533
51,19,15,19,1,0.277778,0.106154,513
53,18,13,19,4,0.240741,0.106154,562
60,17,18,17,2,0.333333,0.106154,526
56,25,16,13,0,0.296296,0.106154,486
55,15,11,20,8,0.203704,0.103283,561
55,20,16,15,3,0.296296,0.103283,573
60,14,15,18,7,0.277778,0.103283,602
60,17,19,13,5,0.351852,0.103283,573
49,22,12,20,0,0.222222,0.103283,544
61,16,17,17,4,0.314815,0.103283,580
55,19,15,17,3,0.277778,0.103283,513
51,23,12,18,1,0.222222,0.103283,575
62,14,19,16,5,0.351852,0.095748,557
55,21,16,16,1,0.296296,0.095748,593
54,20,15,19,0,0.277778,0.095748,544
44,23,10,21,0,0.185185,0.095748,586
55,19,13,19,3,0.240741,0.095748,602
60,16,16,17,5,0.296296,0.095748,540
53,23,14,16,1,0.259259,0.095748,577
57,21,14,18,1,0.259259,0.095748,589
58,23,19,12,0,0.351852,0.0942993,589
51,20,13,18,3,0.240741,0.0942993,576
47,22,10,21,1,0.185185,0.0942993,546
58,18,16,17,3,0.296296,0.0942993,580
59,18,13,18,5,0.240741,0.0942993,606
54,22,12,18,2,0.222222,0.0942993,620
56,21,18,13,2,0.333333,0.0942993,601
48,22,13,18,1,0.240741,0.0942993,559
57,17,18,14,5,0.333333,0.0925115,595
47,19,11,21,3,0.203704,0.0925115,594
36,28,9,17,0,0.166667,0.0925115,559
63,18,17,14,5,0.314815,0.0925115,653
48,22,11,20,1,0.203704,0.0925115,569
51,19,12,22,1,0.222222,0.0925115,573
59,18,15,17,4,0.277778,0.0925115,600
63,16,15,19,4,0.277778,0.0925115,591
48,21,11,20,2,0.203704,0.0914346,612
50,19,10,22,3,0.185185,0.0914346,628
55,19,15,17,3,0.277778,0.0914346,582
52,22,16,14,2,0.296296,0.0914346,630
53,22,15,16,1,0.277778,0.0914346,562
65,16,19,17,2,0.351852,0.0914346,626
69,15,18,16,5,0.333333,0.0914346,646
67,18,20,13,3,0.37037,0.0914346,606
48,21,11,20,2,0.203704,0.088471,594
62,20,15,17,2,0.277778,0.088471,600
43,24,13,17,0,0.240741,0.088471,606
60,20,19,14,1,0.351852,0.088471,626
55,16,10,23,5,0.185185,0.088471,684
57,22,17,14,1,0.314815,0.088471,601
57,16,13,21,4,0.240741,0.088471,585
51,21,17,15,1,0.314815,0.088471,603
45,21,7,23,3,0.12963,0.0883672,652
52,20,13,18,3,0.240741,0.0883672,659
48,20,12,20,2,0.222222,0.0883672,581
73,16,25,8,5,0.462963,0.0883672,657
54,24,16,14,0,0.296296,0.0883672,645
76,11,21,16,6,0.388889,0.0883672,629
68,17,21,13,3,0.388889,0.0883672,693
59,12,13,21,8,0.240741,0.0883672,675
61,12,14,20,8,0.259259,0.0834241,652
54,20,16,15,3,0.296296,0.0834241,623
60,20,14,17,3,0.259259,0.0834241,646
48,22,13,18,1,0.240741,0.0834241,635
45,26,8,20,0,0.148148,0.0834241,632
54,22,17,14,1,0.314815,0.0834241,625
66,15,19,16,4,0.351852,0.0834241,672
49,24,14,16,0,0.259259,0.0834241,653
55,21,17,14,2,0.314815,0.0841282,664
59,13,14,17,10,0.259259,0.0841282,640
58,19,14,17,4,0.259259,0.0841282,639
53,20,14,17,3,0.259259,0.0841282,632
39,25,9,20,0,0.166667,0.0841282,670
64,16,16,17,5,0.296296,0.0841282,682
59,21,17,16,0,0.314815,0.0841282,691
54,22,14,17,1,0.259259,0.0841282,649
61,21,18,13,2,0.333333,0.0820974,667
56,20,15,17,2,0.277778,0.0820974,685
50,22,13,18,1,0.240741,0.0820974,630
57,22,17,14,1,0.314815,0.0820974,653
54,21,16,17,0,0.296296,0.0820974,649
63,22,17,15,0,0.314815,0.0820974,697
48,22,13,17,2,0.240741,0.0820974,658
59,18,18,13,5,0.333333,0.0820974,730
52,19,13,18,4,0.240741,0.0806151,633
65,19,18,15,2,0.333333,0.0806151,750
70,12,16,20,6,0.296296,0.0806151,730
58,17,16,18,3,0.296296,0.0806151,655
52,22,15,17,0,0.277778,0.0806151,656
57,21,14,17,2,0.259259,0.0806151,709
49,23,13,18,0,0.240741,0.0806151,692
48,21,13,18,2,0.240741,0.0806151,696
54,20,12,20,2,0.222222,0.0784781,688
67,14,22,14,4,0.407407,0.0784781,716
41,26,9,19,0,0.166667,0.0784781,652
74,11,20,17,6,0.37037,0.0784781,675
44,27,12,15,0,0.222222,0.0784781,699
45,26,15,13,0,0.277778,0.0784781,710
52,24,16,14,0,0.296296,0.0784781,694
48,25,13,16,0,0.240741,0.0784781,645
58,17,17,14,6,0.314815,0.0789462,729
67,14,21,14,5,0.388889,0.0789462,744
75,14,19,18,3,0.351852,0.0789462,742
64,16,18,17,3,0.333333,0.0789462,729
56,20,15,17,2,0.277778,0.0789462,689
45,18,9,24,3,0.166667,0.0789462,739
44,23,10,21,0,0.185185,0.0789462,690
49,18,12,20,4,0.222222,0.0789462,749
40,28,12,14,0,0.222222,0.0744135,722
67,12,19,15,8,0.351852,0.0744135,749
51,19,15,16,4,0.277778,0.0744135,717
48,22,11,20,1,0.203704,0.0744135,757
69,12,20,15,7,0.37037,0.0744135,761
51,21,14,17,2,0.259259,0.0744135,710
60,17,18,17,2,0.333333,0.0744135,746
51,16,12,20,6,0.222222,0.0744135,741
52,22,12,18,2,0.222222,0.0732266,743
52,21,13,17,3,0.240741,0.0732266,730
66,16,18,17,3,0.333333,0.0732266,715
47,25,15,14,0,0.277778,0.0732266,723
61,14,16,18,6,0.296296,0.0732266,758
54,22,16,14,2,0.296296,0.0732266,773
64,17,19,15,3,0.351852,0.0732266,763
51,22,12,19,1,0.222222,0.0732266,729
57,18,17,15,4,0.314815,0.0728512,776
54,22,16,15,1,0.296296,0.0728512,770
54,20,17,14,3,0.314815,0.0728512,737
59,20,16,17,1,0.296296,0.0728512,810
57,17,13,19,5,0.240741,0.0728512,726
53,21,15,16,2,0.277778,0.0728512,748
50,19,11,20,4,0.203704,0.0728512,753
50,20,14,17,3,0.259259,0.0728512,741
58,16,15,18,5,0.277778,0.0713518,789
53,21,14,17,2,0.259259,0.0713518,788
48,24,14,16,0,0.259259,0.0713518,745
68,15,19,14,6,0.351852,0.0713518,794
51,22,14,17,1,0.259259,0.0713518,711
44,30,12,12,0,0.222222,0.0713518,778
63,14,15,17,8,0.277778,0.0713518,809
53,20,14,19,1,0.259259,0.0713518,767
47,23,12,18,1,0.222222,0.0699967,731
42,23,7,23,1,0.12963,0.0699967,750
43,24,9,21,0,0.166667,0.0699967,716
47,24,11,19,0,0.203704,0.0699967,781
68,17,20,14,3,0.37037,0.0699967,858
65,16,19,16,3,0.351852,0.0699967,754
58,18,17,17,2,0.314815,0.0699967,728
59,14,13,20,7,0.240741,0.0699967,750
51,21,13,18,2,0.240741,0.0713954,787
71,14,20,14,6,0.37037,0.0713954,807
34,29,8,17,0,0.148148,0.0713954,713
66,15,20,16,3,0.37037,0.0713954,809
50,22,12,18,2,0.222222,0.0713954,804
39,24,8,22,0,0.148148,0.0713954,776
67,16,19,16,3,0.351852,0.0713954,842
56,20,13,17,4,0.240741,0.0713954,834
57,19,13,18,4,0.240741,0.067956,801
49,24,13,17,0,0.240741,0.067956,762
55,18,15,18,3,0.277778,0.067956,771
43,23,8,22,1,0.148148,0.067956,771
59,16,16,16,6,0.296296,0.067956,769
44,21,10,20,3,0.185185,0.067956,776
46,24,13,17,0,0.240741,0.067956,810
59,15,18,17,4,0.333333,0.067956,803
52,22,14,18,0,0.259259,0.0690104,810
50,21,13,18,2,0.240741,0.0690104,798
51,22,11,20,1,0.203704,0.0690104,766
65,16,17,17,4,0.314815,0.0690104,749
63,15,17,17,5,0.314815,0.0690104,815
60,19,16,17,2,0.296296,0.0690104,817
39,26,10,18,0,0.185185,0.0690104,794
43,25,9,20,0,0.166667,0.0690104,786
57,17,16,18,3,0.296296,0.0682492,814
48,24,14,16,0,0.259259,0.0682492,810
45,24,11,19,0,0.203704,0.0682492,757
54,20,17,16,1,0.314815,0.0682492,772
47,21,14,17,2,0.259259,0.0682492,778
68,17,21,12,4,0.388889,0.0682492,842
63,13,15,19,7,0.277778,0.0682492,806
52,25,15,14,0,0.277778,0.0682492,882
45,22,10,20,2,0.185185,0.0670065,758
64,14,18,18,4,0.333333,0.0670065,889
53,18,15,18,3,0.277778,0.0670065,860
59,20,18,14,2,0.333333,0.0670065,790
55,22,16,15,1,0.296296,0.0670065,795
60,20,19,13,2,0.351852,0.0670065,829
51,23,16,14,1,0.296296,0.0670065,805
50,24,13,17,0,0.240741,0.0670065,821
65,14,18,16,6,0.333333,0.0661306,828
50,23,13,17,1,0.240741,0.0661306,850
56,22,18,13,1,0.333333,0.0661306,760
54,19,14,20,1,0.259259,0.0661306,809
51,23,16,15,0,0.296296,0.0661306,823
63,17,17,14,6,0.314815,0.0661306,816
57,20,16,15,3,0.296296,0.0661306,807
56,17,15,17,5,0.277778,0.0661306,781
56,19,17,17,1,0.314815,0.0667994,859
43,22,8,24,0,0.148148,0.0667994,879
59,17,14,18,5,0.259259,0.0667994,855
58,20,15,17,2,0.277778,0.0667994,857
50,21,11,22,0,0.203704,0.0667994,808
66,13,15,20,6,0.277778,0.0667994,859
60,18,17,17,2,0.314815,0.0667994,787
58,17,18,17,2,0.333333,0.0667994,858
48,20,11,20,3,0.203704,0.0639641,847
48,22,13,19,0,0.240741,0.0639641,876
53,24,15,15,0,0.277778,0.0639641,817
53,20,15,17,2,0.277778,0.0639641,851
49,21,13,18,2,0.240741,0.0639641,861
44,22,10,20,2,0.185185,0.0639641,824
69,15,19,16,4,0.351852,0.0639641,869
56,18,14,19,3,0.259259,0.0639641,862
55,19,13,18,4,0.240741,0.0634982,852
54,21,16,16,1,0.296296,0.0634982,847
61,17,20,13,4,0.37037,0.0634982,812
56,21,17,15,1,0.314815,0.0634982,844
62,19,19,13,3,0.351852,0.0634982,878
63,14,15,18,7,0.277778,0.0634982,862
51,18,13,19,4,0.240741,0.0634982,856
53,21,12,19,2,0.222222,0.0634982,836
52,17,12,21,4,0.222222,0.0636805,879
60,15,14,19,6,0.259259,0.0636805,863
44,24,9,21,0,0.166667,0.0636805,875
49,23,13,17,1,0.240741,0.0636805,924
54,15,12,22,5,0.222222,0.0636805,817
56,19,13,18,4,0.240741,0.0636805,847
53,16,13,18,7,0.240741,0.0636805,865
56,22,18,12,2,0.333333,0.0636805,845
58,19,15,16,4,0.277778,0.0625431,884
60,20,19,15,0,0.351852,0.0625431,877
49,19,9,21,5,0.166667,0.0625431,848
55,19,11,20,4,0.203704,0.0625431,899
40,23,9,21,1,0.166667,0.0625431,793
43,26,14,14,0,0.259259,0.0625431,881
52,19,13,19,3,0.240741,0.0625431,918
51,20,13,18,3,0.240741,0.0625431,865
54,19,15,18,2,0.277778,0.0621308,827
57,19,15,16,4,0.277778,0.0621308,839
