success,beta_nMTCD
632,302
632,274
632,286
632,308
632,296
632,296
632,295
632,318
632,306
632,284
632,334
632,297
632,292
632,304
632,272
632,274
632,284
632,305
632,281
632,324
632,276
632,295
632,322
632,277
632,311
632,257
632,301
632,277
632,294
632,293
632,274
632,273
632,289
632,307
632,282
632,293
632,304
632,312
632,250
632,291
632,299
632,258
632,268
632,277
632,264
632,260
632,308
632,272
632,281
632,274
632,261
632,272
632,252
632,254
632,262
632,291
632,278
632,294
632,278
632,273
632,283
632,287
632,266
632,285
632,283
632,270
632,243
632,253
632,289
632,244
632,262
632,235
632,260
632,277
632,296
632,286
632,280
632,247
632,254
632,291
632,251
632,258
632,280
632,264
632,280
632,276
632,247
632,238
632,265
632,270
632,248
632,241
632,200
632,243
632,300
632,253
632,236
632,245
632,272
632,264
632,224
632,237
632,253
632,257
632,236
632,262
632,244
632,244
632,231
632,226
632,236
632,245
632,228
632,245
632,234
632,251
632,232
632,209
632,242
632,216
632,193
632,243
632,235
632,220
632,214
632,228
632,230
632,228
632,237
632,246
632,224
632,222
632,222
632,230
632,238
632,218
632,208
632,211
632,221
632,212
632,201
632,209
632,206
632,193
632,190
632,226
632,206
632,218
632,206
632,205
632,204
632,206
632,194
632,200
632,211
632,207
632,187
632,176
632,183
632,197
632,208
632,206
632,194
632,206
632,175
632,201
632,207
632,166
632,167
632,200
632,178
632,181
632,210
632,190
632,178
632,179
632,192
632,181
632,168
632,168
632,182
632,178
632,166
632,180
632,184
632,176
632,171
632,184
632,158
632,148
632,204
632,174
632,163
632,142
632,168
632,161
632,160
632,159
632,137
632,138
632,159
632,143
632,166
632,148
632,159
632,144
632,156
632,149
632,160
632,146
632,143
632,131
632,143
632,151
632,149
632,142
632,167
632,150
632,137
632,146
632,149
632,153
632,151
632,136
632,140
632,125
632,130
632,132
632,143
632,143
632,155
632,119
632,132
632,140
632,126
632,127
632,113
632,139
632,123
632,116
632,133
632,110
632,115
632,119
632,109
632,123
632,128
632,102
632,115
632,125
632,112
632,129
632,114
632,124
632,115
632,107
632,121
632,109
632,117
632,104
632,107
632,97
632,92
632,105
632,108
632,99
632,95
632,116
632,109
632,118
632,122
632,100
632,66
632,90
632,104
632,83
632,75
632,93
632,70
632,91
632,77
632,94
632,80
632,98
632,87
632,89
632,90
632,88
632,87
632,86
632,85
632,90
632,72
632,81
632,75
632,84
632,96
632,91
632,73
632,75
632,84
632,87
632,78
632,71
632,77
632,54
632,74
632,71
632,65
632,68
632,67
632,76
632,47
632,68
632,59
632,83
632,64
632,74
632,59
632,59
632,62
632,56
632,64
632,64
632,54
632,48
632,49
632,52
632,57
632,55
632,56
633,65
633,43
633,65
633,56
633,44
633,51
633,54
633,56
633,52
633,40
633,51
633,55
633,57
633,40
633,40
633,42
633,35
633,43
633,48
633,41
633,51
633,31
633,34
633,41
633,44
633,53
633,35
633,41
634,33
634,32
634,48
634,38
634,29
634,35
634,41
634,36
634,41
634,35
634,43
634,41
634,38
634,24
635,36
635,29
636,23
636,35
636,35
636,30
636,36
637,29
637,32
638,36
638,32
638,27
639,19
639,29
640,38
640,25
642,26
642,22
642,22
642,29
642,23
642,22
642,27
642,24
643,25
646,19
647,26
648,18
648,21
649,21
652,24
655,18
657,25
659,10
664,13
666,11
670,25
672,18
676,15
676,20
683,13
688,14
696,12
700,10
708,24
712,22
719,15
725,12
732,13
737,12
745,10
752,13
758,8
762,10
773,15
779,13
787,11
795,12
806,17
816,9
830,15
835,5
852,14
862,8
879,9
893,13
911,8
928,8
947,8
968,8
978,12
995,2
1010,15
1027,13
1040,4
1060,11
1071,9
1082,9
1086,4
1088,4
1097,6
1107,9
1112,8
1119,5
1126,5
1129,9
1135,3
1142,6
1148,7
1148,4
1152,0
1152,4
1158,0
1161,6
1167,3
1169,6
1169,2
1175,0
1177,6
1177,4
1184,0
1190,5
1190,8
1195,0
1195,3
1197,0
1197,2
1201,0
1201,4
1207,0
1207,6
1210,0
1210,3
1210,0
1214,0
1214,4
1214,0
1220,0
1220,6
1220,0
1220,0
1224,0
1224,4
1224,0
1224,0
1224,0
1230,0
1230,6
1230,0
1230,0
1230,0
1230,0
1230,0
1230,0
1233,0
1233,3
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
1233,0
