success
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
1
1
1
1
1
1
1
2
2
2
3
3
4
4
6
7
7
8
10
12
13
14
14
14
15
18
19
21
23
25
27
29
30
31
34
36
38
38
40
40
42
45
45
45
46
47
48
50
53
55
56
57
60
61
64
65
69
69
72
75
78
81
85
88
90
94
96
103
107
110
112
113
117
119
123
129
130
132
138
139
143
148
150
153
157
159
164
169
173
177
181
183
190
191
192
199
203
210
214
218
224
226
229
232
237
243
250
256
263
267
273
277
283
292
300
305
308
316
324
329
335
339
348
354
361
364
372
375
382
392
397
405
415
417
427
437
447
456
464
472
477
485
491
496
507
515
524
532
544
556
563
570
578
582
590
600
606
615
627
637
642
648
654
668
678
690
701
712
722
729
739
752
763
771
779
789
793
806
814
822
835
843
854
868
880
891
904
916
926
934
944
953
963
976
988
998
1005
1017
1024
1034
1044
1054
1063
1073
1084
1093
1103
1111
1123
1139
1151
1161
1174
1186
1198
1213
1229
1236
1247
1259
1273
1284
1300
1309
1324
1335
1351
1365
1375
1391
1399
1403
1413
1427
1439
1453
1464
1473
1486
1498
1514
1525
1546
1559
1575
1586
1600
1613
1630
1649
1667
1680
1688
1699
1711
1725
1733
1742
1754
1770
1784
1800
1810
1823
1838
1846
1859
1865
1876
1889
1896
1915
1935
1946
1960
1976
1990
2004
2015
2034
2047
2062
2078
2088
2101
2122
2135
2148
2165
2180
2193
2204
2215
2229
2246
2262
2280
2299
2306
2320
2332
2346
2361
2379
2400
2414
2429
2447
2462
2473
2484
2502
2521
2537
2553
2567
2587
2605
2616
2627
2644
2660
2671
2684
2701
2714
2718
2732
2746
2763
2781
2800
2815
2834
2853
2874
2891
2904
2927
2945
2965
2981
2993
3010
3024
3043
3058
3074
3083
3102
3119
3134
3151
3170
3192
3205
3225
3242
3263
3280
3300
3312
3328
3342
3364
3387
3404
3428
3439
3453
3467
3484
3501
3517
3535
3548
3566
3581
3592
3607
3622
3635
3654
3668
3680
3696
3713
3730
3741
3763
3789
3810
3828
3847
3864
3881
3905
3924
3940
3953
3968
3985
4005
4026
4045
4063
4081
4094
4123
4147
4170
4185
4204
4224
4241
4253
4271
4283
4297
4311
4329
4341
4360
4374
4390
4404
4424
4440
4457
4477
4497
4514
4528
4542
4561
4579
4592
4606
4623
4639
4658
4673
4690
4706
4721
4740
4757
4771
4793
4805
4822
4836
4853
4873
4882
4898
4913
4932
4952
4960
4974
4987
5004
5026
5043
5060
5080
5100
5117
5139
5153
5169
5188
5212
5230
5243
5262
5282
5304
5324
5339
5351
5367
5388
5412
5430
5445
5463
5482
5504
5522
5536
5554
5571
5591
5612
5626
5646
5661
5685
5700
5721
5740
5749
5760
5774
5789
5808
5825
5840
5851
5870
5892
5914
5935
5951
5967
5986
6008
6024
6038
6057
6078
6097
6116
6127
6151
6167
6183
6203
6220
6233
6247
6258
6276
6291
6307
6322
6340
6357
6372
6385
6403
6418
6442
6462
6477
6494
6513
6534
6556
6572
6588
6608
6620
6638
6657
6671
6687
6697
6712
6737
6752
6767
6787
6805
6815
6835
6847
6864
6882
6900
6916
6926
6947
6955
6965
6983
6993
7008
7020
7036
7052
7065
7077
7094
7113
7132
7144
7162
7178
7192
7204
7218
7229
7244
7252
7267
7286
7306
7318
7334
7353
7367
7385
7404
7415
7433
7451
7469
7489
7501
7512
7527
7542
7557
7575
7585
7601
7615
7632
7647
7661
7677
7696
7717
7735
7752
7772
7790
7809
7819
7828
7842
7858
7874
7891
7909
7926
7941
7956
7965
7976
7990
8005
8019
8032
8045
8060
8078
8092
8111
8128
8145
8162
8183
8194
8209
8221
8237
8253
8262
8271
8278
8292
8311
8324
8341
8353
8364
8378
8390
8407
8418
8434
8447
8461
8466
8477
8491
8503
8519
8526
8540
8551
8568
8578
8594
8608
8620
8630
8644
8661
8670
8678
8693
8706
8728
8745
8756
8764
8772
8786
8794
8804
8817
8827
8839
8852
8862
8876
8889
8906
8912
8921
8937
8951
8969
8975
8983
8993
9000
9001
9011
9025
9032
9039
9048
9058
9068
9074
9085
9099
9109
9123
9133
9140
9145
9156
9164
9178
9188
9195
9201
9214
9227
9238
9243
9251
9259
9266
9277
9287
9292
9300
9315
9324
9330
9338
9346
9353
9371
9384
9392
9407
9409
9416
9422
9430
9445
9456
9461
9469
9477
9481
9488
9494
9500
9505
9519
9525
9526
9530
9534
9550
