initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
3,51,0,3,0,0
1,53,0,1,0,0
2,52,0,2,0,0
0,54,0,0,0,0
2,52,0,2,0,0
4,50,0,4,0,0
1,53,0,1,0,0
4,50,0,4,0,0
3,51,0,3,0,0
3,51,0,3,0,0
2,52,0,2,0,0
2,52,0,2,0,0
2,52,0,2,0,0
2,52,0,2,0,0
5,49,0,5,0,0
3,51,0,3,0,0
2,52,0,2,0,0
3,51,0,3,0,0
4,50,0,4,0,0
5,49,0,5,0,0
3,52,1,1,0,0.0185185
3,51,0,3,0,0
3,51,0,3,0,0
6,49,1,4,0,0.0185185
5,49,0,5,0,0
6,48,0,6,0,0
6,48,0,6,0,0
5,49,0,5,0,0
3,51,0,3,0,0
4,50,0,4,0,0
3,51,0,3,0,0
8,46,0,8,0,0
1,53,0,1,0,0
2,52,0,2,0,0
6,48,0,6,0,0
2,52,0,2,0,0
2,52,0,2,0,0
8,46,0,8,0,0
5,49,0,5,0,0
6,48,0,6,0,0
6,48,0,6,0,0
3,51,0,3,0,0
12,43,1,10,0,0.0185185
8,46,0,8,0,0
8,46,0,8,0,0
9,45,0,9,0,0
7,47,0,7,0,0
6,48,0,6,0,0
11,44,1,9,0,0.0185185
6,48,0,6,0,0
7,48,1,5,0,0.0185185
12,43,1,10,0,0.0185185
11,43,0,11,0,0
10,45,1,8,0,0.0185185
12,43,1,10,0,0.0185185
10,45,1,8,0,0.0185185
14,42,2,10,0,0.037037
9,47,1,6,0,0.0185185
11,44,1,9,0,0.0185185
8,46,0,8,0,0
11,43,0,11,0,0
9,46,1,7,0,0.0185185
9,45,0,9,0,0
6,48,0,6,0,0
12,45,3,6,0,0.0555556
16,42,3,9,0,0.0555556
12,44,2,8,0,0.037037
10,45,1,8,0,0.0185185
17,38,1,15,0,0.0185185
7,48,1,5,0,0.0185185
10,46,2,6,0,0.037037
13,43,2,9,0,0.037037
11,44,1,9,0,0.0185185
9,47,2,5,0,0.037037
9,46,1,7,0,0.0185185
13,42,1,11,0,0.0185185
10,46,2,6,0,0.037037
16,38,0,16,0,0
18,37,1,16,0,0.0185185
15,40,1,13,0,0.0185185
16,39,1,14,0,0.0185185
14,42,2,10,0,0.037037
21,35,2,17,0,0.037037
15,43,2,9,0,0.037037
12,43,1,10,0,0.0185185
22,36,3,15,0,0.0555556
19,38,2,14,0,0.037037
27,34,7,13,0,0.12963
12,44,2,8,0,0.037037
17,38,1,15,0,0.0185185
19,37,2,15,0,0.037037
18,38,2,14,0,0.037037
12,44,2,8,0,0.037037
17,37,0,17,0,0
18,38,2,14,0,0.037037
19,38,3,13,0,0.0555556
19,39,3,12,0,0.0555556
23,33,2,19,0,0.037037
24,36,5,13,0,0.0925926
21,35,2,17,0,0.037037
14,41,1,12,0,0.0185185
15,41,2,11,0,0.037037
18,39,3,12,0,0.0555556
23,34,3,17,0,0.0555556
25,34,5,15,0,0.0925926
19,36,1,17,0,0.0185185
20,38,3,13,0,0.0555556
25,32,3,19,0,0.0555556
22,34,2,18,0,0.037037
21,37,3,14,0,0.0555556
27,33,6,15,0,0.111111
13,42,1,11,0,0.0185185
26,35,5,14,0,0.0925926
22,35,3,16,0,0.0555556
23,33,2,19,0,0.037037
16,40,2,12,0,0.037037
30,30,6,18,0,0.111111
11,45,2,7,0,0.037037
30,30,6,18,0,0.111111
35,29,8,17,0,0.148148
24,37,4,13,0,0.0740741
39,25,8,21,0,0.148148
17,38,1,15,0,0.0185185
20,37,2,15,0,0.037037
21,40,6,8,0,0.111111
22,34,2,18,0,0.037037
30,26,2,26,0,0.037037
29,34,9,11,0,0.166667
19,38,3,13,0,0.0555556
19,39,4,11,0,0.0740741
24,36,6,12,0,0.111111
30,28,3,23,0,0.0555556
24,35,5,14,0,0.0925926
24,37,6,11,0,0.111111
27,33,6,15,0,0.111111
26,34,6,14,0,0.111111
37,29,11,14,0,0.203704
38,30,11,13,0,0.203704
36,29,10,15,0,0.185185
33,31,9,14,0,0.166667
22,34,2,18,0,0.037037
35,31,12,11,0,0.222222
37,23,5,25,1,0.0925926
28,32,6,16,0,0.111111
29,30,3,21,0,0.0555556
42,24,9,20,1,0.166667
32,29,7,18,0,0.12963
38,25,8,21,0,0.148148
38,26,10,18,0,0.185185
31,33,8,13,0,0.148148
34,29,8,17,0,0.148148
27,32,3,19,0,0.0555556
34,28,7,19,0,0.12963
43,25,11,18,0,0.203704
38,26,9,19,0,0.166667
37,28,8,18,0,0.148148
44,22,10,19,3,0.185185
40,26,11,17,0,0.203704
29,32,6,16,0,0.111111
21,35,2,17,0,0.037037
38,26,8,20,0,0.148148
40,25,8,21,0,0.148148
35,24,5,24,1,0.0925926
41,24,9,20,1,0.166667
41,26,10,18,0,0.185185
33,32,7,15,0,0.12963
46,28,11,15,0,0.203704
47,24,14,15,1,0.259259
33,26,5,23,0,0.0925926
42,27,12,15,0,0.222222
36,30,9,15,0,0.166667
47,23,12,18,1,0.222222
36,28,9,17,0,0.166667
46,26,14,14,0,0.259259
37,29,10,15,0,0.185185
41,28,9,17,0,0.166667
39,28,10,16,0,0.185185
37,31,9,14,0,0.166667
45,22,9,21,2,0.166667
38,24,8,21,1,0.148148
43,20,8,21,5,0.148148
41,23,10,19,2,0.185185
43,24,9,20,1,0.166667
52,23,16,15,0,0.296296
42,26,9,19,0,0.166667
35,28,6,20,0,0.111111
35,28,8,18,0,0.148148
58,20,15,15,4,0.277778
46,20,10,20,4,0.185185
37,27,9,18,0,0.166667
45,22,10,21,1,0.185185
37,29,11,14,0,0.203704
43,26,13,15,0,0.240741
47,21,11,19,3,0.203704
54,16,11,21,6,0.203704
42,22,7,22,3,0.12963
43,25,9,20,0,0.166667
52,22,15,15,2,0.277778
44,22,8,22,2,0.148148
48,24,17,12,1,0.314815
54,19,16,15,4,0.296296
51,22,15,16,1,0.277778
49,24,14,15,1,0.259259
52,21,13,18,2,0.240741
58,14,13,20,7,0.240741
52,21,12,18,3,0.222222
54,18,14,18,4,0.259259
53,16,10,20,8,0.185185
52,19,12,22,1,0.222222
52,20,13,20,1,0.240741
47,22,12,19,1,0.222222
47,21,11,18,4,0.203704
53,22,12,19,1,0.222222
52,21,12,18,3,0.222222
57,18,14,17,5,0.259259
61,14,15,18,7,0.277778
54,14,14,20,6,0.259259
74,13,19,17,5,0.351852
51,21,15,15,3,0.277778
60,23,20,11,0,0.37037
50,22,16,15,1,0.296296
41,25,9,20,0,0.166667
38,27,9,18,0,0.166667
63,19,21,12,2,0.388889
49,23,11,19,1,0.203704
55,21,17,14,2,0.314815
54,27,18,9,0,0.333333
49,22,14,15,3,0.259259
62,13,11,21,9,0.203704
54,20,15,16,3,0.277778
56,23,13,18,0,0.240741
50,21,13,19,1,0.240741
65,15,18,15,6,0.333333
63,18,18,14,4,0.333333
58,23,15,15,1,0.277778
63,22,17,14,1,0.314815
46,22,10,21,1,0.185185
59,13,13,22,6,0.240741
52,20,11,20,3,0.203704
51,20,14,17,3,0.259259
44,24,13,16,1,0.240741
62,15,13,20,6,0.240741
44,24,11,19,0,0.203704
60,20,15,15,4,0.277778
66,17,16,18,3,0.296296
59,21,17,15,1,0.314815
51,22,11,19,2,0.203704
36,30,10,14,0,0.185185
66,15,18,15,6,0.333333
71,13,20,15,6,0.37037
64,19,18,14,3,0.333333
59,18,17,17,2,0.314815
56,19,16,15,4,0.296296
54,19,15,16,4,0.277778
50,21,11,19,3,0.203704
42,21,9,20,4,0.166667
46,19,11,21,3,0.203704
47,22,13,19,0,0.240741
50,18,9,22,5,0.166667
60,17,14,18,5,0.259259
63,18,17,17,2,0.314815
61,15,16,18,5,0.296296
69,21,23,8,2,0.425926
73,14,23,13,4,0.425926
49,22,10,21,1,0.185185
67,15,15,19,5,0.277778
76,15,22,11,6,0.407407
79,10,24,18,2,0.444444
54,21,15,17,1,0.277778
56,20,12,18,4,0.222222
55,20,14,17,3,0.259259
57,17,17,18,2,0.314815
56,21,14,17,2,0.259259
47,21,11,19,3,0.203704
54,22,16,14,2,0.296296
50,19,10,20,5,0.185185
58,20,19,11,4,0.351852
61,17,20,12,5,0.37037
62,19,17,16,2,0.314815
54,17,15,18,4,0.277778
54,20,15,15,4,0.277778
53,20,13,17,4,0.240741
53,19,13,16,6,0.240741
68,15,19,15,5,0.351852
60,16,15,19,4,0.277778
44,24,9,21,0,0.166667
53,22,17,14,1,0.314815
52,22,13,18,1,0.240741
72,12,22,12,8,0.407407
51,21,13,17,3,0.240741
54,22,13,16,3,0.240741
51,22,13,17,2,0.240741
49,15,8,24,7,0.148148
62,19,17,14,4,0.314815
44,25,12,17,0,0.222222
59,16,15,18,5,0.277778
71,13,20,14,7,0.37037
64,18,20,12,4,0.37037
61,19,18,16,1,0.333333
61,19,18,14,3,0.333333
53,19,14,16,5,0.259259
57,18,17,13,6,0.314815
45,20,11,18,5,0.203704
65,10,17,15,12,0.314815
51,19,12,20,3,0.222222
45,24,12,17,1,0.222222
50,19,12,19,4,0.222222
47,23,12,17,2,0.222222
53,18,15,15,6,0.277778
50,22,13,16,3,0.240741
53,20,16,14,4,0.296296
57,19,18,14,3,0.333333
66,14,15,17,8,0.277778
69,14,21,14,5,0.388889
54,22,17,15,0,0.314815
69,17,20,13,4,0.37037
59,19,19,12,4,0.351852
51,20,12,18,4,0.222222
43,25,10,19,0,0.185185
74,12,20,15,7,0.37037
44,25,11,18,0,0.203704
56,21,18,14,1,0.333333
56,17,15,18,4,0.277778
59,17,18,17,2,0.333333
82,11,27,11,5,0.5
55,18,15,17,4,0.277778
52,16,13,18,7,0.240741
54,20,12,20,2,0.222222
66,13,19,17,5,0.351852
70,17,20,12,5,0.37037
63,15,19,14,6,0.351852
62,19,18,15,2,0.333333
38,27,9,18,0,0.166667
53,21,14,17,2,0.259259
43,26,11,17,0,0.203704
53,17,13,18,6,0.240741
50,24,13,17,0,0.240741
55,23,16,14,1,0.296296
44,22,7,23,2,0.12963
61,20,17,13,4,0.314815
54,20,14,17,3,0.259259
59,19,18,14,3,0.333333
54,21,14,16,3,0.259259
55,20,16,14,4,0.296296
60,14,12,20,8,0.222222
52,21,14,15,4,0.259259
66,18,18,16,2,0.333333
55,17,12,23,2,0.222222
50,22,15,16,1,0.277778
56,19,16,16,3,0.296296
45,26,11,17,0,0.203704
60,19,19,14,2,0.351852
61,20,18,13,3,0.333333
46,20,11,20,3,0.203704
49,20,13,18,3,0.240741
73,14,23,12,5,0.425926
58,21,17,14,2,0.314815
72,14,22,13,5,0.407407
80,12,24,13,5,0.444444
69,14,20,13,7,0.37037
