initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility,PACB,initate ACB
25,32,3,19,0,0.0555556,1,25
22,34,2,18,0,0.037037,1,22
21,37,3,14,0,0.0555556,1,21
27,33,6,15,0,0.111111,1,27
13,42,1,11,0,0.0185185,1,13
26,35,5,14,0,0.0925926,1,26
22,35,3,16,0,0.0555556,1,22
23,33,2,19,0,0.037037,1,23
16,40,2,12,0,0.037037,1,16
30,30,6,18,0,0.111111,1,30
11,45,2,7,0,0.037037,1,11
30,30,6,18,0,0.111111,1,30
35,29,8,17,0,0.148148,1,35
24,37,4,13,0,0.0740741,1,24
39,25,8,21,0,0.148148,1,39
17,38,1,15,0,0.0185185,1,17
20,37,2,15,0,0.037037,1,20
21,40,6,8,0,0.111111,1,21
22,34,2,18,0,0.037037,1,22
30,26,2,26,0,0.037037,1,30
29,34,9,11,0,0.166667,1,29
19,38,3,13,0,0.0555556,1,19
19,39,4,11,0,0.0740741,1,19
24,36,6,12,0,0.111111,1,24
30,28,3,23,0,0.0555556,1,30
24,35,5,14,0,0.0925926,1,24
24,37,6,11,0,0.111111,1,24
27,33,6,15,0,0.111111,1,27
26,34,6,14,0,0.111111,1,26
37,29,11,14,0,0.203704,1,37
38,30,11,13,0,0.203704,1,38
36,29,10,15,0,0.185185,1,36
33,31,9,14,0,0.166667,1,33
22,34,2,18,0,0.037037,1,22
35,31,12,11,0,0.222222,1,35
37,23,5,26,0,0.0925926,1,37
28,32,6,16,0,0.111111,1,28
29,30,3,21,0,0.0555556,1,29
42,24,9,21,0,0.166667,1,42
32,29,7,18,0,0.12963,1,32
38,25,8,21,0,0.148148,1,38
38,26,10,18,0,0.185185,1,38
31,33,8,13,0,0.148148,1,31
34,29,8,17,0,0.148148,1,34
27,32,3,19,0,0.0555556,1,27
34,28,7,19,0,0.12963,1,34
43,25,11,18,0,0.203704,1,43
38,26,9,19,0,0.166667,1,38
37,28,8,18,0,0.148148,1,37
44,22,10,20,2,0.185185,1,44
40,26,11,17,0,0.203704,1,40
29,32,6,16,0,0.111111,1,29
21,35,2,17,0,0.037037,1,21
38,26,8,20,0,0.148148,1,38
40,25,8,21,0,0.148148,1,40
35,24,5,25,0,0.0925926,1,35
41,24,9,21,0,0.166667,1,41
41,26,10,18,0,0.185185,1,41
33,32,7,15,0,0.12963,1,33
46,28,11,15,0,0.203704,1,46
47,24,14,16,0,0.259259,1,47
33,26,5,23,0,0.0925926,1,33
42,27,12,15,0,0.222222,1,42
36,30,9,15,0,0.166667,1,36
47,23,12,19,0,0.222222,1,47
36,28,9,17,0,0.166667,1,36
46,26,14,14,0,0.259259,1,46
37,29,10,15,0,0.185185,1,37
41,28,9,17,0,0.166667,1,41
39,28,10,16,0,0.185185,1,39
37,31,9,14,0,0.166667,1,37
45,22,9,21,2,0.166667,1,45
38,24,8,22,0,0.148148,1,38
43,20,8,22,4,0.148148,1,43
41,23,10,20,1,0.185185,1,41
43,24,9,21,0,0.166667,1,43
52,23,16,15,0,0.296296,1,52
42,26,9,19,0,0.166667,1,42
35,28,6,20,0,0.111111,1,35
35,28,8,18,0,0.148148,1,35
58,20,15,16,3,0.277778,1,58
46,20,10,20,4,0.185185,1,46
38,23,7,23,1,0.12963,1,38
45,25,14,15,0,0.259259,0.991379,45
38,28,9,17,0,0.166667,0.991379,38
43,24,11,19,0,0.203704,0.991379,43
47,23,13,18,0,0.240741,0.991379,47
54,20,16,15,3,0.296296,0.991379,54
42,26,10,18,0,0.185185,0.991379,42
43,24,12,18,0,0.222222,0.991379,43
52,20,11,19,4,0.203704,0.991379,52
44,20,7,26,1,0.12963,1,44
48,19,10,21,4,0.185185,1,48
54,17,15,17,5,0.277778,1,54
51,22,13,17,2,0.240741,1,51
49,21,13,19,1,0.240741,1,49
52,16,11,21,6,0.203704,1,52
58,20,16,17,1,0.296296,1,58
52,19,13,18,4,0.240741,1,52
53,21,14,18,1,0.259259,0.991379,54
53,18,13,20,3,0.240741,0.991379,53
51,22,15,17,0,0.277778,0.991379,52
54,21,15,17,1,0.277778,0.991379,54
47,25,11,18,0,0.203704,0.991379,47
46,22,9,21,2,0.166667,0.991379,47
55,19,12,20,3,0.222222,0.991379,55
50,21,13,19,1,0.240741,0.991379,52
56,19,17,16,2,0.314815,0.997727,57
60,17,19,15,3,0.351852,0.997727,61
54,21,16,15,2,0.296296,0.997727,54
74,14,22,14,4,0.407407,0.997727,74
51,27,14,13,0,0.259259,0.997727,51
60,20,20,11,3,0.37037,0.997727,60
49,20,14,18,2,0.259259,0.997727,50
44,24,11,19,0,0.203704,0.997727,44
44,25,13,16,0,0.240741,0.932793,47
67,17,20,14,3,0.37037,0.932793,71
45,26,13,15,0,0.240741,0.932793,51
55,24,17,13,0,0.314815,0.932793,61
58,18,15,17,4,0.277778,0.932793,61
47,23,12,19,0,0.222222,0.932793,52
65,12,18,17,7,0.333333,0.932793,69
52,22,14,18,0,0.259259,0.932793,57
53,16,13,23,2,0.240741,0.907629,60
52,21,15,16,2,0.277778,0.907629,58
66,18,15,16,5,0.277778,0.907629,72
70,19,20,12,3,0.37037,0.907629,76
58,19,16,17,2,0.296296,0.907629,65
61,18,16,16,4,0.296296,0.907629,70
49,23,12,19,0,0.222222,0.907629,51
61,17,20,14,3,0.37037,0.907629,68
50,17,7,26,4,0.12963,0.835985,62
56,16,12,19,7,0.222222,0.835985,64
51,22,16,15,1,0.296296,0.835985,58
65,15,20,16,3,0.37037,0.835985,73
43,27,11,16,0,0.203704,0.835985,53
61,22,16,15,1,0.296296,0.835985,71
61,16,15,17,6,0.277778,0.835985,73
59,15,15,18,6,0.277778,0.835985,67
60,18,18,16,2,0.333333,0.836467,67
38,28,8,18,0,0.148148,0.836467,45
59,15,15,17,7,0.277778,0.836467,72
70,15,24,13,2,0.444444,0.836467,78
64,16,17,15,6,0.314815,0.836467,77
57,20,17,17,0,0.314815,0.836467,72
52,16,10,22,6,0.185185,0.836467,65
55,20,15,17,2,0.277778,0.836467,65
47,20,10,21,3,0.185185,0.795139,65
43,23,10,20,1,0.185185,0.795139,52
49,22,12,19,1,0.222222,0.795139,63
50,20,13,18,3,0.240741,0.795139,62
49,20,11,20,3,0.203704,0.795139,62
60,20,17,16,1,0.314815,0.795139,79
62,15,17,17,5,0.314815,0.795139,78
63,13,17,16,8,0.314815,0.795139,77
73,20,21,12,1,0.388889,0.813375,86
68,17,18,16,3,0.333333,0.813375,87
50,26,19,9,0,0.351852,0.813375,56
61,18,18,16,2,0.333333,0.813375,81
76,15,23,12,4,0.425926,0.813375,89
81,15,23,12,4,0.425926,0.813375,93
61,20,16,16,2,0.296296,0.813375,74
71,14,19,16,5,0.351852,0.813375,86
54,21,15,15,3,0.277778,0.678072,81
49,20,13,19,2,0.240741,0.678072,75
48,23,14,17,0,0.259259,0.678072,89
53,19,15,17,3,0.277778,0.678072,70
57,17,15,17,5,0.277778,0.678072,75
50,22,14,18,0,0.259259,0.678072,70
59,20,16,14,4,0.296296,0.678072,83
50,21,14,17,2,0.259259,0.678072,74
55,25,18,11,0,0.333333,0.704575,84
56,17,17,16,4,0.314815,0.704575,86
59,21,15,16,2,0.277778,0.704575,82
46,21,9,21,3,0.166667,0.704575,68
49,21,11,19,3,0.203704,0.704575,71
76,16,28,7,3,0.518519,0.704575,96
67,14,21,16,3,0.388889,0.704575,91
49,23,16,14,1,0.296296,0.704575,64
59,15,13,19,7,0.240741,0.685455,86
60,15,13,21,5,0.240741,0.685455,84
56,20,16,16,2,0.296296,0.685455,86
56,18,15,16,5,0.277778,0.685455,76
59,22,13,17,2,0.240741,0.685455,92
64,13,18,17,6,0.333333,0.685455,83
61,19,18,13,4,0.333333,0.685455,76
53,17,14,19,4,0.259259,0.685455,89
49,24,14,16,0,0.259259,0.645503,73
55,22,16,16,0,0.296296,0.645503,88
57,19,14,19,2,0.259259,0.645503,96
54,20,15,17,2,0.277778,0.645503,85
62,21,19,12,2,0.351852,0.645503,95
64,15,17,16,6,0.314815,0.645503,94
62,15,16,16,7,0.296296,0.645503,89
67,15,18,16,5,0.333333,0.645503,97
47,26,14,14,0,0.259259,0.607186,90
66,15,19,16,4,0.351852,0.607186,105
49,22,12,19,1,0.222222,0.607186,87
45,24,13,17,0,0.240741,0.607186,82
56,18,14,17,5,0.259259,0.607186,87
54,20,16,15,3,0.296296,0.607186,82
65,19,17,16,2,0.314815,0.607186,102
44,24,10,20,0,0.185185,0.607186,81
61,17,17,17,3,0.314815,0.608602,96
63,17,17,17,3,0.314815,0.608602,94
55,18,14,18,4,0.259259,0.608602,95
62,18,16,18,2,0.296296,0.608602,116
59,17,14,19,4,0.259259,0.608602,95
62,18,16,17,3,0.296296,0.608602,106
47,22,11,21,0,0.203704,0.608602,89
65,17,21,13,3,0.388889,0.608602,97
46,20,11,21,2,0.203704,0.551525,82
69,12,19,13,10,0.351852,0.551525,122
53,21,15,15,3,0.277778,0.551525,96
58,18,17,16,3,0.314815,0.551525,103
53,19,13,21,1,0.240741,0.551525,101
59,19,14,18,3,0.259259,0.551525,109
77,12,21,17,4,0.388889,0.551525,131
55,17,15,16,6,0.277778,0.551525,106
51,25,15,14,0,0.277778,0.517456,95
53,20,15,15,4,0.277778,0.517456,102
69,15,21,14,4,0.388889,0.517456,129
72,15,21,14,4,0.388889,0.517456,139
64,21,22,10,1,0.407407,0.517456,126
56,20,15,17,2,0.277778,0.517456,110
39,26,9,19,0,0.166667,0.517456,81
56,17,13,20,4,0.240741,0.517456,118
52,23,14,16,1,0.259259,0.493588,96
46,22,11,19,2,0.203704,0.493588,115
49,20,14,18,2,0.259259,0.493588,93
61,19,16,17,2,0.296296,0.493588,115
47,20,9,22,3,0.166667,0.493588,100
68,15,19,15,5,0.351852,0.493588,124
66,11,15,20,8,0.277778,0.493588,130
59,21,16,15,2,0.296296,0.493588,112
57,18,14,18,4,0.259259,0.494411,119
44,20,10,21,3,0.185185,0.494411,90
58,18,16,18,2,0.296296,0.494411,107
44,23,10,21,0,0.185185,0.494411,119
71,14,22,15,3,0.407407,0.494411,124
58,19,16,16,3,0.296296,0.494411,114
55,21,14,18,1,0.259259,0.494411,97
66,12,17,19,6,0.314815,0.494411,111
52,22,12,18,2,0.222222,0.495574,108
56,17,16,18,3,0.296296,0.495574,104
56,17,13,21,3,0.240741,0.495574,107
48,21,11,19,3,0.203704,0.495574,91
57,17,14,17,6,0.259259,0.495574,98
57,16,15,18,5,0.277778,0.495574,125
63,21,16,15,2,0.296296,0.495574,125
66,17,20,14,3,0.37037,0.495574,137
65,19,18,15,2,0.333333,0.490811,136
57,19,18,15,2,0.333333,0.490811,122
55,20,15,18,1,0.277778,0.490811,117
62,17,18,15,4,0.333333,0.490811,113
72,14,21,15,4,0.388889,0.490811,144
62,19,15,18,2,0.277778,0.490811,137
63,17,16,16,5,0.296296,0.490811,123
56,20,15,17,2,0.277778,0.490811,125
53,18,12,22,2,0.222222,0.42741,128
59,17,17,15,5,0.314815,0.42741,122
56,21,18,12,3,0.333333,0.42741,129
52,20,13,18,3,0.240741,0.42741,108
58,19,15,18,2,0.277778,0.42741,124
39,27,10,17,0,0.185185,0.42741,109
53,20,14,17,3,0.259259,0.42741,128
48,20,10,21,3,0.185185,0.42741,122
51,17,12,19,6,0.222222,0.447312,130
58,19,15,18,2,0.277778,0.447312,123
69,13,16,16,9,0.296296,0.447312,135
52,22,14,17,1,0.259259,0.447312,111
37,26,8,20,0,0.148148,0.447312,111
78,17,26,11,0,0.481481,0.447312,158
67,15,17,15,7,0.314815,0.447312,151
51,24,18,12,0,0.333333,0.447312,106
53,19,13,18,4,0.240741,0.429525,132
57,15,15,17,7,0.277778,0.429525,138
48,19,10,23,2,0.185185,0.429525,132
68,14,20,14,6,0.37037,0.429525,138
61,18,17,14,5,0.314815,0.429525,141
58,18,14,17,5,0.259259,0.429525,130
50,20,14,18,2,0.259259,0.429525,112
62,19,19,13,3,0.351852,0.429525,136
48,22,13,17,2,0.240741,0.409794,112
60,19,13,18,4,0.240741,0.409794,127
44,23,9,21,1,0.166667,0.409794,123
47,22,12,18,2,0.222222,0.409794,136
48,18,10,23,3,0.185185,0.409794,148
56,16,15,19,4,0.277778,0.409794,129
59,19,15,19,1,0.277778,0.409794,147
61,21,16,16,1,0.296296,0.409794,145
64,17,18,16,3,0.333333,0.408332,132
60,19,20,13,2,0.37037,0.408332,136
60,16,17,18,3,0.314815,0.408332,141
39,26,7,21,0,0.12963,0.408332,117
47,20,11,21,2,0.203704,0.408332,127
55,20,12,21,1,0.222222,0.408332,125
49,21,12,19,2,0.222222,0.408332,155
45,20,9,21,4,0.166667,0.408332,126
65,15,19,14,6,0.351852,0.410603,140
53,22,16,15,1,0.296296,0.410603,122
67,17,19,14,4,0.351852,0.410603,145
64,19,16,16,3,0.296296,0.410603,148
56,19,15,18,2,0.277778,0.410603,142
60,16,17,16,5,0.314815,0.410603,145
56,16,13,21,4,0.240741,0.410603,134
72,14,18,15,7,0.333333,0.410603,150
50,18,11,20,5,0.203704,0.385162,122
61,19,20,14,1,0.37037,0.385162,165
56,20,14,16,4,0.259259,0.385162,137
65,17,18,16,3,0.333333,0.385162,165
56,22,14,17,1,0.259259,0.385162,147
67,15,20,16,3,0.37037,0.385162,159
61,14,15,18,7,0.277778,0.385162,176
52,22,13,17,2,0.240741,0.385162,141
47,21,11,21,1,0.203704,0.361012,137
62,19,18,17,0,0.333333,0.361012,156
73,13,22,13,6,0.407407,0.361012,179
59,17,18,15,4,0.333333,0.361012,178
62,19,15,18,2,0.277778,0.361012,177
51,21,11,20,2,0.203704,0.361012,156
39,25,9,20,0,0.166667,0.361012,124
65,16,18,16,4,0.333333,0.361012,159
42,25,10,19,0,0.185185,0.346463,147
48,21,12,19,2,0.222222,0.346463,144
46,22,10,20,2,0.185185,0.346463,134
55,13,10,24,7,0.185185,0.346463,169
58,17,14,21,2,0.259259,0.346463,138
58,18,14,19,3,0.259259,0.346463,167
55,18,15,16,5,0.277778,0.346463,176
53,20,14,17,3,0.259259,0.346463,159
67,18,22,10,4,0.407407,0.353245,158
42,25,11,18,0,0.203704,0.353245,111
50,24,11,19,0,0.203704,0.353245,139
62,15,16,18,5,0.296296,0.353245,163
65,18,19,15,2,0.351852,0.353245,169
56,18,15,18,3,0.277778,0.353245,164
46,28,11,15,0,0.203704,0.353245,133
42,26,12,16,0,0.222222,0.353245,149
63,14,19,14,7,0.351852,0.370658,135
55,16,14,19,5,0.259259,0.370658,149
52,19,13,18,4,0.240741,0.370658,137
41,26,11,17,0,0.203704,0.370658,137
52,15,10,22,7,0.185185,0.370658,147
58,14,13,23,4,0.240741,0.370658,165
62,14,16,19,5,0.296296,0.370658,172
75,14,22,16,2,0.407407,0.370658,193
60,13,13,21,7,0.240741,0.354888,169
61,14,17,16,7,0.314815,0.354888,161
62,20,18,15,1,0.333333,0.354888,162
55,19,15,16,4,0.277778,0.354888,163
68,11,19,19,5,0.351852,0.354888,182
64,19,19,13,3,0.351852,0.354888,183
54,23,15,16,0,0.277778,0.354888,160
60,13,12,20,9,0.222222,0.354888,164
54,23,14,16,1,0.259259,0.322263,157
56,15,12,19,8,0.222222,0.322263,174
52,20,14,18,2,0.259259,0.322263,184
47,25,14,15,0,0.259259,0.322263,151
56,16,15,18,5,0.277778,0.322263,162
48,18,9,24,3,0.166667,0.322263,148
65,20,23,10,1,0.425926,0.322263,175
49,25,14,15,0,0.259259,0.322263,157
49,23,12,18,1,0.222222,0.332013,165
52,21,15,16,2,0.277778,0.332013,170
50,24,14,16,0,0.259259,0.332013,160
28,36,7,11,0,0.12963,0.332013,137
54,19,14,19,2,0.259259,0.332013,157
71,15,20,14,5,0.37037,0.332013,202
67,13,21,14,6,0.388889,0.332013,191
51,15,10,23,6,0.185185,0.332013,153
63,17,17,15,5,0.314815,0.32794,168
54,19,10,22,3,0.185185,0.32794,180
56,16,13,19,6,0.240741,0.32794,163
60,15,16,16,7,0.296296,0.32794,181
65,19,20,12,3,0.37037,0.32794,181
47,19,10,21,4,0.185185,0.32794,169
52,19,12,20,3,0.222222,0.32794,160
62,16,16,18,4,0.296296,0.32794,178
41,23,8,22,1,0.148148,0.313725,155
54,21,15,17,1,0.277778,0.313725,156
51,18,11,20,5,0.203704,0.313725,156
44,21,10,20,3,0.185185,0.313725,176
58,21,17,16,0,0.314815,0.313725,179
47,24,11,19,0,0.203704,0.313725,176
53,17,13,18,6,0.240741,0.313725,183
45,22,13,19,0,0.240741,0.313725,174
50,23,12,18,1,0.222222,0.320179,161
59,23,18,13,0,0.333333,0.320179,183
53,19,14,18,3,0.259259,0.320179,175
46,24,12,18,0,0.222222,0.320179,142
64,15,19,14,6,0.351852,0.320179,165
48,21,12,20,1,0.222222,0.320179,153
59,17,15,17,5,0.277778,0.320179,186
51,21,14,17,2,0.259259,0.320179,157
69,13,19,17,5,0.351852,0.329228,188
57,18,15,18,3,0.277778,0.329228,169
61,19,20,12,3,0.37037,0.329228,196
57,22,18,12,2,0.333333,0.329228,185
45,28,12,14,0,0.222222,0.329228,168
70,16,22,13,3,0.407407,0.329228,187
53,24,18,12,0,0.333333,0.329228,168
60,19,17,15,3,0.314815,0.329228,187
47,21,11,21,1,0.203704,0.29932,157
57,16,15,17,6,0.277778,0.29932,197
51,23,12,18,1,0.222222,0.29932,174
65,18,19,11,6,0.351852,0.29932,209
61,19,14,20,1,0.259259,0.29932,183
52,18,14,18,4,0.259259,0.29932,187
69,14,20,15,5,0.37037,0.29932,206
63,15,16,16,7,0.296296,0.29932,171
49,25,18,11,0,0.333333,0.29357,159
52,22,11,21,0,0.203704,0.29357,189
60,17,14,19,4,0.259259,0.29357,210
60,17,15,18,4,0.277778,0.29357,215
61,22,19,11,2,0.351852,0.29357,223
51,19,12,22,1,0.222222,0.29357,192
50,18,9,23,4,0.166667,0.29357,151
60,21,17,13,3,0.314815,0.29357,197
41,26,9,19,0,0.166667,0.286097,162
54,18,14,20,2,0.259259,0.286097,179
43,23,9,21,1,0.166667,0.286097,165
53,20,12,18,4,0.222222,0.286097,191
56,17,12,19,6,0.222222,0.286097,175
60,17,17,16,4,0.314815,0.286097,199
55,14,15,21,4,0.277778,0.286097,203
61,15,15,17,7,0.277778,0.286097,193
53,17,11,20,6,0.203704,0.296342,199
41,29,12,13,0,0.222222,0.296342,143
52,22,14,17,1,0.259259,0.296342,159
56,21,17,15,1,0.314815,0.296342,185
64,19,20,13,2,0.37037,0.296342,204
73,15,22,14,3,0.407407,0.296342,197
54,22,16,14,2,0.296296,0.296342,171
53,16,13,18,7,0.240741,0.296342,181
48,25,12,17,0,0.222222,0.30418,171
64,17,19,14,4,0.351852,0.30418,193
56,19,15,19,1,0.277778,0.30418,159
51,21,14,18,1,0.259259,0.30418,160
60,17,19,14,4,0.351852,0.30418,177
63,13,18,18,5,0.333333,0.30418,184
54,18,17,18,1,0.314815,0.30418,190
57,16,13,20,5,0.240741,0.30418,226
61,20,17,17,0,0.314815,0.299302,186
50,19,11,20,4,0.203704,0.299302,185
50,19,12,18,5,0.222222,0.299302,184
44,23,10,20,1,0.185185,0.299302,186
63,17,18,16,3,0.333333,0.299302,207
57,21,14,18,1,0.259259,0.299302,206
53,18,15,17,4,0.277778,0.299302,188
62,18,20,13,3,0.37037,0.299302,202
55,16,13,21,4,0.240741,0.280448,180
60,16,16,19,3,0.296296,0.280448,206
61,17,17,18,2,0.314815,0.280448,216
60,19,18,14,3,0.333333,0.280448,175
67,20,21,12,1,0.388889,0.280448,192
37,27,7,20,0,0.12963,0.280448,159
58,18,18,17,1,0.333333,0.280448,206
56,16,14,19,5,0.259259,0.280448,184
59,19,17,14,4,0.314815,0.287149,197
55,20,17,14,3,0.314815,0.287149,198
61,13,17,17,7,0.314815,0.287149,184
49,22,14,16,2,0.259259,0.287149,169
39,26,8,20,0,0.148148,0.287149,190
64,18,21,12,3,0.388889,0.287149,220
55,21,13,17,3,0.240741,0.287149,215
50,22,13,18,1,0.240741,0.287149,180
55,19,15,18,2,0.277778,0.280084,193
58,18,16,16,4,0.296296,0.280084,204
51,21,13,19,1,0.240741,0.280084,188
57,17,14,20,3,0.259259,0.280084,213
51,21,11,22,0,0.203704,0.280084,203
55,19,15,17,3,0.277778,0.280084,181
58,22,18,12,2,0.333333,0.280084,167
56,14,12,18,10,0.222222,0.280084,203
51,21,12,19,2,0.222222,0.279871,179
50,24,15,15,0,0.277778,0.279871,186
29,30,5,19,0,0.0925926,0.279871,164
50,24,13,17,0,0.240741,0.279871,190
60,20,16,16,2,0.296296,0.279871,192
57,17,14,18,5,0.259259,0.279871,194
56,17,13,18,6,0.240741,0.279871,213
54,18,18,15,3,0.333333,0.279871,203
53,25,13,16,0,0.240741,0.285576,181
76,11,23,15,5,0.425926,0.285576,217
66,12,18,15,9,0.333333,0.285576,207
44,28,12,14,0,0.222222,0.285576,164
51,22,15,16,1,0.277778,0.285576,198
54,17,12,18,7,0.222222,0.285576,170
60,19,20,13,2,0.37037,0.285576,196
50,23,10,20,1,0.185185,0.285576,176
63,18,21,12,3,0.388889,0.288754,203
54,20,17,16,1,0.314815,0.288754,184
67,15,18,15,6,0.333333,0.288754,229
66,12,15,22,5,0.277778,0.288754,209
57,19,12,18,5,0.222222,0.288754,187
56,16,13,20,5,0.240741,0.288754,203
59,18,16,18,2,0.296296,0.288754,193
68,13,16,19,6,0.296296,0.288754,211
39,25,7,22,0,0.12963,0.268021,166
62,18,19,12,5,0.351852,0.268021,210
53,25,16,13,0,0.296296,0.268021,190
54,22,16,15,1,0.296296,0.268021,233
49,21,14,16,3,0.259259,0.268021,195
55,22,16,15,1,0.296296,0.268021,206
79,14,21,15,4,0.388889,0.268021,227
55,20,16,17,1,0.296296,0.268021,189
50,20,12,20,2,0.222222,0.270134,192
55,21,18,13,2,0.333333,0.270134,199
49,25,11,18,0,0.203704,0.270134,212
54,21,12,19,2,0.222222,0.270134,217
58,23,18,12,1,0.333333,0.270134,255
49,20,11,21,2,0.203704,0.270134,204
42,26,9,19,0,0.166667,0.270134,160
63,19,18,15,2,0.333333,0.270134,217
48,19,12,18,5,0.222222,0.264874,180
51,23,12,18,1,0.222222,0.264874,197
45,24,13,17,0,0.240741,0.264874,172
56,20,15,16,3,0.277778,0.264874,212
47,27,15,12,0,0.277778,0.264874,182
57,20,19,14,1,0.351852,0.264874,224
63,20,18,13,3,0.333333,0.264874,218
49,26,12,16,0,0.222222,0.264874,201
60,18,16,15,5,0.296296,0.274615,210
43,25,12,17,0,0.222222,0.274615,160
41,24,11,19,0,0.203704,0.274615,169
64,16,19,17,2,0.351852,0.274615,200
68,11,18,19,6,0.333333,0.274615,217
60,19,18,13,4,0.333333,0.274615,213
69,18,23,11,2,0.425926,0.274615,190
58,22,20,10,2,0.37037,0.274615,193
57,17,13,20,4,0.240741,0.281318,182
56,15,15,18,6,0.277778,0.281318,212
50,28,17,9,0,0.314815,0.281318,170
54,15,13,20,6,0.240741,0.281318,178
44,25,10,19,0,0.185185,0.281318,197
43,24,11,19,0,0.203704,0.281318,196
62,17,16,16,5,0.296296,0.281318,198
