MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,MTCD_RA_status 
1518,7,310,314,2,321,321,321,1,21,D2D_RA
1519,15,358,362,2,371,371,371,1,43,D2D_RA
1520,16,123,138,3,128,144,144,3,46,D2D_RA
1521,9,277,291,3,289,299,299,2,27,D2D_RA
1522,5,306,306,1,313,313,313,1,15,D2D_RA
1523,12,347,347,1,356,356,356,1,36,D2D_RA
1524,1,191,195,2,201,201,201,1,3,D2D_RA
1525,16,245,249,2,256,256,256,1,48,D2D_RA
1526,9,489,489,1,497,497,497,1,25,D2D_RA
1527,15,411,411,1,422,422,422,1,44,D2D_RA
1528,4,157,161,2,168,168,168,1,10,D2D_RA
1529,2,375,379,2,386,386,386,1,5,D2D_RA
1530,12,393,403,2,401,412,412,2,34,D2D_RA
1531,8,224,234,2,232,241,241,2,23,D2D_RA
1532,5,337,337,1,344,344,344,1,15,D2D_RA
1533,14,408,418,2,416,427,427,2,41,D2D_RA
1534,14,521,521,1,529,529,529,1,40,D2D_RA
1535,12,373,377,2,386,386,386,1,34,D2D_RA
1536,6,211,211,1,219,219,219,1,18,D2D_RA
1537,12,362,362,1,369,369,369,1,36,D2D_RA
1538,1,763,763,1,768,768,768,1,2,D2D_RA
1539,16,564,568,2,576,576,576,1,47,D2D_RA
1540,11,354,354,1,363,363,363,1,31,D2D_RA
1541,4,188,192,2,200,200,200,1,10,D2D_RA
1542,12,506,546,6,515,553,553,4,34,D2D_RA
1543,2,369,369,1,377,377,377,1,4,D2D_RA
1544,12,341,345,2,352,352,352,1,36,D2D_RA
1545,5,474,483,2,481,493,493,2,13,D2D_RA
1546,8,664,690,4,672,697,697,4,22,D2D_RA
1547,16,87,91,2,96,96,96,1,47,D2D_RA
1548,6,582,586,2,594,594,594,1,18,D2D_RA
1549,15,542,546,2,553,553,553,1,45,D2D_RA
1550,6,766,770,2,776,776,776,1,16,D2D_RA
1551,14,414,418,2,427,427,427,1,42,D2D_RA
1552,10,604,608,2,616,616,616,1,30,D2D_RA
1553,9,357,361,2,368,368,368,1,27,D2D_RA
1554,8,439,443,2,453,453,453,1,22,D2D_RA
1555,4,733,737,2,744,744,744,1,10,D2D_RA
1556,12,308,312,2,320,320,320,1,34,D2D_RA
1557,12,429,448,4,442,456,456,2,34,D2D_RA
1558,3,342,346,2,353,353,353,1,7,D2D_RA
1559,13,479,483,2,492,492,492,1,39,D2D_RA
1560,6,584,608,4,592,616,616,3,17,D2D_RA
1561,6,637,650,3,648,656,656,2,18,D2D_RA
1562,3,460,464,2,472,472,472,1,7,D2D_RA
1563,10,237,241,2,249,249,249,1,29,D2D_RA
1564,3,469,473,2,482,482,482,1,7,D2D_RA
1565,8,130,130,1,136,136,136,1,24,D2D_RA
1566,7,727,731,2,737,737,737,1,19,D2D_RA
1567,13,547,560,3,554,568,568,2,38,D2D_RA
1568,4,519,523,2,531,531,531,1,11,D2D_RA
1569,8,361,361,1,369,369,369,1,24,D2D_RA
1570,1,286,299,3,297,308,308,2,1,D2D_RA
1571,14,549,553,2,561,561,561,1,41,D2D_RA
1572,14,644,648,2,656,656,656,1,40,D2D_RA
1573,16,421,435,3,433,444,444,2,47,D2D_RA
1574,7,453,472,4,466,480,480,2,19,D2D_RA
1575,10,760,760,1,768,768,768,1,28,D2D_RA
1576,9,321,331,2,329,338,338,2,27,D2D_RA
1577,13,343,347,2,355,355,355,1,39,D2D_RA
1578,5,337,337,1,345,345,345,1,13,D2D_RA
1579,15,465,465,1,472,472,472,1,45,D2D_RA
1580,3,483,483,1,493,493,493,1,7,D2D_RA
1581,1,645,659,3,657,666,666,2,1,D2D_RA
1582,8,487,491,2,498,498,498,1,23,D2D_RA
1583,1,515,515,1,522,522,522,1,3,D2D_RA
1584,11,651,658,2,656,665,665,2,32,D2D_RA
1585,1,425,425,1,433,433,433,1,3,D2D_RA
1586,4,405,409,2,417,417,417,1,11,D2D_RA
1587,8,365,369,2,378,378,378,1,24,D2D_RA
1588,6,662,666,2,673,673,673,1,16,D2D_RA
1589,8,845,849,2,856,856,856,1,22,D2D_RA
1590,16,388,402,3,400,412,412,2,47,D2D_RA
1591,16,508,512,2,520,520,520,1,46,D2D_RA
1592,14,339,339,1,346,346,346,1,40,D2D_RA
1593,2,175,179,2,185,185,185,1,6,D2D_RA
1594,5,225,225,1,232,232,232,1,15,D2D_RA
1595,7,573,577,2,585,585,585,1,21,D2D_RA
1596,14,381,385,2,393,393,393,1,42,D2D_RA
1597,2,508,555,7,520,563,563,5,5,D2D_RA
1598,2,256,256,1,264,264,264,1,4,D2D_RA
1599,2,292,296,2,304,304,304,1,4,D2D_RA
1600,8,292,339,7,304,348,348,5,22,D2D_RA
1601,12,565,579,3,577,586,586,2,34,D2D_RA
1602,10,596,634,6,608,640,640,4,29,D2D_RA
1603,9,435,435,1,444,444,444,1,27,D2D_RA
1604,15,525,529,2,537,537,537,1,43,D2D_RA
1605,12,626,626,1,633,633,633,1,35,D2D_RA
1606,5,252,256,2,264,264,264,1,13,D2D_RA
1607,7,351,369,4,363,378,378,2,19,D2D_RA
1608,12,174,178,2,184,184,184,1,36,D2D_RA
1609,13,123,123,1,128,128,128,1,39,D2D_RA
1610,11,235,248,3,242,256,256,2,31,D2D_RA
1611,11,461,475,3,473,484,484,2,31,D2D_RA
1612,13,257,280,4,264,288,288,3,38,D2D_RA
1613,3,540,554,3,552,561,561,2,9,D2D_RA
1614,12,670,674,2,681,681,681,1,34,D2D_RA
1615,9,551,555,2,562,562,562,1,27,D2D_RA
1616,2,298,298,1,306,306,306,1,5,D2D_RA
1617,2,180,194,3,192,200,200,2,5,D2D_RA
1618,11,82,82,1,88,88,88,1,33,D2D_RA
1619,9,289,289,1,297,297,297,1,25,D2D_RA
1620,15,336,370,5,344,380,380,4,44,D2D_RA
1621,4,621,625,2,632,632,632,1,10,D2D_RA
1622,14,259,259,1,268,268,268,1,40,D2D_RA
1623,6,158,170,3,168,176,176,2,17,D2D_RA
1624,13,337,337,1,345,345,345,1,38,D2D_RA
1625,7,181,203,4,192,210,210,3,21,D2D_RA
1626,16,511,528,4,522,536,536,2,46,D2D_RA
1627,1,297,297,1,305,305,305,1,2,D2D_RA
1628,8,567,571,2,578,578,578,1,23,D2D_RA
1629,12,306,306,1,313,313,313,1,35,D2D_RA
1630,15,311,339,5,323,349,349,3,43,D2D_RA
1631,12,712,722,2,720,729,729,2,34,D2D_RA
1632,2,168,168,1,176,176,176,1,4,D2D_RA
1633,9,296,296,1,304,304,304,1,26,D2D_RA
1634,15,702,706,2,713,713,713,1,43,D2D_RA
1635,16,766,770,2,776,776,776,1,47,D2D_RA
1636,14,397,401,2,409,409,409,1,42,D2D_RA
1637,8,496,496,1,504,504,504,1,22,D2D_RA
1638,4,91,91,1,96,96,96,1,10,D2D_RA
1639,7,275,275,1,283,283,283,1,21,D2D_RA
1640,6,461,465,2,473,473,473,1,17,D2D_RA
1641,6,831,835,2,840,840,840,1,17,D2D_RA
1642,12,261,265,2,273,273,273,1,34,D2D_RA
1643,2,400,400,1,408,408,408,1,5,D2D_RA
1644,6,526,530,2,539,539,539,1,16,D2D_RA
1645,5,378,378,1,385,385,385,1,14,D2D_RA
1646,3,694,698,2,704,704,704,1,9,D2D_RA
1647,5,746,746,1,752,752,752,1,14,D2D_RA
1648,15,411,411,1,422,422,422,1,45,D2D_RA
1649,11,90,90,1,96,96,96,1,31,D2D_RA
1650,12,482,513,5,488,520,520,4,35,D2D_RA
1651,6,473,473,1,481,481,481,1,16,D2D_RA
1652,5,383,434,8,395,441,441,5,13,D2D_RA
1653,16,609,609,1,616,616,616,1,47,D2D_RA
1654,15,356,360,2,368,368,368,1,44,D2D_RA
1655,1,509,522,3,520,530,530,2,3,D2D_RA
1656,1,746,746,1,752,752,752,1,2,D2D_RA
1657,4,397,401,2,409,409,409,1,10,D2D_RA
1658,6,322,331,2,329,339,339,2,18,D2D_RA
1659,7,310,314,2,322,322,322,1,19,D2D_RA
1660,16,236,250,3,248,257,257,2,46,D2D_RA
1661,6,265,275,2,273,282,282,2,16,D2D_RA
1662,15,487,491,2,498,498,498,1,45,D2D_RA
1663,10,355,355,1,364,364,364,1,29,D2D_RA
1664,2,740,754,3,752,760,760,2,5,D2D_RA
1665,14,37,41,2,48,48,48,1,40,D2D_RA
1666,13,313,323,2,321,330,330,2,39,D2D_RA
1667,3,380,384,2,392,392,392,1,8,D2D_RA
1668,12,287,291,2,300,300,300,1,36,D2D_RA
1669,4,654,658,2,666,666,666,1,10,D2D_RA
1670,7,202,211,2,209,218,218,2,19,D2D_RA
1671,12,521,521,1,530,530,530,1,35,D2D_RA
1672,6,299,299,1,307,307,307,1,18,D2D_RA
1673,7,142,146,2,153,153,153,1,19,D2D_RA
1674,7,572,576,2,584,584,584,1,20,D2D_RA
1675,7,259,259,1,268,268,268,1,20,D2D_RA
1676,13,700,704,2,712,712,712,1,37,D2D_RA
1677,8,447,451,2,460,460,460,1,24,D2D_RA
1678,11,343,361,4,355,368,368,2,33,D2D_RA
1679,5,206,210,2,217,217,217,1,13,D2D_RA
1680,2,477,491,3,489,498,498,2,6,D2D_RA
1681,12,556,560,2,568,568,568,1,34,D2D_RA
1682,8,302,306,2,314,314,314,1,23,D2D_RA
1683,15,188,192,2,200,200,200,1,43,D2D_RA
1684,10,441,441,1,451,451,451,1,28,D2D_RA
1685,13,268,291,4,280,299,299,3,39,D2D_RA
1686,3,291,291,1,299,299,299,1,7,D2D_RA
1687,1,709,713,2,720,720,720,1,1,D2D_RA
1688,12,670,674,2,681,681,681,1,35,D2D_RA
1689,9,300,304,2,312,312,312,1,25,D2D_RA
1690,6,456,466,2,464,475,475,2,18,D2D_RA
1691,9,179,179,1,184,184,184,1,27,D2D_RA
1692,6,437,451,3,449,459,459,2,17,D2D_RA
1693,1,339,352,3,346,360,360,2,1,D2D_RA
1694,1,231,235,2,242,242,242,1,1,D2D_RA
1695,13,446,475,5,459,484,484,3,38,D2D_RA
1696,9,280,290,2,288,299,299,2,25,D2D_RA
1697,11,534,538,2,547,547,547,1,32,D2D_RA
1698,6,175,179,2,184,184,184,1,18,D2D_RA
1699,2,527,531,2,540,540,540,1,6,D2D_RA
1700,8,501,505,2,513,513,513,1,23,D2D_RA
1701,1,173,186,3,184,193,193,2,2,D2D_RA
1702,11,737,737,1,744,744,744,1,31,D2D_RA
1703,6,404,408,2,416,416,416,1,16,D2D_RA
1704,12,84,88,2,96,96,96,1,34,D2D_RA
1705,16,418,418,1,425,425,425,1,46,D2D_RA
1706,12,556,560,2,568,568,568,1,35,D2D_RA
1707,7,291,291,1,298,298,298,1,20,D2D_RA
1708,3,195,202,2,200,209,209,2,7,D2D_RA
1709,10,313,323,2,321,331,331,2,30,D2D_RA
1710,6,318,322,2,329,329,329,1,18,D2D_RA
1711,9,406,410,2,417,417,417,1,26,D2D_RA
1712,12,270,274,2,281,281,281,1,36,D2D_RA
1713,5,293,297,2,305,305,305,1,13,D2D_RA
1714,14,362,362,1,370,370,370,1,40,D2D_RA
1715,4,568,568,1,576,576,576,1,10,D2D_RA
1716,13,446,475,5,459,484,484,3,39,D2D_RA
1717,10,523,523,1,531,531,531,1,28,D2D_RA
1718,8,459,459,1,468,468,468,1,23,D2D_RA
1719,4,554,554,1,562,562,562,1,11,D2D_RA
1720,14,338,338,1,345,345,345,1,41,D2D_RA
1721,6,162,170,2,168,176,176,2,18,D2D_RA
1722,16,460,474,3,472,481,481,2,46,D2D_RA
1723,8,360,370,2,368,380,380,2,23,D2D_RA
1724,11,378,378,1,387,387,387,1,31,D2D_RA
1725,12,158,170,3,168,177,177,2,35,D2D_RA
1726,5,266,274,2,272,281,281,2,14,D2D_RA
1727,3,129,146,3,136,152,152,3,8,D2D_RA
1728,5,496,496,1,504,504,504,1,14,D2D_RA
1729,1,464,474,2,472,483,483,2,3,D2D_RA
1730,8,63,67,2,72,72,72,1,22,D2D_RA
1731,14,263,267,2,275,275,275,1,41,D2D_RA
1732,2,615,619,2,625,625,625,1,6,D2D_RA
1733,14,267,267,1,275,275,275,1,42,D2D_RA
1734,2,467,491,4,475,499,499,3,4,D2D_RA
1735,3,511,515,2,525,525,525,1,8,D2D_RA
1736,9,310,338,5,322,346,346,3,27,D2D_RA
1737,2,245,249,2,256,256,256,1,5,D2D_RA
1738,11,393,393,1,402,402,402,1,32,D2D_RA
1739,4,464,464,1,472,472,472,1,10,D2D_RA
1740,6,702,706,2,712,712,712,1,18,D2D_RA
1741,13,280,290,2,288,298,298,2,39,D2D_RA
1742,4,383,387,2,396,396,396,1,10,D2D_RA
1743,2,605,619,3,617,626,626,2,4,D2D_RA
1744,12,322,322,1,330,330,330,1,36,D2D_RA
1745,6,684,688,2,696,696,696,1,16,D2D_RA
1746,14,700,722,4,712,728,728,3,42,D2D_RA
1747,6,306,338,5,313,345,345,4,17,D2D_RA
1748,14,592,602,2,600,609,609,2,40,D2D_RA
1749,7,461,474,3,472,483,483,2,19,D2D_RA
1750,16,494,498,2,505,505,505,1,48,D2D_RA
1751,12,434,434,1,445,445,445,1,34,D2D_RA
1752,5,682,698,3,688,705,705,3,14,D2D_RA
1753,12,689,698,2,696,704,704,2,34,D2D_RA
1754,5,667,667,1,673,673,673,1,14,D2D_RA
1755,3,369,369,1,377,377,377,1,9,D2D_RA
1756,14,564,578,3,576,585,585,2,40,D2D_RA
1757,7,292,296,2,304,304,304,1,19,D2D_RA
1758,11,516,530,3,528,537,537,2,32,D2D_RA
1759,14,615,619,2,626,626,626,1,40,D2D_RA
1760,8,444,473,5,456,480,480,3,24,D2D_RA
1761,14,323,323,1,334,334,334,1,41,D2D_RA
1762,5,317,321,2,330,330,330,1,14,D2D_RA
1763,6,532,536,2,544,544,544,1,16,D2D_RA
1764,10,369,379,2,377,389,389,2,28,D2D_RA
1765,11,568,578,2,576,585,585,2,31,D2D_RA
1766,10,437,441,2,451,451,451,1,29,D2D_RA
1767,5,832,832,1,840,840,840,1,13,D2D_RA
1768,11,770,770,1,777,777,777,1,31,D2D_RA
1769,12,354,368,3,362,376,376,2,35,D2D_RA
1770,5,507,507,1,515,515,515,1,13,D2D_RA
1771,12,525,563,6,538,572,572,4,36,D2D_RA
1772,8,513,513,1,523,523,523,1,23,D2D_RA
1773,1,420,424,2,432,432,432,1,1,D2D_RA
1774,3,640,640,1,648,648,648,1,7,D2D_RA
1775,15,407,411,2,423,423,423,1,43,D2D_RA
1776,2,396,400,2,408,408,408,1,6,D2D_RA
1777,16,532,546,3,544,554,554,2,46,D2D_RA
1778,8,359,377,4,371,385,385,2,23,D2D_RA
1779,4,501,505,2,514,514,514,1,10,D2D_RA
1780,14,256,256,1,264,264,264,1,41,D2D_RA
1781,4,472,472,1,480,480,480,1,10,D2D_RA
1782,10,275,275,1,283,283,283,1,28,D2D_RA
1783,8,250,250,1,257,257,257,1,24,D2D_RA
1784,3,607,611,2,619,619,619,1,7,D2D_RA
1785,10,378,392,3,386,400,400,2,28,D2D_RA
1786,3,479,483,2,493,493,493,1,8,D2D_RA
1787,10,620,624,2,633,633,633,1,28,D2D_RA
1788,15,194,194,1,202,202,202,1,43,D2D_RA
1789,2,307,307,1,316,316,316,1,6,D2D_RA
1790,4,77,81,2,88,88,88,1,11,D2D_RA
1791,13,427,427,1,436,436,436,1,38,D2D_RA
1792,2,529,529,1,537,537,537,1,6,D2D_RA
1793,4,147,147,1,153,153,153,1,11,D2D_RA
1794,13,485,499,3,497,507,507,2,38,D2D_RA
1795,10,483,483,1,492,492,492,1,30,D2D_RA
1796,1,383,410,5,394,418,418,3,1,D2D_RA
1797,9,586,586,1,592,592,592,1,27,D2D_RA
1798,6,579,587,2,585,596,596,2,16,D2D_RA
1799,11,454,458,2,465,465,465,1,33,D2D_RA
1800,4,434,434,1,440,440,440,1,12,D2D_RA
1801,14,671,675,2,682,682,682,1,41,D2D_RA
1802,9,564,578,3,576,584,584,2,26,D2D_RA
1803,2,448,458,2,456,468,468,2,4,D2D_RA
1804,9,181,194,3,192,200,200,2,27,D2D_RA
1805,4,549,553,2,561,561,561,1,10,D2D_RA
1806,5,316,320,2,328,328,328,1,14,D2D_RA
1807,16,254,258,2,266,266,266,1,48,D2D_RA
1808,15,523,523,1,531,531,531,1,43,D2D_RA
1809,2,182,186,2,193,193,193,1,5,D2D_RA
1810,12,501,520,4,514,528,528,2,34,D2D_RA
1811,14,443,457,3,451,465,465,2,40,D2D_RA
1812,11,109,122,3,120,129,129,2,31,D2D_RA
1813,2,88,88,1,96,96,96,1,4,D2D_RA
1814,6,441,441,1,449,449,449,1,18,D2D_RA
1815,8,192,192,1,200,200,200,1,22,D2D_RA
1816,7,554,563,2,561,571,571,2,20,D2D_RA
1817,16,464,464,1,472,472,472,1,47,D2D_RA
1818,13,327,331,2,341,341,341,1,39,D2D_RA
1819,13,751,755,2,760,760,760,1,37,D2D_RA
1820,14,358,362,2,370,370,370,1,41,D2D_RA
1821,14,96,96,1,104,104,104,1,40,D2D_RA
1822,14,155,155,1,161,161,161,1,41,D2D_RA
1823,16,181,185,2,192,192,192,1,46,D2D_RA
1824,1,391,395,2,403,403,403,1,1,D2D_RA
1825,2,427,427,1,436,436,436,1,6,D2D_RA
1826,14,284,298,3,296,306,306,2,42,D2D_RA
1827,10,561,561,1,569,569,569,1,28,D2D_RA
1828,6,441,456,3,450,464,464,2,17,D2D_RA
1829,6,572,586,3,584,595,595,2,16,D2D_RA
1830,3,653,657,2,665,665,665,1,7,D2D_RA
1831,6,163,163,1,169,169,169,1,18,D2D_RA
1832,3,629,633,2,641,641,641,1,9,D2D_RA
1833,8,207,211,2,218,218,218,1,22,D2D_RA
1834,7,455,459,2,470,470,470,1,19,D2D_RA
1835,3,478,506,5,490,514,514,3,9,D2D_RA
1836,7,352,352,1,360,360,360,1,19,D2D_RA
1837,8,186,195,2,193,204,204,2,22,D2D_RA
1838,9,590,594,2,602,602,602,1,25,D2D_RA
1839,5,287,299,3,297,308,308,2,13,D2D_RA
1840,1,471,475,2,485,485,485,1,1,D2D_RA
1841,13,721,721,1,728,728,728,1,37,D2D_RA
1842,11,295,322,5,306,331,331,3,33,D2D_RA
1843,5,115,122,2,120,129,129,2,13,D2D_RA
1844,7,266,266,1,274,274,274,1,19,D2D_RA
1845,15,451,451,1,461,461,461,1,43,D2D_RA
1846,5,375,379,2,387,387,387,1,13,D2D_RA
1847,12,266,266,1,274,274,274,1,34,D2D_RA
1848,1,624,634,2,632,640,640,2,2,D2D_RA
1849,14,109,113,2,120,120,120,1,41,D2D_RA
1850,16,155,155,1,161,161,161,1,46,D2D_RA
1851,12,402,416,3,410,424,424,2,34,D2D_RA
1852,12,190,194,2,200,200,200,1,35,D2D_RA
1853,10,625,635,2,633,640,640,2,30,D2D_RA
1854,11,275,275,1,282,282,282,1,31,D2D_RA
1855,8,173,177,2,185,185,185,1,23,D2D_RA
1856,7,435,435,1,444,444,444,1,19,D2D_RA
1857,9,655,659,2,666,666,666,1,27,D2D_RA
1858,10,579,579,1,586,586,586,1,30,D2D_RA
1859,7,411,425,3,419,433,433,2,19,D2D_RA
1860,9,630,634,2,641,641,641,1,27,D2D_RA
1861,4,532,536,2,544,544,544,1,11,D2D_RA
1862,3,610,610,1,617,617,617,1,8,D2D_RA
1863,4,485,489,2,496,496,496,1,12,D2D_RA
1864,9,371,371,1,380,380,380,1,27,D2D_RA
1865,10,576,576,1,584,584,584,1,28,D2D_RA
1866,15,374,378,2,384,384,384,1,45,D2D_RA
1867,1,624,624,1,632,632,632,1,2,D2D_RA
1868,4,301,305,2,313,313,313,1,11,D2D_RA
1869,12,232,232,1,240,240,240,1,34,D2D_RA
1870,15,182,186,2,192,192,192,1,45,D2D_RA
1871,15,383,395,3,393,403,403,2,43,D2D_RA
1872,10,271,275,2,283,283,283,1,29,D2D_RA
1873,15,556,570,3,568,579,579,2,43,D2D_RA
1874,4,191,195,2,201,201,201,1,11,D2D_RA
1875,7,517,521,2,529,529,529,1,20,D2D_RA
1876,2,169,169,1,177,177,177,1,4,D2D_RA
1877,14,423,427,2,435,435,435,1,40,D2D_RA
1878,5,172,176,2,184,184,184,1,13,D2D_RA
1879,5,660,664,2,672,672,672,1,13,D2D_RA
1880,2,590,602,3,600,610,610,2,4,D2D_RA
1881,5,566,570,2,578,578,578,1,15,D2D_RA
1882,13,388,402,3,400,409,409,2,38,D2D_RA
1883,8,449,449,1,457,457,457,1,23,D2D_RA
1884,7,286,322,6,297,329,329,4,19,D2D_RA
1885,6,504,528,4,512,536,536,3,17,D2D_RA
1886,11,362,362,1,370,370,370,1,32,D2D_RA
1887,4,432,432,1,440,440,440,1,10,D2D_RA
1888,3,313,313,1,321,321,321,1,7,D2D_RA
1889,8,635,635,1,642,642,642,1,24,D2D_RA
1890,16,433,433,1,442,442,442,1,48,D2D_RA
1891,15,479,497,4,491,506,506,2,44,D2D_RA
1892,10,847,851,2,856,856,856,1,28,D2D_RA
1893,3,204,208,2,216,216,216,1,8,D2D_RA
1894,4,240,250,2,248,257,257,2,11,D2D_RA
1895,7,703,707,2,713,713,713,1,20,D2D_RA
1896,4,164,168,2,176,176,176,1,10,D2D_RA
1897,5,298,298,1,307,307,307,1,13,D2D_RA
1898,2,200,200,1,208,208,208,1,5,D2D_RA
1899,11,547,547,1,554,554,554,1,33,D2D_RA
1900,15,97,97,1,104,104,104,1,43,D2D_RA
1901,16,151,155,2,161,161,161,1,47,D2D_RA
1902,7,291,314,4,298,322,322,3,20,D2D_RA
1903,13,112,112,1,120,120,120,1,37,D2D_RA
1904,10,161,161,1,168,168,168,1,28,D2D_RA
1905,10,396,400,2,408,408,408,1,28,D2D_RA
1906,7,492,496,2,504,504,504,1,21,D2D_RA
1907,6,489,489,1,497,497,497,1,18,D2D_RA
1908,10,417,441,4,425,451,451,3,30,D2D_RA
1909,12,467,480,3,474,488,488,2,34,D2D_RA
1910,8,323,323,1,333,333,333,1,23,D2D_RA
1911,2,194,219,4,200,225,225,4,5,D2D_RA
1912,8,577,577,1,584,584,584,1,24,D2D_RA
1913,3,376,386,2,384,396,396,2,7,D2D_RA
1914,5,433,433,1,440,440,440,1,15,D2D_RA
1915,16,778,778,1,784,784,784,1,46,D2D_RA
1916,1,315,328,3,322,336,336,2,2,D2D_RA
1917,2,602,602,1,610,610,610,1,5,D2D_RA
1918,12,722,722,1,729,729,729,1,35,D2D_RA
1919,4,764,768,2,776,776,776,1,10,D2D_RA
1920,6,419,419,1,428,428,428,1,18,D2D_RA
1921,14,488,498,2,496,505,505,2,42,D2D_RA
1922,1,226,226,1,234,234,234,1,1,D2D_RA
1923,4,432,442,2,440,450,450,2,12,D2D_RA
1924,10,155,155,1,161,161,161,1,29,D2D_RA
1925,1,732,754,4,744,760,760,3,1,D2D_RA
1926,9,633,633,1,641,641,641,1,25,D2D_RA
1927,14,223,227,2,234,234,234,1,40,D2D_RA
1928,6,311,315,2,322,322,322,1,18,D2D_RA
1929,8,334,361,5,345,370,370,3,22,D2D_RA
1930,15,810,810,1,816,816,816,1,44,D2D_RA
1931,1,295,299,2,308,308,308,1,2,D2D_RA
1932,8,355,355,1,364,364,364,1,22,D2D_RA
1933,5,387,387,1,395,395,395,1,15,D2D_RA
1934,2,708,712,2,720,720,720,1,4,D2D_RA
1935,15,601,610,2,608,618,618,2,43,D2D_RA
1936,15,273,273,1,281,281,281,1,45,D2D_RA
1937,13,403,403,1,413,413,413,1,37,D2D_RA
1938,5,629,633,2,640,640,640,1,15,D2D_RA
1939,2,402,402,1,410,410,410,1,6,D2D_RA
1940,1,609,609,1,617,617,617,1,3,D2D_RA
1941,10,180,194,3,192,201,201,2,28,D2D_RA
1942,13,356,360,2,368,368,368,1,38,D2D_RA
1943,3,269,273,2,281,281,281,1,7,D2D_RA
1944,5,406,410,2,417,417,417,1,15,D2D_RA
1945,11,818,818,1,824,824,824,1,31,D2D_RA
1946,7,681,681,1,688,688,688,1,19,D2D_RA
1947,4,710,714,2,721,721,721,1,10,D2D_RA
1948,10,290,314,4,298,322,322,3,28,D2D_RA
1949,15,273,288,3,282,296,296,2,43,D2D_RA
1950,16,589,603,3,601,610,610,2,47,D2D_RA
1951,8,394,418,4,402,426,426,3,23,D2D_RA
1952,14,406,410,2,418,418,418,1,41,D2D_RA
1953,14,648,648,1,656,656,656,1,41,D2D_RA
1954,11,602,634,5,609,642,642,4,31,D2D_RA
1955,6,140,144,2,152,152,152,1,16,D2D_RA
1956,7,494,498,2,508,508,508,1,20,D2D_RA
1957,16,560,570,2,568,578,578,2,47,D2D_RA
1958,15,412,440,5,424,448,448,3,43,D2D_RA
1959,10,644,648,2,656,656,656,1,28,D2D_RA
1960,14,758,762,2,769,769,769,1,42,D2D_RA
1961,3,327,331,2,340,340,340,1,7,D2D_RA
1962,6,662,675,3,673,683,683,2,18,D2D_RA
1963,3,616,616,1,624,624,624,1,7,D2D_RA
1964,15,442,442,1,450,450,450,1,43,D2D_RA
1965,10,378,392,3,386,400,400,2,29,D2D_RA
1966,15,328,328,1,336,336,336,1,43,D2D_RA
1967,6,204,208,2,216,216,216,1,16,D2D_RA
1968,11,271,298,5,282,305,305,3,33,D2D_RA
1969,8,547,547,1,555,555,555,1,22,D2D_RA
1970,12,266,266,1,274,274,274,1,35,D2D_RA
1971,9,301,315,3,313,323,323,2,26,D2D_RA
1972,6,736,736,1,744,744,744,1,16,D2D_RA
1973,9,529,529,1,536,536,536,1,26,D2D_RA
1974,5,134,138,2,144,144,144,1,14,D2D_RA
1975,9,222,226,2,232,232,232,1,27,D2D_RA
1976,9,118,130,3,128,137,137,2,27,D2D_RA
1977,10,186,211,4,192,218,218,4,29,D2D_RA
1978,3,511,515,2,525,525,525,1,9,D2D_RA
1979,5,245,249,2,257,257,257,1,13,D2D_RA
1980,16,458,467,2,465,477,477,2,46,D2D_RA
1981,12,265,265,1,273,273,273,1,35,D2D_RA
1982,6,349,363,3,361,370,370,2,18,D2D_RA
1983,16,411,411,1,418,418,418,1,47,D2D_RA
1984,13,33,33,1,40,40,40,1,37,D2D_RA
1985,5,583,587,2,593,593,593,1,13,D2D_RA
1986,16,323,336,3,330,344,344,2,46,D2D_RA
1987,3,430,434,2,443,443,443,1,8,D2D_RA
1988,4,652,666,3,664,672,672,2,11,D2D_RA
1989,15,436,450,3,448,459,459,2,45,D2D_RA
1990,8,108,130,4,120,137,137,3,22,D2D_RA
1991,9,340,354,3,352,362,362,2,26,D2D_RA
1992,13,449,449,1,457,457,457,1,38,D2D_RA
1993,7,119,123,2,129,129,129,1,21,D2D_RA
1994,7,242,242,1,250,250,250,1,20,D2D_RA
1995,2,422,426,2,434,434,434,1,5,D2D_RA
1996,5,316,320,2,328,328,328,1,15,D2D_RA
1997,15,482,496,3,490,504,504,2,43,D2D_RA
1998,14,26,26,1,32,32,32,1,40,D2D_RA
1999,16,496,496,1,504,504,504,1,46,D2D_RA
2000,13,199,203,2,209,209,209,1,39,D2D_RA
2001,12,534,538,2,546,546,546,1,34,D2D_RA
2002,14,476,480,2,488,488,488,1,40,D2D_RA
2003,13,484,498,3,496,505,505,2,39,D2D_RA
2004,9,278,282,2,290,290,290,1,26,D2D_RA
2005,8,548,552,2,560,560,560,1,22,D2D_RA
2006,15,459,459,1,468,468,468,1,44,D2D_RA
2007,3,313,313,1,321,321,321,1,8,D2D_RA
2008,2,224,234,2,232,241,241,2,5,D2D_RA
2009,2,555,555,1,563,563,563,1,6,D2D_RA
2010,10,371,371,1,379,379,379,1,30,D2D_RA
2011,2,639,651,3,649,658,658,2,6,D2D_RA
2012,5,314,314,1,321,321,321,1,14,D2D_RA
2013,9,502,506,2,514,514,514,1,27,D2D_RA
