MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,MTCD_RA_status 
1,9,270,283,3,281,291,291,2,27,D2D_RA
2,11,392,402,2,400,410,410,2,32,D2D_RA
3,7,389,393,2,401,401,401,1,20,D2D_RA
4,8,280,290,2,288,298,298,2,24,D2D_RA
5,8,517,521,2,529,529,529,1,23,D2D_RA
6,16,160,160,1,168,168,168,1,46,D2D_RA
7,7,408,418,2,416,425,425,2,21,D2D_RA
8,11,349,353,2,361,361,361,1,31,D2D_RA
9,15,323,323,1,329,329,329,1,45,D2D_RA
10,7,55,59,2,64,64,64,1,19,D2D_RA
11,3,526,530,2,538,538,538,1,9,D2D_RA
12,8,533,537,2,544,544,544,1,22,D2D_RA
13,16,278,282,2,290,290,290,1,47,D2D_RA
14,15,207,211,2,218,218,218,1,44,D2D_RA
15,16,483,483,1,491,491,491,1,46,D2D_RA
16,15,245,258,3,256,265,265,2,45,D2D_RA
17,16,289,307,3,296,314,314,3,47,D2D_RA
18,11,136,136,1,144,144,144,1,31,D2D_RA
19,5,427,427,1,436,436,436,1,13,D2D_RA
20,3,582,586,2,594,594,594,1,7,D2D_RA
21,10,554,554,1,562,562,562,1,28,D2D_RA
22,1,148,152,2,160,160,160,1,1,D2D_RA
23,12,274,274,1,281,281,281,1,34,D2D_RA
24,15,159,163,2,169,169,169,1,44,D2D_RA
25,10,346,346,1,352,352,352,1,30,D2D_RA
26,12,353,363,2,361,370,370,2,36,D2D_RA
27,7,439,443,2,451,451,451,1,20,D2D_RA
28,15,370,370,1,379,379,379,1,44,D2D_RA
29,3,97,97,1,104,104,104,1,7,D2D_RA
30,10,255,259,2,265,265,265,1,30,D2D_RA
31,9,332,346,3,344,354,354,2,25,D2D_RA
32,2,470,483,3,481,492,492,2,4,D2D_RA
33,10,103,107,2,112,112,112,1,30,D2D_RA
34,14,323,323,1,333,333,333,1,42,D2D_RA
35,9,148,152,2,160,160,160,1,25,D2D_RA
36,15,543,547,2,554,554,554,1,44,D2D_RA
37,8,347,360,3,354,368,368,2,22,D2D_RA
38,15,365,369,2,377,377,377,1,43,D2D_RA
39,3,254,267,3,265,275,275,2,7,D2D_RA
40,12,527,531,2,542,542,542,1,34,D2D_RA
41,11,603,603,1,610,610,610,1,31,D2D_RA
42,7,599,616,4,610,624,624,2,19,D2D_RA
43,7,113,122,2,120,129,129,2,19,D2D_RA
44,8,401,401,1,409,409,409,1,22,D2D_RA
45,6,608,618,2,616,625,625,2,16,D2D_RA
46,5,291,291,1,297,297,297,1,14,D2D_RA
47,7,323,336,3,330,344,344,2,19,D2D_RA
48,3,570,570,1,578,578,578,1,9,D2D_RA
49,13,495,499,2,507,507,507,1,37,D2D_RA
50,12,493,506,3,504,515,515,2,35,D2D_RA
51,13,315,329,3,323,337,337,2,38,D2D_RA
52,1,552,552,1,560,560,560,1,1,D2D_RA
53,10,385,394,2,392,401,401,2,30,D2D_RA
54,2,236,240,2,248,248,248,1,4,D2D_RA
55,3,469,473,2,481,481,481,1,9,D2D_RA
56,11,593,603,2,601,610,610,2,32,D2D_RA
57,11,581,585,2,592,592,592,1,33,D2D_RA
58,1,362,362,1,371,371,371,1,1,D2D_RA
59,9,477,481,2,489,489,489,1,26,D2D_RA
60,14,399,403,2,411,411,411,1,40,D2D_RA
61,1,180,184,2,192,192,192,1,1,D2D_RA
62,9,400,419,3,408,426,426,3,25,D2D_RA
63,3,421,425,2,434,434,434,1,7,D2D_RA
64,10,438,442,2,453,453,453,1,29,D2D_RA
65,2,226,226,1,233,233,233,1,4,D2D_RA
66,12,491,491,1,498,498,498,1,35,D2D_RA
67,8,645,659,3,657,666,666,2,22,D2D_RA
68,4,277,290,3,288,297,297,2,12,D2D_RA
69,8,621,634,3,632,641,641,2,24,D2D_RA
70,1,460,464,2,472,472,472,1,1,D2D_RA
71,4,198,211,3,209,217,217,2,12,D2D_RA
72,4,436,440,2,448,448,448,1,10,D2D_RA
73,16,277,291,3,289,299,299,2,46,D2D_RA
74,2,259,259,1,266,266,266,1,6,D2D_RA
75,6,244,248,2,256,256,256,1,16,D2D_RA
76,7,463,467,2,474,474,474,1,20,D2D_RA
77,12,162,187,4,168,193,193,4,36,D2D_RA
78,14,228,242,3,240,249,249,2,40,D2D_RA
79,3,296,296,1,304,304,304,1,7,D2D_RA
80,14,353,363,2,361,371,371,2,42,D2D_RA
81,1,369,369,1,376,376,376,1,2,D2D_RA
82,7,108,112,2,120,120,120,1,19,D2D_RA
83,2,651,651,1,658,658,658,1,4,D2D_RA
84,14,245,249,2,257,257,257,1,42,D2D_RA
85,10,365,379,3,377,388,388,2,30,D2D_RA
86,4,171,171,1,178,178,178,1,10,D2D_RA
87,14,533,537,2,545,545,545,1,41,D2D_RA
88,14,515,515,1,523,523,523,1,40,D2D_RA
89,3,733,737,2,744,744,744,1,8,D2D_RA
90,1,443,443,1,453,453,453,1,3,D2D_RA
91,7,700,714,3,712,721,721,2,19,D2D_RA
92,12,527,531,2,542,542,542,1,35,D2D_RA
93,15,892,896,2,904,904,904,1,43,D2D_RA
94,10,557,561,2,568,568,568,1,30,D2D_RA
95,1,315,315,1,322,322,322,1,2,D2D_RA
96,8,373,387,3,385,394,394,2,22,D2D_RA
97,3,292,296,2,304,304,304,1,8,D2D_RA
98,4,505,505,1,513,513,513,1,11,D2D_RA
99,3,566,570,2,579,579,579,1,7,D2D_RA
100,7,310,323,3,321,331,331,2,19,D2D_RA
101,8,523,523,1,531,531,531,1,22,D2D_RA
102,5,245,249,2,256,256,256,1,15,D2D_RA
103,9,660,664,2,672,672,672,1,25,D2D_RA
104,2,552,562,2,560,569,569,2,6,D2D_RA
105,13,574,578,2,586,586,586,1,37,D2D_RA
106,6,694,698,2,704,704,704,1,18,D2D_RA
107,2,465,465,1,472,472,472,1,5,D2D_RA
108,4,340,363,4,352,371,371,3,10,D2D_RA
109,2,113,122,2,120,129,129,2,4,D2D_RA
110,8,714,714,1,720,720,720,1,24,D2D_RA
111,3,555,578,4,562,584,584,3,8,D2D_RA
112,15,400,400,1,408,408,408,1,43,D2D_RA
113,14,378,401,4,385,409,409,3,40,D2D_RA
114,12,482,482,1,488,488,488,1,35,D2D_RA
115,3,376,386,2,384,395,395,2,9,D2D_RA
116,8,662,666,2,673,673,673,1,22,D2D_RA
117,10,361,361,1,369,369,369,1,29,D2D_RA
118,9,455,473,4,467,480,480,2,26,D2D_RA
119,13,410,410,1,419,419,419,1,38,D2D_RA
120,7,623,635,3,633,642,642,2,19,D2D_RA
121,4,366,370,2,377,377,377,1,11,D2D_RA
122,11,718,722,2,728,728,728,1,31,D2D_RA
123,1,275,275,1,282,282,282,1,1,D2D_RA
124,8,489,489,1,497,497,497,1,23,D2D_RA
125,13,244,248,2,256,256,256,1,37,D2D_RA
126,14,408,418,2,416,427,427,2,40,D2D_RA
127,3,271,275,2,283,283,283,1,9,D2D_RA
128,12,828,832,2,840,840,840,1,34,D2D_RA
129,12,436,440,2,448,448,448,1,34,D2D_RA
130,7,187,187,1,194,194,194,1,19,D2D_RA
131,10,176,176,1,184,184,184,1,28,D2D_RA
132,9,115,115,1,121,121,121,1,25,D2D_RA
133,8,664,664,1,672,672,672,1,22,D2D_RA
134,11,237,241,2,249,249,249,1,32,D2D_RA
135,2,537,537,1,544,544,544,1,6,D2D_RA
136,5,574,578,2,586,586,586,1,15,D2D_RA
137,2,346,355,2,353,364,364,2,5,D2D_RA
138,5,361,370,2,368,380,380,2,14,D2D_RA
139,10,311,315,2,323,323,323,1,30,D2D_RA
140,15,393,393,1,401,401,401,1,44,D2D_RA
141,9,349,371,4,360,380,380,3,26,D2D_RA
142,5,320,320,1,328,328,328,1,13,D2D_RA
143,7,469,473,2,481,481,481,1,21,D2D_RA
144,7,214,250,6,225,257,257,4,19,D2D_RA
145,3,231,235,2,243,243,243,1,7,D2D_RA
146,12,376,386,2,384,394,394,2,34,D2D_RA
147,16,396,400,2,408,408,408,1,46,D2D_RA
148,1,330,330,1,337,337,337,1,3,D2D_RA
149,11,499,499,1,506,506,506,1,33,D2D_RA
150,1,691,691,1,697,697,697,1,1,D2D_RA
151,16,318,322,2,329,329,329,1,46,D2D_RA
152,6,805,809,2,816,816,816,1,16,D2D_RA
153,13,241,259,3,248,265,265,3,38,D2D_RA
154,15,238,242,2,248,248,248,1,44,D2D_RA
155,7,509,513,2,521,521,521,1,19,D2D_RA
156,2,286,290,2,298,298,298,1,5,D2D_RA
157,12,391,395,2,403,403,403,1,34,D2D_RA
158,4,421,435,3,433,443,443,2,10,D2D_RA
159,9,319,323,2,330,330,330,1,27,D2D_RA
160,7,474,474,1,482,482,482,1,21,D2D_RA
161,13,517,544,5,528,552,552,3,37,D2D_RA
162,3,198,210,3,208,218,218,2,7,D2D_RA
163,13,484,506,4,496,514,514,3,37,D2D_RA
164,8,178,178,1,185,185,185,1,24,D2D_RA
165,9,723,723,1,728,728,728,1,27,D2D_RA
166,3,164,168,2,176,176,176,1,7,D2D_RA
167,15,293,297,2,305,305,305,1,45,D2D_RA
168,16,450,459,2,457,467,467,2,46,D2D_RA
169,15,277,281,2,290,290,290,1,43,D2D_RA
170,14,354,369,3,363,376,376,2,42,D2D_RA
171,15,521,563,6,528,571,571,5,45,D2D_RA
172,9,232,242,2,240,249,249,2,25,D2D_RA
173,15,251,251,1,257,257,257,1,43,D2D_RA
174,4,343,347,2,356,356,356,1,11,D2D_RA
175,16,165,169,2,177,177,177,1,46,D2D_RA
176,5,656,666,2,664,672,672,2,14,D2D_RA
177,16,433,433,1,442,442,442,1,46,D2D_RA
178,5,603,603,1,611,611,611,1,13,D2D_RA
179,9,204,226,4,216,232,232,3,26,D2D_RA
180,8,310,314,2,323,323,323,1,22,D2D_RA
181,12,775,779,2,785,785,785,1,35,D2D_RA
182,10,661,665,2,672,672,672,1,29,D2D_RA
183,7,163,163,1,170,170,170,1,20,D2D_RA
184,11,301,305,2,313,313,313,1,33,D2D_RA
185,15,606,619,3,617,625,625,2,43,D2D_RA
186,13,297,306,2,304,313,313,2,37,D2D_RA
187,10,142,154,3,152,160,160,2,29,D2D_RA
188,11,775,786,3,784,792,792,2,31,D2D_RA
189,11,274,274,1,281,281,281,1,32,D2D_RA
190,12,283,283,1,289,289,289,1,36,D2D_RA
191,3,183,187,2,193,193,193,1,7,D2D_RA
192,8,151,155,2,161,161,161,1,23,D2D_RA
193,6,672,672,1,680,680,680,1,16,D2D_RA
194,10,378,378,1,386,386,386,1,28,D2D_RA
195,13,573,587,3,585,594,594,2,39,D2D_RA
196,7,440,440,1,448,448,448,1,19,D2D_RA
197,10,621,625,2,633,633,633,1,29,D2D_RA
198,14,677,690,3,688,697,697,2,40,D2D_RA
199,1,478,491,3,489,499,499,2,3,D2D_RA
200,16,420,424,2,432,432,432,1,46,D2D_RA
201,4,273,283,2,281,289,289,2,12,D2D_RA
202,2,278,282,2,289,289,289,1,5,D2D_RA
203,15,596,600,2,608,608,608,1,43,D2D_RA
204,16,254,258,2,266,266,266,1,47,D2D_RA
205,6,210,210,1,219,219,219,1,16,D2D_RA
206,5,536,536,1,544,544,544,1,13,D2D_RA
207,12,701,705,2,712,712,712,1,36,D2D_RA
208,8,602,602,1,608,608,608,1,24,D2D_RA
209,6,882,882,1,888,888,888,1,16,D2D_RA
210,9,611,611,1,619,619,619,1,25,D2D_RA
211,15,765,769,2,776,776,776,1,44,D2D_RA
212,13,232,242,2,240,249,249,2,39,D2D_RA
213,13,463,491,5,475,500,500,3,39,D2D_RA
214,6,554,554,1,563,563,563,1,17,D2D_RA
215,3,266,266,1,273,273,273,1,9,D2D_RA
216,6,346,360,3,354,368,368,2,16,D2D_RA
217,8,406,410,2,419,419,419,1,22,D2D_RA
218,5,599,603,2,611,611,611,1,14,D2D_RA
219,8,437,466,5,450,474,474,3,23,D2D_RA
220,2,626,626,1,632,632,632,1,6,D2D_RA
221,10,348,352,2,360,360,360,1,28,D2D_RA
222,6,444,448,2,456,456,456,1,16,D2D_RA
223,2,472,520,7,480,528,528,5,4,D2D_RA
224,15,477,481,2,489,489,489,1,44,D2D_RA
225,8,640,640,1,648,648,648,1,22,D2D_RA
226,11,287,304,4,298,312,312,2,31,D2D_RA
227,8,364,368,2,376,376,376,1,22,D2D_RA
228,3,116,130,3,128,137,137,2,7,D2D_RA
229,11,205,209,2,216,216,216,1,33,D2D_RA
230,11,279,283,2,289,289,289,1,33,D2D_RA
231,7,418,432,3,426,440,440,2,19,D2D_RA
232,7,434,458,4,442,468,468,3,19,D2D_RA
233,2,490,512,4,497,520,520,3,4,D2D_RA
234,15,566,570,2,578,578,578,1,44,D2D_RA
235,12,208,208,1,216,216,216,1,34,D2D_RA
236,6,569,569,1,577,577,577,1,16,D2D_RA
237,14,322,322,1,331,331,331,1,41,D2D_RA
238,8,460,498,6,472,507,507,4,23,D2D_RA
239,13,416,416,1,424,424,424,1,37,D2D_RA
240,3,406,410,2,417,417,417,1,8,D2D_RA
241,4,423,427,2,434,434,434,1,12,D2D_RA
242,7,658,658,1,665,665,665,1,19,D2D_RA
243,1,231,243,3,241,251,251,2,1,D2D_RA
244,16,569,569,1,578,578,578,1,46,D2D_RA
245,14,290,290,1,296,296,296,1,42,D2D_RA
246,4,304,304,1,312,312,312,1,10,D2D_RA
247,3,474,489,3,483,496,496,2,9,D2D_RA
248,8,383,425,7,394,433,433,4,22,D2D_RA
249,10,492,496,2,504,504,504,1,28,D2D_RA
250,8,712,730,3,720,737,737,3,24,D2D_RA
251,3,638,642,2,648,648,648,1,9,D2D_RA
252,7,353,353,1,361,361,361,1,19,D2D_RA
253,9,289,289,1,296,296,296,1,26,D2D_RA
254,3,624,624,1,632,632,632,1,7,D2D_RA
255,5,369,394,4,378,401,401,3,15,D2D_RA
256,12,200,200,1,208,208,208,1,34,D2D_RA
257,2,570,570,1,577,577,577,1,4,D2D_RA
258,6,304,304,1,312,312,312,1,16,D2D_RA
259,16,568,568,1,576,576,576,1,46,D2D_RA
260,14,495,499,2,506,506,506,1,42,D2D_RA
261,13,534,552,4,546,560,560,2,37,D2D_RA
262,10,30,34,2,40,40,40,1,28,D2D_RA
263,1,139,139,1,145,145,145,1,3,D2D_RA
264,3,171,171,1,178,178,178,1,8,D2D_RA
265,8,332,336,2,344,344,344,1,22,D2D_RA
266,7,349,353,2,361,361,361,1,20,D2D_RA
267,5,443,443,1,450,450,450,1,15,D2D_RA
268,10,512,512,1,520,520,520,1,28,D2D_RA
269,5,351,355,2,365,365,365,1,13,D2D_RA
270,14,449,459,2,457,467,467,2,41,D2D_RA
271,2,430,434,2,441,441,441,1,6,D2D_RA
272,3,639,643,2,649,649,649,1,8,D2D_RA
273,10,412,416,2,424,424,424,1,28,D2D_RA
274,16,727,731,2,736,736,736,1,47,D2D_RA
275,15,277,296,4,290,304,304,2,43,D2D_RA
276,2,440,440,1,448,448,448,1,4,D2D_RA
277,16,261,265,2,272,272,272,1,48,D2D_RA
278,4,522,522,1,530,530,530,1,10,D2D_RA
279,7,524,538,3,536,545,545,2,21,D2D_RA
280,16,243,243,1,251,251,251,1,48,D2D_RA
281,4,378,378,1,386,386,386,1,12,D2D_RA
282,5,262,266,2,272,272,272,1,14,D2D_RA
283,11,309,323,3,321,332,332,2,31,D2D_RA
284,10,407,411,2,419,419,419,1,28,D2D_RA
285,9,551,555,2,562,562,562,1,26,D2D_RA
286,2,139,139,1,145,145,145,1,5,D2D_RA
287,12,413,417,2,424,424,424,1,36,D2D_RA
288,16,589,611,4,600,618,618,3,48,D2D_RA
289,4,328,328,1,336,336,336,1,10,D2D_RA
290,12,530,530,1,539,539,539,1,35,D2D_RA
291,5,587,603,3,592,611,611,3,15,D2D_RA
292,6,97,97,1,104,104,104,1,16,D2D_RA
293,14,263,267,2,274,274,274,1,42,D2D_RA
294,11,569,579,2,577,585,585,2,32,D2D_RA
295,15,676,680,2,688,688,688,1,43,D2D_RA
296,7,145,145,1,152,152,152,1,21,D2D_RA
297,6,453,467,3,465,476,476,2,17,D2D_RA
298,10,579,579,1,586,586,586,1,28,D2D_RA
299,11,468,472,2,480,480,480,1,31,D2D_RA
300,13,218,218,1,225,225,225,1,38,D2D_RA
301,13,379,379,1,387,387,387,1,37,D2D_RA
302,6,584,594,2,592,601,601,2,17,D2D_RA
303,12,325,338,3,336,345,345,2,34,D2D_RA
304,10,461,465,2,473,473,473,1,30,D2D_RA
305,8,636,640,2,648,648,648,1,23,D2D_RA
306,3,404,418,3,416,425,425,2,9,D2D_RA
307,10,315,315,1,324,324,324,1,28,D2D_RA
308,2,318,322,2,328,328,328,1,6,D2D_RA
309,1,258,272,3,266,280,280,2,1,D2D_RA
310,7,598,602,2,609,609,609,1,20,D2D_RA
311,16,366,370,2,379,379,379,1,46,D2D_RA
312,14,541,555,3,553,562,562,2,41,D2D_RA
313,7,343,385,7,355,393,393,4,21,D2D_RA
314,12,497,497,1,505,505,505,1,34,D2D_RA
315,14,403,403,1,411,411,411,1,41,D2D_RA
316,11,512,512,1,520,520,520,1,31,D2D_RA
317,9,302,306,2,315,315,315,1,27,D2D_RA
318,3,419,456,6,426,464,464,4,7,D2D_RA
319,8,376,376,1,384,384,384,1,22,D2D_RA
320,10,437,441,2,449,449,449,1,30,D2D_RA
321,14,502,506,2,514,514,514,1,40,D2D_RA
322,12,313,322,2,320,330,330,2,34,D2D_RA
323,5,594,594,1,601,601,601,1,14,D2D_RA
324,14,292,296,2,304,304,304,1,40,D2D_RA
325,16,432,442,2,440,449,449,2,48,D2D_RA
326,15,452,456,2,464,464,464,1,43,D2D_RA
327,2,303,307,2,316,316,316,1,4,D2D_RA
328,16,648,648,1,656,656,656,1,46,D2D_RA
329,13,264,264,1,272,272,272,1,37,D2D_RA
330,6,382,400,4,394,408,408,2,16,D2D_RA
331,12,286,314,5,298,322,322,3,34,D2D_RA
332,14,616,616,1,624,624,624,1,40,D2D_RA
333,5,199,203,2,210,210,210,1,13,D2D_RA
334,16,721,738,3,728,744,744,3,47,D2D_RA
335,9,484,498,3,496,505,505,2,27,D2D_RA
336,7,496,506,2,504,514,514,2,20,D2D_RA
337,15,203,203,1,209,209,209,1,43,D2D_RA
338,16,368,378,2,376,386,386,2,46,D2D_RA
339,16,723,723,1,728,728,728,1,48,D2D_RA
340,16,370,370,1,379,379,379,1,47,D2D_RA
341,4,410,410,1,419,419,419,1,10,D2D_RA
342,11,664,664,1,672,672,672,1,31,D2D_RA
343,12,175,179,2,186,186,186,1,34,D2D_RA
344,3,594,594,1,603,603,603,1,7,D2D_RA
345,1,417,417,1,425,425,425,1,1,D2D_RA
346,14,668,682,3,680,688,688,2,41,D2D_RA
347,14,502,506,2,514,514,514,1,41,D2D_RA
348,11,765,769,2,776,776,776,1,33,D2D_RA
349,9,495,499,2,506,506,506,1,27,D2D_RA
350,6,214,227,3,225,233,233,2,16,D2D_RA
351,8,267,267,1,274,274,274,1,22,D2D_RA
352,10,459,459,1,466,466,466,1,29,D2D_RA
353,1,429,433,2,441,441,441,1,1,D2D_RA
354,6,254,258,2,265,265,265,1,16,D2D_RA
355,2,497,531,5,505,540,540,4,5,D2D_RA
356,3,708,712,2,720,720,720,1,7,D2D_RA
357,3,278,291,3,289,298,298,2,9,D2D_RA
358,5,643,643,1,650,650,650,1,15,D2D_RA
359,8,556,560,2,568,568,568,1,22,D2D_RA
360,16,422,426,2,434,434,434,1,48,D2D_RA
361,12,428,442,3,440,450,450,2,34,D2D_RA
362,13,168,168,1,176,176,176,1,37,D2D_RA
363,10,688,688,1,696,696,696,1,28,D2D_RA
364,12,179,179,1,186,186,186,1,35,D2D_RA
365,13,438,442,2,450,450,450,1,37,D2D_RA
366,12,230,234,2,240,240,240,1,35,D2D_RA
367,11,565,569,2,578,578,578,1,31,D2D_RA
368,10,482,482,1,491,491,491,1,30,D2D_RA
369,13,222,235,3,233,242,242,2,39,D2D_RA
370,7,257,267,2,265,274,274,2,21,D2D_RA
371,3,322,322,1,331,331,331,1,8,D2D_RA
372,13,529,539,2,537,547,547,2,38,D2D_RA
373,6,601,619,3,608,625,625,3,18,D2D_RA
374,2,524,528,2,536,536,536,1,4,D2D_RA
375,13,503,507,2,515,515,515,1,38,D2D_RA
376,14,460,464,2,472,472,472,1,40,D2D_RA
377,4,390,394,2,403,403,403,1,11,D2D_RA
378,10,116,130,3,128,136,136,2,28,D2D_RA
379,10,463,467,2,477,477,477,1,30,D2D_RA
380,9,605,618,3,616,624,624,2,27,D2D_RA
381,9,319,323,2,331,331,331,1,25,D2D_RA
382,11,321,336,3,330,344,344,2,31,D2D_RA
383,12,368,378,2,376,387,387,2,35,D2D_RA
384,16,547,547,1,555,555,555,1,47,D2D_RA
385,12,174,186,3,184,193,193,2,34,D2D_RA
386,10,202,202,1,208,208,208,1,29,D2D_RA
387,11,504,504,1,512,512,512,1,31,D2D_RA
388,6,275,275,1,281,281,281,1,18,D2D_RA
389,5,311,347,6,322,355,355,4,13,D2D_RA
390,13,543,547,2,553,553,553,1,38,D2D_RA
391,4,445,449,2,457,457,457,1,11,D2D_RA
392,5,338,347,2,345,355,355,2,14,D2D_RA
393,3,346,346,1,352,352,352,1,9,D2D_RA
394,13,162,162,1,169,169,169,1,37,D2D_RA
395,4,489,498,2,496,507,507,2,11,D2D_RA
396,10,449,472,4,457,480,480,3,28,D2D_RA
397,6,350,354,2,363,363,363,1,18,D2D_RA
398,11,116,120,2,128,128,128,1,31,D2D_RA
399,1,429,433,2,441,441,441,1,2,D2D_RA
400,3,445,459,3,457,468,468,2,7,D2D_RA
401,5,364,368,2,376,376,376,1,13,D2D_RA
402,8,581,585,2,592,592,592,1,22,D2D_RA
403,2,705,714,2,712,720,720,2,5,D2D_RA
404,8,470,474,2,482,482,482,1,23,D2D_RA
405,8,407,426,4,420,434,434,2,22,D2D_RA
406,12,419,432,3,426,440,440,2,35,D2D_RA
407,3,456,456,1,464,464,464,1,8,D2D_RA
408,15,524,528,2,536,536,536,1,43,D2D_RA
409,15,287,291,2,300,300,300,1,43,D2D_RA
410,16,469,473,2,480,480,480,1,48,D2D_RA
411,2,401,401,1,410,410,410,1,4,D2D_RA
412,6,292,296,2,304,304,304,1,16,D2D_RA
413,10,171,171,1,178,178,178,1,30,D2D_RA
414,3,691,691,1,696,696,696,1,8,D2D_RA
415,4,94,98,2,104,104,104,1,10,D2D_RA
416,13,333,337,2,345,345,345,1,37,D2D_RA
417,15,78,82,2,88,88,88,1,43,D2D_RA
418,9,305,305,1,313,313,313,1,26,D2D_RA
419,1,522,522,1,530,530,530,1,1,D2D_RA
420,8,512,512,1,520,520,520,1,22,D2D_RA
421,8,270,283,3,281,291,291,2,24,D2D_RA
422,7,500,504,2,512,512,512,1,19,D2D_RA
423,3,322,322,1,331,331,331,1,9,D2D_RA
424,2,318,322,2,329,329,329,1,4,D2D_RA
425,2,898,898,1,904,904,904,1,4,D2D_RA
426,9,286,290,2,298,298,298,1,27,D2D_RA
427,11,620,624,2,632,632,632,1,31,D2D_RA
428,5,432,432,1,440,440,440,1,13,D2D_RA
429,15,513,536,4,521,544,544,3,43,D2D_RA
430,12,548,552,2,560,560,560,1,34,D2D_RA
431,12,238,242,2,248,248,248,1,36,D2D_RA
432,3,785,785,1,792,792,792,1,8,D2D_RA
433,4,587,587,1,593,593,593,1,12,D2D_RA
434,4,515,515,1,523,523,523,1,10,D2D_RA
435,14,727,762,6,736,769,769,5,40,D2D_RA
436,1,690,690,1,696,696,696,1,2,D2D_RA
437,11,253,280,5,264,288,288,3,31,D2D_RA
438,7,151,155,2,161,161,161,1,19,D2D_RA
439,12,525,539,3,537,547,547,2,34,D2D_RA
440,6,350,370,4,364,378,378,2,18,D2D_RA
441,2,396,410,3,408,419,419,2,4,D2D_RA
442,16,525,538,3,536,545,545,2,48,D2D_RA
443,7,44,48,2,56,56,56,1,19,D2D_RA
444,16,521,521,1,528,528,528,1,46,D2D_RA
445,11,349,353,2,361,361,361,1,32,D2D_RA
446,13,369,369,1,377,377,377,1,39,D2D_RA
447,1,473,473,1,481,481,481,1,1,D2D_RA
448,15,210,227,3,217,234,234,3,44,D2D_RA
449,11,432,442,2,440,450,450,2,32,D2D_RA
450,2,359,363,2,371,371,371,1,4,D2D_RA
451,2,196,210,3,208,216,216,2,4,D2D_RA
452,8,397,411,3,409,421,421,2,22,D2D_RA
453,11,860,864,2,872,872,872,1,31,D2D_RA
454,4,501,515,3,513,523,523,2,11,D2D_RA
455,6,246,250,2,259,259,259,1,16,D2D_RA
456,4,588,602,3,600,610,610,2,10,D2D_RA
457,9,319,323,2,331,331,331,1,26,D2D_RA
458,14,679,683,2,690,690,690,1,40,D2D_RA
459,13,434,434,1,441,441,441,1,39,D2D_RA
460,15,530,530,1,538,538,538,1,45,D2D_RA
461,8,231,235,2,242,242,242,1,23,D2D_RA
462,15,706,706,1,712,712,712,1,45,D2D_RA
463,11,400,400,1,408,408,408,1,31,D2D_RA
464,9,745,745,1,752,752,752,1,27,D2D_RA
465,11,607,611,2,617,617,617,1,33,D2D_RA
466,10,589,593,2,601,601,601,1,28,D2D_RA
467,5,714,714,1,720,720,720,1,14,D2D_RA
468,8,143,147,2,153,153,153,1,24,D2D_RA
469,14,259,259,1,267,267,267,1,41,D2D_RA
470,5,485,489,2,497,497,497,1,13,D2D_RA
471,10,405,419,3,417,428,428,2,28,D2D_RA
472,4,275,275,1,285,285,285,1,11,D2D_RA
473,14,235,235,1,243,243,243,1,41,D2D_RA
474,11,685,689,2,696,696,696,1,31,D2D_RA
475,7,390,409,4,403,418,418,2,19,D2D_RA
476,9,254,258,2,265,265,265,1,27,D2D_RA
477,12,107,107,1,112,112,112,1,35,D2D_RA
478,10,468,472,2,480,480,480,1,29,D2D_RA
479,1,266,312,7,273,320,320,5,1,D2D_RA
480,8,382,386,2,393,393,393,1,23,D2D_RA
481,14,323,323,1,334,334,334,1,40,D2D_RA
482,5,482,491,2,489,499,499,2,14,D2D_RA
483,16,525,538,3,536,546,546,2,46,D2D_RA
484,7,227,227,1,234,234,234,1,21,D2D_RA
485,14,244,248,2,256,256,256,1,40,D2D_RA
486,3,301,305,2,312,312,312,1,9,D2D_RA
487,14,587,587,1,595,595,595,1,41,D2D_RA
488,13,584,618,5,592,625,625,4,39,D2D_RA
489,9,439,451,3,449,460,460,2,27,D2D_RA
490,14,702,706,2,712,712,712,1,42,D2D_RA
491,12,234,234,1,240,240,240,1,36,D2D_RA
492,7,351,355,2,363,363,363,1,19,D2D_RA
493,1,632,632,1,640,640,640,1,1,D2D_RA
494,5,551,568,4,562,576,576,2,13,D2D_RA
495,13,533,547,3,545,553,553,2,39,D2D_RA
496,5,143,147,2,153,153,153,1,13,D2D_RA
497,11,376,376,1,384,384,384,1,31,D2D_RA
498,10,478,482,2,492,492,492,1,28,D2D_RA
499,9,51,51,1,56,56,56,1,25,D2D_RA
500,13,599,603,2,610,610,610,1,37,D2D_RA
501,2,298,307,2,305,316,316,2,5,D2D_RA
502,5,57,57,1,64,64,64,1,14,D2D_RA
503,12,566,570,2,578,578,578,1,34,D2D_RA
504,7,396,410,3,408,419,419,2,19,D2D_RA
505,2,659,674,3,664,680,680,3,6,D2D_RA
506,15,335,339,2,348,348,348,1,45,D2D_RA
507,4,411,411,1,421,421,421,1,11,D2D_RA
508,16,251,251,1,258,258,258,1,46,D2D_RA
509,14,397,401,2,409,409,409,1,41,D2D_RA
510,8,693,706,3,704,712,712,2,22,D2D_RA
511,6,333,337,2,344,344,344,1,18,D2D_RA
512,8,139,139,1,145,145,145,1,23,D2D_RA
513,10,437,441,2,450,450,450,1,28,D2D_RA
514,2,539,595,8,546,601,601,6,5,D2D_RA
