initateRA,firstRA,successRA,retranmission
324,270,324,1
254,240,254,1
1298,392,1298,2
649,271,649,3
1247,389,1247,2
541,443,541,1
340,280,340,1
1240,394,1240,2
545,517,545,1
595,551,595,2
170,160,170,3
690,458,690,2
868,408,868,1
557,431,557,1
1751,349,1751,6
871,607,871,3
457,323,457,1
459,267,459,3
55,55,55,1
694,352,694,1
1294,526,1294,1
775,569,775,2
1501,533,1501,4
828,384,828,3
1180,278,1180,4
291,203,291,3
1575,207,-1,11
1648,282,1648,3
797,483,797,1
598,300,598,2
325,245,325,3
1726,496,1726,5
1529,289,1529,7
979,599,979,3
144,136,144,5
948,752,948,1
1503,427,1503,1
267,261,267,1
608,582,608,1
1393,571,1393,2
822,554,822,1
678,446,678,2
158,148,158,2
722,280,722,3
506,274,506,4
1398,546,1398,4
289,159,-1,11
574,540,574,1
1360,346,1360,4
461,447,461,1
447,353,447,2
411,349,411,1
723,439,723,1
886,566,886,1
1554,370,1554,8
926,808,926,1
97,97,97,1
1716,402,-1,11
1267,255,1267,7
620,384,620,1
1314,332,1314,6
741,553,741,1
982,470,982,1
1063,501,1063,3
103,103,103,1
683,555,683,1
581,323,581,3
334,332,334,1
148,148,148,1
1287,555,1287,3
727,543,727,2
1233,497,1233,2
1653,347,-1,11
357,341,357,1
469,365,469,3
1439,771,1439,3
626,254,626,5
1091,481,1091,4
833,527,833,1
1320,756,1320,1
911,603,911,1
384,290,384,1
1095,599,1095,3
1507,553,1507,5
113,113,113,1
398,280,398,1
901,401,901,4
1262,224,1262,4
1726,608,1726,10
1089,399,1089,2
497,291,497,2
1382,686,1382,3
1321,323,1321,5
887,623,887,2
1140,570,1140,3
834,550,834,1
1661,495,1661,3
1614,666,1614,7
765,493,765,1
457,305,457,1
431,315,431,4
1613,553,1613,5
1546,552,1546,6
255,243,255,1
1379,385,1379,3
851,415,851,3
362,236,362,2
639,615,639,1
1035,469,1035,4
1127,551,1127,4
1059,593,1059,1
332,310,332,1
1247,581,1247,3
715,343,715,2
1598,362,1598,4
1494,598,1494,3
539,477,539,1
121,121,121,1
1531,399,1531,8
1568,408,1568,7
186,180,186,2
241,215,241,1
1628,400,1628,3
450,412,450,1
901,421,901,2
128,128,128,1
1112,438,1112,4
1033,499,1033,1
1542,226,1542,9
550,414,550,1
1215,491,1215,2
357,343,357,2
1445,645,1445,3
606,408,606,3
485,277,485,3
1505,389,1505,4
1703,621,1703,4
1004,512,1004,1
746,460,746,1
1665,355,1665,7
198,198,198,1
482,412,482,1
1488,436,1488,4
1743,383,1743,6
285,277,285,1
664,282,664,3
505,259,505,4
434,350,434,1
300,244,300,1
1311,641,1311,5
1341,463,1341,5
1050,500,1050,2
172,162,172,3
1037,561,1037,1
262,228,262,2
1719,383,1719,10
768,296,768,6
619,443,619,1
1453,353,1453,4
422,250,422,3
685,369,685,1
102,102,102,1
108,108,108,1
1759,473,1759,9
865,651,865,2
1126,854,1126,2
1093,245,1093,3
1131,489,1131,3
1515,365,1515,9
765,631,765,1
185,171,185,1
512,478,512,1
967,533,967,5
1249,761,1249,2
575,515,575,1
980,264,980,6
1157,733,1157,2
1065,439,1065,3
1337,443,1337,3
698,516,698,3
1024,700,1024,3
1701,281,1701,8
1619,527,1619,4
976,354,976,4
1752,892,1752,10
1134,792,1134,1
809,557,809,1
700,456,700,1
787,315,787,3
550,384,550,2
891,373,891,1
933,197,933,5
1412,292,1412,3
1046,314,1046,1
1733,505,1733,8
748,500,748,1
1504,566,1504,5
1610,250,1610,8
1376,310,1376,8
767,741,767,1
1293,523,1293,2
1202,308,1202,3
733,245,733,4
1316,266,1316,7
1456,660,1456,4
322,224,322,1
1396,552,1396,6
1125,383,1125,2
898,574,898,1
1398,274,1398,8
1054,694,1054,2
1572,510,1572,5
1013,465,1013,1
1313,333,1313,7
410,340,410,1
1718,320,1718,8
115,113,115,2
1415,495,1415,4
1676,714,-1,11
1386,324,1386,1
1045,555,1045,3
1530,414,1530,6
532,400,532,1
469,311,469,2
1750,378,1750,10
1264,350,1264,3
554,482,554,1
1370,480,1370,1
1762,376,1762,10
961,489,961,2
1372,662,1372,1
967,483,967,1
553,361,553,2
1208,382,1208,3
763,455,763,1
341,291,341,2
1162,410,1162,3
530,512,530,1
1699,623,1699,6
1088,744,1088,2
1098,366,1098,1
552,398,552,1
1666,718,1666,3
1151,531,1151,3
315,275,315,1
1062,264,1062,3
625,489,625,1
340,266,340,1
244,244,244,1
1427,683,1427,4
1012,408,1012,2
614,428,614,2
947,271,947,5
380,336,380,1
1364,828,1364,1
1082,462,1082,2
1496,436,1496,3
942,460,942,3
191,187,191,1
254,238,254,1
184,176,184,1
1746,590,1746,5
115,115,115,1
675,655,675,1
1554,664,1554,8
490,204,490,4
835,237,835,4
1202,380,1202,1
599,537,599,1
221,197,221,2
1378,574,1378,5
830,522,830,2
1038,346,1038,4
1261,557,1261,3
929,361,929,2
1338,538,1338,1
1259,311,1259,5
897,497,897,1
615,393,615,1
1030,610,1030,1
557,349,557,2
1174,282,1174,8
932,320,932,4
973,489,973,1
509,469,509,1
976,336,976,3
232,214,232,2
801,687,801,1
247,231,247,1
1702,466,1702,5
1360,376,1360,3
788,394,788,1
430,396,430,1
873,651,873,3
1340,330,1340,2
139,139,139,1
693,499,693,1
475,375,475,1
965,691,965,1
899,681,899,1
932,318,932,4
1725,497,1725,9
1013,805,1013,2
765,447,765,2
399,241,399,2
1583,659,1583,4
358,238,358,2
1579,245,1579,6
1025,509,1025,3
848,312,848,2
814,286,814,4
94,94,94,1
1111,391,1111,1
517,319,517,2
777,421,777,1
1269,487,1269,2
831,319,831,3
1381,491,1381,3
1232,474,1232,3
1294,280,1294,7
1073,517,1073,2
526,324,526,3
202,198,202,2
317,275,317,1
1116,484,1116,2
1178,618,1178,2
230,178,230,2
404,370,404,1
803,723,803,1
1558,510,1558,6
180,164,180,2
499,405,499,2
491,293,491,2
880,372,880,2
1378,450,1378,4
823,411,823,3
1749,277,1749,7
1646,684,1646,5
1542,354,1542,2
91,91,91,1
959,521,959,1
536,398,536,2
256,232,256,2
562,454,562,2
283,251,283,2
1181,213,1181,5
423,343,423,2
1182,858,1182,2
167,165,167,1
275,275,275,1
1550,656,1550,2
764,398,764,1
747,433,747,3
1384,676,1384,2
1463,603,1463,5
1585,529,1585,4
316,204,316,2
529,399,529,1
1268,310,1268,5
1701,323,1701,7
1171,775,1171,2
503,451,503,1
783,661,783,1
484,340,484,1
163,163,163,1
1015,247,1015,4
515,301,515,2
454,398,454,1
948,606,948,3
316,246,316,3
907,297,907,2
668,580,668,1
152,142,152,2
1740,332,1740,8
1245,775,1245,4
