initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility,NORA_successPre,NORA_not ULgrant
0,54,0,0,0,0,0,0
2,52,0,2,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
1,53,0,1,0,0,0,0
0,54,0,0,0,0,0,0
0,54,0,0,0,0,0,0
6,48,0,6,0,0,0,0
0,54,0,0,0,0,0,0
2,52,0,2,0,0,0,0
0,54,0,0,0,0,0,0
2,52,0,2,0,0,0,0
2,52,0,2,0,0,0,0
4,50,0,4,0,0,0,0
1,53,0,1,0,0,0,0
4,50,0,4,0,0,0,0
4,50,0,4,0,0,0,0
4,50,0,4,0,0,0,0
6,49,0,5,0,0,1,0
3,51,0,3,0,0,0,0
9,45,0,9,0,0,0,0
3,51,0,3,0,0,0,0
6,49,0,5,0,0,1,0
11,44,0,10,0,0,1,0
7,48,0,6,0,0,1,0
16,39,0,15,0,0,1,0
13,44,1,9,0,0.0185185,0,0
14,41,0,13,0,0,1,0
10,44,0,10,0,0,0,0
15,39,0,15,0,0,0,0
18,40,0,14,0,0,4,0
9,45,0,9,0,0,0,0
13,41,0,13,0,0,0,0
10,45,0,9,0,0,1,0
13,42,0,12,0,0,1,0
12,44,0,10,0,0,2,0
19,38,0,16,0,0,3,0
17,42,0,12,0,0,5,0
29,32,0,22,0,0,7,0
14,41,0,13,0,0,1,0
16,41,0,13,0,0,3,0
22,37,0,17,0,0,5,0
26,33,0,21,0,0,5,0
17,39,0,15,0,0,2,0
23,37,0,17,0,0,6,0
15,39,0,15,0,0,0,0
19,40,0,14,0,0,5,0
21,35,0,19,0,0,2,0
22,36,0,18,0,0,4,0
29,33,1,20,0,0.0185185,5,0
17,37,0,17,0,0,0,0
24,36,1,17,0,0.0185185,3,0
29,32,0,22,0,0,7,0
27,30,0,24,0,0,3,0
22,35,0,19,0,0,3,0
31,33,0,21,0,0,10,0
23,35,0,19,0,0,4,0
38,29,0,25,0,0,13,0
35,32,2,20,0,0.037037,6,0
40,28,1,25,0,0.0185185,11,0
46,24,2,28,0,0.037037,10,0
37,29,0,25,0,0,12,0
40,25,0,29,0,0,11,0
40,26,0,28,0,0,12,0
33,30,0,24,0,0,9,0
33,28,0,26,0,0,7,0
46,25,0,29,0,0,17,0
41,25,0,29,0,0,12,0
41,26,0,28,0,0,13,0
52,21,0,30,3,0,17,2
44,22,0,30,2,0,12,0
57,17,0,30,7,0,18,2
40,23,0,30,1,0,9,0
60,25,3,26,0,0.0555556,21,0
57,18,0,30,6,0,16,5
70,16,5,25,8,0.0925926,12,5
62,17,2,28,7,0.037037,12,7
85,10,2,28,14,0.037037,21,14
65,18,3,27,6,0.0555556,15,2
92,7,5,28,14,0.0925926,18,10
70,20,3,27,4,0.0555556,23,3
91,15,9,23,7,0.166667,19,3
72,15,3,27,9,0.0555556,19,5
114,5,8,25,16,0.148148,24,14
74,13,5,26,10,0.0925926,12,6
130,6,11,24,13,0.203704,31,14
88,11,3,28,12,0.0555556,25,9
122,3,12,22,17,0.222222,18,11
103,8,8,25,13,0.148148,20,11
142,3,11,26,14,0.203704,25,19
120,4,11,23,16,0.203704,17,17
151,0,13,22,19,0.240741,28,23
141,1,12,22,19,0.222222,25,17
162,6,19,20,9,0.351852,27,13
153,2,19,18,15,0.351852,13,18
187,2,26,16,10,0.481481,23,11
178,1,24,17,12,0.444444,17,12
208,1,30,13,10,0.555556,21,14
220,0,32,12,10,0.592593,15,13
247,0,39,7,8,0.722222,12,11
275,0,36,11,7,0.666667,16,9
315,0,46,4,4,0.851852,6,4
326,1,46,2,5,0.851852,4,7
389,0,51,1,2,0.944444,2,4
388,0,51,0,3,0.944444,0,5
474,0,54,0,0,1,0,0
445,0,52,2,0,0.962963,2,0
540,0,53,0,1,0.981481,0,2
527,0,53,0,1,0.981481,0,2
607,0,54,0,0,1,0,0
584,0,54,0,0,1,0,0
670,0,54,0,0,1,0,0
656,0,54,0,0,1,0,0
735,0,54,0,0,1,0,0
732,0,54,0,0,1,0,0
785,0,54,0,0,1,0,0
797,0,54,0,0,1,0,0
848,0,54,0,0,1,0,0
820,0,54,0,0,1,0,0
887,0,54,0,0,1,0,0
831,0,54,0,0,1,0,0
901,0,54,0,0,1,0,0
848,0,54,0,0,1,0,0
926,0,54,0,0,1,0,0
877,0,54,0,0,1,0,0
941,0,54,0,0,1,0,0
911,0,54,0,0,1,0,0
981,0,54,0,0,1,0,0
923,0,54,0,0,1,0,0
1001,0,54,0,0,1,0,0
965,0,54,0,0,1,0,0
1038,0,54,0,0,1,0,0
986,0,54,0,0,1,0,0
1046,0,54,0,0,1,0,0
1001,0,54,0,0,1,0,0
1059,0,54,0,0,1,0,0
1016,0,54,0,0,1,0,0
1062,0,54,0,0,1,0,0
1053,0,54,0,0,1,0,0
1099,0,54,0,0,1,0,0
1090,0,54,0,0,1,0,0
1111,0,54,0,0,1,0,0
1118,0,54,0,0,1,0,0
1142,0,54,0,0,1,0,0
1138,0,54,0,0,1,0,0
1162,0,54,0,0,1,0,0
1170,0,54,0,0,1,0,0
1188,0,54,0,0,1,0,0
1178,0,54,0,0,1,0,0
1235,0,54,0,0,1,0,0
1192,0,54,0,0,1,0,0
1237,0,54,0,0,1,0,0
1222,0,54,0,0,1,0,0
1267,0,54,0,0,1,0,0
1253,0,54,0,0,1,0,0
1305,0,54,0,0,1,0,0
1291,0,54,0,0,1,0,0
1335,0,54,0,0,1,0,0
1304,0,54,0,0,1,0,0
1336,0,54,0,0,1,0,0
1338,0,54,0,0,1,0,0
1369,0,54,0,0,1,0,0
1357,0,54,0,0,1,0,0
1393,0,54,0,0,1,0,0
1389,0,54,0,0,1,0,0
1413,0,54,0,0,1,0,0
1443,0,54,0,0,1,0,0
1438,0,54,0,0,1,0,0
1477,0,54,0,0,1,0,0
1435,0,54,0,0,1,0,0
1518,0,54,0,0,1,0,0
1480,0,54,0,0,1,0,0
1522,0,54,0,0,1,0,0
1518,0,54,0,0,1,0,0
1555,0,54,0,0,1,0,0
1549,0,54,0,0,1,0,0
1580,0,54,0,0,1,0,0
1548,0,54,0,0,1,0,0
1618,0,54,0,0,1,0,0
1576,0,54,0,0,1,0,0
1630,0,54,0,0,1,0,0
1635,0,54,0,0,1,0,0
1657,0,54,0,0,1,0,0
1641,0,54,0,0,1,0,0
1699,0,54,0,0,1,0,0
1704,0,54,0,0,1,0,0
1689,0,54,0,0,1,0,0
1719,0,54,0,0,1,0,0
1708,0,54,0,0,1,0,0
1769,0,54,0,0,1,0,0
1710,0,54,0,0,1,0,0
1807,0,54,0,0,1,0,0
1727,0,54,0,0,1,0,0
1838,0,54,0,0,1,0,0
1755,0,54,0,0,1,0,0
1867,0,54,0,0,1,0,0
1747,0,54,0,0,1,0,0
1929,0,54,0,0,1,0,0
1770,0,54,0,0,1,0,0
1967,0,54,0,0,1,0,0
1808,0,54,0,0,1,0,0
1955,0,54,0,0,1,0,0
1836,0,54,0,0,1,0,0
1979,0,54,0,0,1,0,0
1830,0,54,0,0,1,0,0
1974,0,54,0,0,1,0,0
1866,0,54,0,0,1,0,0
1989,0,54,0,0,1,0,0
1908,0,54,0,0,1,0,0
1998,0,54,0,0,1,0,0
1941,0,54,0,0,1,0,0
2016,0,54,0,0,1,0,0
1983,0,54,0,0,1,0,0
2038,0,54,0,0,1,0,0
1956,0,54,0,0,1,0,0
2047,0,54,0,0,1,0,0
1990,0,54,0,0,1,0,0
2057,0,54,0,0,1,0,0
2009,0,54,0,0,1,0,0
2086,0,54,0,0,1,0,0
2004,0,54,0,0,1,0,0
2081,0,54,0,0,1,0,0
2036,0,54,0,0,1,0,0
2119,0,54,0,0,1,0,0
2098,0,54,0,0,1,0,0
2144,0,54,0,0,1,0,0
2077,0,54,0,0,1,0,0
2198,0,54,0,0,1,0,0
2104,0,54,0,0,1,0,0
2235,0,54,0,0,1,0,0
2120,0,54,0,0,1,0,0
2231,0,54,0,0,1,0,0
2141,0,54,0,0,1,0,0
