initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility,NORA_successPre,NORA_not ULgrant
1581,0,54,0,0,1,0,0
1492,0,54,0,0,1,0,0
1583,0,54,0,0,1,0,0
1500,0,54,0,0,1,0,0
1568,0,54,0,0,1,0,0
1510,0,54,0,0,1,0,0
1586,0,54,0,0,1,0,0
1522,0,54,0,0,1,0,0
1584,0,54,0,0,1,0,0
1514,0,54,0,0,1,0,0
1576,0,54,0,0,1,0,0
1554,0,54,0,0,1,0,0
1577,0,54,0,0,1,0,0
1574,0,54,0,0,1,0,0
1585,0,54,0,0,1,0,0
1581,0,54,0,0,1,0,0
1605,0,54,0,0,1,0,0
1596,0,54,0,0,1,0,0
1608,0,54,0,0,1,0,0
1620,0,54,0,0,1,0,0
1580,0,54,0,0,1,0,0
1628,0,54,0,0,1,0,0
1597,0,54,0,0,1,0,0
1623,0,54,0,0,1,0,0
1628,0,54,0,0,1,0,0
1631,0,54,0,0,1,0,0
1644,0,54,0,0,1,0,0
1646,0,54,0,0,1,0,0
1671,0,54,0,0,1,0,0
1654,0,54,0,0,1,0,0
1674,0,54,0,0,1,0,0
1663,0,54,0,0,1,0,0
1668,0,54,0,0,1,0,0
1657,0,54,0,0,1,0,0
1667,0,54,0,0,1,0,0
1678,0,54,0,0,1,0,0
1667,0,54,0,0,1,0,0
1700,0,54,0,0,1,0,0
1688,0,54,0,0,1,0,0
1716,0,54,0,0,1,0,0
1725,0,54,0,0,1,0,0
1708,0,54,0,0,1,0,0
1741,0,54,0,0,1,0,0
1724,0,54,0,0,1,0,0
1752,0,54,0,0,1,0,0
1745,0,54,0,0,1,0,0
1780,0,54,0,0,1,0,0
1724,0,54,0,0,1,0,0
1787,0,54,0,0,1,0,0
1741,0,54,0,0,1,0,0
1842,0,54,0,0,1,0,0
1736,0,54,0,0,1,0,0
1857,0,54,0,0,1,0,0
1740,0,54,0,0,1,0,0
1887,0,54,0,0,1,0,0
1768,0,54,0,0,1,0,0
1890,0,54,0,0,1,0,0
1752,0,54,0,0,1,0,0
1903,0,54,0,0,1,0,0
1752,0,54,0,0,1,0,0
1883,0,54,0,0,1,0,0
1798,0,54,0,0,1,0,0
1885,0,54,0,0,1,0,0
1792,0,54,0,0,1,0,0
1896,0,54,0,0,1,0,0
1793,0,54,0,0,1,0,0
1896,0,54,0,0,1,0,0
1826,0,54,0,0,1,0,0
1888,0,54,0,0,1,0,0
1837,0,54,0,0,1,0,0
1860,0,54,0,0,1,0,0
1880,0,54,0,0,1,0,0
1880,0,54,0,0,1,0,0
1894,0,54,0,0,1,0,0
1860,0,54,0,0,1,0,0
1898,0,54,0,0,1,0,0
1871,0,54,0,0,1,0,0
1924,0,54,0,0,1,0,0
1882,0,54,0,0,1,0,0
1924,0,54,0,0,1,0,0
1906,0,54,0,0,1,0,0
1928,0,54,0,0,1,0,0
1911,0,54,0,0,1,0,0
1955,0,54,0,0,1,0,0
1909,0,54,0,0,1,0,0
1968,0,54,0,0,1,0,0
1901,0,54,0,0,1,0,0
1966,0,54,0,0,1,0,0
1909,0,54,0,0,1,0,0
1973,0,54,0,0,1,0,0
1943,0,54,0,0,1,0,0
1959,0,54,0,0,1,0,0
1920,0,54,0,0,1,0,0
1965,0,54,0,0,1,0,0
1951,0,54,0,0,1,0,0
1930,0,54,0,0,1,0,0
1973,0,54,0,0,1,0,0
1897,0,54,0,0,1,0,0
1975,0,54,0,0,1,0,0
1910,0,54,0,0,1,0,0
1991,0,54,0,0,1,0,0
1912,0,54,0,0,1,0,0
2012,0,54,0,0,1,0,0
1927,0,54,0,0,1,0,0
2033,0,54,0,0,1,0,0
1912,0,54,0,0,1,0,0
2054,0,54,0,0,1,0,0
1965,0,54,0,0,1,0,0
2078,0,54,0,0,1,0,0
1959,0,54,0,0,1,0,0
2051,0,54,0,0,1,0,0
1965,0,54,0,0,1,0,0
2088,0,54,0,0,1,0,0
2006,0,54,0,0,1,0,0
2083,0,54,0,0,1,0,0
2018,0,54,0,0,1,0,0
2089,0,54,0,0,1,0,0
2057,0,54,0,0,1,0,0
2085,0,54,0,0,1,0,0
2045,0,54,0,0,1,0,0
2076,0,54,0,0,1,0,0
2048,0,54,0,0,1,0,0
2051,0,54,0,0,1,0,0
2065,0,54,0,0,1,0,0
2053,0,54,0,0,1,0,0
2106,0,54,0,0,1,0,0
2037,0,54,0,0,1,0,0
2060,0,54,0,0,1,0,0
2023,0,54,0,0,1,0,0
2087,0,54,0,0,1,0,0
2014,0,54,0,0,1,0,0
2082,0,54,0,0,1,0,0
1974,0,54,0,0,1,0,0
2054,0,54,0,0,1,0,0
1989,0,54,0,0,1,0,0
2066,0,54,0,0,1,0,0
1946,0,54,0,0,1,0,0
2058,0,54,0,0,1,0,0
1957,0,54,0,0,1,0,0
2078,0,54,0,0,1,0,0
1968,0,54,0,0,1,0,0
2056,0,54,0,0,1,0,0
1953,0,54,0,0,1,0,0
2033,0,54,0,0,1,0,0
1922,0,54,0,0,1,0,0
2019,0,54,0,0,1,0,0
1935,0,54,0,0,1,0,0
2059,0,54,0,0,1,0,0
1942,0,54,0,0,1,0,0
2040,0,54,0,0,1,0,0
1983,0,54,0,0,1,0,0
2047,0,54,0,0,1,0,0
1998,0,54,0,0,1,0,0
2043,0,54,0,0,1,0,0
1983,0,54,0,0,1,0,0
2051,0,54,0,0,1,0,0
2041,0,54,0,0,1,0,0
2037,0,54,0,0,1,0,0
2038,0,54,0,0,1,0,0
2048,0,54,0,0,1,0,0
2036,0,54,0,0,1,0,0
2052,0,54,0,0,1,0,0
2080,0,54,0,0,1,0,0
2061,0,54,0,0,1,0,0
2084,0,54,0,0,1,0,0
2050,0,54,0,0,1,0,0
2111,0,54,0,0,1,0,0
2023,0,54,0,0,1,0,0
2129,0,54,0,0,1,0,0
2025,0,54,0,0,1,0,0
2122,0,54,0,0,1,0,0
2013,0,54,0,0,1,0,0
2146,0,54,0,0,1,0,0
2016,0,54,0,0,1,0,0
2158,0,54,0,0,1,0,0
2001,0,54,0,0,1,0,0
2149,0,54,0,0,1,0,0
2053,0,54,0,0,1,0,0
2131,0,54,0,0,1,0,0
2060,0,54,0,0,1,0,0
2134,0,54,0,0,1,0,0
2075,0,54,0,0,1,0,0
2112,0,54,0,0,1,0,0
2089,0,54,0,0,1,0,0
2118,0,54,0,0,1,0,0
2116,0,54,0,0,1,0,0
2100,0,54,0,0,1,0,0
2114,0,54,0,0,1,0,0
2091,0,54,0,0,1,0,0
2120,0,54,0,0,1,0,0
2069,0,54,0,0,1,0,0
2136,0,54,0,0,1,0,0
2059,0,54,0,0,1,0,0
2146,0,54,0,0,1,0,0
2038,0,54,0,0,1,0,0
2178,0,54,0,0,1,0,0
2028,0,54,0,0,1,0,0
2155,0,54,0,0,1,0,0
2048,0,54,0,0,1,0,0
2127,0,54,0,0,1,0,0
2061,0,54,0,0,1,0,0
2115,0,54,0,0,1,0,0
2060,0,54,0,0,1,0,0
2093,0,54,0,0,1,0,0
2062,0,54,0,0,1,0,0
2052,0,54,0,0,1,0,0
2049,0,54,0,0,1,0,0
2044,0,54,0,0,1,0,0
2035,0,54,0,0,1,0,0
2052,0,54,0,0,1,0,0
2027,0,54,0,0,1,0,0
2049,0,54,0,0,1,0,0
2006,0,54,0,0,1,0,0
2040,0,54,0,0,1,0,0
2031,0,54,0,0,1,0,0
2015,0,54,0,0,1,0,0
2022,0,54,0,0,1,0,0
2002,0,54,0,0,1,0,0
2020,0,54,0,0,1,0,0
2002,0,54,0,0,1,0,0
1986,0,54,0,0,1,0,0
2026,0,54,0,0,1,0,0
1984,0,54,0,0,1,0,0
2021,0,54,0,0,1,0,0
1995,0,54,0,0,1,0,0
2012,0,54,0,0,1,0,0
1985,0,54,0,0,1,0,0
2025,0,54,0,0,1,0,0
2011,0,54,0,0,1,0,0
1998,0,54,0,0,1,0,0
2020,0,54,0,0,1,0,0
1976,0,54,0,0,1,0,0
2031,0,54,0,0,1,0,0
1994,0,54,0,0,1,0,0
1995,0,54,0,0,1,0,0
2016,0,54,0,0,1,0,0
1971,0,54,0,0,1,0,0
1998,0,54,0,0,1,0,0
1953,0,54,0,0,1,0,0
2010,0,54,0,0,1,0,0
1953,0,54,0,0,1,0,0
1970,0,54,0,0,1,0,0
1928,0,54,0,0,1,0,0
1973,0,54,0,0,1,0,0
1937,0,54,0,0,1,0,0
1980,0,54,0,0,1,0,0
1970,0,54,0,0,1,0,0
1989,0,54,0,0,1,0,0
1954,0,54,0,0,1,0,0
1977,0,54,0,0,1,0,0
1942,0,54,0,0,1,0,0
1992,0,54,0,0,1,0,0
1926,0,54,0,0,1,0,0
1950,0,54,0,0,1,0,0
1929,0,54,0,0,1,0,0
1902,0,54,0,0,1,0,0
1917,0,54,0,0,1,0,0
1922,0,54,0,0,1,0,0
1895,0,54,0,0,1,0,0
1899,0,54,0,0,1,0,0
1874,0,54,0,0,1,0,0
1903,0,54,0,0,1,0,0
1886,0,54,0,0,1,0,0
1861,0,54,0,0,1,0,0
1837,0,54,0,0,1,0,0
1844,0,54,0,0,1,0,0
1789,0,54,0,0,1,0,0
1821,0,54,0,0,1,0,0
1775,0,54,0,0,1,0,0
1826,0,54,0,0,1,0,0
1758,0,54,0,0,1,0,0
1819,0,54,0,0,1,0,0
1772,0,54,0,0,1,0,0
1815,0,54,0,0,1,0,0
1774,0,54,0,0,1,0,0
1831,0,54,0,0,1,0,0
1783,0,54,0,0,1,0,0
1792,0,54,0,0,1,0,0
1788,0,54,0,0,1,0,0
1797,0,54,0,0,1,0,0
1776,0,54,0,0,1,0,0
1779,0,54,0,0,1,0,0
1761,0,54,0,0,1,0,0
1796,0,54,0,0,1,0,0
1780,0,54,0,0,1,0,0
1826,0,54,0,0,1,0,0
1801,0,54,0,0,1,0,0
1827,0,54,0,0,1,0,0
1780,0,54,0,0,1,0,0
1823,0,54,0,0,1,0,0
1805,0,54,0,0,1,0,0
1801,0,54,0,0,1,0,0
1782,0,54,0,0,1,0,0
1820,0,54,0,0,1,0,0
1777,0,54,0,0,1,0,0
1815,0,54,0,0,1,0,0
1785,0,54,0,0,1,0,0
1814,0,54,0,0,1,0,0
1782,0,54,0,0,1,0,0
1803,0,54,0,0,1,0,0
1796,0,54,0,0,1,0,0
1790,0,54,0,0,1,0,0
1792,0,54,0,0,1,0,0
1742,0,54,0,0,1,0,0
1773,0,54,0,0,1,0,0
1744,0,54,0,0,1,0,0
1743,0,54,0,0,1,0,0
1713,0,54,0,0,1,0,0
1734,0,54,0,0,1,0,0
1694,0,54,0,0,1,0,0
1703,0,54,0,0,1,0,0
1676,0,54,0,0,1,0,0
1694,0,54,0,0,1,0,0
1652,0,54,0,0,1,0,0
1675,0,54,0,0,1,0,0
1634,0,54,0,0,1,0,0
1677,0,54,0,0,1,0,0
1638,0,54,0,0,1,0,0
1662,0,54,0,0,1,0,0
1601,0,54,0,0,1,0,0
1642,0,54,0,0,1,0,0
1601,0,54,0,0,1,0,0
1640,0,54,0,0,1,0,0
1628,0,54,0,0,1,0,0
1637,0,54,0,0,1,0,0
1591,0,54,0,0,1,0,0
1645,0,54,0,0,1,0,0
1571,0,54,0,0,1,0,0
1617,0,54,0,0,1,0,0
1578,0,54,0,0,1,0,0
1603,0,54,0,0,1,0,0
1545,0,54,0,0,1,0,0
1597,0,54,0,0,1,0,0
1532,0,54,0,0,1,0,0
1576,0,54,0,0,1,0,0
1515,0,54,0,0,1,0,0
1529,0,54,0,0,1,0,0
1492,0,54,0,0,1,0,0
1535,0,54,0,0,1,0,0
1515,0,54,0,0,1,0,0
1546,0,54,0,0,1,0,0
1501,0,54,0,0,1,0,0
1535,0,54,0,0,1,0,0
1497,0,54,0,0,1,0,0
1522,0,54,0,0,1,0,0
1493,0,54,0,0,1,0,0
1484,0,54,0,0,1,0,0
1480,0,54,0,0,1,0,0
1493,0,54,0,0,1,0,0
1475,0,54,0,0,1,0,0
1489,0,54,0,0,1,0,0
1483,0,54,0,0,1,0,0
1486,0,54,0,0,1,0,0
1462,0,54,0,0,1,0,0
1463,0,54,0,0,1,0,0
1444,0,54,0,0,1,0,0
1482,0,54,0,0,1,0,0
1442,0,54,0,0,1,0,0
1471,0,54,0,0,1,0,0
1408,0,54,0,0,1,0,0
1451,0,54,0,0,1,0,0
1401,0,54,0,0,1,0,0
1441,0,54,0,0,1,0,0
1369,0,54,0,0,1,0,0
1417,0,54,0,0,1,0,0
1352,0,54,0,0,1,0,0
1422,0,54,0,0,1,0,0
1337,0,54,0,0,1,0,0
1393,0,54,0,0,1,0,0
1292,0,54,0,0,1,0,0
1376,0,54,0,0,1,0,0
1305,0,54,0,0,1,0,0
1366,0,54,0,0,1,0,0
1293,0,54,0,0,1,0,0
1381,0,54,0,0,1,0,0
1280,0,54,0,0,1,0,0
1364,0,54,0,0,1,0,0
1274,0,54,0,0,1,0,0
1318,0,54,0,0,1,0,0
1251,0,54,0,0,1,0,0
1299,0,54,0,0,1,0,0
1233,0,54,0,0,1,0,0
1263,0,54,0,0,1,0,0
1267,0,54,0,0,1,0,0
1265,0,54,0,0,1,0,0
1238,0,54,0,0,1,0,0
1238,0,54,0,0,1,0,0
1254,0,54,0,0,1,0,0
1245,0,54,0,0,1,0,0
1252,0,54,0,0,1,0,0
1220,0,54,0,0,1,0,0
1231,0,54,0,0,1,0,0
1198,0,54,0,0,1,0,0
1203,0,54,0,0,1,0,0
1179,0,54,0,0,1,0,0
1215,0,54,0,0,1,0,0
1161,0,54,0,0,1,0,0
1191,0,54,0,0,1,0,0
1170,0,54,0,0,1,0,0
1180,0,54,0,0,1,0,0
1132,0,54,0,0,1,0,0
1201,0,54,0,0,1,0,0
1144,0,54,0,0,1,0,0
1154,0,54,0,0,1,0,0
1104,0,54,0,0,1,0,0
1154,0,54,0,0,1,0,0
1111,0,54,0,0,1,0,0
1122,0,54,0,0,1,0,0
1099,0,54,0,0,1,0,0
1095,0,54,0,0,1,0,0
1096,0,54,0,0,1,0,0
1073,0,54,0,0,1,0,0
1070,0,54,0,0,1,0,0
1082,0,54,0,0,1,0,0
1050,0,54,0,0,1,0,0
1057,0,54,0,0,1,0,0
1028,0,54,0,0,1,0,0
1044,0,54,0,0,1,0,0
1006,0,54,0,0,1,0,0
1058,0,54,0,0,1,0,0
1018,0,54,0,0,1,0,0
1019,0,54,0,0,1,0,0
983,0,54,0,0,1,0,0
1010,0,54,0,0,1,0,0
997,0,54,0,0,1,0,0
996,0,54,0,0,1,0,0
968,0,54,0,0,1,0,0
999,0,54,0,0,1,0,0
965,0,54,0,0,1,0,0
1004,0,54,0,0,1,0,0
949,0,54,0,0,1,0,0
1006,0,54,0,0,1,0,0
964,0,54,0,0,1,0,0
997,0,54,0,0,1,0,0
958,0,54,0,0,1,0,0
993,0,54,0,0,1,0,0
941,0,54,0,0,1,0,0
974,0,54,0,0,1,0,0
931,0,54,0,0,1,0,0
958,0,54,0,0,1,0,0
924,0,54,0,0,1,0,0
960,0,54,0,0,1,0,0
921,0,54,0,0,1,0,0
958,0,54,0,0,1,0,0
907,0,54,0,0,1,0,0
941,0,54,0,0,1,0,0
908,0,54,0,0,1,0,0
916,0,54,0,0,1,0,0
899,0,54,0,0,1,0,0
904,0,54,0,0,1,0,0
896,0,54,0,0,1,0,0
888,0,54,0,0,1,0,0
857,0,54,0,0,1,0,0
873,0,54,0,0,1,0,0
841,0,54,0,0,1,0,0
843,0,54,0,0,1,0,0
850,0,54,0,0,1,0,0
845,0,54,0,0,1,0,0
841,0,54,0,0,1,0,0
819,0,54,0,0,1,0,0
834,0,54,0,0,1,0,0
788,0,54,0,0,1,0,0
839,0,54,0,0,1,0,0
774,0,54,0,0,1,0,0
827,0,54,0,0,1,0,0
775,0,54,0,0,1,0,0
812,0,54,0,0,1,0,0
779,0,54,0,0,1,0,0
781,0,54,0,0,1,0,0
772,0,54,0,0,1,0,0
756,0,54,0,0,1,0,0
752,0,54,0,0,1,0,0
759,0,54,0,0,1,0,0
731,0,54,0,0,1,0,0
755,0,54,0,0,1,0,0
744,0,54,0,0,1,0,0
739,0,54,0,0,1,0,0
727,0,54,0,0,1,0,0
744,0,54,0,0,1,0,0
728,0,54,0,0,1,0,0
737,0,54,0,0,1,0,0
735,0,54,0,0,1,0,0
708,0,54,0,0,1,0,0
700,0,54,0,0,1,0,0
695,0,54,0,0,1,0,0
685,0,54,0,0,1,0,0
665,0,54,0,0,1,0,0
645,0,54,0,0,1,0,0
659,0,54,0,0,1,0,0
619,0,54,0,0,1,0,0
657,0,54,0,0,1,0,0
602,0,54,0,0,1,0,0
652,0,54,0,0,1,0,0
586,0,54,0,0,1,0,0
653,0,54,0,0,1,0,0
558,0,54,0,0,1,0,0
641,0,54,0,0,1,0,0
556,0,54,0,0,1,0,0
623,0,54,0,0,1,0,0
557,0,54,0,0,1,0,0
605,0,53,0,1,0.981481,0,2
538,0,53,1,0,0.981481,2,0
604,0,54,0,0,1,0,0
538,0,54,0,0,1,0,0
597,0,53,1,0,0.981481,2,0
523,0,54,0,0,1,0,0
603,0,54,0,0,1,0,0
546,0,53,0,1,0.981481,0,2
604,0,53,1,0,0.981481,2,0
540,0,54,0,0,1,0,0
593,0,53,1,0,0.981481,1,0
551,0,54,0,0,1,0,0
590,0,54,0,0,1,0,0
553,0,54,0,0,1,0,0
568,0,54,0,0,1,0,0
556,0,54,0,0,1,0,0
544,0,54,0,0,1,0,0
535,0,54,0,0,1,0,0
536,0,54,0,0,1,0,0
506,0,54,0,0,1,0,0
518,0,53,0,1,0.981481,0,2
493,0,51,1,2,0.944444,2,3
520,0,54,0,0,1,0,0
467,0,54,0,0,1,0,0
505,0,52,2,0,0.962963,3,0
460,0,52,1,1,0.962963,2,2
496,0,54,0,0,1,0,0
437,0,51,1,2,0.944444,2,4
476,0,54,0,0,1,0,0
433,0,53,0,1,0.981481,0,1
467,0,53,1,0,0.981481,2,0
417,0,46,5,3,0.851852,8,5
446,0,53,1,0,0.981481,2,0
396,0,50,2,2,0.925926,3,3
442,0,52,2,0,0.962963,3,0
371,0,49,2,3,0.907407,3,3
441,0,49,3,2,0.907407,3,3
357,0,49,3,2,0.907407,5,4
422,0,54,0,0,1,0,0
352,0,50,2,2,0.925926,3,3
421,0,48,5,1,0.888889,7,2
338,0,45,5,4,0.833333,8,6
395,0,53,1,0,0.981481,1,0
333,0,46,4,4,0.851852,6,7
393,0,50,3,1,0.925926,5,2
329,0,48,2,4,0.888889,4,4
365,0,51,2,1,0.944444,4,2
323,0,47,4,3,0.87037,4,2
367,0,48,3,3,0.888889,4,4
319,0,49,4,1,0.907407,6,2
362,0,47,4,3,0.87037,8,6
304,0,43,6,5,0.796296,11,8
352,0,49,5,0,0.907407,5,0
297,1,46,4,3,0.851852,7,5
331,0,44,9,1,0.814815,12,2
295,0,43,5,6,0.796296,6,8
312,1,44,4,5,0.814815,6,5
299,1,45,7,1,0.833333,9,0
302,0,41,8,5,0.759259,11,7
279,0,44,6,4,0.814815,8,4
287,0,40,8,6,0.740741,13,4
267,0,41,10,3,0.759259,14,4
271,2,39,6,7,0.722222,10,13
247,2,39,8,5,0.722222,14,9
255,0,37,10,7,0.685185,16,10
231,0,35,9,10,0.648148,12,11
238,4,38,5,7,0.703704,8,11
230,0,31,10,13,0.574074,13,19
221,1,33,9,11,0.611111,11,16
219,1,30,14,9,0.555556,17,10
202,2,27,17,8,0.5,19,10
195,2,30,13,9,0.555556,15,12
184,1,22,16,15,0.407407,17,23
175,3,20,15,16,0.37037,15,22
