initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
2,52,0,2,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
1,53,0,1,0,0
0,54,0,0,0,0
3,51,0,3,0,0
0,54,0,0,0,0
0,54,0,0,0,0
4,50,0,4,0,0
1,53,0,1,0,0
2,52,0,2,0,0
1,53,0,1,0,0
2,52,0,2,0,0
6,49,1,4,0,0.0185185
2,52,0,2,0,0
9,45,0,9,0,0
3,51,0,3,0,0
7,47,0,7,0,0
3,51,0,3,0,0
5,49,0,5,0,0
5,49,0,5,0,0
2,52,0,2,0,0
5,49,0,5,0,0
5,49,0,5,0,0
3,51,0,3,0,0
4,50,0,4,0,0
6,48,0,6,0,0
6,48,0,6,0,0
7,47,0,7,0,0
4,51,1,2,0,0.0185185
5,49,0,5,0,0
9,45,0,9,0,0
6,49,1,4,0,0.0185185
7,48,1,5,0,0.0185185
10,45,1,8,0,0.0185185
9,45,0,9,0,0
9,45,0,9,0,0
5,49,0,5,0,0
7,48,1,5,0,0.0185185
10,44,0,10,0,0
8,46,0,8,0,0
6,48,0,6,0,0
11,45,2,7,0,0.037037
3,51,0,3,0,0
9,47,2,5,0,0.037037
12,43,1,10,0,0.0185185
10,45,1,8,0,0.0185185
12,44,2,8,0,0.037037
13,41,0,13,0,0
15,42,2,10,0,0.037037
15,41,2,11,0,0.037037
15,39,0,15,0,0
16,41,2,11,0,0.037037
12,42,0,12,0,0
17,39,2,13,0,0.037037
11,44,1,9,0,0.0185185
20,38,4,12,0,0.0740741
13,43,2,9,0,0.037037
18,40,3,11,0,0.0555556
19,39,4,11,0,0.0740741
22,35,2,17,0,0.037037
24,36,5,13,0,0.0925926
22,35,3,16,0,0.0555556
30,31,4,19,0,0.0740741
25,34,5,15,0,0.0925926
27,34,6,14,0,0.111111
27,31,4,19,0,0.0740741
30,31,6,17,0,0.111111
23,35,3,16,0,0.0555556
35,28,6,20,0,0.111111
22,40,6,8,0,0.111111
27,33,5,16,0,0.0925926
31,33,7,14,0,0.12963
35,27,7,20,0,0.12963
38,25,7,22,0,0.12963
35,30,8,16,0,0.148148
37,30,10,14,0,0.185185
35,31,7,16,0,0.12963
45,25,11,18,0,0.203704
42,27,12,15,0,0.222222
44,25,11,18,0,0.203704
46,19,9,26,0,0.166667
42,26,10,18,0,0.185185
39,23,7,24,0,0.12963
45,22,10,22,0,0.185185
40,27,11,16,0,0.203704
51,17,10,27,0,0.185185
47,26,15,13,0,0.277778
48,21,12,21,0,0.222222
65,14,16,24,0,0.296296
58,16,16,22,0,0.296296
66,16,17,21,0,0.314815
60,20,18,16,0,0.333333
76,15,25,14,0,0.462963
73,17,23,14,0,0.425926
100,11,30,13,0,0.555556
78,11,19,24,0,0.351852
111,2,31,21,0,0.574074
87,10,28,16,0,0.518519
119,4,39,11,0,0.722222
97,10,29,15,0,0.537037
131,5,38,11,0,0.703704
114,6,36,12,0,0.666667
148,6,43,5,0,0.796296
134,3,42,9,0,0.777778
174,2,43,9,0,0.796296
157,2,38,14,0,0.703704
203,1,47,6,0,0.87037
165,2,45,7,0,0.833333
227,2,49,3,0,0.907407
186,2,47,5,0,0.87037
249,0,52,2,0,0.962963
211,1,51,2,0,0.944444
263,1,52,1,0,0.962963
227,0,53,1,0,0.981481
278,0,53,1,0,0.981481
257,2,49,3,0,0.907407
295,0,51,3,0,0.944444
276,0,51,3,0,0.944444
300,0,51,3,0,0.944444
295,1,52,1,0,0.962963
318,0,54,0,0,1
311,0,52,2,0,0.962963
328,0,52,2,0,0.962963
335,0,54,0,0,1
328,0,52,2,0,0.962963
352,0,54,0,0,1
339,0,53,1,0,0.981481
373,0,53,1,0,0.981481
361,0,53,1,0,0.981481
372,0,54,0,0,1
361,0,53,1,0,0.981481
374,0,53,1,0,0.981481
367,1,53,0,0,0.981481
386,0,54,0,0,1
385,0,54,0,0,1
383,0,54,0,0,1
389,0,54,0,0,1
384,0,54,0,0,1
415,0,54,0,0,1
390,0,54,0,0,1
416,0,54,0,0,1
403,0,54,0,0,1
427,0,54,0,0,1
408,0,54,0,0,1
456,0,54,0,0,1
423,0,53,1,0,0.981481
460,0,54,0,0,1
416,0,54,0,0,1
462,0,54,0,0,1
431,0,53,1,0,0.981481
471,0,53,1,0,0.981481
440,0,54,0,0,1
496,0,54,0,0,1
446,0,54,0,0,1
487,0,54,0,0,1
476,0,53,1,0,0.981481
508,0,54,0,0,1
483,0,54,0,0,1
500,0,53,1,0,0.981481
496,0,54,0,0,1
525,0,54,0,0,1
502,0,53,1,0,0.981481
534,0,54,0,0,1
520,0,54,0,0,1
540,0,54,0,0,1
514,0,54,0,0,1
529,0,54,0,0,1
530,0,54,0,0,1
529,0,54,0,0,1
545,0,54,0,0,1
549,0,54,0,0,1
565,0,54,0,0,1
539,0,54,0,0,1
586,0,54,0,0,1
576,0,54,0,0,1
579,0,54,0,0,1
576,0,54,0,0,1
593,0,54,0,0,1
607,0,54,0,0,1
591,0,54,0,0,1
616,0,54,0,0,1
596,0,54,0,0,1
634,0,54,0,0,1
594,0,54,0,0,1
636,0,54,0,0,1
600,0,54,0,0,1
653,0,54,0,0,1
618,0,54,0,0,1
665,0,54,0,0,1
622,0,54,0,0,1
668,0,54,0,0,1
628,0,54,0,0,1
672,0,54,0,0,1
609,0,54,0,0,1
678,0,54,0,0,1
618,0,54,0,0,1
683,0,54,0,0,1
625,0,54,0,0,1
667,0,54,0,0,1
637,0,54,0,0,1
660,0,54,0,0,1
651,0,54,0,0,1
660,0,54,0,0,1
650,0,54,0,0,1
680,0,54,0,0,1
661,0,54,0,0,1
689,0,54,0,0,1
670,0,54,0,0,1
699,0,54,0,0,1
687,0,54,0,0,1
710,0,54,0,0,1
697,0,54,0,0,1
732,0,54,0,0,1
726,0,53,1,0,0.981481
725,0,54,0,0,1
727,0,54,0,0,1
750,0,54,0,0,1
734,0,54,0,0,1
760,0,54,0,0,1
739,0,54,0,0,1
770,0,54,0,0,1
735,0,54,0,0,1
768,0,54,0,0,1
750,0,54,0,0,1
779,0,54,0,0,1
754,0,54,0,0,1
788,0,54,0,0,1
745,0,54,0,0,1
785,0,54,0,0,1
736,0,54,0,0,1
789,0,54,0,0,1
742,0,54,0,0,1
793,0,54,0,0,1
744,0,54,0,0,1
795,0,54,0,0,1
762,0,54,0,0,1
780,0,54,0,0,1
779,0,54,0,0,1
793,0,54,0,0,1
784,0,54,0,0,1
809,0,54,0,0,1
791,0,54,0,0,1
819,0,54,0,0,1
797,0,54,0,0,1
797,0,54,0,0,1
815,0,54,0,0,1
808,0,54,0,0,1
824,0,54,0,0,1
824,0,54,0,0,1
834,0,54,0,0,1
837,0,54,0,0,1
831,0,54,0,0,1
836,0,54,0,0,1
833,0,54,0,0,1
836,0,54,0,0,1
839,0,54,0,0,1
849,0,54,0,0,1
843,0,54,0,0,1
845,0,54,0,0,1
855,0,54,0,0,1
834,0,54,0,0,1
877,0,54,0,0,1
832,0,54,0,0,1
879,0,54,0,0,1
836,0,54,0,0,1
863,0,54,0,0,1
847,0,54,0,0,1
871,0,54,0,0,1
851,0,54,0,0,1
881,0,54,0,0,1
851,0,54,0,0,1
880,0,54,0,0,1
857,0,54,0,0,1
892,0,54,0,0,1
882,0,54,0,0,1
895,0,54,0,0,1
885,0,54,0,0,1
888,0,54,0,0,1
891,0,54,0,0,1
906,0,54,0,0,1
892,0,54,0,0,1
901,0,54,0,0,1
910,0,54,0,0,1
915,0,54,0,0,1
922,0,54,0,0,1
932,0,54,0,0,1
919,0,54,0,0,1
937,0,54,0,0,1
922,0,54,0,0,1
930,0,54,0,0,1
918,0,54,0,0,1
939,0,54,0,0,1
922,0,54,0,0,1
943,0,54,0,0,1
922,0,54,0,0,1
949,0,54,0,0,1
929,0,54,0,0,1
952,0,54,0,0,1
932,0,54,0,0,1
937,0,54,0,0,1
949,0,54,0,0,1
941,0,54,0,0,1
956,0,54,0,0,1
943,0,54,0,0,1
954,0,54,0,0,1
948,0,54,0,0,1
952,0,54,0,0,1
952,0,54,0,0,1
951,0,54,0,0,1
964,0,54,0,0,1
963,0,54,0,0,1
959,0,54,0,0,1
950,0,54,0,0,1
955,0,54,0,0,1
955,0,54,0,0,1
964,0,54,0,0,1
955,0,54,0,0,1
969,0,54,0,0,1
960,0,54,0,0,1
957,0,54,0,0,1
960,0,54,0,0,1
955,0,54,0,0,1
959,0,54,0,0,1
954,0,54,0,0,1
973,0,54,0,0,1
952,0,54,0,0,1
995,0,54,0,0,1
956,0,54,0,0,1
997,0,54,0,0,1
953,0,54,0,0,1
1005,0,54,0,0,1
987,0,54,0,0,1
1037,0,54,0,0,1
988,0,54,0,0,1
1026,0,54,0,0,1
995,0,54,0,0,1
1046,0,54,0,0,1
1019,0,54,0,0,1
1057,0,54,0,0,1
1031,0,54,0,0,1
1074,0,54,0,0,1
1040,0,54,0,0,1
1076,0,54,0,0,1
1025,0,54,0,0,1
1075,0,54,0,0,1
1032,0,54,0,0,1
1072,0,54,0,0,1
1053,0,54,0,0,1
1084,0,54,0,0,1
1066,0,54,0,0,1
1078,0,54,0,0,1
1036,0,54,0,0,1
1065,0,54,0,0,1
1052,0,54,0,0,1
1061,0,54,0,0,1
1026,0,54,0,0,1
1039,0,54,0,0,1
1014,0,54,0,0,1
1046,0,54,0,0,1
1025,0,54,0,0,1
1008,0,54,0,0,1
1014,0,54,0,0,1
1010,0,54,0,0,1
1026,0,54,0,0,1
1024,0,54,0,0,1
1024,0,54,0,0,1
1002,0,54,0,0,1
1017,0,54,0,0,1
974,0,54,0,0,1
1018,0,54,0,0,1
970,0,54,0,0,1
1043,0,54,0,0,1
975,0,54,0,0,1
1035,0,54,0,0,1
992,0,54,0,0,1
1047,0,54,0,0,1
990,0,54,0,0,1
1048,0,54,0,0,1
976,0,54,0,0,1
1043,0,54,0,0,1
1007,0,54,0,0,1
1043,0,54,0,0,1
994,0,54,0,0,1
1060,0,54,0,0,1
984,0,54,0,0,1
1051,0,54,0,0,1
1012,0,54,0,0,1
1055,0,54,0,0,1
1027,0,54,0,0,1
1052,0,54,0,0,1
1049,0,54,0,0,1
1037,0,54,0,0,1
1066,0,54,0,0,1
1031,0,54,0,0,1
1060,0,54,0,0,1
1027,0,54,0,0,1
1080,0,54,0,0,1
1020,0,54,0,0,1
1080,0,54,0,0,1
1008,0,54,0,0,1
1090,0,54,0,0,1
1033,0,54,0,0,1
1084,0,54,0,0,1
1036,0,54,0,0,1
1084,0,54,0,0,1
1046,0,54,0,0,1
1069,0,54,0,0,1
1041,0,54,0,0,1
1060,0,54,0,0,1
1047,0,54,0,0,1
1039,0,54,0,0,1
1045,0,54,0,0,1
1028,0,54,0,0,1
1044,0,54,0,0,1
1007,0,54,0,0,1
1058,0,54,0,0,1
