SuccessMTCD
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
3
3
3
3
3
3
3
9
12
12
12
12
12
12
12
18
19
19
19
19
19
19
19
27
32
33
33
33
33
33
33
42
45
46
46
46
46
46
46
56
60
60
60
60
60
60
60
73
77
77
77
77
77
77
77
92
103
107
109
109
109
109
109
122
130
135
137
138
139
139
139
152
160
167
169
170
171
171
171
186
196
204
207
210
210
210
210
224
236
247
255
259
261
262
263
279
293
302
309
314
318
321
322
337
351
363
371
376
377
377
377
391
403
411
417
422
426
427
427
442
457
471
482
491
493
494
494
511
527
541
554
563
569
572
574
589
604
618
631
641
646
649
651
668
683
696
709
718
727
735
739
758
774
787
800
810
820
826
830
847
864
878
889
898
903
907
910
927
942
957
969
979
987
993
997
1015
1032
1048
1062
1074
1083
1089
1094
1114
1131
1145
1158
1169
1179
1187
1194
1214
1230
1245
1259
1271
1281
1290
1297
1317
1335
1352
1366
1379
1390
1398
1406
1427
1447
1465
1480
1493
1506
1515
1521
1543
1563
1582
1599
1615
1627
1638
1647
1666
1684
1701
1717
1731
1744
1756
1763
1786
1807
1826
1844
1860
1873
1885
1895
1917
1938
1956
1973
1988
2003
2017
2028
2050
2070
2089
2108
2124
2139
2152
2164
2186
2207
2223
2238
2253
2265
2276
2285
2311
2336
2357
2376
2393
2410
2425
2437
2462
2484
2505
2525
2543
2559
2574
2587
2611
2635
2655
2674
2692
2708
2722
2735
2759
2783
2804
2824
2843
2860
2875
2887
2913
2938
2961
2982
3002
3019
3034
3046
3069
3091
3111
3130
3148
3163
3177
3189
3217
3242
3264
3283
3299
3315
3330
3344
3371
3395
3415
3434
3453
3471
3486
3500
3530
3560
3587
3611
3633
3654
3675
3693
3718
3741
3760
3778
3796
3810
3823
3835
3861
3887
3912
3935
3957
3977
3994
4008
4036
4058
4079
4098
4115
4130
4144
4157
4181
4205
4227
4247
4267
4281
4292
4302
4327
4351
4373
4394
4413
4431
4446
4459
4487
4513
4538
4560
4580
4598
4616
4633
4665
4693
4720
4744
4766
4786
4804
4822
4849
4875
4900
4924
4944
4962
4977
4989
5016
5037
5057
5076
5093
5108
5123
5135
5162
5185
5207
5229
5249
5266
5281
5295
5323
5349
5375
5400
5421
5439
5454
5468
5495
5518
5541
5564
5586
5605
5622
5637
5665
5690
5711
5731
5750
5767
5783
5798
5826
5851
5872
5892
5910
5925
5939
5953
5980
6006
6030
6052
6071
6089
6104
6118
6144
6168
6192
6215
6238
6259
6279
6297
6324
6346
6367
6387
6405
6419
6433
6445
6468
6490
6511
6531
6549
6565
6578
6588
6616
6642
6666
6687
6706
6722
6736
6750
6774
6798
6819
6838
6855
6871
6887
6900
6925
6949
6970
6990
7008
7025
7039
7049
7074
7098
7121
7142
7160
7176
7190
7203
7230
7255
7274
7291
7306
7320
7333
7345
7365
7383
7401
7418
7433
7448
7462
7470
7491
7511
7528
7545
7561
7575
7587
7596
7619
7640
7658
7676
7692
7705
7717
7729
7752
7770
7788
7806
7822
7835
7846
7856
7876
7892
7907
7921
7935
7947
7959
7967
7987
8002
8017
8032
8047
8060
8069
8075
8096
8116
8132
8148
8162
8175
8187
8195
8216
8234
8250
8266
8280
8292
8302
8310
8330
8348
8364
8378
8390
8399
8408
8415
8436
8453
8470
8486
8501
8514
8527
8537
8555
8572
8588
8602
8613
8621
8627
8631
8648
8664
8679
8692
8702
8709
8713
8716
8733
8748
8761
8773
8784
8791
8797
8802
8818
8834
8849
8860
8870
8877
8882
8885
8902
8919
8934
8947
8959
8968
8972
8975
8992
9008
9022
9035
9046
9052
9057
9060
9078
9094
9109
9124
9132
9138
9142
9146
9161
9176
9189
9200
9208
9213
9215
9215
9231
9246
9258
9266
9271
9275
9278
9280
9295
9309
9321
9330
9335
9338
9339
9340
9355
9369
9381
9389
9396
9399
9400
9400
9415
9429
9441
9450
9457
9460
9460
9460
9475
9487
9494
9498
9500
9501
9502
9503
9516
9526
9534
9541
9545
9547
9548
9549
9562
9573
9579
9583
9584
9585
9585
9585
9600
9614
9622
9627
9628
9628
9628
9628
9642
9651
9655
9656
9656
9656
9656
9656
9670
9682
9688
9691
9693
9693
9693
9693
9708
9719
9727
9731
9732
9732
9732
9732
9746
9755
9762
9767
9770
9771
9771
9771
9784
9795
9799
9801
9802
9802
