initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
3,51,0,3,0,0
1,53,0,1,0,0
2,52,0,2,0,0
0,54,0,0,0,0
2,52,0,2,0,0
4,50,0,4,0,0
1,53,0,1,0,0
4,50,0,4,0,0
3,51,0,3,0,0
3,51,0,3,0,0
2,52,0,2,0,0
2,52,0,2,0,0
2,52,0,2,0,0
2,52,0,2,0,0
5,50,1,3,0,0.0185185
3,51,0,3,0,0
4,50,0,4,0,0
3,51,0,3,0,0
4,50,0,4,0,0
5,49,0,5,0,0
3,51,0,3,0,0
3,51,0,3,0,0
3,51,0,3,0,0
6,48,0,6,0,0
5,49,0,5,0,0
6,48,0,6,0,0
6,48,0,6,0,0
5,49,0,5,0,0
3,51,0,3,0,0
4,50,0,4,0,0
3,51,0,3,0,0
8,48,2,4,0,0.037037
1,53,0,1,0,0
6,48,0,6,0,0
6,48,0,6,0,0
2,52,0,2,0,0
2,52,0,2,0,0
8,46,0,8,0,0
5,49,0,5,0,0
6,49,1,4,0,0.0185185
6,48,0,6,0,0
5,50,1,3,0,0.0185185
12,42,0,12,0,0
10,44,0,10,0,0
8,47,1,6,0,0.0185185
9,45,0,9,0,0
9,45,0,9,0,0
6,48,0,6,0,0
11,43,0,11,0,0
6,49,1,4,0,0.0185185
7,47,0,7,0,0
14,42,2,10,0,0.037037
11,44,1,9,0,0.0185185
14,40,0,14,0,0
14,41,1,12,0,0.0185185
10,47,3,4,0,0.0555556
16,41,2,11,0,0.037037
15,41,1,12,0,0.0185185
16,41,3,10,0,0.0555556
11,43,0,11,0,0
17,39,2,13,0,0.037037
9,45,0,9,0,0
13,41,0,13,0,0
6,48,0,6,0,0
12,45,3,6,0,0.0555556
16,39,1,14,0,0.0185185
18,38,2,14,0,0.037037
12,43,1,10,0,0.0185185
21,35,1,18,0,0.0185185
9,46,1,7,0,0.0185185
13,44,2,8,0,0.037037
15,42,3,9,0,0.0555556
16,38,0,16,0,0
15,41,2,11,0,0.037037
9,45,0,9,0,0
17,38,1,15,0,0.0185185
10,45,1,8,0,0.0185185
18,39,3,12,0,0.0555556
20,34,0,20,0,0
21,38,5,11,0,0.0925926
16,43,3,8,0,0.0555556
24,37,6,11,0,0.111111
29,33,7,14,0,0.12963
28,28,2,24,0,0.037037
27,29,2,23,0,0.037037
26,35,6,13,0,0.111111
23,36,5,13,0,0.0925926
40,22,6,26,0,0.111111
22,37,4,13,0,0.0740741
31,31,5,18,0,0.0925926
28,35,8,11,0,0.148148
31,29,6,19,0,0.111111
29,33,5,16,0,0.0925926
29,36,8,10,0,0.148148
31,30,6,18,0,0.111111
38,28,8,18,0,0.148148
32,30,7,17,0,0.12963
43,24,9,21,0,0.166667
39,25,8,21,0,0.148148
43,27,14,13,0,0.259259
32,31,7,16,0,0.12963
45,22,11,21,0,0.203704
34,26,6,22,0,0.111111
47,19,11,24,0,0.203704
37,26,8,20,0,0.148148
42,23,7,24,0,0.12963
37,22,5,27,0,0.0925926
43,22,10,22,0,0.185185
32,31,7,16,0,0.12963
42,24,10,20,0,0.185185
43,26,11,17,0,0.203704
35,24,5,25,0,0.0925926
52,23,13,18,0,0.240741
32,29,6,19,0,0.111111
57,19,15,20,0,0.277778
29,33,6,15,0,0.111111
65,17,17,20,0,0.314815
25,34,5,15,0,0.0925926
75,13,23,18,0,0.425926
43,24,11,19,0,0.203704
81,10,26,18,0,0.481481
63,17,17,20,0,0.314815
80,14,25,15,0,0.462963
63,20,17,17,0,0.314815
86,8,25,21,0,0.462963
68,13,19,22,0,0.351852
95,10,29,15,0,0.537037
75,14,22,18,0,0.407407
99,10,29,15,0,0.537037
76,16,23,15,0,0.425926
107,12,31,11,0,0.574074
91,10,33,11,0,0.611111
117,6,36,12,0,0.666667
104,8,31,15,0,0.574074
130,2,40,12,0,0.740741
115,3,36,15,0,0.666667
150,3,42,9,0,0.777778
138,1,42,11,0,0.777778
169,2,50,2,0,0.925926
158,3,41,10,0,0.759259
184,3,45,6,0,0.833333
183,1,48,5,0,0.888889
211,2,49,3,0,0.907407
203,1,47,6,0,0.87037
230,0,52,2,0,0.962963
235,2,50,2,0,0.925926
242,2,50,2,0,0.925926
261,1,51,2,0,0.944444
269,0,51,3,0,0.944444
280,1,51,2,0,0.944444
284,0,53,1,0,0.981481
283,0,53,1,0,0.981481
296,0,53,1,0,0.981481
308,1,53,0,0,0.981481
309,0,52,2,0,0.962963
331,0,53,1,0,0.981481
317,0,54,0,0,1
336,0,51,3,0,0.944444
317,0,53,1,0,0.981481
325,0,53,1,0,0.981481
326,0,53,1,0,0.981481
324,0,53,1,0,0.981481
324,0,53,1,0,0.981481
334,0,54,0,0,1
335,1,52,1,0,0.962963
326,0,54,0,0,1
347,0,53,1,0,0.981481
334,0,54,0,0,1
340,0,53,1,0,0.981481
343,0,53,1,0,0.981481
343,0,53,1,0,0.981481
362,0,54,0,0,1
345,0,54,0,0,1
369,0,54,0,0,1
348,1,53,0,0,0.981481
371,0,54,0,0,1
341,0,54,0,0,1
367,1,53,0,0,0.981481
353,0,53,1,0,0.981481
378,0,54,0,0,1
362,0,53,1,0,0.981481
379,0,54,0,0,1
368,0,54,0,0,1
378,0,53,1,0,0.981481
367,0,52,2,0,0.962963
379,0,54,0,0,1
354,0,54,0,0,1
390,0,54,0,0,1
365,0,54,0,0,1
391,0,54,0,0,1
374,0,54,0,0,1
378,0,53,1,0,0.981481
378,0,53,1,0,0.981481
374,0,54,0,0,1
385,0,54,0,0,1
373,0,53,1,0,0.981481
390,0,53,1,0,0.981481
387,0,54,0,0,1
387,0,53,1,0,0.981481
397,0,54,0,0,1
389,0,54,0,0,1
412,0,54,0,0,1
393,0,54,0,0,1
421,0,54,0,0,1
409,0,54,0,0,1
433,0,54,0,0,1
420,0,53,1,0,0.981481
431,0,54,0,0,1
418,0,54,0,0,1
441,0,54,0,0,1
421,1,53,0,0,0.981481
453,0,54,0,0,1
428,0,54,0,0,1
458,0,54,0,0,1
430,0,53,1,0,0.981481
463,0,54,0,0,1
433,0,54,0,0,1
471,0,54,0,0,1
444,0,54,0,0,1
484,0,54,0,0,1
437,0,54,0,0,1
475,0,54,0,0,1
438,0,53,1,0,0.981481
482,1,53,0,0,0.981481
428,0,54,0,0,1
490,0,54,0,0,1
437,0,54,0,0,1
484,0,53,1,0,0.981481
456,0,54,0,0,1
479,0,54,0,0,1
461,0,54,0,0,1
482,0,54,0,0,1
467,0,54,0,0,1
485,0,54,0,0,1
466,0,54,0,0,1
493,0,54,0,0,1
470,0,54,0,0,1
481,0,54,0,0,1
472,0,54,0,0,1
478,0,54,0,0,1
485,0,54,0,0,1
490,0,54,0,0,1
481,0,54,0,0,1
491,0,54,0,0,1
489,0,54,0,0,1
487,0,54,0,0,1
490,0,54,0,0,1
480,0,54,0,0,1
488,0,54,0,0,1
489,0,54,0,0,1
498,0,54,0,0,1
496,0,54,0,0,1
490,0,54,0,0,1
487,0,54,0,0,1
498,0,54,0,0,1
484,0,54,0,0,1
496,0,54,0,0,1
483,0,54,0,0,1
497,0,54,0,0,1
490,0,54,0,0,1
502,0,54,0,0,1
497,0,54,0,0,1
518,0,54,0,0,1
499,0,54,0,0,1
511,0,54,0,0,1
504,0,54,0,0,1
529,0,54,0,0,1
532,0,54,0,0,1
527,0,54,0,0,1
533,0,54,0,0,1
528,0,54,0,0,1
531,0,54,0,0,1
553,0,54,0,0,1
536,0,54,0,0,1
552,0,54,0,0,1
542,0,54,0,0,1
569,0,54,0,0,1
552,0,54,0,0,1
579,0,54,0,0,1
542,0,54,0,0,1
583,0,54,0,0,1
536,0,54,0,0,1
582,0,54,0,0,1
534,0,54,0,0,1
601,0,54,0,0,1
529,0,54,0,0,1
589,0,54,0,0,1
527,0,54,0,0,1
596,0,54,0,0,1
520,0,54,0,0,1
590,0,54,0,0,1
528,0,54,0,0,1
575,0,54,0,0,1
537,0,54,0,0,1
579,0,54,0,0,1
544,0,54,0,0,1
576,0,54,0,0,1
542,0,54,0,0,1
579,0,54,0,0,1
556,0,54,0,0,1
568,0,54,0,0,1
566,0,54,0,0,1
568,0,54,0,0,1
584,0,54,0,0,1
555,0,54,0,0,1
580,0,54,0,0,1
557,0,54,0,0,1
573,0,54,0,0,1
562,0,54,0,0,1
574,0,54,0,0,1
564,0,54,0,0,1
563,0,54,0,0,1
569,0,54,0,0,1
563,0,54,0,0,1
571,0,54,0,0,1
559,0,54,0,0,1
569,0,54,0,0,1
580,0,54,0,0,1
555,0,54,0,0,1
582,0,54,0,0,1
567,0,54,0,0,1
574,0,54,0,0,1
570,0,54,0,0,1
578,0,54,0,0,1
597,0,54,0,0,1
600,0,54,0,0,1
597,0,54,0,0,1
604,0,54,0,0,1
603,0,54,0,0,1
631,0,54,0,0,1
626,0,54,0,0,1
639,0,54,0,0,1
619,0,54,0,0,1
647,0,54,0,0,1
622,0,54,0,0,1
660,0,54,0,0,1
615,0,54,0,0,1
646,0,54,0,0,1
627,0,54,0,0,1
649,0,54,0,0,1
641,0,54,0,0,1
657,0,54,0,0,1
652,0,54,0,0,1
644,0,54,0,0,1
625,0,54,0,0,1
631,0,54,0,0,1
629,0,54,0,0,1
630,0,54,0,0,1
610,0,54,0,0,1
618,0,54,0,0,1
596,0,54,0,0,1
634,0,54,0,0,1
610,0,54,0,0,1
617,0,54,0,0,1
606,0,54,0,0,1
609,0,54,0,0,1
620,0,54,0,0,1
627,0,54,0,0,1
619,0,54,0,0,1
610,0,54,0,0,1
615,0,54,0,0,1
595,0,54,0,0,1
614,0,54,0,0,1
588,0,53,1,0,0.981481
627,0,54,0,0,1
588,0,54,0,0,1
627,0,54,0,0,1
595,0,54,0,0,1
630,0,54,0,0,1
587,0,54,0,0,1
632,0,54,0,0,1
572,0,54,0,0,1
628,0,54,0,0,1
590,0,54,0,0,1
629,0,54,0,0,1
581,0,54,0,0,1
634,0,54,0,0,1
569,0,54,0,0,1
631,0,54,0,0,1
587,0,54,0,0,1
637,0,54,0,0,1
596,0,54,0,0,1
635,0,54,0,0,1
615,0,54,0,0,1
632,0,54,0,0,1
638,0,54,0,0,1
636,0,54,0,0,1
636,0,54,0,0,1
628,0,54,0,0,1
647,0,54,0,0,1
617,0,54,0,0,1
645,0,54,0,0,1
604,0,54,0,0,1
648,0,54,0,0,1
612,0,54,0,0,1
646,0,54,0,0,1
617,0,54,0,0,1
646,0,54,0,0,1
614,0,54,0,0,1
624,0,54,0,0,1
611,0,54,0,0,1
620,0,54,0,0,1
603,0,54,0,0,1
603,0,54,0,0,1
610,0,54,0,0,1
590,0,54,0,0,1
