1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,total_request
6,3,0,2,3,2,1,5,2,2,8,0,3,3,1,3,1,4,0,0,2,2,4,2,3,1,3,4,3,3,5,3,0,1,3,0,2,2,2,5,5,1,3,2,3,5,2,1,2,3,126
1,2,4,4,2,1,6,3,2,3,1,3,1,3,2,1,3,1,5,3,2,0,2,2,2,3,0,4,2,1,3,2,0,3,2,1,4,3,4,3,2,2,1,2,2,4,3,1,2,3,116
2,3,0,4,1,2,4,1,2,1,2,2,3,2,5,4,4,1,3,4,4,6,1,2,3,1,2,1,4,2,1,1,2,4,2,5,7,2,1,7,4,5,4,1,1,1,1,2,3,2,132
4,4,2,1,4,3,1,2,3,2,1,1,1,3,4,3,1,1,3,6,3,4,3,1,3,4,3,4,4,0,5,7,5,0,0,5,0,2,1,3,0,1,4,1,1,4,3,5,4,3,133
2,3,3,3,2,1,5,1,2,3,1,4,4,4,3,0,3,5,3,2,5,2,0,1,4,3,4,3,2,5,4,2,0,3,2,3,3,4,2,6,2,2,4,2,1,1,2,2,3,5,136
5,1,1,3,1,4,4,1,1,1,2,3,6,3,4,1,1,4,4,3,1,0,2,3,3,0,4,1,3,2,4,2,1,0,4,4,0,1,0,1,2,3,3,6,0,5,3,2,4,4,121
4,2,0,3,1,5,0,1,3,0,3,2,3,0,2,5,1,2,3,4,3,2,4,3,1,6,3,4,5,4,3,3,5,7,2,5,3,4,5,3,5,4,5,3,3,2,2,4,3,2,152
3,2,3,4,3,4,1,3,1,5,3,3,2,4,1,1,4,1,2,2,3,4,3,3,4,1,8,0,5,3,1,6,3,2,7,6,1,2,3,5,2,2,2,2,2,2,4,4,3,5,150
2,6,6,4,0,1,1,3,3,1,4,3,1,3,2,2,3,3,3,3,4,3,5,1,3,3,4,6,1,3,5,3,3,1,3,3,4,2,1,3,2,3,5,3,5,4,3,5,4,2,151
1,0,4,0,5,1,3,3,3,1,4,2,5,0,1,5,4,2,2,3,1,2,3,2,5,6,5,4,1,3,3,3,1,3,7,4,2,7,3,3,2,5,0,5,2,5,5,6,1,1,149
6,6,3,2,1,1,5,8,4,2,0,3,2,5,2,1,5,2,3,4,3,3,4,2,2,2,2,5,3,3,4,4,0,4,4,7,3,1,4,0,6,2,2,4,2,6,3,2,3,4,159
1,3,2,1,3,5,4,2,5,3,3,1,5,3,2,0,9,1,6,3,2,1,2,1,3,3,3,4,3,3,5,5,5,2,5,5,2,2,0,1,4,0,3,4,3,2,1,5,1,1,143
3,2,6,1,2,6,1,1,6,1,4,1,8,4,4,1,0,3,3,3,4,7,3,5,1,3,3,3,4,3,2,3,2,2,5,2,1,1,3,4,3,2,2,3,9,3,7,1,3,2,156
4,3,2,4,4,5,6,4,1,2,2,3,4,6,4,2,5,8,3,0,2,2,4,6,2,2,1,1,5,3,2,5,3,3,2,4,3,1,2,1,2,3,5,2,1,3,3,1,4,5,155
6,3,8,2,4,6,1,4,6,5,5,3,0,6,3,5,3,4,1,6,4,3,8,3,4,1,2,5,3,3,6,6,2,3,2,2,5,3,5,4,4,5,4,3,4,1,4,4,7,4,195
5,3,1,2,2,3,2,5,3,3,3,1,3,3,2,2,2,0,5,4,1,5,3,2,1,1,3,7,2,0,6,4,1,1,5,1,2,0,3,1,2,4,5,2,1,6,6,5,2,4,140
1,2,1,0,6,0,4,4,5,2,4,3,3,4,6,2,3,6,3,7,1,3,4,2,4,2,2,6,3,5,2,3,6,4,5,1,2,6,6,3,5,5,7,8,5,2,2,2,3,3,178
1,2,4,3,3,1,4,1,0,2,3,2,5,5,3,5,4,2,6,3,3,2,8,2,1,1,4,5,3,3,1,2,3,4,1,2,1,1,3,5,4,1,1,2,5,4,3,3,6,1,144
2,4,2,4,4,4,0,2,4,1,4,7,3,4,2,1,7,1,0,6,2,3,6,1,2,2,0,4,2,4,3,1,5,1,5,4,1,2,5,3,5,2,3,2,1,2,5,3,3,1,145
1,1,6,3,2,2,6,3,1,3,4,3,5,2,0,6,4,5,3,3,6,3,3,3,3,1,4,4,4,6,5,4,6,6,1,3,2,1,0,3,3,0,1,3,5,2,3,1,3,5,157
3,6,3,6,4,1,1,2,5,5,3,2,2,5,7,5,2,4,7,4,4,2,3,1,2,6,1,3,2,5,4,8,4,1,3,1,4,5,5,3,1,5,2,7,3,2,6,2,2,2,176
2,4,6,5,3,4,1,4,6,2,5,4,2,4,2,4,4,5,3,3,5,4,2,6,4,5,2,4,6,6,5,2,3,4,4,5,5,3,4,5,2,5,3,0,5,1,3,2,3,7,188
