initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility,PACB
18,36,0,18,0,0,0.125
12,42,0,12,0,0,0.125
8,46,0,8,0,0,0.125
8,48,0,6,0,0,0.125
14,42,0,12,0,0,0.125
19,37,0,17,0,0,0.125
24,32,0,22,0,0,0.125
24,31,0,23,0,0,0.125
21,34,0,20,0,0,0.125
14,41,0,13,0,0,0.125
9,46,0,8,0,0,0.125
14,41,0,13,0,0,0.125
15,40,0,14,0,0,0.125
19,36,0,18,0,0,0.125
23,32,0,22,0,0,0.125
27,31,0,23,0,0,0.125
23,34,0,20,0,0,0.125
19,38,0,16,0,0,0.125
17,40,0,14,0,0,0.125
16,40,0,14,0,0,0.125
16,40,0,14,0,0,0.125
18,38,0,16,0,0,0.125
24,32,0,22,0,0,0.125
26,31,0,23,0,0,0.125
24,33,0,21,0,0,0.125
22,35,0,19,0,0,0.125
23,34,0,20,0,0,0.125
20,35,0,19,0,0,0.125
21,35,0,19,0,0,0.125
24,32,0,22,0,0,0.125
27,29,0,25,0,0,0.125
28,31,0,23,0,0,0.125
25,32,0,22,0,0,0.125
31,26,0,28,0,0,0.125
28,29,0,25,0,0,0.125
26,31,0,23,0,0,0.125
26,31,0,23,0,0,0.125
28,30,0,24,0,0,0.125
29,29,0,25,0,0,0.125
36,29,0,25,0,0,0.125
35,28,0,26,0,0,0.125
34,29,0,25,0,0,0.125
33,28,0,26,0,0,0.125
22,33,0,21,0,0,0.125
26,29,0,25,0,0,0.125
24,32,0,22,0,0,0.125
26,30,0,24,0,0,0.125
30,30,0,24,0,0,0.125
29,31,0,23,0,0,0.125
27,32,0,22,0,0,0.125
29,30,0,24,0,0,0.125
37,25,0,29,0,0,0.125
37,26,0,28,0,0,0.125
38,27,0,27,0,0,0.125
36,29,0,25,0,0,0.125
39,29,0,25,0,0,0.125
37,30,0,24,0,0,0.125
37,28,0,26,0,0,0.125
37,27,0,27,0,0,0.125
30,31,0,23,0,0,0.125
32,30,0,24,0,0,0.125
32,30,0,24,0,0,0.125
34,30,0,24,0,0,0.125
45,28,0,26,0,0,0.125
46,26,0,28,0,0,0.125
45,24,0,30,0,0,0.125
47,21,0,30,3,0,0.125
40,24,0,30,0,0,0.125
37,27,0,27,0,0,0.125
39,26,0,28,0,0,0.125
38,29,0,25,0,0,0.125
37,29,0,25,0,0,0.125
38,26,0,28,0,0,0.125
39,23,0,30,1,0,0.125
39,23,0,30,1,0,0.125
39,21,0,30,3,0,0.125
38,22,0,30,2,0,0.125
35,24,0,30,0,0,0.125
34,28,0,26,0,0,0.125
47,29,0,25,0,0,0.125
49,24,0,30,0,0,0.125
49,22,0,30,2,0,0.125
48,21,0,30,3,0,0.125
47,20,0,30,4,0,0.125
47,22,0,30,2,0,0.125
46,25,0,29,0,0,0.125
43,29,0,25,0,0,0.125
50,27,0,27,0,0,0.125
55,20,0,30,4,0,0.125
55,17,0,30,7,0,0.125
57,12,0,30,12,0,0.125
52,17,0,30,7,0,0.125
47,21,0,30,3,0,0.125
48,24,0,30,0,0,0.125
46,28,0,26,0,0,0.125
48,27,0,27,0,0,0.125
48,26,0,28,0,0,0.125
52,20,0,30,4,0,0.125
50,20,0,30,4,0,0.125
63,18,0,30,6,0,0.125
60,20,0,30,4,0,0.125
57,25,0,29,0,0,0.125
56,27,0,27,0,0,0.125
59,27,0,27,0,0,0.125
59,25,0,29,0,0,0.125
58,22,0,30,2,0,0.125
60,18,0,30,6,0,0.125
60,18,0,30,6,0,0.125
58,20,0,30,4,0,0.125
61,25,0,29,0,0,0.125
58,28,0,26,0,0,0.125
63,26,0,28,0,0,0.125
62,22,0,30,2,0,0.125
66,18,0,30,6,0,0.125
66,17,0,30,7,0,0.125
67,18,0,30,6,0,0.125
68,20,0,30,4,0,0.125
65,24,0,30,0,0,0.125
62,26,0,28,0,0,0.125
64,27,0,27,0,0,0.125
66,24,0,30,0,0,0.125
65,21,0,30,3,0,0.125
68,19,0,30,5,0,0.125
73,15,0,30,9,0,0.125
72,17,0,30,7,0,0.125
70,22,0,30,2,0,0.125
67,26,0,28,0,0,0.125
66,23,0,30,1,0,0.125
66,18,0,30,6,0,0.125
68,16,0,30,8,0,0.125
71,13,0,30,11,0,0.125
71,18,0,30,6,0,0.125
68,21,0,30,3,0,0.125
64,24,0,30,0,0,0.125
65,26,0,28,0,0,0.125
65,24,0,30,0,0,0.125
65,23,0,30,1,0,0.125
68,20,0,30,4,0,0.125
67,18,0,30,6,0,0.125
70,18,0,30,6,0,0.125
69,20,0,30,4,0,0.125
71,22,0,30,2,0,0.125
71,25,0,29,0,0,0.125
80,22,0,30,2,0,0.125
80,20,0,30,4,0,0.125
79,18,0,30,6,0,0.125
78,17,0,30,7,0,0.125
76,18,0,30,6,0,0.125
77,20,0,30,4,0,0.125
77,20,0,30,4,0,0.125
78,23,0,30,1,0,0.125
78,24,0,30,0,0,0.125
81,21,0,30,3,0,0.125
83,17,0,30,7,0,0.125
86,12,0,30,12,0,0.125
83,15,0,30,9,0,0.125
81,18,0,30,6,0,0.125
78,20,0,30,4,0,0.125
76,21,0,30,3,0,0.125
78,22,0,30,2,0,0.125
79,20,0,30,4,0,0.125
81,18,0,30,6,0,0.125
79,17,0,30,7,0,0.125
82,17,0,30,7,0,0.125
82,19,0,30,5,0,0.125
78,22,0,30,2,0,0.125
76,24,0,30,0,0,0.125
84,21,0,30,3,0,0.125
86,18,0,30,6,0,0.125
85,17,0,30,7,0,0.125
85,13,0,30,11,0,0.125
83,16,0,30,8,0,0.125
81,18,0,30,6,0,0.125
80,20,0,30,4,0,0.125
78,25,0,29,0,0,0.125
81,21,0,30,3,0,0.125
84,18,0,30,6,0,0.125
84,17,0,30,7,0,0.125
88,15,0,30,9,0,0.125
93,11,0,30,13,0,0.125
93,13,0,30,11,0,0.125
88,17,0,30,7,0,0.125
84,21,0,30,3,0,0.125
84,22,0,30,2,0,0.125
85,21,0,30,3,0,0.125
85,20,0,30,4,0,0.125
87,19,0,30,5,0,0.125
93,10,0,30,14,0,0.125
89,16,0,30,8,0,0.125
88,18,0,30,6,0,0.125
87,21,0,30,3,0,0.125
89,20,0,30,4,0,0.125
89,19,0,30,5,0,0.125
91,15,0,30,9,0,0.125
91,15,0,30,9,0,0.125
99,14,0,30,10,0,0.125
93,17,0,30,7,0,0.125
91,17,0,30,7,0,0.125
89,19,0,30,5,0,0.125
86,24,0,30,0,0,0.125
89,20,0,30,4,0,0.125
87,18,0,30,6,0,0.125
89,14,0,30,10,0,0.125
95,13,0,30,11,0,0.125
93,17,0,30,7,0,0.125
92,17,0,30,7,0,0.125
93,18,0,30,6,0,0.125
91,20,0,30,4,0,0.125
93,17,0,30,7,0,0.125
95,13,0,30,11,0,0.125
97,10,0,30,14,0,0.125
95,12,0,30,12,0,0.125
93,15,0,30,9,0,0.125
91,19,0,30,5,0,0.125
91,21,0,30,3,0,0.125
92,18,0,30,6,0,0.125
93,16,0,30,8,0,0.125
98,11,0,30,13,0,0.125
105,7,0,30,17,0,0.125
106,9,0,30,15,0,0.125
103,12,0,30,12,0,0.125
100,14,0,30,10,0,0.125
98,17,0,30,7,0,0.125
94,18,0,30,6,0,0.125
97,15,0,30,9,0,0.125
98,13,0,30,11,0,0.125
101,10,0,30,14,0,0.125
110,8,0,30,16,0,0.125
108,8,0,30,16,0,0.125
104,11,0,30,13,0,0.125
102,13,0,30,11,0,0.125
101,12,0,30,12,0,0.125
105,10,1,30,13,0.0185185,0.125
107,9,0,30,15,0,0.125
112,7,0,30,17,0,0.125
115,6,1,30,17,0.0185185,0.125
109,8,0,30,16,0,0.125
109,8,0,30,16,0,0.125
105,11,1,30,12,0.0185185,0.125
117,6,2,30,16,0.037037,0.125
117,5,0,30,19,0,0.125
121,6,0,30,18,0,0.125
119,5,0,30,19,0,0.125
108,13,1,30,10,0.0185185,0.125
104,14,0,30,10,0,0.125
100,17,0,30,7,0,0.125
100,17,0,30,7,0,0.125
115,8,2,30,14,0.037037,0.118304
115,6,0,30,18,0,0.118304
120,5,0,30,19,0,0.118304
125,3,1,30,20,0.0185185,0.118304
123,4,0,30,20,0,0.118304
119,5,0,30,19,0,0.118304
117,6,0,30,18,0,0.118304
111,9,0,30,15,0,0.118304
109,13,1,30,10,0.0185185,0.125
115,10,1,30,13,0.0185185,0.125
123,6,1,30,17,0.0185185,0.125
123,5,1,30,18,0.0185185,0.125
120,6,1,30,17,0.0185185,0.125
117,9,1,30,14,0.0185185,0.125
114,10,0,30,14,0,0.125
108,13,0,30,11,0,0.125
125,5,1,30,18,0.0185185,0.118304
128,4,1,30,19,0.0185185,0.118304
131,7,1,30,16,0.0185185,0.118304
133,6,0,30,18,0,0.118304
121,5,0,30,19,0,0.118304
113,9,0,30,15,0,0.118304
111,9,0,30,15,0,0.118304
109,12,1,30,11,0.0185185,0.118304
129,5,3,30,16,0.0555556,0.121875
134,2,1,30,21,0.0185185,0.121875
134,3,0,30,21,0,0.121875
137,3,0,30,21,0,0.121875
141,0,2,30,22,0.037037,0.121875
136,1,1,30,22,0.0185185,0.121875
128,3,0,30,21,0,0.121875
124,4,1,30,19,0.0185185,0.121875
121,8,2,30,14,0.037037,0.110491
126,5,2,30,17,0.037037,0.110491
124,6,1,30,17,0.0185185,0.110491
129,4,0,30,20,0,0.110491
135,3,2,30,19,0.037037,0.110491
129,5,1,30,18,0.0185185,0.110491
129,5,1,30,18,0.0185185,0.110491
125,6,0,30,18,0,0.110491
129,4,2,30,18,0.037037,0.114062
141,3,4,30,17,0.0740741,0.114062
131,3,2,30,19,0.037037,0.114062
135,3,0,30,21,0,0.114062
145,1,2,30,21,0.037037,0.114062
146,0,2,30,22,0.037037,0.114062
142,2,1,30,21,0.0185185,0.114062
135,2,0,30,22,0,0.114062
131,5,3,30,16,0.0555556,0.0839286
130,2,3,30,19,0.0555556,0.0839286
132,1,2,30,21,0.037037,0.0839286
138,1,3,30,20,0.0555556,0.0839286
140,1,2,30,21,0.037037,0.0839286
137,1,2,30,21,0.037037,0.0839286
141,0,4,30,20,0.0740741,0.0839286
133,6,3,30,15,0.0555556,0.0839286
134,3,2,30,19,0.037037,0.0567956
143,1,4,30,19,0.0740741,0.0567956
143,1,3,30,20,0.0555556,0.0567956
139,1,2,30,21,0.037037,0.0567956
150,0,4,30,20,0.0740741,0.0567956
146,0,2,30,22,0.037037,0.0567956
140,1,3,30,20,0.0555556,0.0567956
136,2,1,30,21,0.0185185,0.0567956
134,4,4,30,16,0.0740741,0.0610119
145,4,4,30,16,0.0740741,0.0610119
138,5,3,30,16,0.0555556,0.0610119
146,3,4,30,17,0.0740741,0.0610119
144,2,4,30,18,0.0740741,0.0610119
136,4,3,30,17,0.0555556,0.0610119
130,4,1,30,19,0.0185185,0.0610119
133,5,3,30,16,0.0555556,0.0610119
145,3,4,30,17,0.0740741,0.0490846
156,2,4,30,18,0.0740741,0.0490846
159,2,4,30,18,0.0740741,0.0490846
153,1,4,30,19,0.0740741,0.0490846
157,0,4,30,20,0.0740741,0.0490846
152,0,3,30,21,0.0555556,0.0490846
148,1,4,30,19,0.0740741,0.0490846
144,4,4,30,16,0.0740741,0.0490846
140,2,4,30,18,0.0740741,0.0308437
143,2,4,30,18,0.0740741,0.0308437
146,2,3,30,19,0.0555556,0.0308437
146,3,2,30,19,0.037037,0.0308437
159,0,4,30,20,0.0740741,0.0308437
155,0,4,30,20,0.0740741,0.0308437
150,0,3,30,21,0.0555556,0.0308437
144,0,3,30,21,0.0555556,0.0308437
149,4,4,30,16,0.0740741,0.0371877
146,2,4,30,18,0.0740741,0.0371877
150,2,4,30,18,0.0740741,0.0371877
150,1,3,30,20,0.0555556,0.0371877
151,2,4,30,18,0.0740741,0.0371877
140,3,3,30,18,0.0555556,0.0371877
148,3,4,30,17,0.0740741,0.0371877
139,5,4,30,15,0.0740741,0.0371877
146,3,4,30,17,0.0740741,0.0282291
148,2,3,30,19,0.0555556,0.0282291
142,1,3,30,20,0.0555556,0.0282291
146,1,3,30,20,0.0555556,0.0282291
155,2,3,30,19,0.0555556,0.0282291
149,1,3,30,20,0.0555556,0.0282291
149,1,3,30,20,0.0555556,0.0282291
144,1,4,30,19,0.0740741,0.0282291
145,4,4,30,16,0.0740741,0.0369867
148,4,4,30,16,0.0740741,0.0369867
149,1,4,30,19,0.0740741,0.0369867
161,0,4,30,20,0.0740741,0.0369867
161,0,4,30,20,0.0740741,0.0369867
168,0,4,30,20,0.0740741,0.0369867
157,2,4,30,18,0.0740741,0.0369867
140,3,3,30,18,0.0555556,0.0369867
136,3,3,30,18,0.0555556,0.0232334
149,1,3,30,20,0.0555556,0.0232334
156,0,4,30,20,0.0740741,0.0232334
154,0,4,30,20,0.0740741,0.0232334
158,2,4,30,18,0.0740741,0.0232334
158,2,4,30,18,0.0740741,0.0232334
153,3,4,30,17,0.0740741,0.0232334
143,4,4,30,16,0.0740741,0.0232334
147,2,4,30,18,0.0740741,0.0296471
153,1,4,30,19,0.0740741,0.0296471
153,1,4,30,19,0.0740741,0.0296471
160,1,4,30,19,0.0740741,0.0296471
155,1,4,30,19,0.0740741,0.0296471
164,1,4,30,19,0.0740741,0.0296471
160,2,4,30,18,0.0740741,0.0296471
160,4,4,30,16,0.0740741,0.0296471
145,6,4,30,14,0.0740741,0.0200267
141,4,4,30,16,0.0740741,0.0200267
142,4,4,30,16,0.0740741,0.0200267
149,3,4,30,17,0.0740741,0.0200267
152,0,3,30,21,0.0555556,0.0200267
158,1,4,30,19,0.0740741,0.0200267
151,1,4,30,19,0.0740741,0.0200267
151,1,4,30,19,0.0740741,0.0200267
144,5,4,30,15,0.0740741,0.026333
152,5,4,30,15,0.0740741,0.026333
161,5,4,30,15,0.0740741,0.026333
163,2,4,30,18,0.0740741,0.026333
160,2,4,30,18,0.0740741,0.026333
154,3,4,30,17,0.0740741,0.026333
157,3,4,30,17,0.0740741,0.026333
149,6,4,30,14,0.0740741,0.026333
138,2,3,30,19,0.0555556,0.0176421
142,2,3,30,19,0.0555556,0.0176421
153,2,4,30,18,0.0740741,0.0176421
160,2,4,30,18,0.0740741,0.0176421
150,2,4,30,18,0.0740741,0.0176421
149,2,3,30,19,0.0555556,0.0176421
147,2,4,30,18,0.0740741,0.0176421
150,4,4,30,16,0.0740741,0.0176421
151,6,4,30,14,0.0740741,0.0256986
152,5,4,30,15,0.0740741,0.0256986
155,5,4,30,15,0.0740741,0.0256986
165,1,4,30,19,0.0740741,0.0256986
165,1,4,30,19,0.0740741,0.0256986
175,1,4,30,19,0.0740741,0.0256986
158,3,4,30,17,0.0740741,0.0256986
146,4,4,30,16,0.0740741,0.0256986
137,6,4,30,14,0.0740741,0.0157416
145,3,4,30,17,0.0740741,0.0157416
150,1,4,30,19,0.0740741,0.0157416
155,0,4,30,20,0.0740741,0.0157416
158,2,4,30,18,0.0740741,0.0157416
152,3,4,30,17,0.0740741,0.0157416
151,3,4,30,17,0.0740741,0.0157416
145,5,4,30,15,0.0740741,0.0157416
133,11,4,30,9,0.0740741,0.0204558
134,7,4,30,13,0.0740741,0.0204558
133,4,4,30,16,0.0740741,0.0204558
161,4,4,30,16,0.0740741,0.0204558
152,2,4,30,18,0.0740741,0.0204558
146,3,4,30,17,0.0740741,0.0204558
149,3,4,30,17,0.0740741,0.0204558
146,6,4,30,14,0.0740741,0.0204558
137,11,4,30,9,0.0740741,0.0192184
137,6,4,30,14,0.0740741,0.0192184
149,5,4,30,15,0.0740741,0.0192184
137,5,4,30,15,0.0740741,0.0192184
162,2,4,30,18,0.0740741,0.0192184
147,3,4,30,17,0.0740741,0.0192184
147,4,4,30,16,0.0740741,0.0192184
143,4,4,30,16,0.0740741,0.0192184
132,6,4,30,14,0.0740741,0.0175025
134,5,4,30,15,0.0740741,0.0175025
137,5,4,30,15,0.0740741,0.0175025
152,3,4,30,17,0.0740741,0.0175025
146,5,4,30,15,0.0740741,0.0175025
132,7,4,30,13,0.0740741,0.0175025
139,9,4,30,11,0.0740741,0.0175025
135,11,4,30,9,0.0740741,0.0175025
137,11,4,30,9,0.0740741,0.0206215
139,11,4,30,9,0.0740741,0.0206215
147,6,4,30,14,0.0740741,0.0206215
152,4,4,30,16,0.0740741,0.0206215
154,2,4,30,18,0.0740741,0.0206215
149,3,4,30,17,0.0740741,0.0206215
151,6,4,30,14,0.0740741,0.0206215
147,10,4,30,10,0.0740741,0.0206215
119,13,4,30,7,0.0740741,0.014122
143,8,4,30,12,0.0740741,0.014122
130,7,4,30,13,0.0740741,0.014122
137,5,4,30,15,0.0740741,0.014122
148,3,4,30,17,0.0740741,0.014122
129,7,4,30,13,0.0740741,0.014122
133,8,4,30,12,0.0740741,0.014122
126,9,3,30,12,0.0555556,0.014122
142,8,4,30,12,0.0740741,0.0220159
150,7,4,30,13,0.0740741,0.0220159
160,5,4,30,15,0.0740741,0.0220159
145,4,4,30,16,0.0740741,0.0220159
159,7,4,30,13,0.0740741,0.0220159
133,10,4,30,10,0.0740741,0.0220159
147,12,4,30,8,0.0740741,0.0220159
139,12,4,30,8,0.0740741,0.0220159
126,9,4,30,11,0.0740741,0.0137858
127,7,4,30,13,0.0740741,0.0137858
134,4,4,30,16,0.0740741,0.0137858
131,2,4,30,18,0.0740741,0.0137858
141,6,4,30,14,0.0740741,0.0137858
126,7,4,30,13,0.0740741,0.0137858
122,8,4,30,12,0.0740741,0.0137858
121,11,4,30,9,0.0740741,0.0137858
138,13,4,30,7,0.0740741,0.0231299
129,11,4,30,9,0.0740741,0.0231299
147,8,4,30,12,0.0740741,0.0231299
153,6,4,30,14,0.0740741,0.0231299
153,4,4,30,16,0.0740741,0.0231299
146,4,4,30,16,0.0740741,0.0231299
139,6,4,30,14,0.0740741,0.0231299
139,9,4,30,11,0.0740741,0.0231299
129,15,4,30,5,0.0740741,0.0131142
117,12,4,30,8,0.0740741,0.0131142
123,9,4,30,11,0.0740741,0.0131142
124,8,3,30,13,0.0555556,0.0131142
132,7,4,30,13,0.0740741,0.0131142
120,10,4,30,10,0.0740741,0.0131142
118,11,4,30,9,0.0740741,0.0131142
122,13,4,30,7,0.0740741,0.0131142
131,15,4,30,5,0.0740741,0.0223571
143,14,4,30,6,0.0740741,0.0223571
143,11,4,30,9,0.0740741,0.0223571
140,9,4,30,11,0.0740741,0.0223571
139,9,4,30,11,0.0740741,0.0223571
134,11,4,30,9,0.0740741,0.0223571
140,11,4,30,9,0.0740741,0.0223571
126,13,4,30,7,0.0740741,0.0223571
105,16,4,30,4,0.0740741,0.0130528
106,14,4,30,6,0.0740741,0.0130528
124,11,4,30,9,0.0740741,0.0130528
106,5,4,30,15,0.0740741,0.0130528
114,12,4,30,8,0.0740741,0.0130528
113,14,3,30,7,0.0555556,0.0130528
113,14,4,30,6,0.0740741,0.0130528
108,18,4,30,2,0.0740741,0.0130528
135,18,4,30,2,0.0740741,0.0244727
134,16,4,30,4,0.0740741,0.0244727
138,14,4,30,6,0.0740741,0.0244727
132,13,4,30,7,0.0740741,0.0244727
138,11,4,30,9,0.0740741,0.0244727
129,13,4,30,7,0.0740741,0.0244727
129,13,4,30,7,0.0740741,0.0244727
129,16,4,30,4,0.0740741,0.0244727
107,17,4,30,3,0.0740741,0.0116397
100,15,3,30,6,0.0555556,0.0116397
107,12,4,30,8,0.0740741,0.0116397
104,12,4,30,8,0.0740741,0.0116397
114,10,4,30,10,0.0740741,0.0116397
111,11,4,30,9,0.0740741,0.0116397
112,13,3,30,8,0.0555556,0.0116397
108,16,3,30,5,0.0555556,0.0116397
128,16,4,30,4,0.0740741,0.0268935
135,14,4,30,6,0.0740741,0.0268935
132,12,4,30,8,0.0740741,0.0268935
134,10,4,30,10,0.0740741,0.0268935
125,6,4,30,14,0.0740741,0.0268935
127,11,4,30,9,0.0740741,0.0268935
122,15,4,30,5,0.0740741,0.0268935
121,18,4,30,2,0.0740741,0.0268935
100,17,4,30,3,0.0740741,0.0116343
102,14,3,30,7,0.0555556,0.0116343
91,13,3,30,8,0.0555556,0.0116343
105,13,4,30,7,0.0740741,0.0116343
105,15,4,30,5,0.0740741,0.0116343
103,16,4,30,4,0.0740741,0.0116343
93,16,4,30,4,0.0740741,0.0116343
91,19,4,30,1,0.0740741,0.0116343
119,19,4,30,1,0.0740741,0.0254473
125,16,4,30,4,0.0740741,0.0254473
127,12,4,30,8,0.0740741,0.0254473
131,7,4,30,13,0.0740741,0.0254473
119,12,4,30,8,0.0740741,0.0254473
106,14,4,30,6,0.0740741,0.0254473
115,16,4,30,4,0.0740741,0.0254473
103,16,4,30,4,0.0740741,0.0254473
99,17,4,30,3,0.0740741,0.0131591
98,16,4,30,4,0.0740741,0.0131591
97,15,4,30,5,0.0740741,0.0131591
105,12,4,30,8,0.0740741,0.0131591
93,13,2,30,9,0.037037,0.0131591
89,16,2,30,6,0.037037,0.0131591
98,19,4,30,1,0.0740741,0.0131591
96,20,3,30,1,0.0555556,0.0131591
116,20,4,30,0,0.0740741,0.0279903
123,16,4,30,4,0.0740741,0.0279903
108,14,4,30,6,0.0740741,0.0279903
107,15,4,30,5,0.0740741,0.0279903
115,12,4,30,8,0.0740741,0.0279903
108,14,4,30,6,0.0740741,0.0279903
104,17,4,30,3,0.0740741,0.0279903
100,21,4,29,0,0.0740741,0.0279903
99,20,4,30,0,0.0740741,0.013241
86,18,4,30,2,0.0740741,0.013241
95,16,4,30,4,0.0740741,0.013241
98,14,4,30,6,0.0740741,0.013241
81,17,4,30,3,0.0740741,0.013241
81,17,3,30,4,0.0555556,0.013241
86,19,4,30,1,0.0740741,0.013241
90,20,4,30,0,0.0740741,0.013241
114,21,4,29,0,0.0740741,0.0277513
108,16,4,30,4,0.0740741,0.0277513
108,14,4,30,6,0.0740741,0.0277513
108,13,4,30,7,0.0740741,0.0277513
98,12,3,30,9,0.0555556,0.0277513
95,16,4,30,4,0.0740741,0.0277513
106,19,4,30,1,0.0740741,0.0277513
106,21,4,29,0,0.0740741,0.0277513
84,20,4,30,0,0.0740741,0.0145829
80,18,2,30,4,0.037037,0.0145829
86,16,4,30,4,0.0740741,0.0145829
94,14,4,30,6,0.0740741,0.0145829
82,11,4,30,9,0.0740741,0.0145829
83,12,4,30,8,0.0740741,0.0145829
69,18,2,30,4,0.037037,0.0145829
74,20,3,30,1,0.0555556,0.0145829
102,20,4,30,0,0.0740741,0.0281895
103,13,4,30,7,0.0740741,0.0281895
97,12,4,30,8,0.0740741,0.0281895
98,13,4,30,7,0.0740741,0.0281895
108,13,4,30,7,0.0740741,0.0281895
103,15,4,30,5,0.0740741,0.0281895
106,18,4,30,2,0.0740741,0.0281895
101,21,4,29,0,0.0740741,0.0281895
72,21,4,29,0,0.0740741,0.0135547
83,16,4,30,4,0.0740741,0.0135547
86,11,4,30,9,0.0740741,0.0135547
83,10,4,30,10,0.0740741,0.0135547
76,14,4,30,6,0.0740741,0.0135547
69,16,2,30,6,0.037037,0.0135547
71,20,4,30,0,0.0740741,0.0135547
67,22,3,29,0,0.0555556,0.0135547
96,22,4,28,0,0.0740741,0.0393373
95,18,4,30,2,0.0740741,0.0393373
94,14,4,30,6,0.0740741,0.0393373
101,8,4,30,12,0.0740741,0.0393373
97,11,4,30,9,0.0740741,0.0393373
94,14,4,30,6,0.0740741,0.0393373
94,18,4,30,2,0.0740741,0.0393373
95,21,4,29,0,0.0740741,0.0393373
68,23,4,27,0,0.0740741,0.0126186
61,21,4,29,0,0.0740741,0.0126186
68,15,4,30,5,0.0740741,0.0126186
73,13,4,30,7,0.0740741,0.0126186
70,15,4,30,5,0.0740741,0.0126186
74,14,3,30,7,0.0555556,0.0126186
65,19,2,30,3,0.037037,0.0126186
72,22,4,28,0,0.0740741,0.0126186
91,22,3,29,0,0.0555556,0.0442481
89,19,4,30,1,0.0740741,0.0442481
90,15,4,30,5,0.0740741,0.0442481
100,13,4,30,7,0.0740741,0.0442481
96,13,4,30,7,0.0740741,0.0442481
90,13,4,30,7,0.0740741,0.0442481
94,16,4,30,4,0.0740741,0.0442481
72,22,4,28,0,0.0740741,0.0442481
61,24,4,26,0,0.0740741,0.0141192
56,23,4,27,0,0.0740741,0.0141192
54,20,3,30,1,0.0555556,0.0141192
58,17,3,30,4,0.0555556,0.0141192
67,14,1,30,9,0.0185185,0.0141192
71,15,3,30,6,0.0555556,0.0141192
64,18,1,30,5,0.0185185,0.0141192
67,22,2,30,0,0.037037,0.0141192
95,23,4,27,0,0.0740741,0.0574179
86,22,4,28,0,0.0740741,0.0574179
95,21,4,29,0,0.0740741,0.0574179
89,21,4,29,0,0.0740741,0.0574179
95,17,4,30,3,0.0740741,0.0574179
96,20,4,30,0,0.0740741,0.0574179
79,19,4,30,1,0.0740741,0.0574179
76,21,4,29,0,0.0740741,0.0574179
48,25,2,27,0,0.037037,0.0126618
51,21,2,30,1,0.037037,0.0126618
57,15,4,30,5,0.0740741,0.0126618
61,14,3,30,7,0.0555556,0.0126618
