MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,Power_level,MTCD_status,D2D_request_allocation_index 
16990,13,437,441,2,451,451,451,1,13,1,Success,7
16991,46,503,522,4,516,533,533,2,46,1,Success,6
16992,29,450,450,1,459,459,459,1,29,1,Success,16
16993,25,153,153,1,160,160,160,1,25,0,Success,0
16994,21,378,378,1,386,386,386,1,21,1,Success,6
16995,45,266,266,1,275,275,275,1,45,0,Success,4
16996,28,468,472,2,487,487,487,1,28,0,Success,0
16997,27,459,459,1,466,466,466,1,27,1,Success,17
16998,19,307,307,1,316,316,316,1,19,0,Success,4
16999,41,299,299,1,306,306,306,1,41,0,Success,5
17000,45,531,531,1,539,539,539,1,45,0,Success,12
17001,21,588,592,2,601,601,601,1,21,0,Success,1
17002,39,414,418,2,431,431,431,1,39,1,Success,4
17003,48,916,920,2,935,935,935,1,48,0,Success,0
17004,10,49,49,1,56,56,56,1,10,0,Success,0
17005,32,277,281,2,295,295,295,1,32,1,Success,4
17006,45,602,602,1,614,614,614,1,45,2,Success,9
17007,31,111,115,2,127,127,127,1,31,0,Success,0
17008,50,453,457,2,468,468,468,1,50,0,Success,3
17009,22,377,377,1,386,386,386,1,22,0,Success,2
17010,16,323,323,1,331,331,331,1,16,1,Success,7
17011,43,348,352,2,366,366,366,1,43,0,Success,1
17012,4,467,467,1,478,478,478,1,4,0,Success,14
17013,34,402,402,1,410,410,410,1,34,0,Success,5
17014,15,272,272,1,281,281,281,1,15,0,Success,1
17015,9,841,841,1,848,848,848,1,9,0,Success,0
17016,23,647,651,2,659,659,659,1,23,0,Success,3
17017,25,129,129,1,137,137,137,1,25,0,Success,1
17018,18,749,753,2,761,761,761,1,18,0,Success,1
17019,46,133,137,2,150,150,150,1,46,0,Success,1
17020,50,502,506,2,519,519,519,1,50,1,Success,4
17021,24,400,400,1,411,411,411,1,24,0,Success,3
17022,49,694,698,2,706,706,706,1,49,0,Success,5
17023,16,595,595,1,606,606,606,1,16,0,Success,6
17024,17,264,264,1,274,274,274,1,17,0,Success,2
17025,12,494,498,2,505,505,505,1,12,1,Success,5
17026,28,606,610,2,621,621,621,1,28,1,Success,6
17027,21,285,289,2,298,298,298,1,21,0,Success,2
17028,11,767,771,2,777,777,777,1,11,0,Success,1
17029,3,150,154,2,160,160,160,1,3,2,Success,8
17030,3,93,97,2,107,107,107,1,3,0,Success,3
17031,17,516,520,2,529,529,529,1,17,0,Success,1
17032,25,873,873,1,880,880,880,1,25,0,Success,0
17033,4,411,411,1,421,421,421,1,4,2,Success,21
17034,26,187,187,1,199,199,199,1,26,2,Success,8
17035,45,547,547,1,556,556,556,1,45,1,Success,7
17036,50,57,57,1,70,70,70,1,50,0,Success,1
17037,6,169,169,1,177,177,177,1,6,0,Success,1
17038,31,251,251,1,260,260,260,1,31,2,Success,11
17039,30,705,705,1,718,718,718,1,30,0,Success,1
17040,35,138,138,1,150,150,150,1,35,0,Success,1
17041,8,220,224,2,232,232,232,1,8,0,Success,0
17042,4,396,400,2,409,409,409,1,4,0,Success,1
17043,7,662,666,2,674,674,674,1,7,0,Success,2
17044,41,331,331,1,338,338,338,1,41,0,Success,5
17045,13,288,288,1,298,298,298,1,13,0,Success,2
17046,42,135,139,2,150,150,150,1,42,0,Success,1
17047,5,268,272,2,280,280,280,1,5,0,Success,0
17048,41,548,552,2,567,567,567,1,41,0,Success,0
17049,17,306,315,2,313,321,321,2,17,0,Success,1
17050,10,77,81,2,88,88,88,1,10,0,Success,0
17051,33,145,145,1,158,158,158,1,33,0,Success,1
17052,19,117,121,2,129,129,129,1,19,0,Success,1
17053,34,530,530,1,541,541,541,1,34,1,Success,6
17054,11,458,458,1,466,466,466,1,11,1,Success,6
17055,18,300,304,2,313,313,313,1,18,0,Success,1
17056,42,561,561,1,575,575,575,1,42,1,Success,4
17057,3,97,97,1,108,108,108,1,3,0,Success,4
17058,36,257,257,1,271,271,271,1,36,1,Success,4
17059,28,511,515,2,522,522,522,1,28,0,Success,13
17060,1,388,392,2,401,401,401,1,1,0,Success,1
17061,7,296,296,1,304,304,304,1,7,0,Success,0
17062,45,475,475,1,487,487,487,1,45,2,Success,8
17063,28,395,395,1,403,403,403,1,28,1,Success,16
17064,26,505,505,1,516,516,516,1,26,1,Success,7
17065,4,657,657,1,665,665,665,1,4,0,Success,1
17066,45,577,577,1,588,588,588,1,45,0,Success,3
17067,38,267,267,1,276,276,276,1,38,2,Success,11
17068,19,554,554,1,560,560,560,1,19,1,Success,4
17069,1,770,770,1,777,777,777,1,1,0,Success,1
17070,50,396,400,2,414,414,414,1,50,0,Success,1
17071,30,555,555,1,564,564,564,1,30,2,Success,11
17072,42,536,536,1,550,550,550,1,42,0,Success,1
17073,21,380,384,2,395,395,395,1,21,0,Success,3
17074,26,304,304,1,319,319,319,1,26,1,Success,4
17075,16,314,314,1,321,321,321,1,16,0,Success,1
17076,25,782,786,2,792,792,792,1,25,0,Success,0
17077,47,580,584,2,597,597,597,1,47,0,Success,2
17078,23,508,512,2,522,522,522,1,23,0,Success,2
17079,47,419,419,1,426,426,426,1,47,0,Success,13
17080,4,606,610,2,617,617,617,1,4,2,Success,9
17081,2,342,346,2,355,355,355,1,2,1,Success,7
17082,46,828,832,2,845,845,845,1,46,0,Success,2
17083,23,667,681,3,675,692,692,2,23,0,Success,4
17084,1,639,643,2,648,648,648,1,1,2,Success,8
17085,3,395,395,1,407,407,407,1,3,1,Success,19
17086,9,106,106,1,113,113,113,1,9,0,Success,1
17087,13,488,488,1,497,497,497,1,13,0,Success,1
17088,41,460,464,2,476,476,476,1,41,0,Success,3
17089,17,412,416,2,424,424,424,1,17,0,Success,0
17090,30,556,560,2,574,574,574,1,30,0,Success,1
17091,46,700,704,2,719,719,719,1,46,0,Success,0
17092,27,177,177,1,189,189,189,1,27,1,Success,6
17093,4,235,235,1,247,247,247,1,4,0,Success,15
17094,5,376,376,1,386,386,386,1,5,0,Success,2
17095,23,534,538,2,547,547,547,1,23,0,Success,3
17096,34,379,379,1,390,390,390,1,34,2,Success,9
17097,35,276,280,2,295,295,295,1,35,0,Success,0
17098,2,338,338,1,345,345,345,1,2,2,Success,9
17099,23,384,384,1,392,392,392,1,23,0,Success,0
17100,28,348,352,2,365,365,365,1,28,0,Success,2
17101,38,648,648,1,663,663,663,1,38,0,Success,0
17102,34,178,178,1,191,191,191,1,34,0,Success,0
17103,25,400,400,1,411,411,411,1,25,0,Success,3
17104,39,715,715,1,727,727,727,1,39,0,Success,0
17105,22,446,450,2,458,458,458,1,22,2,Success,10
17106,9,254,258,2,269,269,269,1,9,0,Success,5
17107,19,408,408,1,418,418,418,1,19,0,Success,2
17108,26,715,715,1,722,722,722,1,26,0,Success,5
17109,4,327,331,2,343,343,343,1,4,0,Success,15
17110,8,626,626,1,636,636,636,1,8,0,Success,4
17111,44,662,666,2,678,678,678,1,44,0,Success,1
17112,40,350,354,2,365,365,365,1,40,0,Success,2
17113,9,639,643,2,653,653,653,1,9,0,Success,5
17114,29,315,315,1,321,321,321,1,29,0,Success,14
17115,29,542,546,2,557,557,557,1,29,2,Success,10
17116,40,170,170,1,178,178,178,1,40,0,Success,5
17117,28,324,328,2,343,343,343,1,28,0,Success,0
17118,17,456,456,1,465,465,465,1,17,0,Success,1
17119,14,299,299,1,306,306,306,1,14,1,Success,6
17120,37,787,787,1,797,797,797,1,37,0,Success,2
17121,30,307,307,1,314,314,314,1,30,2,Success,21
17122,1,218,218,1,228,228,228,1,1,0,Success,12
17123,11,434,434,1,443,443,443,1,11,0,Success,3
17124,30,432,432,1,447,447,447,1,30,1,Success,4
17125,14,209,209,1,218,218,218,1,14,0,Success,2
17126,26,444,448,2,460,460,460,1,26,0,Success,3
17127,7,348,352,2,362,362,362,1,7,0,Success,2
17128,40,747,747,1,757,757,757,1,40,0,Success,2
17129,31,434,434,1,443,443,443,1,31,0,Success,4
17130,11,539,539,1,544,544,544,1,11,2,Success,8
17131,30,480,480,1,494,494,494,1,30,0,Success,1
17132,42,387,387,1,399,399,399,1,42,2,Success,8
17133,27,228,232,2,247,247,247,1,27,0,Success,0
17134,31,303,307,2,317,317,317,1,31,2,Success,10
17135,24,507,507,1,517,517,517,1,24,0,Success,5
17136,5,157,161,2,168,168,168,1,5,1,Success,4
17137,26,530,530,1,541,541,541,1,26,1,Success,6
17138,3,664,664,1,674,674,674,1,3,0,Success,2
17139,21,464,464,1,473,473,473,1,21,0,Success,1
17140,9,200,200,1,208,208,208,1,9,0,Success,0
17141,25,350,354,2,366,366,366,1,25,0,Success,6
17142,23,213,217,2,225,225,225,1,23,0,Success,1
17143,40,172,176,2,191,191,191,1,40,0,Success,0
17144,2,446,450,2,462,462,462,1,2,0,Success,14
17145,37,371,371,1,383,383,383,1,37,1,Success,4
17146,3,443,443,1,455,455,455,1,3,0,Success,15
17147,47,601,601,1,615,615,615,1,47,0,Success,0
17148,47,86,90,2,101,101,101,1,47,0,Success,2
17149,11,340,344,2,353,353,353,1,11,0,Success,1
17150,13,337,337,1,346,346,346,1,13,0,Success,2
17151,10,176,176,1,184,184,184,1,10,0,Success,0
17152,35,343,347,2,357,357,357,1,35,2,Success,10
17153,31,427,427,1,436,436,436,1,31,1,Success,7
17154,25,225,225,1,237,237,237,1,25,0,Success,5
17155,10,246,250,2,258,258,258,1,10,0,Success,2
17156,22,704,704,1,712,712,712,1,22,0,Success,0
17157,46,687,691,2,701,701,701,1,46,0,Success,2
17158,36,717,721,2,733,733,733,1,36,0,Success,2
17159,25,608,608,1,617,617,617,1,25,0,Success,1
17160,14,169,169,1,176,176,176,1,14,0,Success,0
17161,21,595,595,1,600,600,600,1,21,2,Success,8
17162,10,308,312,2,320,320,320,1,10,0,Success,0
