initate MTCD,emtpyPre,collidePre,successPre,grant fail,collide probility
0,54,0,0,0,0
2,52,0,2,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
0,54,0,0,0,0
1,53,0,1,0,0
0,54,0,0,0,0
0,54,0,0,0,0
6,48,0,6,0,0
0,54,0,0,0,0
2,52,0,2,0,0
0,54,0,0,0,0
2,52,0,2,0,0
2,52,0,2,0,0
4,50,0,4,0,0
1,53,0,1,0,0
4,50,0,4,0,0
4,50,0,4,0,0
4,50,0,4,0,0
6,49,1,4,0,0.0185185
3,51,0,3,0,0
11,43,0,11,0,0
3,51,0,3,0,0
6,48,0,6,0,0
11,46,2,6,0,0.037037
7,49,2,3,0,0.037037
21,38,5,11,0,0.0925926
17,39,2,13,0,0.037037
24,36,4,14,0,0.0740741
10,45,1,8,0,0.0185185
25,35,3,16,0,0.0555556
20,38,3,13,0,0.0555556
18,41,4,9,0,0.0740741
20,41,6,7,0,0.111111
19,39,3,12,0,0.0555556
26,31,2,21,0,0.037037
19,38,3,13,0,0.0555556
24,33,3,18,0,0.0555556
23,35,3,16,0,0.0555556
35,27,8,19,0,0.148148
21,37,4,13,0,0.0740741
32,34,9,11,0,0.166667
30,30,5,19,0,0.0925926
47,22,12,19,1,0.222222
28,35,8,11,0,0.148148
51,19,13,17,5,0.240741
32,28,5,21,0,0.0925926
53,17,13,19,5,0.240741
32,30,8,16,0,0.148148
55,20,15,17,2,0.277778
45,25,11,18,0,0.203704
53,18,13,20,3,0.240741
47,23,13,17,1,0.240741
51,22,14,18,0,0.259259
53,22,14,18,0,0.259259
54,21,13,18,2,0.240741
50,18,6,25,5,0.111111
52,21,16,15,2,0.296296
45,24,12,18,0,0.222222
55,18,15,20,1,0.277778
50,18,13,18,5,0.240741
50,22,14,17,1,0.259259
38,31,9,14,0,0.166667
61,17,16,16,5,0.296296
57,17,13,19,5,0.240741
48,26,15,13,0,0.277778
48,20,11,19,4,0.203704
53,25,16,13,0,0.296296
53,18,14,19,3,0.259259
46,22,12,18,2,0.222222
56,18,14,19,3,0.259259
52,18,13,19,4,0.240741
44,25,10,19,0,0.185185
46,25,13,16,0,0.240741
57,22,15,16,1,0.277778
61,20,15,16,3,0.277778
50,23,14,17,0,0.259259
59,21,17,13,3,0.314815
51,22,13,18,1,0.240741
62,17,18,16,3,0.333333
54,22,16,15,1,0.296296
54,18,14,19,3,0.259259
48,20,12,19,3,0.222222
52,24,15,15,0,0.277778
60,20,16,15,3,0.296296
42,24,11,19,0,0.203704
53,24,14,16,0,0.259259
57,19,15,17,3,0.277778
54,20,18,14,2,0.333333
46,27,14,13,0,0.259259
56,23,13,18,0,0.240741
67,20,19,12,3,0.351852
60,18,18,14,4,0.333333
50,16,9,22,7,0.166667
35,26,6,22,0,0.111111
44,21,8,22,3,0.148148
66,13,21,14,6,0.388889
61,12,15,17,10,0.277778
55,15,12,23,4,0.222222
48,20,10,21,3,0.185185
63,17,19,15,3,0.351852
46,19,9,23,3,0.166667
55,21,16,17,0,0.296296
48,18,12,19,5,0.222222
60,17,16,18,3,0.296296
51,19,15,19,1,0.277778
47,23,11,19,1,0.203704
46,22,11,20,1,0.203704
63,16,15,19,4,0.277778
54,21,13,18,2,0.240741
55,23,16,15,0,0.296296
43,26,11,17,0,0.203704
57,20,16,15,3,0.296296
51,24,15,15,0,0.277778
55,17,15,18,4,0.277778
58,17,17,17,3,0.314815
55,19,16,15,4,0.296296
48,22,14,17,1,0.259259
61,17,16,16,5,0.296296
52,18,10,21,5,0.185185
53,20,14,16,4,0.259259
50,21,11,20,2,0.203704
61,17,15,19,3,0.277778
51,17,11,22,4,0.203704
73,11,20,19,4,0.37037
29,31,5,18,0,0.0925926
56,18,12,19,5,0.222222
52,19,13,19,3,0.240741
54,22,16,14,2,0.296296
64,11,16,18,9,0.296296
43,25,12,17,0,0.222222
60,14,15,22,3,0.277778
45,23,13,17,1,0.240741
45,22,11,19,2,0.203704
54,17,13,18,6,0.240741
40,24,7,23,0,0.12963
71,15,18,16,5,0.333333
54,24,15,15,0,0.277778
49,24,15,15,0,0.277778
52,23,14,17,0,0.259259
56,19,14,18,3,0.259259
39,28,11,15,0,0.203704
59,17,16,16,5,0.296296
67,17,21,12,4,0.388889
42,24,10,20,0,0.185185
41,27,8,19,0,0.148148
67,16,17,17,4,0.314815
57,14,12,21,7,0.222222
50,20,11,20,3,0.203704
53,21,17,16,0,0.314815
42,24,9,21,0,0.166667
66,19,20,12,3,0.37037
47,27,12,15,0,0.222222
51,22,15,15,2,0.277778
50,21,14,17,2,0.259259
68,14,21,14,5,0.388889
62,17,16,19,2,0.296296
63,19,20,15,0,0.37037
58,20,16,16,2,0.296296
62,19,17,16,2,0.314815
54,18,14,19,3,0.259259
57,15,16,18,5,0.296296
55,22,16,15,1,0.296296
59,18,17,15,4,0.314815
55,23,16,15,0,0.296296
55,19,13,19,3,0.240741
54,18,13,20,3,0.240741
71,15,21,13,5,0.388889
46,22,10,20,2,0.185185
55,18,12,20,4,0.222222
58,18,14,19,3,0.259259
48,23,12,19,0,0.222222
62,13,14,21,6,0.259259
40,28,9,17,0,0.166667
56,14,12,21,7,0.222222
55,23,17,14,0,0.314815
50,22,13,17,2,0.240741
51,22,13,18,1,0.240741
55,17,16,15,6,0.296296
57,22,18,14,0,0.333333
44,23,11,19,1,0.203704
66,16,17,16,5,0.314815
59,17,15,16,6,0.277778
54,20,13,17,4,0.240741
67,17,20,14,3,0.37037
53,23,14,17,0,0.259259
47,22,13,17,2,0.240741
57,15,16,20,3,0.296296
45,24,11,19,0,0.203704
59,19,16,16,3,0.296296
57,19,17,14,4,0.314815
44,23,12,18,1,0.222222
57,20,15,16,3,0.277778
57,18,14,20,2,0.259259
68,10,16,19,9,0.296296
50,23,13,17,1,0.240741
43,26,10,18,0,0.185185
45,24,13,17,0,0.240741
65,13,15,18,8,0.277778
50,18,10,22,4,0.185185
58,14,16,18,6,0.296296
48,22,11,19,2,0.203704
53,21,14,18,1,0.259259
56,17,15,17,5,0.277778
52,18,12,20,4,0.222222
59,18,17,15,4,0.314815
55,17,13,20,4,0.240741
44,24,12,18,0,0.222222
55,14,13,20,7,0.240741
51,21,13,17,3,0.240741
59,18,17,16,3,0.314815
55,18,14,19,3,0.259259
57,21,17,14,2,0.314815
51,21,15,15,3,0.277778
55,20,14,17,3,0.259259
51,20,13,19,2,0.240741
57,16,13,21,4,0.240741
53,17,12,21,4,0.222222
52,20,12,18,4,0.222222
54,20,12,19,3,0.222222
37,27,8,19,0,0.148148
61,19,15,16,4,0.277778
37,26,8,20,0,0.148148
57,19,15,16,4,0.277778
54,21,16,17,0,0.296296
62,17,17,17,3,0.314815
70,11,18,19,6,0.333333
42,23,10,20,1,0.185185
50,23,14,16,1,0.259259
55,19,16,16,3,0.296296
53,22,15,16,1,0.277778
47,23,12,18,1,0.222222
51,25,12,17,0,0.222222
57,20,17,15,2,0.314815
57,20,18,14,2,0.333333
43,21,9,23,1,0.166667
51,22,12,20,0,0.222222
48,25,12,17,0,0.222222
51,24,14,16,0,0.259259
50,19,12,21,2,0.222222
49,20,12,19,3,0.222222
53,20,12,21,1,0.222222
50,20,10,20,4,0.185185
51,21,12,20,1,0.222222
49,22,13,18,1,0.240741
62,15,17,17,5,0.314815
55,17,17,15,5,0.314815
48,23,14,16,1,0.259259
51,20,11,19,4,0.203704
53,18,13,20,3,0.240741
43,24,9,21,0,0.166667
52,18,10,20,6,0.185185
53,17,10,21,6,0.185185
65,19,17,15,3,0.314815
52,23,16,14,1,0.296296
43,24,8,22,0,0.148148
63,18,17,15,4,0.314815
68,15,19,14,6,0.351852
45,24,11,19,0,0.203704
59,22,16,14,2,0.296296
53,21,15,16,2,0.277778
68,15,20,12,7,0.37037
61,17,16,17,4,0.296296
67,18,23,10,3,0.425926
50,18,12,19,5,0.222222
51,20,10,20,4,0.185185
49,19,11,21,3,0.203704
53,17,11,21,5,0.203704
61,18,15,18,3,0.277778
54,21,16,15,2,0.296296
51,20,13,17,4,0.240741
52,24,14,16,0,0.259259
42,22,8,22,2,0.148148
52,23,14,16,1,0.259259
45,25,12,17,0,0.222222
49,24,16,14,0,0.296296
63,19,18,15,2,0.333333
48,20,11,20,3,0.203704
66,14,21,14,5,0.388889
55,20,14,17,3,0.259259
54,21,12,21,0,0.222222
59,18,16,18,2,0.296296
53,17,13,21,3,0.240741
56,20,13,19,2,0.240741
60,20,15,16,3,0.277778
52,19,13,19,3,0.240741
44,24,12,18,0,0.222222
50,23,13,17,1,0.240741
53,22,14,17,1,0.259259
56,17,14,20,3,0.259259
52,17,12,20,5,0.222222
57,18,15,16,5,0.277778
62,16,16,17,5,0.296296
48,21,12,18,3,0.222222
45,25,14,15,0,0.259259
63,18,17,14,5,0.314815
55,21,15,17,1,0.277778
54,17,11,19,7,0.203704
62,11,15,21,7,0.277778
58,20,17,15,2,0.314815
58,14,14,20,6,0.259259
45,25,13,16,0,0.240741
48,23,14,16,1,0.259259
61,16,16,18,4,0.296296
48,26,15,13,0,0.277778
53,17,11,21,5,0.203704
54,23,13,18,0,0.240741
61,22,19,12,1,0.351852
49,20,12,20,2,0.222222
53,22,12,18,2,0.222222
56,19,16,16,3,0.296296
46,22,9,22,1,0.166667
45,21,9,21,3,0.166667
56,14,14,20,6,0.259259
58,17,15,17,5,0.277778
43,25,11,18,0,0.203704
43,26,13,15,0,0.240741
65,19,20,14,1,0.37037
55,20,13,17,4,0.240741
58,15,17,17,5,0.314815
40,24,8,22,0,0.148148
64,16,17,17,4,0.314815
63,18,18,15,3,0.333333
70,13,18,15,8,0.333333
52,24,16,14,0,0.296296
49,17,12,20,5,0.222222
47,26,13,15,0,0.240741
64,14,20,14,6,0.37037
46,26,14,14,0,0.259259
44,27,10,17,0,0.185185
55,18,13,21,2,0.240741
62,16,20,14,4,0.37037
52,24,13,17,0,0.240741
53,18,15,19,2,0.277778
69,10,16,20,8,0.296296
56,19,13,19,3,0.240741
47,20,10,22,2,0.185185
69,13,20,15,6,0.37037
60,17,17,16,4,0.314815
39,27,9,18,0,0.166667
48,23,13,18,0,0.240741
80,10,21,13,10,0.388889
51,18,13,19,4,0.240741
60,15,16,20,3,0.296296
64,14,20,16,4,0.37037
47,25,14,15,0,0.259259
61,22,22,9,1,0.407407
55,17,13,21,3,0.240741
63,17,17,18,2,0.314815
48,19,10,23,2,0.185185
57,19,14,18,3,0.259259
45,22,9,21,2,0.166667
51,20,13,18,3,0.240741
62,18,18,14,4,0.333333
67,15,18,13,8,0.333333
43,21,8,24,1,0.148148
52,23,16,14,1,0.296296
42,24,10,20,0,0.185185
70,14,20,15,5,0.37037
52,24,16,14,0,0.296296
44,20,8,23,3,0.148148
67,20,21,12,1,0.388889
67,17,20,12,5,0.37037
51,17,11,21,5,0.203704
57,19,13,19,3,0.240741
50,20,11,21,2,0.203704
51,19,11,20,4,0.203704
43,24,10,20,0,0.185185
53,24,19,11,0,0.351852
58,21,17,15,1,0.314815
58,19,15,18,2,0.277778
55,20,16,16,2,0.296296
50,20,13,18,3,0.240741
59,20,17,15,2,0.314815
47,23,12,18,1,0.222222
64,13,17,16,8,0.314815
49,24,13,17,0,0.240741
47,22,10,21,1,0.185185
49,21,12,18,3,0.222222
53,22,15,15,2,0.277778
52,22,14,17,1,0.259259
61,12,15,20,7,0.277778
49,26,13,15,0,0.240741
59,18,15,16,5,0.277778
42,23,8,22,1,0.148148
65,21,21,11,1,0.388889
45,25,10,19,0,0.185185
56,22,17,14,1,0.314815
58,15,13,19,7,0.240741
51,21,12,20,1,0.222222
40,24,10,20,0,0.185185
57,19,17,14,4,0.314815
64,19,18,15,2,0.333333
58,18,16,16,4,0.296296
48,22,13,18,1,0.240741
46,25,11,18,0,0.203704
44,23,9,21,1,0.166667
51,18,13,19,4,0.240741
50,22,12,19,1,0.222222
53,18,14,18,4,0.259259
66,14,16,18,6,0.296296
50,18,10,21,5,0.185185
52,21,14,19,0,0.259259
46,19,8,22,5,0.148148
53,20,16,15,3,0.296296
64,18,20,13,3,0.37037
53,20,13,18,3,0.240741
60,21,15,15,3,0.277778
62,14,17,17,6,0.314815
51,18,12,19,5,0.222222
54,19,14,19,2,0.259259
62,16,16,18,4,0.296296
71,12,20,16,6,0.37037
39,30,13,11,0,0.240741
45,23,10,21,0,0.185185
51,22,12,19,1,0.222222
52,20,10,22,2,0.185185
53,17,14,20,3,0.259259
65,18,18,16,2,0.333333
51,20,15,17,2,0.277778
53,21,10,21,2,0.185185
57,18,15,17,4,0.277778
55,20,15,16,3,0.277778
55,22,12,19,1,0.222222
54,17,14,19,4,0.259259
49,22,11,20,1,0.203704
63,13,17,17,7,0.314815
67,13,15,18,8,0.277778
62,16,16,18,4,0.296296
59,23,19,12,0,0.351852
50,22,13,18,1,0.240741
53,23,11,19,1,0.203704
63,14,15,17,8,0.277778
55,18,13,20,3,0.240741
46,23,11,19,1,0.203704
39,26,9,19,0,0.166667
67,19,16,16,3,0.296296
46,23,11,19,1,0.203704
47,22,11,21,0,0.203704
53,17,14,19,4,0.259259
