MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,MTCD_RA_status 
2676,1,743,747,2,754,754,759,1,1,D2D_RA,
2677,12,255,259,2,266,266,271,1,34,D2D_RA,
2678,3,674,674,1,682,682,687,1,7,D2D_RA,
2679,1,462,466,2,476,476,481,1,2,D2D_RA,
2680,12,358,362,2,369,369,374,1,35,D2D_RA,
2681,2,255,259,2,271,271,276,1,6,D2D_RA,
2682,4,352,352,1,360,360,365,1,11,D2D_RA,
2683,1,376,376,1,384,384,389,1,3,D2D_RA,
2684,5,490,490,1,498,498,503,1,13,D2D_RA,
2685,16,276,280,2,288,288,293,1,46,D2D_RA,
2686,2,361,361,1,369,369,374,1,6,D2D_RA,
2687,16,272,272,1,280,280,285,1,48,D2D_RA,
2688,11,662,675,3,673,682,687,2,32,D2D_RA,
2689,9,483,491,2,489,501,506,2,25,D2D_RA,
2690,15,435,435,1,442,442,447,1,44,D2D_RA,
2691,10,353,363,2,361,370,375,2,28,D2D_RA,
2692,14,233,233,1,241,241,246,1,40,D2D_RA,
2693,4,610,610,1,618,618,623,1,10,D2D_RA,
2694,4,339,339,1,347,347,352,1,11,D2D_RA,
2695,8,138,138,1,144,144,149,1,22,D2D_RA,
2696,8,599,611,3,609,618,623,2,23,D2D_RA,
2697,16,392,392,1,400,400,405,1,46,D2D_RA,
2698,5,220,224,2,232,232,237,1,14,D2D_RA,
2699,8,224,234,2,232,241,246,2,23,D2D_RA,
2700,1,811,811,1,817,817,822,1,1,D2D_RA,
2701,7,705,714,2,712,721,726,2,19,D2D_RA,
2702,13,466,466,1,472,472,477,1,39,D2D_RA,
2703,3,563,563,1,571,571,576,1,7,D2D_RA,
2704,16,240,250,2,248,258,263,2,46,D2D_RA,
2705,7,160,160,1,168,168,173,1,19,D2D_RA,
2706,5,633,633,1,640,640,645,1,14,D2D_RA,
2707,2,409,409,1,417,417,422,1,6,D2D_RA,
2708,14,533,546,3,544,553,558,2,42,D2D_RA,
2709,8,564,578,3,576,585,590,2,22,D2D_RA,
2710,2,322,322,1,330,330,335,1,4,D2D_RA,
2711,8,788,792,2,800,800,805,1,22,D2D_RA,
2712,7,103,114,3,112,120,125,2,21,D2D_RA,
2713,9,615,619,2,627,627,632,1,25,D2D_RA,
2714,8,615,619,2,625,625,630,1,24,D2D_RA,
2715,9,471,475,2,484,484,489,1,27,D2D_RA,
2716,11,150,154,2,161,161,166,1,31,D2D_RA,
2717,10,192,202,2,200,209,214,2,28,D2D_RA,
2718,16,141,145,2,152,152,157,1,47,D2D_RA,
2719,7,320,320,1,328,328,333,1,20,D2D_RA,
2720,3,556,560,2,568,568,573,1,7,D2D_RA,
2721,2,277,291,3,289,301,306,2,5,D2D_RA,
2722,8,507,507,1,515,515,520,1,22,D2D_RA,
2723,11,327,331,2,338,338,343,1,33,D2D_RA,
2724,9,813,817,2,824,824,829,1,25,D2D_RA,
2725,4,309,322,3,320,330,335,2,11,D2D_RA,
2726,1,794,794,1,800,800,805,1,2,D2D_RA,
2727,7,408,408,1,416,416,421,1,19,D2D_RA,
2728,3,167,171,2,178,178,183,1,7,D2D_RA,
2729,3,572,576,2,584,584,589,1,8,D2D_RA,
2730,10,466,466,1,474,474,479,1,29,D2D_RA,
2731,1,207,211,2,218,218,223,1,3,D2D_RA,
2732,2,742,746,2,752,752,757,1,5,D2D_RA,
2733,13,388,402,3,400,409,414,2,37,D2D_RA,
2734,14,785,785,1,792,792,797,1,40,D2D_RA,
2735,16,450,450,1,458,458,463,1,46,D2D_RA,
2736,1,218,218,1,226,226,231,1,2,D2D_RA,
2737,16,396,400,2,408,408,413,1,47,D2D_RA,
2738,7,477,481,2,489,489,494,1,21,D2D_RA,
2739,10,350,354,2,362,362,367,1,28,D2D_RA,
2740,11,693,697,2,704,704,709,1,32,D2D_RA,
2741,8,447,451,2,459,459,464,1,24,D2D_RA,
2742,13,531,531,1,538,538,543,1,37,D2D_RA,
2743,2,829,833,2,840,840,845,1,5,D2D_RA,
2744,3,531,531,1,538,538,543,1,9,D2D_RA,
2745,9,452,456,2,464,464,469,1,26,D2D_RA,
2746,5,482,496,3,490,504,509,2,15,D2D_RA,
2747,2,350,354,2,365,365,370,1,6,D2D_RA,
2748,2,428,432,2,440,440,445,1,5,D2D_RA,
2749,6,478,497,4,491,504,509,2,18,D2D_RA,
2750,1,594,594,1,603,603,608,1,2,D2D_RA,
2751,13,545,555,2,553,562,567,2,39,D2D_RA,
2752,16,345,345,1,353,353,358,1,46,D2D_RA,
2753,10,105,105,1,112,112,117,1,28,D2D_RA,
2754,8,429,433,2,440,440,445,1,24,D2D_RA,
2755,12,427,427,1,435,435,440,1,36,D2D_RA,
2756,8,237,241,2,248,248,253,1,24,D2D_RA,
2757,15,534,547,3,545,555,560,2,43,D2D_RA,
2758,13,785,785,1,792,792,797,1,37,D2D_RA,
2759,7,379,379,1,387,387,392,1,20,D2D_RA,
2760,2,362,362,1,371,371,376,1,6,D2D_RA,
2761,14,372,394,4,384,403,408,3,42,D2D_RA,
2762,3,339,368,5,347,376,381,3,7,D2D_RA,
2763,3,394,419,4,402,429,434,3,7,D2D_RA,
2764,10,248,258,2,256,266,271,2,30,D2D_RA,
2765,13,271,275,2,282,282,287,1,37,D2D_RA,
2766,15,207,211,2,219,219,224,1,43,D2D_RA,
2767,5,379,379,1,385,385,390,1,14,D2D_RA,
2768,16,243,256,3,250,264,269,2,46,D2D_RA,
2769,2,191,195,2,202,202,207,1,4,D2D_RA,
2770,3,353,353,1,362,362,367,1,9,D2D_RA,
2771,16,198,202,2,209,209,214,1,48,D2D_RA,
2772,8,719,723,2,728,728,733,1,24,D2D_RA,
2773,12,575,579,2,585,585,590,1,36,D2D_RA,
2774,14,383,387,2,393,393,398,1,42,D2D_RA,
2775,6,117,121,2,128,128,133,1,16,D2D_RA,
2776,9,222,235,3,233,242,247,2,27,D2D_RA,
2777,14,376,376,1,384,384,389,1,42,D2D_RA,
2778,10,312,312,1,320,320,325,1,28,D2D_RA,
2779,3,654,658,2,666,666,671,1,8,D2D_RA,
2780,1,116,130,3,128,138,143,2,1,D2D_RA,
2781,12,505,505,1,513,513,518,1,36,D2D_RA,
2782,1,463,467,2,479,479,484,1,1,D2D_RA,
2783,9,456,456,1,464,464,469,1,27,D2D_RA,
2784,10,750,754,2,760,760,765,1,28,D2D_RA,
2785,1,540,554,3,552,562,567,2,1,D2D_RA,
2786,13,311,315,2,323,323,328,1,37,D2D_RA,
2787,11,598,602,2,609,609,614,1,33,D2D_RA,
2788,3,292,296,2,304,304,309,1,8,D2D_RA,
2789,3,510,514,2,525,525,530,1,7,D2D_RA,
2790,11,613,617,2,624,624,629,1,31,D2D_RA,
2791,14,430,434,2,443,443,448,1,40,D2D_RA,
2792,2,517,521,2,530,530,535,1,4,D2D_RA,
2793,8,476,480,2,488,488,493,1,22,D2D_RA,
2794,1,254,258,2,266,266,271,1,1,D2D_RA,
2795,2,474,474,1,482,482,487,1,5,D2D_RA,
2796,7,621,635,3,633,640,645,2,21,D2D_RA,
2797,3,363,371,3,383,383,388,1,7,D2D_RA,
2798,2,216,216,1,224,224,229,1,5,D2D_RA,
2799,11,475,475,1,482,482,487,1,31,D2D_RA,
2800,5,592,592,1,600,600,605,1,13,D2D_RA,
2801,3,683,683,1,689,689,694,1,9,D2D_RA,
2802,3,450,450,1,461,461,466,1,7,D2D_RA,
2803,7,586,595,2,593,603,608,2,20,D2D_RA,
2804,8,489,489,1,497,497,502,1,23,D2D_RA,
2805,9,278,282,2,289,289,294,1,26,D2D_RA,
2806,12,261,265,2,273,273,278,1,35,D2D_RA,
2807,13,825,825,1,832,832,837,1,37,D2D_RA,
2808,14,392,403,2,401,412,417,2,40,D2D_RA,
2809,16,712,712,1,720,720,725,1,46,D2D_RA,
2810,8,659,659,1,664,664,669,1,24,D2D_RA,
2811,10,691,698,2,696,704,709,2,29,D2D_RA,
2812,13,167,171,2,177,177,182,1,38,D2D_RA,
2813,7,482,497,3,491,505,510,2,19,D2D_RA,
2814,3,552,552,1,561,561,566,1,7,D2D_RA,
2815,4,338,338,1,346,346,351,1,10,D2D_RA,
2816,13,378,392,3,386,401,406,2,37,D2D_RA,
2817,2,437,451,3,449,461,466,2,4,D2D_RA,
2818,3,499,499,1,509,509,514,1,7,D2D_RA,
2819,15,457,467,2,465,475,480,2,45,D2D_RA,
2820,10,361,410,7,369,418,423,5,29,D2D_RA,
2821,16,234,243,2,241,250,255,2,48,D2D_RA,
2822,8,461,465,2,473,473,478,1,22,D2D_RA,
2823,9,721,721,1,728,728,733,1,25,D2D_RA,
2824,16,381,394,3,392,401,406,2,47,D2D_RA,
2825,14,285,289,2,296,296,301,1,41,D2D_RA,
2826,7,399,403,2,410,410,415,1,20,D2D_RA,
2827,2,455,459,2,470,470,475,1,5,D2D_RA,
2828,16,548,562,3,560,569,574,2,47,D2D_RA,
2829,3,462,466,2,474,474,479,1,8,D2D_RA,
2830,1,502,506,2,515,515,520,1,2,D2D_RA,
2831,9,707,707,1,713,713,718,1,27,D2D_RA,
2832,6,222,243,4,233,248,253,3,18,D2D_RA,
2833,5,358,362,2,370,370,375,1,13,D2D_RA,
2834,1,247,251,2,259,259,264,1,3,D2D_RA,
2835,4,169,169,1,176,176,181,1,10,D2D_RA,
2836,1,355,355,1,365,365,370,1,1,D2D_RA,
2837,12,201,211,2,209,217,222,2,36,D2D_RA,
2838,2,315,315,1,323,323,328,1,6,D2D_RA,
2839,15,320,320,1,328,328,333,1,44,D2D_RA,
2840,1,331,331,1,339,339,344,1,2,D2D_RA,
2841,5,282,282,1,290,290,295,1,13,D2D_RA,
2842,1,145,145,1,152,152,157,1,1,D2D_RA,
2843,3,513,513,1,523,523,528,1,8,D2D_RA,
2844,9,479,483,2,490,490,495,1,25,D2D_RA,
2845,5,351,355,2,364,364,369,1,13,D2D_RA,
2846,1,267,267,1,277,277,282,1,1,D2D_RA,
2847,2,144,144,1,152,152,157,1,4,D2D_RA,
2848,1,803,803,1,808,808,813,1,2,D2D_RA,
2849,15,217,217,1,224,224,229,1,45,D2D_RA,
2850,13,625,625,1,633,633,638,1,37,D2D_RA,
2851,11,481,481,1,488,488,493,1,32,D2D_RA,
2852,5,245,249,2,257,257,262,1,14,D2D_RA,
2853,9,486,490,2,499,499,504,1,26,D2D_RA,
2854,1,536,536,1,544,544,549,1,2,D2D_RA,
2855,4,350,354,2,363,363,368,1,11,D2D_RA,
2856,8,415,419,2,426,426,431,1,24,D2D_RA,
2857,3,456,456,1,464,464,469,1,7,D2D_RA,
2858,2,875,875,1,880,880,885,1,4,D2D_RA,
2859,15,586,586,1,593,593,598,1,43,D2D_RA,
2860,4,183,187,2,194,194,199,1,10,D2D_RA,
2861,6,717,730,3,728,736,741,2,18,D2D_RA,
2862,5,636,640,2,648,648,653,1,13,D2D_RA,
2863,14,508,512,2,520,520,525,1,40,D2D_RA,
2864,14,501,523,4,513,531,536,3,40,D2D_RA,
2865,5,368,368,1,376,376,381,1,14,D2D_RA,
2866,2,488,488,1,496,496,501,1,5,D2D_RA,
2867,10,796,800,2,808,808,813,1,28,D2D_RA,
2868,8,815,819,2,824,824,829,1,23,D2D_RA,
2869,4,260,274,3,272,282,287,2,10,D2D_RA,
2870,11,409,409,1,418,418,423,1,32,D2D_RA,
2871,1,618,618,1,625,625,630,1,3,D2D_RA,
2872,2,708,712,2,720,720,725,1,6,D2D_RA,
2873,5,603,603,1,611,611,616,1,14,D2D_RA,
2874,2,593,593,1,601,601,606,1,5,D2D_RA,
2875,9,648,658,2,656,665,670,2,25,D2D_RA,
2876,10,252,256,2,264,264,269,1,29,D2D_RA,
2877,16,295,312,4,306,321,326,2,46,D2D_RA,
2878,1,336,336,1,344,344,349,1,1,D2D_RA,
2879,2,295,299,2,307,307,312,1,6,D2D_RA,
2880,1,414,418,2,429,429,434,1,1,D2D_RA,
2881,10,515,515,1,524,524,529,1,29,D2D_RA,
2882,12,461,465,2,472,472,477,1,36,D2D_RA,
2883,7,326,330,2,338,338,343,1,20,D2D_RA,
2884,11,531,544,3,538,552,557,2,31,D2D_RA,
2885,5,224,224,1,232,232,237,1,15,D2D_RA,
2886,14,312,312,1,320,320,325,1,40,D2D_RA,
2887,14,667,667,1,673,673,678,1,41,D2D_RA,
2888,2,336,336,1,344,344,349,1,4,D2D_RA,
2889,12,397,401,2,409,409,414,1,36,D2D_RA,
2890,14,227,227,1,234,234,239,1,40,D2D_RA,
2891,5,310,314,2,322,322,327,1,15,D2D_RA,
2892,14,471,475,2,484,484,489,1,41,D2D_RA,
2893,4,188,192,2,200,200,205,1,10,D2D_RA,
2894,2,367,371,2,382,382,387,1,6,D2D_RA,
2895,2,472,482,2,480,492,497,2,5,D2D_RA,
2896,4,398,416,4,410,424,429,2,10,D2D_RA,
2897,8,381,385,2,393,393,398,1,22,D2D_RA,
2898,3,690,690,1,697,697,702,1,7,D2D_RA,
2899,3,236,240,2,248,248,253,1,7,D2D_RA,
2900,1,637,650,3,648,659,664,2,1,D2D_RA,
2901,11,540,544,2,552,552,557,1,32,D2D_RA,
2902,8,122,122,1,129,129,134,1,22,D2D_RA,
2903,10,156,160,2,168,168,173,1,29,D2D_RA,
2904,14,767,771,2,776,776,781,1,40,D2D_RA,
2905,1,591,595,2,604,604,609,1,2,D2D_RA,
2906,16,569,569,1,577,577,582,1,46,D2D_RA,
2907,1,550,554,2,562,562,567,1,2,D2D_RA,
2908,10,534,538,2,545,545,550,1,29,D2D_RA,
2909,9,252,256,2,264,264,269,1,27,D2D_RA,
2910,13,114,114,1,120,120,125,1,38,D2D_RA,
2911,3,777,777,1,784,784,789,1,8,D2D_RA,
2912,11,274,274,1,282,282,287,1,31,D2D_RA,
2913,1,675,675,1,683,683,688,1,1,D2D_RA,
2914,10,142,154,3,152,161,166,2,28,D2D_RA,
2915,1,409,409,1,417,417,422,1,2,D2D_RA,
2916,1,491,491,1,501,501,506,1,2,D2D_RA,
2917,8,238,242,2,249,249,254,1,24,D2D_RA,
2918,3,565,569,2,577,577,582,1,8,D2D_RA,
2919,5,294,298,2,306,306,311,1,14,D2D_RA,
2920,3,623,627,2,634,634,639,1,8,D2D_RA,
2921,1,255,259,2,267,267,272,1,1,D2D_RA,
2922,13,522,522,1,529,529,534,1,37,D2D_RA,
2923,11,402,411,2,409,421,426,2,31,D2D_RA,
2924,12,440,440,1,448,448,453,1,36,D2D_RA,
2925,16,228,251,4,240,258,263,3,48,D2D_RA,
2926,13,354,354,1,362,362,367,1,38,D2D_RA,
2927,2,85,89,2,96,96,101,1,5,D2D_RA,
2928,1,162,162,1,169,169,174,1,1,D2D_RA,
2929,13,367,371,2,379,379,384,1,39,D2D_RA,
2930,1,412,426,3,424,435,440,2,2,D2D_RA,
2931,11,501,505,2,513,513,518,1,31,D2D_RA,
2932,8,636,640,2,648,648,653,1,22,D2D_RA,
2933,10,410,435,4,418,444,449,3,29,D2D_RA,
2934,6,530,530,1,539,539,544,1,16,D2D_RA,
2935,2,602,602,1,611,611,616,1,5,D2D_RA,
2936,2,468,482,3,480,492,497,2,6,D2D_RA,
2937,9,546,560,3,554,568,573,2,25,D2D_RA,
2938,6,103,107,2,112,112,117,1,16,D2D_RA,
2939,15,845,849,2,856,856,861,1,44,D2D_RA,
2940,10,545,545,1,552,552,557,1,28,D2D_RA,
2941,9,426,426,1,435,435,440,1,26,D2D_RA,
2942,1,515,515,1,527,527,532,1,2,D2D_RA,
2943,13,559,563,2,572,572,577,1,39,D2D_RA,
2944,8,741,754,3,752,760,765,2,23,D2D_RA,
2945,8,810,810,1,816,816,821,1,23,D2D_RA,
2946,13,712,712,1,720,720,725,1,38,D2D_RA,
2947,3,409,409,1,419,419,424,1,7,D2D_RA,
2948,9,154,154,1,161,161,166,1,26,D2D_RA,
2949,10,519,523,2,531,531,536,1,28,D2D_RA,
2950,3,276,290,3,288,300,305,2,8,D2D_RA,
2951,4,443,456,3,450,464,469,2,10,D2D_RA,
2952,6,417,417,1,424,424,429,1,18,D2D_RA,
2953,1,457,457,1,467,467,472,1,1,D2D_RA,
2954,4,93,97,2,104,104,109,1,10,D2D_RA,
2955,2,337,337,1,346,346,351,1,4,D2D_RA,
2956,9,488,498,2,496,505,510,2,26,D2D_RA,
2957,13,539,539,1,547,547,552,1,37,D2D_RA,
2958,10,388,402,3,400,412,417,2,28,D2D_RA,
2959,3,512,522,2,520,531,536,2,8,D2D_RA,
2960,3,433,459,4,442,469,474,3,8,D2D_RA,
2961,12,549,562,3,560,571,576,2,35,D2D_RA,
2962,3,307,307,1,316,316,321,1,8,D2D_RA,
2963,6,208,208,1,216,216,221,1,16,D2D_RA,
2964,14,346,355,2,353,362,367,2,42,D2D_RA,
2965,12,515,515,1,523,523,528,1,34,D2D_RA,
2966,9,580,584,2,592,592,597,1,25,D2D_RA,
2967,5,454,458,2,466,466,471,1,13,D2D_RA,
2968,3,413,427,3,425,435,440,2,8,D2D_RA,
2969,2,511,515,2,525,525,530,1,6,D2D_RA,
2970,4,213,234,4,224,241,246,3,11,D2D_RA,
2971,12,620,634,3,632,642,647,2,34,D2D_RA,
2972,3,277,281,2,290,290,295,1,9,D2D_RA,
2973,10,225,225,1,232,232,237,1,29,D2D_RA,
2974,11,268,291,4,280,298,303,3,32,D2D_RA,
2975,3,488,488,1,496,496,501,1,7,D2D_RA,
2976,3,124,128,2,136,136,141,1,7,D2D_RA,
2977,8,473,473,1,480,480,485,1,24,D2D_RA,
2978,11,411,411,1,421,421,426,1,32,D2D_RA,
2979,10,238,242,2,250,250,255,1,28,D2D_RA,
2980,14,451,451,1,459,459,464,1,41,D2D_RA,
2981,1,299,299,1,307,307,312,1,3,D2D_RA,
2982,16,220,224,2,232,232,237,1,46,D2D_RA,
2983,8,401,401,1,410,410,415,1,22,D2D_RA,
2984,12,251,251,1,258,258,263,1,35,D2D_RA,
2985,11,724,728,2,736,736,741,1,31,D2D_RA,
2986,4,682,698,3,688,705,710,3,12,D2D_RA,
2987,3,347,347,1,357,357,362,1,8,D2D_RA,
2988,16,216,216,1,224,224,229,1,46,D2D_RA,
2989,2,787,787,1,792,792,797,1,6,D2D_RA,
2990,14,547,547,1,554,554,559,1,41,D2D_RA,
2991,12,658,658,1,665,665,670,1,34,D2D_RA,
2992,15,373,377,2,384,384,389,1,45,D2D_RA,
2993,10,384,384,1,392,392,397,1,28,D2D_RA,
2994,4,546,546,1,555,555,560,1,11,D2D_RA,
2995,9,469,483,3,481,490,495,2,26,D2D_RA,
2996,15,248,248,1,256,256,261,1,43,D2D_RA,
2997,9,204,208,2,216,216,221,1,26,D2D_RA,
2998,4,140,144,2,152,152,157,1,11,D2D_RA,
2999,9,262,266,2,274,274,279,1,27,D2D_RA,
3000,10,591,595,2,603,603,608,1,29,D2D_RA,
3001,1,262,266,2,275,275,280,1,1,D2D_RA,
3002,16,239,243,2,251,251,256,1,46,D2D_RA,
3003,3,120,120,1,128,128,133,1,7,D2D_RA,
3004,6,492,506,3,504,514,519,2,16,D2D_RA,
3005,1,383,387,2,398,398,403,1,1,D2D_RA,
3006,15,751,755,2,760,760,765,1,44,D2D_RA,
3007,5,223,227,2,234,234,239,1,15,D2D_RA,
3008,3,280,280,1,289,289,294,1,7,D2D_RA,
3009,9,739,739,1,744,744,749,1,26,D2D_RA,
3010,2,357,361,2,370,370,375,1,4,D2D_RA,
3011,12,621,625,2,632,632,637,1,35,D2D_RA,
3012,16,314,314,1,322,322,327,1,48,D2D_RA,
3013,7,616,626,2,624,634,639,2,19,D2D_RA,
3014,9,433,442,2,440,449,454,2,27,D2D_RA,
3015,1,232,232,1,240,240,245,1,2,D2D_RA,
3016,14,329,329,1,336,336,341,1,42,D2D_RA,
3017,6,213,217,2,224,224,229,1,17,D2D_RA,
3018,15,541,545,2,553,553,558,1,43,D2D_RA,
3019,12,417,417,1,426,426,431,1,34,D2D_RA,
3020,11,543,547,2,556,556,561,1,31,D2D_RA,
3021,1,432,432,1,440,440,445,1,2,D2D_RA,
3022,11,703,707,2,713,713,718,1,33,D2D_RA,
3023,13,388,403,3,401,409,414,2,38,D2D_RA,
3024,2,543,547,2,556,556,561,1,4,D2D_RA,
3025,3,637,641,2,649,649,654,1,8,D2D_RA,
3026,14,619,619,1,625,625,630,1,41,D2D_RA,
3027,3,533,537,2,546,546,551,1,8,D2D_RA,
3028,7,517,521,2,529,529,534,1,19,D2D_RA,
3029,6,810,810,1,816,816,821,1,17,D2D_RA,
3030,2,535,539,2,547,547,552,1,6,D2D_RA,
3031,16,201,201,1,208,208,213,1,48,D2D_RA,
3032,3,294,298,2,307,307,312,1,9,D2D_RA,
3033,14,345,363,3,352,371,376,3,41,D2D_RA,
3034,5,527,531,2,539,539,544,1,14,D2D_RA,
3035,8,554,554,1,561,561,566,1,23,D2D_RA,
3036,9,47,51,2,56,56,61,1,25,D2D_RA,
3037,16,298,298,1,305,305,310,1,48,D2D_RA,
3038,13,636,640,2,648,648,653,1,37,D2D_RA,
3039,16,314,314,1,323,323,328,1,46,D2D_RA,
3040,8,609,609,1,616,616,621,1,23,D2D_RA,
3041,4,540,544,2,552,552,557,1,12,D2D_RA,
3042,2,591,595,2,603,603,608,1,5,D2D_RA,
3043,1,379,379,1,389,389,394,1,3,D2D_RA,
3044,2,601,601,1,610,610,615,1,5,D2D_RA,
3045,13,740,744,2,752,752,757,1,39,D2D_RA,
3046,12,697,706,2,704,712,717,2,36,D2D_RA,
3047,3,301,305,2,313,313,318,1,9,D2D_RA,
3048,3,611,611,1,619,619,624,1,7,D2D_RA,
3049,4,370,370,1,378,378,383,1,12,D2D_RA,
3050,1,319,323,2,333,333,338,1,2,D2D_RA,
3051,15,285,307,4,297,314,319,3,43,D2D_RA,
3052,13,530,530,1,537,537,542,1,39,D2D_RA,
3053,3,414,418,2,426,426,431,1,9,D2D_RA,
3054,7,236,259,4,248,266,271,3,19,D2D_RA,
3055,3,461,465,2,473,473,478,1,9,D2D_RA,
3056,1,177,177,1,186,186,191,1,1,D2D_RA,
3057,2,96,96,1,104,104,109,1,4,D2D_RA,
3058,1,150,154,2,162,162,167,1,1,D2D_RA,
3059,6,452,475,4,465,483,488,3,16,D2D_RA,
3060,7,569,569,1,578,578,583,1,19,D2D_RA,
3061,5,187,187,1,194,194,199,1,14,D2D_RA,
3062,6,471,475,2,483,483,488,1,17,D2D_RA,
3063,5,274,274,1,281,281,286,1,13,D2D_RA,
3064,8,756,760,2,768,768,773,1,22,D2D_RA,
3065,2,523,523,1,533,533,538,1,5,D2D_RA,
3066,2,627,627,1,635,635,640,1,6,D2D_RA,
3067,16,550,568,4,562,576,581,2,46,D2D_RA,
3068,3,573,577,2,584,584,589,1,9,D2D_RA,
3069,8,28,32,2,40,40,45,1,22,D2D_RA,
3070,8,326,330,2,339,339,344,1,22,D2D_RA,
3071,2,483,483,1,494,494,499,1,5,D2D_RA,
3072,15,504,514,2,512,520,525,2,45,D2D_RA,
3073,15,209,209,1,217,217,222,1,43,D2D_RA,
3074,4,425,425,1,433,433,438,1,11,D2D_RA,
3075,14,263,267,2,275,275,280,1,42,D2D_RA,
3076,11,320,320,1,328,328,333,1,31,D2D_RA,
3077,8,471,475,2,483,483,488,1,22,D2D_RA,
3078,8,350,363,3,361,371,376,2,23,D2D_RA,
3079,7,745,745,1,752,752,757,1,19,D2D_RA,
3080,5,251,251,1,258,258,263,1,15,D2D_RA,
3081,16,468,472,2,480,480,485,1,47,D2D_RA,
3082,6,697,697,1,704,704,709,1,16,D2D_RA,
3083,13,436,440,2,448,448,453,1,39,D2D_RA,
3084,6,578,578,1,584,584,589,1,18,D2D_RA,
3085,8,416,440,4,424,448,453,3,23,D2D_RA,
3086,15,126,130,2,136,136,141,1,45,D2D_RA,
3087,4,218,218,1,226,226,231,1,10,D2D_RA,
3088,2,406,435,5,419,444,449,3,5,D2D_RA,
3089,13,325,329,2,337,337,342,1,37,D2D_RA,
3090,7,321,321,1,329,329,334,1,21,D2D_RA,
3091,11,543,547,2,556,556,561,1,32,D2D_RA,
3092,10,576,586,2,584,592,597,2,28,D2D_RA,
3093,1,495,499,2,510,510,515,1,3,D2D_RA,
3094,3,728,728,1,736,736,741,1,8,D2D_RA,
3095,3,690,690,1,697,697,702,1,8,D2D_RA,
3096,7,494,498,2,505,505,510,1,21,D2D_RA,
3097,5,335,339,2,347,347,352,1,14,D2D_RA,
3098,7,259,259,1,266,266,271,1,20,D2D_RA,
3099,3,283,283,1,294,294,299,1,9,D2D_RA,
3100,12,761,761,1,768,768,773,1,34,D2D_RA,
3101,2,443,443,1,453,453,458,1,6,D2D_RA,
3102,2,249,249,1,256,256,261,1,6,D2D_RA,
3103,1,262,266,2,275,275,280,1,2,D2D_RA,
3104,8,90,90,1,96,96,101,1,23,D2D_RA,
3105,1,580,584,2,592,592,597,1,3,D2D_RA,
3106,7,508,512,2,520,520,525,1,20,D2D_RA,
3107,13,122,130,2,128,137,142,2,39,D2D_RA,
3108,3,329,344,3,338,352,357,2,9,D2D_RA,
3109,5,309,313,2,321,321,326,1,14,D2D_RA,
3110,10,332,336,2,344,344,349,1,29,D2D_RA,
3111,12,676,680,2,688,688,693,1,34,D2D_RA,
3112,10,290,299,2,297,307,312,2,30,D2D_RA,
3113,5,130,130,1,137,137,142,1,13,D2D_RA,
3114,4,406,410,2,418,418,423,1,11,D2D_RA,
3115,4,638,642,2,649,649,654,1,10,D2D_RA,
3116,3,271,275,2,283,283,288,1,7,D2D_RA,
3117,2,506,506,1,515,515,520,1,5,D2D_RA,
3118,2,537,547,2,545,556,561,2,5,D2D_RA,
3119,9,345,345,1,352,352,357,1,25,D2D_RA,
3120,4,407,411,2,419,419,424,1,11,D2D_RA,
3121,16,510,514,2,521,521,526,1,48,D2D_RA,
3122,7,151,155,2,161,161,166,1,20,D2D_RA,
3123,12,334,338,2,345,345,350,1,34,D2D_RA,
3124,1,463,467,2,479,479,484,1,2,D2D_RA,
3125,2,388,392,2,400,400,405,1,4,D2D_RA,
3126,7,438,442,2,451,451,456,1,20,D2D_RA,
3127,7,235,235,1,241,241,246,1,21,D2D_RA,
3128,5,400,424,4,408,432,437,3,13,D2D_RA,
3129,16,571,571,1,578,578,583,1,48,D2D_RA,
3130,2,566,570,2,578,578,583,1,5,D2D_RA,
3131,15,682,682,1,688,688,693,1,44,D2D_RA,
3132,6,148,162,3,160,169,174,2,18,D2D_RA,
3133,1,303,307,2,319,319,324,1,3,D2D_RA,
3134,16,622,626,2,632,632,637,1,48,D2D_RA,
3135,12,426,435,2,433,444,449,2,35,D2D_RA,
3136,10,511,515,2,524,524,529,1,30,D2D_RA,
3137,2,750,754,2,760,760,765,1,5,D2D_RA,
3138,12,41,41,1,48,48,53,1,34,D2D_RA,
3139,3,306,306,1,314,314,319,1,7,D2D_RA,
3140,4,792,792,1,800,800,805,1,10,D2D_RA,
3141,1,787,787,1,792,792,797,1,2,D2D_RA,
3142,5,613,617,2,624,624,629,1,13,D2D_RA,
3143,6,304,304,1,312,312,317,1,16,D2D_RA,
3144,7,403,403,1,410,410,415,1,21,D2D_RA,
3145,10,433,433,1,441,441,446,1,30,D2D_RA,
3146,8,293,320,5,305,328,333,3,24,D2D_RA,
3147,3,277,281,2,291,291,296,1,7,D2D_RA,
3148,2,520,520,1,528,528,533,1,4,D2D_RA,
3149,11,493,515,4,504,523,528,3,31,D2D_RA,
3150,11,636,650,3,648,657,662,2,33,D2D_RA,
3151,1,111,115,2,121,121,126,1,3,D2D_RA,
3152,15,219,219,1,226,226,231,1,45,D2D_RA,
3153,5,455,459,2,466,466,471,1,14,D2D_RA,
3154,2,302,306,2,316,316,321,1,4,D2D_RA,
