MTCD_number,group,D2D_first_request_RAO,D2D_initate_request_RAO,nRequest_D2D,RA_first_RAO,RA_initate_RAO,RA_success_RAO,nTransmit_RA,Preamble_number,MTCD_RA_status 
8177,2,216,216,1,225,225,230,1,4,D2D_RA,
8178,11,680,680,1,688,688,693,1,31,D2D_RA,
8179,10,505,515,2,513,525,530,2,30,D2D_RA,
8180,1,434,434,1,443,443,448,1,3,D2D_RA,
8181,4,334,363,5,346,369,374,3,10,D2D_RA,
8182,14,792,792,1,800,800,805,1,40,D2D_RA,
8183,9,557,561,2,569,569,574,1,25,D2D_RA,
8184,1,128,128,1,137,137,142,1,1,D2D_RA,
8185,3,458,458,1,468,468,473,1,8,D2D_RA,
8186,8,321,321,1,329,329,334,1,24,D2D_RA,
8187,5,487,491,2,499,499,504,1,15,D2D_RA,
8188,14,281,281,1,288,288,293,1,42,D2D_RA,
8189,1,155,155,1,162,162,167,1,2,D2D_RA,
8190,9,485,504,4,498,512,517,2,25,D2D_RA,
8191,16,312,312,1,322,322,327,1,46,D2D_RA,
8192,16,332,347,3,345,356,361,2,47,D2D_RA,
8193,1,670,674,2,682,682,687,1,1,D2D_RA,
8194,4,600,600,1,608,608,613,1,10,D2D_RA,
8195,12,456,456,1,465,465,470,1,34,D2D_RA,
8196,13,575,579,2,588,588,593,1,39,D2D_RA,
8197,1,543,547,2,555,555,560,1,3,D2D_RA,
8198,14,144,144,1,152,152,157,1,40,D2D_RA,
8199,13,447,451,2,460,460,465,1,39,D2D_RA,
8200,13,667,674,2,672,680,685,2,39,D2D_RA,
8201,8,523,523,1,532,532,537,1,23,D2D_RA,
8202,9,504,514,2,512,520,525,2,27,D2D_RA,
8203,6,353,353,1,362,362,367,1,18,D2D_RA,
8204,14,720,720,1,728,728,733,1,40,D2D_RA,
8205,7,283,283,1,291,291,296,1,20,D2D_RA,
8206,4,562,571,2,569,580,585,2,12,D2D_RA,
8207,8,545,545,1,553,553,558,1,23,D2D_RA,
8208,16,95,99,2,104,104,109,1,46,D2D_RA,
8209,7,355,355,1,364,364,369,1,20,D2D_RA,
8210,9,302,315,3,313,321,326,2,27,D2D_RA,
8211,15,278,282,2,290,290,295,1,43,D2D_RA,
8212,5,406,425,4,419,434,439,2,13,D2D_RA,
8213,5,556,560,2,569,569,574,1,13,D2D_RA,
8214,3,499,499,1,509,509,514,1,8,D2D_RA,
8215,2,655,659,2,666,666,671,1,6,D2D_RA,
8216,14,838,842,2,848,848,853,1,40,D2D_RA,
8217,12,287,291,2,299,299,304,1,35,D2D_RA,
8218,1,385,385,1,394,394,399,1,3,D2D_RA,
8219,11,600,600,1,608,608,613,1,32,D2D_RA,
8220,11,318,322,2,330,330,335,1,33,D2D_RA,
8221,3,145,145,1,152,152,157,1,8,D2D_RA,
8222,4,106,106,1,113,113,118,1,10,D2D_RA,
8223,14,193,219,4,200,226,231,4,41,D2D_RA,
8224,1,373,377,2,387,387,392,1,2,D2D_RA,
8225,3,522,522,1,533,533,538,1,7,D2D_RA,
8226,14,415,419,2,426,426,431,1,41,D2D_RA,
8227,15,394,394,1,401,401,406,1,45,D2D_RA,
8228,7,490,490,1,498,498,503,1,21,D2D_RA,
8229,12,389,393,2,401,401,406,1,35,D2D_RA,
8230,11,546,546,1,555,555,560,1,32,D2D_RA,
8231,1,460,464,2,473,473,478,1,1,D2D_RA,
8232,7,241,241,1,249,249,254,1,21,D2D_RA,
8233,11,337,337,1,345,345,350,1,32,D2D_RA,
8234,15,379,379,1,385,385,390,1,45,D2D_RA,
8235,1,167,171,2,179,179,184,1,3,D2D_RA,
8236,16,236,251,3,249,259,264,2,46,D2D_RA,
8237,1,73,73,1,80,80,85,1,2,D2D_RA,
8238,3,369,400,5,379,409,414,3,9,D2D_RA,
8239,14,631,643,3,641,649,654,2,40,D2D_RA,
8240,14,499,499,1,508,508,513,1,41,D2D_RA,
8241,11,53,57,2,64,64,69,1,33,D2D_RA,
8242,4,691,691,1,697,697,702,1,10,D2D_RA,
8243,12,421,425,2,433,433,438,1,35,D2D_RA,
8244,2,79,83,2,89,89,94,1,4,D2D_RA,
8245,1,535,539,2,548,548,553,1,1,D2D_RA,
8246,8,361,361,1,370,370,375,1,22,D2D_RA,
8247,3,620,624,2,633,633,638,1,7,D2D_RA,
8248,9,665,665,1,672,672,677,1,25,D2D_RA,
8249,14,134,138,2,144,144,149,1,42,D2D_RA,
8250,10,483,483,1,492,492,497,1,30,D2D_RA,
8251,6,437,441,2,450,450,455,1,17,D2D_RA,
8252,6,169,169,1,177,177,182,1,16,D2D_RA,
8253,6,431,435,2,443,443,448,1,17,D2D_RA,
8254,3,141,145,2,152,152,157,1,9,D2D_RA,
8255,16,770,770,1,776,776,781,1,46,D2D_RA,
8256,4,477,481,2,490,490,495,1,11,D2D_RA,
8257,11,319,323,2,331,331,336,1,33,D2D_RA,
8258,8,227,227,1,234,234,239,1,24,D2D_RA,
8259,3,132,136,2,145,145,150,1,8,D2D_RA,
8260,3,738,738,1,745,745,750,1,7,D2D_RA,
8261,14,410,410,1,418,418,423,1,41,D2D_RA,
8262,12,588,592,2,600,600,605,1,36,D2D_RA,
8263,7,334,338,2,347,347,352,1,21,D2D_RA,
8264,9,364,392,5,377,400,405,3,25,D2D_RA,
8265,5,333,337,2,345,345,350,1,13,D2D_RA,
8266,4,273,283,2,281,289,294,2,11,D2D_RA,
8267,16,189,193,2,200,200,205,1,47,D2D_RA,
8268,14,291,291,1,300,300,305,1,40,D2D_RA,
8269,2,665,665,1,672,672,677,1,5,D2D_RA,
8270,15,314,314,1,322,322,327,1,45,D2D_RA,
8271,9,557,571,3,569,578,583,2,27,D2D_RA,
8272,8,561,571,2,569,578,583,2,24,D2D_RA,
8273,2,410,410,1,420,420,425,1,5,D2D_RA,
8274,10,626,626,1,633,633,638,1,29,D2D_RA,
8275,5,207,211,2,216,216,221,1,15,D2D_RA,
8276,1,426,426,1,437,437,442,1,1,D2D_RA,
8277,11,406,410,2,420,420,425,1,32,D2D_RA,
8278,5,380,384,2,392,392,397,1,15,D2D_RA,
8279,6,139,139,1,144,144,149,1,18,D2D_RA,
8280,9,384,384,1,392,392,397,1,27,D2D_RA,
8281,9,150,154,2,161,161,166,1,27,D2D_RA,
8282,3,408,408,1,417,417,422,1,9,D2D_RA,
8283,2,806,810,2,816,816,821,1,5,D2D_RA,
8284,1,436,440,2,449,449,454,1,3,D2D_RA,
8285,5,353,353,1,361,361,366,1,15,D2D_RA,
8286,4,463,467,2,476,476,481,1,12,D2D_RA,
8287,6,735,739,2,744,744,749,1,17,D2D_RA,
8288,3,298,298,1,308,308,313,1,8,D2D_RA,
8289,3,362,362,1,374,374,379,1,7,D2D_RA,
8290,6,761,761,1,768,768,773,1,17,D2D_RA,
8291,5,261,274,3,272,281,286,2,14,D2D_RA,
8292,3,350,354,2,367,367,372,1,7,D2D_RA,
8293,10,357,371,3,369,380,385,2,28,D2D_RA,
8294,4,557,561,2,569,569,574,1,10,D2D_RA,
8295,2,392,411,4,401,423,428,2,5,D2D_RA,
8296,8,421,425,2,433,433,438,1,23,D2D_RA,
8297,5,834,834,1,840,840,845,1,13,D2D_RA,
8298,5,649,649,1,656,656,661,1,15,D2D_RA,
8299,16,665,665,1,673,673,678,1,46,D2D_RA,
8300,1,398,402,2,413,413,418,1,2,D2D_RA,
8301,1,124,128,2,137,137,142,1,2,D2D_RA,
8302,3,460,474,3,472,484,489,2,7,D2D_RA,
8303,14,529,544,3,538,552,557,2,42,D2D_RA,
8304,11,652,656,2,664,664,669,1,33,D2D_RA,
8305,12,537,537,1,544,544,549,1,34,D2D_RA,
8306,3,428,442,3,440,453,458,2,7,D2D_RA,
8307,9,231,235,2,243,243,248,1,26,D2D_RA,
8308,2,608,608,1,616,616,621,1,5,D2D_RA,
8309,11,554,554,1,561,561,566,1,32,D2D_RA,
8310,6,438,442,2,451,451,456,1,17,D2D_RA,
8311,9,360,370,2,368,378,383,2,26,D2D_RA,
8312,2,547,547,1,557,557,562,1,6,D2D_RA,
8313,8,609,609,1,616,616,621,1,24,D2D_RA,
8314,14,156,160,2,168,168,173,1,41,D2D_RA,
8315,16,667,667,1,673,673,678,1,48,D2D_RA,
8316,10,252,256,2,265,265,270,1,29,D2D_RA,
8317,11,710,714,2,720,720,725,1,32,D2D_RA,
8318,12,149,153,2,161,161,166,1,34,D2D_RA,
8319,13,456,467,2,465,474,479,2,37,D2D_RA,
8320,15,216,235,3,224,242,247,3,45,D2D_RA,
8321,2,233,233,1,241,241,246,1,6,D2D_RA,
8322,6,519,523,2,532,532,537,1,16,D2D_RA,
8323,4,296,338,6,304,347,352,5,10,D2D_RA,
8324,12,715,715,1,721,721,726,1,34,D2D_RA,
8325,4,206,210,2,217,217,222,1,12,D2D_RA,
8326,3,477,506,5,490,516,521,3,7,D2D_RA,
8327,3,194,194,1,203,203,208,1,7,D2D_RA,
8328,6,705,722,3,712,729,734,3,17,D2D_RA,
8329,5,242,242,1,250,250,255,1,14,D2D_RA,
8330,8,561,561,1,570,570,575,1,22,D2D_RA,
8331,3,407,411,2,423,423,428,1,9,D2D_RA,
8332,14,431,435,2,446,446,451,1,40,D2D_RA,
8333,3,116,130,3,128,138,143,2,7,D2D_RA,
8334,3,697,697,1,705,705,710,1,7,D2D_RA,
8335,1,421,425,2,435,435,440,1,1,D2D_RA,
8336,9,175,179,2,186,186,191,1,25,D2D_RA,
8337,6,257,266,2,264,274,279,2,18,D2D_RA,
8338,11,626,643,3,633,650,655,3,33,D2D_RA,
8339,15,264,274,2,272,283,288,2,44,D2D_RA,
8340,6,342,346,2,354,354,359,1,18,D2D_RA,
8341,15,601,601,1,609,609,614,1,44,D2D_RA,
8342,1,75,75,1,81,81,86,1,2,D2D_RA,
8343,5,301,305,2,313,313,318,1,14,D2D_RA,
8344,12,433,443,2,441,452,457,2,36,D2D_RA,
8345,1,401,433,5,411,442,447,3,2,D2D_RA,
8346,7,717,721,2,728,728,733,1,19,D2D_RA,
8347,14,420,434,3,432,443,448,2,42,D2D_RA,
8348,2,787,787,1,793,793,798,1,5,D2D_RA,
8349,8,225,225,1,232,232,237,1,24,D2D_RA,
8350,8,332,336,2,345,345,350,1,23,D2D_RA,
8351,3,627,627,1,635,635,640,1,8,D2D_RA,
8352,5,427,427,1,438,438,443,1,13,D2D_RA,
8353,10,313,313,1,322,322,327,1,28,D2D_RA,
8354,12,427,427,1,436,436,441,1,36,D2D_RA,
8355,10,168,168,1,176,176,181,1,29,D2D_RA,
8356,2,338,338,1,348,348,353,1,4,D2D_RA,
8357,5,267,290,4,274,297,302,3,15,D2D_RA,
8358,2,659,659,1,667,667,672,1,4,D2D_RA,
8359,11,707,707,1,714,714,719,1,31,D2D_RA,
8360,5,475,475,1,482,482,487,1,14,D2D_RA,
8361,11,224,224,1,232,232,237,1,33,D2D_RA,
8362,12,514,514,1,521,521,526,1,36,D2D_RA,
8363,3,310,314,2,323,323,328,1,9,D2D_RA,
8364,4,516,520,2,529,529,534,1,10,D2D_RA,
8365,12,86,90,2,96,96,101,1,36,D2D_RA,
8366,1,406,410,2,420,420,425,1,3,D2D_RA,
8367,7,378,378,1,386,386,391,1,21,D2D_RA,
8368,5,638,642,2,649,649,654,1,15,D2D_RA,
8369,5,580,584,2,592,592,597,1,15,D2D_RA,
8370,16,339,339,1,348,348,353,1,46,D2D_RA,
8371,6,352,352,1,360,360,365,1,18,D2D_RA,
8372,15,653,657,2,664,664,669,1,45,D2D_RA,
8373,12,389,393,2,401,401,406,1,36,D2D_RA,
8374,15,470,474,2,481,481,486,1,44,D2D_RA,
8375,13,470,498,5,482,507,512,3,37,D2D_RA,
8376,2,724,728,2,736,736,741,1,5,D2D_RA,
8377,5,413,417,2,425,425,430,1,15,D2D_RA,
8378,2,282,282,1,293,293,298,1,4,D2D_RA,
8379,9,421,440,4,434,448,453,2,27,D2D_RA,
8380,5,390,394,2,402,402,407,1,14,D2D_RA,
8381,2,332,375,10,345,573,578,2,52,D2D_RA,
8382,5,577,587,2,585,595,600,2,13,D2D_RA,
8383,6,344,370,4,352,379,384,3,16,D2D_RA,
8384,15,285,304,4,298,312,317,2,44,D2D_RA,
8385,16,781,785,2,792,792,797,1,46,D2D_RA,
8386,1,225,225,1,234,234,239,1,2,D2D_RA,
8387,12,785,785,1,792,792,797,1,34,D2D_RA,
8388,9,486,490,2,500,500,505,1,25,D2D_RA,
8389,1,491,491,1,502,502,507,1,1,D2D_RA,
8390,5,477,496,4,490,506,511,2,13,D2D_RA,
8391,5,222,226,2,234,234,239,1,14,D2D_RA,
8392,1,728,728,1,736,736,741,1,2,D2D_RA,
8393,12,539,539,1,546,546,551,1,35,D2D_RA,
8394,6,761,761,1,768,768,773,1,18,D2D_RA,
8395,5,313,323,2,321,330,335,2,14,D2D_RA,
8396,10,514,514,1,523,523,528,1,29,D2D_RA,
8397,13,479,483,2,492,492,497,1,38,D2D_RA,
8398,9,616,626,2,624,634,639,2,25,D2D_RA,
8399,14,285,289,2,297,297,302,1,42,D2D_RA,
8400,10,338,338,1,347,347,352,1,28,D2D_RA,
8401,13,864,864,1,872,872,877,1,37,D2D_RA,
8402,6,664,664,1,672,672,677,1,17,D2D_RA,
8403,12,288,288,1,296,296,301,1,36,D2D_RA,
8404,3,615,619,2,629,629,634,1,7,D2D_RA,
8405,8,610,610,1,618,618,623,1,22,D2D_RA,
8406,3,458,458,1,468,468,473,1,9,D2D_RA,
8407,1,591,595,2,605,605,610,1,1,D2D_RA,
8408,8,516,530,3,528,537,542,2,24,D2D_RA,
8409,9,784,784,1,792,792,797,1,25,D2D_RA,
8410,10,409,419,2,417,428,433,2,28,D2D_RA,
8411,14,221,225,2,232,232,237,1,41,D2D_RA,
8412,13,436,440,2,449,449,454,1,38,D2D_RA,
8413,3,361,361,1,371,371,376,1,7,D2D_RA,
8414,2,350,354,2,366,366,371,1,5,D2D_RA,
8415,5,165,169,2,176,176,181,1,15,D2D_RA,
8416,11,454,458,2,468,468,473,1,32,D2D_RA,
8417,4,690,690,1,696,696,701,1,12,D2D_RA,
8418,7,559,563,2,570,570,575,1,19,D2D_RA,
8419,1,613,617,2,625,625,630,1,1,D2D_RA,
8420,10,400,411,2,409,420,425,2,28,D2D_RA,
8421,15,710,714,2,721,721,726,1,44,D2D_RA,
8422,3,317,321,2,330,330,335,1,8,D2D_RA,
8423,10,338,338,1,347,347,352,1,29,D2D_RA,
8424,16,646,650,2,656,656,661,1,48,D2D_RA,
8425,12,302,306,2,315,315,320,1,34,D2D_RA,
8426,3,399,403,2,415,415,420,1,8,D2D_RA,
8427,1,742,746,2,753,753,758,1,3,D2D_RA,
8428,3,550,554,2,566,566,571,1,7,D2D_RA,
8429,13,760,760,1,768,768,773,1,37,D2D_RA,
8430,3,265,265,1,273,273,278,1,9,D2D_RA,
8431,9,288,299,2,297,306,311,2,27,D2D_RA,
8432,1,886,890,2,896,896,901,1,2,D2D_RA,
8433,2,541,555,3,553,566,571,2,6,D2D_RA,
8434,5,86,90,2,96,96,101,1,13,D2D_RA,
8435,10,682,682,1,689,689,694,1,29,D2D_RA,
8436,2,168,168,1,177,177,182,1,5,D2D_RA,
8437,5,571,571,1,579,579,584,1,14,D2D_RA,
8438,7,527,531,2,538,538,543,1,21,D2D_RA,
8439,13,580,584,2,592,592,597,1,38,D2D_RA,
8440,11,678,691,3,689,697,702,2,32,D2D_RA,
8441,3,423,427,2,436,436,441,1,8,D2D_RA,
8442,13,569,578,2,576,586,591,2,39,D2D_RA,
8443,2,200,200,1,208,208,213,1,4,D2D_RA,
8444,15,551,555,2,564,564,569,1,43,D2D_RA,
8445,13,511,538,5,522,546,551,3,38,D2D_RA,
8446,14,375,379,2,388,388,393,1,40,D2D_RA,
8447,3,445,449,2,460,460,465,1,7,D2D_RA,
8448,9,338,338,1,346,346,351,1,26,D2D_RA,
8449,14,326,330,2,338,338,343,1,41,D2D_RA,
8450,3,199,203,2,211,211,216,1,9,D2D_RA,
8451,10,824,824,1,832,832,837,1,28,D2D_RA,
8452,3,683,683,1,690,690,695,1,9,D2D_RA,
8453,1,194,194,1,203,203,208,1,1,D2D_RA,
8454,16,714,714,1,721,721,726,1,46,D2D_RA,
8455,9,522,547,4,530,555,560,3,27,D2D_RA,
8456,3,599,603,2,614,614,619,1,7,D2D_RA,
8457,1,443,443,1,453,453,458,1,3,D2D_RA,
8458,4,405,409,2,417,417,422,1,11,D2D_RA,
8459,3,312,312,1,320,320,325,1,9,D2D_RA,
8460,8,476,491,3,489,498,503,2,23,D2D_RA,
8461,14,519,523,2,531,531,536,1,42,D2D_RA,
8462,1,249,249,1,258,258,263,1,1,D2D_RA,
8463,12,275,275,1,282,282,287,1,36,D2D_RA,
8464,9,696,696,1,704,704,709,1,25,D2D_RA,
8465,4,390,394,2,402,402,407,1,11,D2D_RA,
8466,2,483,483,1,495,495,500,1,4,D2D_RA,
8467,15,874,874,1,880,880,885,1,43,D2D_RA,
8468,11,682,682,1,689,689,694,1,33,D2D_RA,
8469,5,430,434,2,444,444,449,1,13,D2D_RA,
8470,7,301,305,2,313,313,318,1,20,D2D_RA,
8471,6,741,745,2,752,752,757,1,18,D2D_RA,
8472,2,322,322,1,331,331,336,1,6,D2D_RA,
8473,2,220,224,2,232,232,237,1,6,D2D_RA,
8474,10,528,528,1,536,536,541,1,29,D2D_RA,
8475,9,489,489,1,498,498,503,1,27,D2D_RA,
8476,6,176,186,2,184,194,199,2,16,D2D_RA,
8477,3,204,218,3,216,226,231,2,7,D2D_RA,
8478,12,609,609,1,617,617,622,1,35,D2D_RA,
8479,7,611,611,1,618,618,623,1,21,D2D_RA,
8480,1,593,593,1,601,601,606,1,3,D2D_RA,
8481,8,597,601,2,608,608,613,1,24,D2D_RA,
8482,12,350,354,2,361,361,366,1,36,D2D_RA,
8483,3,311,315,2,327,327,332,1,7,D2D_RA,
8484,12,482,482,1,489,489,494,1,35,D2D_RA,
8485,1,473,473,1,482,482,487,1,2,D2D_RA,
8486,13,188,192,2,200,200,205,1,38,D2D_RA,
8487,1,656,666,2,664,674,679,2,3,D2D_RA,
8488,7,522,522,1,530,530,535,1,21,D2D_RA,
8489,2,661,674,3,672,681,686,2,6,D2D_RA,
8490,14,612,635,4,624,641,646,3,41,D2D_RA,
8491,3,532,536,2,546,546,551,1,7,D2D_RA,
8492,9,430,458,5,442,465,470,3,26,D2D_RA,
8493,8,683,683,1,690,690,695,1,23,D2D_RA,
8494,10,669,673,2,680,680,685,1,30,D2D_RA,
8495,9,393,393,1,401,401,406,1,25,D2D_RA,
8496,10,503,507,2,515,515,520,1,30,D2D_RA,
8497,9,153,153,1,160,160,165,1,27,D2D_RA,
8498,4,266,275,2,273,283,288,2,12,D2D_RA,
8499,1,459,475,5,486,486,491,1,2,D2D_RA,
8500,12,299,299,1,309,309,314,1,34,D2D_RA,
8501,14,588,602,3,600,609,614,2,41,D2D_RA,
8502,13,916,920,2,928,928,933,1,37,D2D_RA,
8503,5,277,281,2,289,289,294,1,14,D2D_RA,
8504,5,111,115,2,120,120,125,1,15,D2D_RA,
8505,11,377,387,2,385,394,399,2,33,D2D_RA,
8506,7,348,352,2,361,361,366,1,19,D2D_RA,
8507,9,402,402,1,411,411,416,1,27,D2D_RA,
8508,3,841,841,1,848,848,853,1,7,D2D_RA,
8509,16,129,146,3,136,153,158,3,46,D2D_RA,
8510,9,133,137,2,144,144,149,1,26,D2D_RA,
8511,3,400,400,1,410,410,415,1,7,D2D_RA,
8512,9,595,595,1,602,602,607,1,26,D2D_RA,
8513,16,494,498,2,507,507,512,1,46,D2D_RA,
8514,5,285,289,2,296,296,301,1,14,D2D_RA,
8515,5,150,154,2,161,161,166,1,13,D2D_RA,
8516,4,516,531,3,529,540,545,2,10,D2D_RA,
8517,9,411,411,1,421,421,426,1,25,D2D_RA,
8518,15,547,547,1,555,555,560,1,44,D2D_RA,
8519,6,169,169,1,177,177,182,1,17,D2D_RA,
8520,3,705,705,1,712,712,717,1,9,D2D_RA,
8521,4,220,234,3,232,242,247,2,11,D2D_RA,
8522,3,662,666,2,675,675,680,1,8,D2D_RA,
8523,4,288,288,1,296,296,301,1,10,D2D_RA,
8524,2,268,283,3,281,294,299,2,5,D2D_RA,
8525,3,306,306,1,315,315,320,1,8,D2D_RA,
8526,1,145,145,1,152,152,157,1,2,D2D_RA,
8527,3,530,544,3,538,552,557,2,9,D2D_RA,
8528,1,300,304,2,313,313,318,1,3,D2D_RA,
8529,7,97,97,1,104,104,109,1,19,D2D_RA,
8530,15,511,515,2,521,521,526,1,45,D2D_RA,
8531,12,296,296,1,305,305,310,1,36,D2D_RA,
8532,5,395,395,1,404,404,409,1,13,D2D_RA,
8533,2,657,657,1,665,665,670,1,6,D2D_RA,
8534,14,267,267,1,276,276,281,1,40,D2D_RA,
8535,3,770,770,1,776,776,781,1,8,D2D_RA,
8536,5,555,563,2,561,573,578,2,13,D2D_RA,
8537,2,380,384,2,393,393,398,1,5,D2D_RA,
8538,9,314,314,1,320,320,325,1,27,D2D_RA,
8539,3,580,594,3,592,602,607,2,7,D2D_RA,
8540,4,419,419,1,427,427,432,1,12,D2D_RA,
8541,13,342,346,2,353,353,358,1,39,D2D_RA,
8542,1,667,667,1,675,675,680,1,1,D2D_RA,
8543,1,395,395,1,405,405,410,1,3,D2D_RA,
8544,1,488,488,1,497,497,502,1,1,D2D_RA,
8545,12,412,427,3,425,437,442,2,34,D2D_RA,
8546,3,700,704,2,712,712,717,1,8,D2D_RA,
8547,15,235,235,1,243,243,248,1,43,D2D_RA,
8548,6,534,538,2,547,547,552,1,16,D2D_RA,
8549,3,276,280,2,289,289,294,1,9,D2D_RA,
8550,9,384,384,1,393,393,398,1,25,D2D_RA,
8551,2,648,648,1,656,656,661,1,6,D2D_RA,
8552,1,400,400,1,410,410,415,1,1,D2D_RA,
8553,12,446,450,2,457,457,462,1,36,D2D_RA,
8554,2,408,408,1,417,417,422,1,4,D2D_RA,
8555,3,327,331,2,341,341,346,1,9,D2D_RA,
8556,8,662,666,2,672,672,677,1,23,D2D_RA,
8557,8,639,643,2,650,650,655,1,24,D2D_RA,
8558,12,542,560,4,554,570,575,2,34,D2D_RA,
8559,3,324,328,2,337,337,342,1,8,D2D_RA,
8560,5,299,299,1,308,308,313,1,13,D2D_RA,
8561,2,307,307,1,317,317,322,1,4,D2D_RA,
8562,8,434,448,3,442,456,461,2,23,D2D_RA,
8563,16,209,227,3,216,233,238,3,46,D2D_RA,
8564,16,348,352,2,361,361,366,1,47,D2D_RA,
8565,2,434,434,1,443,443,448,1,5,D2D_RA,
8566,3,480,490,2,488,499,504,2,9,D2D_RA,
8567,1,228,232,2,241,241,246,1,3,D2D_RA,
8568,16,507,507,1,514,514,519,1,48,D2D_RA,
8569,3,530,530,1,538,538,543,1,8,D2D_RA,
8570,3,464,464,1,473,473,478,1,7,D2D_RA,
8571,3,350,354,2,367,367,372,1,8,D2D_RA,
8572,2,172,176,2,184,184,189,1,6,D2D_RA,
8573,1,371,371,1,381,381,386,1,3,D2D_RA,
8574,5,601,601,1,609,609,614,1,13,D2D_RA,
8575,15,340,344,2,353,353,358,1,43,D2D_RA,
8576,1,176,176,1,184,184,189,1,2,D2D_RA,
8577,13,427,427,1,435,435,440,1,39,D2D_RA,
8578,10,246,250,2,257,257,262,1,29,D2D_RA,
8579,1,687,691,2,697,697,702,1,1,D2D_RA,
8580,5,608,608,1,616,616,621,1,14,D2D_RA,
8581,1,595,595,1,605,605,610,1,2,D2D_RA,
8582,3,237,241,2,250,250,255,1,9,D2D_RA,
8583,7,419,419,1,429,429,434,1,19,D2D_RA,
8584,3,515,523,3,535,535,540,1,9,D2D_RA,
8585,3,804,808,2,816,816,821,1,8,D2D_RA,
8586,12,666,666,1,673,673,678,1,34,D2D_RA,
8587,6,675,675,1,681,681,686,1,17,D2D_RA,
8588,14,343,347,2,355,355,360,1,42,D2D_RA,
8589,2,351,387,10,398,398,403,1,6,D2D_RA,
8590,15,476,491,3,489,499,504,2,45,D2D_RA,
8591,1,873,873,1,880,880,885,1,1,D2D_RA,
8592,8,527,544,4,538,553,558,2,22,D2D_RA,
8593,5,297,297,1,305,305,310,1,14,D2D_RA,
8594,11,522,547,4,530,556,561,3,33,D2D_RA,
8595,16,557,561,2,569,569,574,1,46,D2D_RA,
8596,3,336,347,2,345,358,363,2,7,D2D_RA,
8597,16,757,761,2,768,768,773,1,46,D2D_RA,
8598,15,437,441,2,449,449,454,1,43,D2D_RA,
8599,1,214,218,2,227,227,232,1,1,D2D_RA,
8600,3,393,393,1,401,401,406,1,9,D2D_RA,
8601,2,354,354,1,366,366,371,1,6,D2D_RA,
8602,3,615,619,2,629,629,634,1,8,D2D_RA,
8603,2,354,354,1,367,367,372,1,4,D2D_RA,
8604,8,520,520,1,528,528,533,1,23,D2D_RA,
8605,2,191,195,2,202,202,207,1,5,D2D_RA,
8606,2,520,531,2,529,542,547,2,4,D2D_RA,
8607,2,241,241,1,248,248,253,1,6,D2D_RA,
8608,13,385,385,1,395,395,400,1,37,D2D_RA,
8609,6,387,387,1,395,395,400,1,18,D2D_RA,
8610,2,226,226,1,236,236,241,1,4,D2D_RA,
8611,2,275,275,1,286,286,291,1,6,D2D_RA,
8612,6,490,504,3,498,513,518,2,17,D2D_RA,
8613,8,572,595,4,584,603,608,3,23,D2D_RA,
8614,16,393,393,1,401,401,406,1,46,D2D_RA,
8615,12,454,458,2,468,468,473,1,35,D2D_RA,
8616,4,443,443,1,451,451,456,1,10,D2D_RA,
8617,16,549,553,2,561,561,566,1,48,D2D_RA,
8618,7,55,59,2,64,64,69,1,19,D2D_RA,
8619,11,424,424,1,432,432,437,1,33,D2D_RA,
8620,10,564,594,5,576,602,607,4,30,D2D_RA,
8621,3,619,619,1,629,629,634,1,9,D2D_RA,
8622,6,601,601,1,609,609,614,1,16,D2D_RA,
8623,6,183,187,2,195,195,200,1,17,D2D_RA,
8624,4,244,248,2,256,256,261,1,11,D2D_RA,
8625,16,667,667,1,674,674,679,1,46,D2D_RA,
8626,12,493,497,2,505,505,510,1,35,D2D_RA,
8627,3,313,313,1,321,321,326,1,9,D2D_RA,
8628,15,290,290,1,299,299,304,1,44,D2D_RA,
8629,12,746,746,1,752,752,757,1,35,D2D_RA,
8630,3,527,531,2,539,539,544,1,7,D2D_RA,
8631,2,600,600,1,609,609,614,1,6,D2D_RA,
8632,4,294,298,2,306,306,311,1,10,D2D_RA,
8633,11,702,706,2,713,713,718,1,32,D2D_RA,
8634,3,222,235,3,233,245,250,2,7,D2D_RA,
8635,11,440,440,1,449,449,454,1,32,D2D_RA,
8636,14,630,634,2,640,640,645,1,42,D2D_RA,
8637,3,577,587,2,585,597,602,2,7,D2D_RA,
8638,8,673,673,1,680,680,685,1,23,D2D_RA,
8639,9,394,394,1,402,402,407,1,27,D2D_RA,
8640,8,419,433,3,427,441,446,2,23,D2D_RA,
8641,2,383,387,2,399,399,404,1,4,D2D_RA,
8642,8,443,443,1,451,451,456,1,24,D2D_RA,
8643,14,357,361,2,368,368,373,1,42,D2D_RA,
8644,9,295,299,2,307,307,312,1,25,D2D_RA,
8645,8,213,217,2,224,224,229,1,24,D2D_RA,
8646,7,330,330,1,339,339,344,1,21,D2D_RA,
8647,1,300,304,2,314,314,319,1,1,D2D_RA,
8648,16,402,402,1,410,410,415,1,46,D2D_RA,
8649,13,491,491,1,498,498,503,1,39,D2D_RA,
8650,3,213,217,2,225,225,230,1,8,D2D_RA,
8651,4,174,187,3,185,194,199,2,12,D2D_RA,
8652,13,687,691,2,697,697,702,1,39,D2D_RA,
8653,3,772,776,2,784,784,789,1,7,D2D_RA,
8654,8,82,82,1,89,89,94,1,22,D2D_RA,
8655,5,340,369,5,352,379,384,3,13,D2D_RA,
